rep,seed,n_sim,tau_E_hat,tau_E_se,tau_M_hat,tau_M_se,tau_Q_hat,tau_Q_se,h_opt_E,cct_b_E,first_stage_jump,kernel,scen,covers_95
48,8567425,5000,0.16677,0.03021,6.9339,0.5112,0.2238,0.04169,11.894,16.881,0.4425,triangular,strong_het,1
49,6412170,4999,0.09358,0.03541,7.5688,0.5791,0.13543,0.04591,14.315,16.916,0.4603,triangular,strong_het,1
50,1846109,4998,0.17847,0.03472,7.4411,0.5158,0.17719,0.04378,13.651,16.49,0.4607,triangular,strong_het,1
51,2081994,5000,0.12669,0.03337,6.9089,0.6382,0.1961,0.04297,14.147,17.081,0.4622,triangular,strong_het,1
52,2674535,5000,0.1778,0.03181,7.1117,0.646,0.16707,0.0389,13.851,16.591,0.4874,triangular,strong_het,1
53,7286528,5001,0.10651,0.03912,6.8023,0.5248,0.22031,0.0401,13.805,19.44,0.4609,triangular,strong_het,1
54,6071953,4998,0.18356,0.04009,7.4089,0.6292,0.17664,0.0459,12.457,18.056,0.4214,triangular,strong_het,1
55,623836,4999,0.20194,0.03013,7.8328,0.6329,0.18414,0.04029,12.692,19.079,0.4573,triangular,strong_het,1
56,2731191,5000,0.15268,0.03755,6.4107,0.552,0.16264,0.03936,12.337,18.031,0.4777,triangular,strong_het,1
57,278023,5001,0.13557,0.03323,6.7125,0.5319,0.1023,0.03803,12.401,18.997,0.491,triangular,strong_het,1
58,8423662,5000,0.15787,0.03677,6.023,0.557,0.11693,0.03936,12.662,17.699,0.456,triangular,strong_het,1
59,6598476,5000,0.16261,0.03285,7.0481,0.5949,0.17884,0.04175,13.001,17.793,0.4382,triangular,strong_het,1
60,4440006,4998,0.05619,0.03636,7.254,0.5753,0.14995,0.0444,12.047,17.513,0.4675,triangular,strong_het,0
61,5164,4999,0.14533,0.04059,8.0808,0.5074,0.17784,0.04293,12.766,19.391,0.4511,triangular,strong_het,1
62,3602129,4998,0.19417,0.03883,8.1009,0.5956,0.14281,0.04196,13.111,17.931,0.4717,triangular,strong_het,1
63,8354555,5000,0.14925,0.03892,6.9923,0.5699,0.16624,0.04391,14.136,17.796,0.4171,triangular,strong_het,1
64,8733479,5000,0.24655,0.03475,6.299,0.5105,0.21084,0.04414,12.328,16.8,0.4387,triangular,strong_het,0
65,6542854,5000,0.17038,0.04052,7.6997,0.5872,0.15057,0.04008,13.638,18.904,0.4658,triangular,strong_het,1
66,1168348,4999,0.19999,0.03649,7.1781,0.5474,0.23662,0.04018,12.239,16.088,0.4544,triangular,strong_het,1
67,5181084,4999,0.18272,0.04046,7.8362,0.5399,0.20086,0.04088,12.706,17.398,0.4288,triangular,strong_het,1
68,594115,4999,0.16484,0.03576,7.6084,0.6166,0.14517,0.04451,13.11,19.325,0.4953,triangular,strong_het,1
69,6072349,5001,0.18301,0.03432,6.6637,0.5877,0.13994,0.03903,12.793,16.266,0.4851,triangular,strong_het,1
70,131222,5000,0.16527,0.03727,6.9951,0.6059,0.18225,0.03967,14.425,16.161,0.4708,triangular,strong_het,1
71,5079604,4999,0.19087,0.03933,8.0684,0.6415,0.19969,0.04296,12.968,16.827,0.4519,triangular,strong_het,1
72,2134672,5000,0.14841,0.03262,6.3899,0.509,0.18754,0.04268,13.507,16.448,0.4397,triangular,strong_het,1
73,4979124,5000,0.13683,0.03835,6.1235,0.5995,0.13995,0.04444,11.871,18.106,0.4656,triangular,strong_het,1
74,826454,5000,0.18754,0.03127,6.9932,0.6457,0.16386,0.04232,12.011,17.402,0.4456,triangular,strong_het,1
75,3705505,5000,0.21647,0.03539,6.8371,0.629,0.19726,0.04482,11.919,16.762,0.4707,triangular,strong_het,1
76,2025387,5000,0.17514,0.03575,7.5857,0.5996,0.15034,0.04538,13.966,16.537,0.4312,triangular,strong_het,1
77,8199256,5000,0.16855,0.03718,7.6259,0.6288,0.20329,0.04453,13.536,19.35,0.4482,triangular,strong_het,1
78,6731244,4999,0.19519,0.04099,7.0948,0.504,0.13677,0.04048,14.239,16.527,0.4382,triangular,strong_het,1
79,1327074,5000,0.1453,0.03504,7.6662,0.6164,0.14129,0.04159,13.539,17.026,0.4707,triangular,strong_het,1
80,6921125,5000,0.1892,0.0319,7.3452,0.5252,0.18042,0.04192,12.015,16.662,0.438,triangular,strong_het,1
81,6462654,5000,0.16771,0.03632,7.9409,0.5781,0.18087,0.03979,14.205,16.274,0.5014,triangular,strong_het,1
82,7804671,5000,0.20615,0.03744,7.308,0.5039,0.20489,0.04433,13.787,19.115,0.4765,triangular,strong_het,1
83,6470037,5000,0.138,0.03482,6.2824,0.6318,0.12374,0.04077,11.914,19.391,0.4423,triangular,strong_het,1
84,6660743,5000,0.12938,0.03145,7.3307,0.6024,0.17297,0.04085,13.586,17.952,0.4665,triangular,strong_het,1
85,2481936,5000,0.16836,0.0399,6.7643,0.582,0.11535,0.03999,12.603,16.343,0.4565,triangular,strong_het,1
86,1913696,4998,0.13606,0.03572,6.0301,0.6103,0.2169,0.04064,13.621,16.122,0.4554,triangular,strong_het,1
87,5834499,5001,0.21337,0.03776,6.5223,0.6475,0.17016,0.0394,13.242,19.026,0.4785,triangular,strong_het,1
88,2167212,5001,0.1724,0.03867,7.6857,0.6165,0.10609,0.04079,14.292,18.734,0.4788,triangular,strong_het,1
89,5503269,4998,0.18953,0.03383,7.147,0.6448,0.15818,0.04467,14.158,16.538,0.4497,triangular,strong_het,1
90,1569196,5000,0.1821,0.03173,6.7491,0.6039,0.20086,0.04494,14.253,18.025,0.4542,triangular,strong_het,1
91,4308502,5000,0.12883,0.03866,7.1559,0.5217,0.13564,0.04316,12.224,19.22,0.465,triangular,strong_het,1
92,3681955,5001,0.21219,0.03011,7.8179,0.5408,0.22934,0.03867,11.501,18.684,0.4817,triangular,strong_het,1
93,6794819,5000,0.15744,0.03187,5.9168,0.6049,0.18171,0.0406,12.728,18.269,0.4208,triangular,strong_het,1
94,8912093,5000,0.13774,0.04015,7.6073,0.5503,0.16855,0.04202,12.563,18.186,0.4613,triangular,strong_het,1
95,4243938,4998,0.16581,0.03386,6.8326,0.5459,0.12678,0.03805,13.48,16.66,0.4541,triangular,strong_het,1
96,2687257,5000,0.22237,0.03956,7.3855,0.6427,0.18073,0.04344,14.489,17.863,0.4256,triangular,strong_het,1
97,2087964,5001,0.16713,0.03035,7.9892,0.5536,0.16936,0.03903,11.979,16.071,0.4299,triangular,strong_het,1
98,6067316,5000,0.16714,0.03281,7.1576,0.6429,0.22917,0.04335,13.311,18.21,0.4431,triangular,strong_het,1
99,2344067,5000,0.06212,0.03203,6.8247,0.5404,0.1063,0.03929,12.889,17.811,0.4577,triangular,strong_het,0
100,8231951,5000,0.11632,0.03561,7.0836,0.5191,0.1248,0.0393,13.817,17.927,0.4084,triangular,strong_het,1
101,23437,5000,0.14975,0.03808,6.4297,0.6069,0.16071,0.03878,13.383,17.498,0.4388,triangular,strong_het,1
102,4691522,5000,0.20489,0.0376,6.5839,0.5507,0.18512,0.04161,13.744,16.301,0.4571,triangular,strong_het,1
103,134200,4999,0.21134,0.03705,7.7245,0.6095,0.1387,0.04191,12.477,19.477,0.4521,triangular,strong_het,1
104,2550829,5000,0.08928,0.03086,6.6834,0.5101,0.18144,0.04383,13.033,17.056,0.4259,triangular,strong_het,0
105,1482866,4999,0.17791,0.03221,7.5484,0.6318,0.1823,0.04291,11.668,17.763,0.479,triangular,strong_het,1
106,4887814,4998,0.20284,0.0394,6.7593,0.6065,0.18949,0.03899,12.886,16.004,0.4623,triangular,strong_het,1
107,6260721,4998,0.15136,0.03283,6.7678,0.6193,0.22781,0.04034,12.233,16.313,0.4513,triangular,strong_het,1
108,231158,5000,0.15147,0.0347,7.9216,0.5771,0.19194,0.04132,12.733,17.084,0.4576,triangular,strong_het,1
109,990535,5001,0.15666,0.03507,7.1561,0.6307,0.20887,0.03877,11.661,16.187,0.4671,triangular,strong_het,1
110,7115429,5000,0.21538,0.03343,6.5022,0.6062,0.15257,0.04421,12.804,16.823,0.4587,triangular,strong_het,1
111,234813,5000,0.20211,0.03272,7.2464,0.6496,0.12124,0.04313,12.688,16.989,0.4673,triangular,strong_het,1
112,7632417,5001,0.176,0.03224,6.7541,0.5694,0.1435,0.04595,11.554,18.681,0.4442,triangular,strong_het,1
113,2762994,5000,0.12534,0.03439,8.041,0.5299,0.19937,0.04194,13.504,18.091,0.4839,triangular,strong_het,1
114,1005252,5000,0.14502,0.03861,7.0405,0.5345,0.14614,0.04474,13.071,17.953,0.4631,triangular,strong_het,1
115,1642871,5000,0.19104,0.03854,7.4352,0.6196,0.18028,0.04127,12.297,18.761,0.4563,triangular,strong_het,1
116,7646411,5001,0.17053,0.03658,6.4109,0.5357,0.1263,0.04127,11.643,17.186,0.4341,triangular,strong_het,1
117,5277506,5000,0.16278,0.03804,5.5608,0.5997,0.11758,0.04114,12.315,19.158,0.4548,triangular,strong_het,1
118,662328,4998,0.2355,0.03643,6.8454,0.5307,0.14771,0.04164,13.954,18.546,0.4519,triangular,strong_het,0
119,8603326,5000,0.17723,0.03288,5.2566,0.6061,0.16204,0.04109,12.74,17.336,0.4342,triangular,strong_het,1
120,8322742,4999,0.18894,0.03057,6.0777,0.6247,0.20778,0.04545,14.143,16.709,0.4551,triangular,strong_het,1
121,165167,4999,0.17895,0.03575,7.028,0.564,0.15623,0.03965,13.856,16.139,0.457,triangular,strong_het,1
122,5989300,4998,0.20558,0.03655,7.4777,0.5606,0.16609,0.04382,13.237,18.062,0.4689,triangular,strong_het,1
123,3197954,5001,0.12322,0.04081,7.3238,0.595,0.12256,0.04211,12.144,17.774,0.4413,triangular,strong_het,1
124,7471174,5000,0.13978,0.03901,6.6369,0.5745,0.1887,0.0411,11.832,16.535,0.4188,triangular,strong_het,1
125,8290046,5000,0.24903,0.04058,8.3561,0.61,0.20748,0.04523,13.803,17.384,0.3973,triangular,strong_het,0
126,969563,5000,0.13509,0.03108,6.9724,0.551,0.17953,0.04376,12.084,16.006,0.4514,triangular,strong_het,1
127,112619,5001,0.12995,0.03828,6.4873,0.5109,0.09877,0.0403,12.317,18.002,0.4727,triangular,strong_het,1
128,7394557,4998,0.16304,0.03761,7.3895,0.5268,0.18512,0.04585,11.994,18.131,0.4691,triangular,strong_het,1
129,7995092,5001,0.1598,0.03263,8.1449,0.5632,0.11399,0.04063,13.441,18.856,0.4362,triangular,strong_het,1
130,2237408,5000,0.16774,0.03035,6.0047,0.5603,0.1372,0.04214,12.953,16.827,0.5126,triangular,strong_het,1
131,6519051,4999,0.14344,0.03298,6.5051,0.6395,0.14414,0.04528,11.53,18.799,0.4634,triangular,strong_het,1
132,5564277,5000,0.21106,0.03471,6.7045,0.5061,0.22234,0.04386,12.066,16.525,0.4326,triangular,strong_het,1
133,5568394,4999,0.1692,0.03376,6.8999,0.5878,0.18572,0.0421,11.579,19.427,0.4629,triangular,strong_het,1
134,2035899,4999,0.16958,0.03571,8.0448,0.5853,0.12339,0.04588,13.389,16.453,0.457,triangular,strong_het,1
135,7671004,4998,0.1544,0.0392,7.0906,0.619,0.16939,0.04212,12.286,17.105,0.4564,triangular,strong_het,1
136,127440,4999,0.15559,0.03906,6.1707,0.6443,0.21509,0.04462,14.002,18.374,0.4506,triangular,strong_het,1
137,7097932,5000,0.08764,0.03405,6.9404,0.6239,0.12172,0.03812,14.194,17.853,0.5229,triangular,strong_het,0
138,2042811,4999,0.05238,0.04064,7.6449,0.6239,0.12072,0.03972,14.45,18.154,0.46,triangular,strong_het,0
139,7826132,5000,0.1424,0.03828,8.1001,0.5812,0.20339,0.04141,12.651,17.452,0.4415,triangular,strong_het,1
140,6352655,4999,0.13783,0.03635,6.5792,0.6475,0.17316,0.04463,13.85,19.172,0.4436,triangular,strong_het,1
141,8059785,5000,0.13771,0.03274,6.9852,0.619,0.09834,0.04059,11.809,17.21,0.4587,triangular,strong_het,1
142,2224265,4999,0.17592,0.03175,6.6941,0.576,0.17317,0.04004,13.974,17.241,0.4476,triangular,strong_het,1
143,4545881,5000,0.15172,0.03505,8.0112,0.6428,0.16211,0.0389,12.492,17.272,0.4305,triangular,strong_het,1
144,2183796,5000,0.195,0.03684,6.7185,0.647,0.20023,0.04328,11.762,17.555,0.4599,triangular,strong_het,1
145,5515210,5000,0.17337,0.04016,6.7418,0.5459,0.15962,0.04123,11.994,18.822,0.4188,triangular,strong_het,1
146,3603518,4999,0.16357,0.0395,7.6987,0.5303,0.21752,0.0429,12.063,17.106,0.4577,triangular,strong_het,1
147,5441853,5000,0.21364,0.03661,6.4646,0.6225,0.20311,0.03801,12.529,18.137,0.4489,triangular,strong_het,1
148,395798,5000,0.23459,0.0408,7.8278,0.6028,0.16999,0.04366,12.439,16.857,0.4504,triangular,strong_het,1
149,2149655,5000,0.13943,0.03443,6.9888,0.5076,0.17712,0.0447,12.803,19.394,0.4668,triangular,strong_het,1
150,6038738,5000,0.09233,0.04051,6.8753,0.5896,0.21953,0.04585,13.176,19.197,0.4489,triangular,strong_het,1
151,6737396,4998,0.16208,0.03508,7.7281,0.6007,0.13627,0.04395,12.43,17.264,0.4583,triangular,strong_het,1
152,6004862,5000,0.13442,0.03641,7.3937,0.6037,0.16107,0.04474,14.176,17.447,0.4292,triangular,strong_het,1
153,4933221,5000,0.18566,0.03317,7.6465,0.6014,0.20256,0.03988,11.998,18.909,0.4565,triangular,strong_het,1
154,6373539,5001,0.18435,0.03349,7.212,0.6192,0.1793,0.04216,13.412,16.753,0.4424,triangular,strong_het,1
155,7410944,5001,0.20345,0.03249,7.1353,0.5285,0.17226,0.0442,14.258,16.524,0.4148,triangular,strong_het,1
156,5709604,5001,0.17804,0.04076,6.7453,0.6076,0.16217,0.04547,14.478,16.423,0.4622,triangular,strong_het,1
157,6937255,5000,0.17857,0.04057,7.4873,0.5759,0.1201,0.04403,11.934,17.908,0.4543,triangular,strong_het,1
158,3274116,5000,0.22391,0.0394,7.5674,0.5363,0.19939,0.04381,11.968,16.791,0.4674,triangular,strong_het,1
159,603747,4998,0.15594,0.03567,6.9408,0.643,0.14736,0.04466,13.21,18.067,0.4228,triangular,strong_het,1
160,8344466,4999,0.16535,0.03305,6.793,0.5418,0.21195,0.04252,13.095,18.848,0.4044,triangular,strong_het,1
161,206268,5000,0.15583,0.03159,7.211,0.5938,0.13199,0.04488,14.052,19.128,0.4614,triangular,strong_het,1
162,5122409,5000,0.14408,0.03651,8.3549,0.6416,0.18308,0.04461,12.359,18.521,0.4611,triangular,strong_het,1
163,5995597,5000,0.22544,0.03048,7.5402,0.596,0.15401,0.04417,12.776,16.489,0.4206,triangular,strong_het,0
164,7985998,5000,0.138,0.03963,7.0601,0.617,0.22855,0.04232,12.528,18.71,0.4611,triangular,strong_het,1
165,2807544,4998,0.16128,0.03255,6.4788,0.5446,0.1768,0.04141,13.307,17.15,0.4022,triangular,strong_het,1
166,5823925,5001,0.1618,0.03054,6.6367,0.6081,0.16518,0.03941,12.307,19.061,0.4285,triangular,strong_het,1
167,8819228,4998,0.15334,0.04008,7.3852,0.5282,0.15309,0.04586,13.053,16.836,0.466,triangular,strong_het,1
168,1493768,5000,0.12108,0.04079,7.9413,0.6044,0.17512,0.04232,11.811,16.563,0.4341,triangular,strong_het,1
169,2960427,4999,0.18952,0.03651,7.3179,0.5087,0.15984,0.04331,14.049,17.934,0.4896,triangular,strong_het,1
170,946623,4998,0.14226,0.03305,7.1202,0.5699,0.11758,0.03964,14.173,17.489,0.4561,triangular,strong_het,1
171,6247646,5000,0.20465,0.04074,7.1932,0.5174,0.16039,0.04194,11.56,18.052,0.441,triangular,strong_het,1
172,1079613,5000,0.12197,0.04035,7.0294,0.512,0.21817,0.03898,11.828,18.086,0.4723,triangular,strong_het,1
173,4504617,5001,0.09925,0.0309,6.7319,0.607,0.11347,0.03921,12.532,17.495,0.4868,triangular,strong_het,0
174,2502953,4998,0.18361,0.03881,7.3152,0.6109,0.15933,0.04172,14.4,17.322,0.4793,triangular,strong_het,1
175,6255179,4998,0.17665,0.03298,7.1866,0.5004,0.13711,0.04017,13.112,18.646,0.411,triangular,strong_het,1
176,5681514,5001,0.15141,0.03351,7.2336,0.6454,0.14676,0.04139,13.014,17.742,0.4428,triangular,strong_het,1
177,6774793,5001,0.19134,0.03373,7.2519,0.5173,0.14031,0.04463,12.949,16.925,0.4333,triangular,strong_het,1
178,2156600,5000,0.17754,0.03874,6.7914,0.6015,0.22125,0.03824,12.072,17.029,0.4889,triangular,strong_het,1
179,6592095,5000,0.12676,0.03101,7.4234,0.5276,0.17754,0.04301,13.185,16.903,0.4601,triangular,strong_het,1
180,6941865,5001,0.15086,0.03596,7.8404,0.6306,0.16311,0.03964,11.995,19.363,0.4188,triangular,strong_het,1
181,6062036,5000,0.22402,0.03594,7.4508,0.5334,0.18645,0.04206,12.078,16.763,0.4486,triangular,strong_het,1
182,8051523,5000,0.20579,0.03969,7.1672,0.5637,0.11803,0.04177,12.219,16.088,0.4391,triangular,strong_het,1
183,1682050,5000,0.08438,0.04061,7.3081,0.5147,0.06652,0.04058,13.911,17.503,0.4181,triangular,strong_het,1
184,5237575,4998,0.16736,0.03672,7.2477,0.5721,0.12226,0.04302,13.852,16.543,0.4379,triangular,strong_het,1
185,6036891,5000,0.17987,0.03916,7.0755,0.6098,0.15988,0.0388,13.333,16.076,0.4702,triangular,strong_het,1
186,8530665,4998,0.19701,0.03088,6.9595,0.6142,0.16543,0.03815,11.928,16.276,0.4885,triangular,strong_het,1
187,5914068,5001,0.18739,0.03135,6.8987,0.5486,0.18081,0.0398,13.778,16.062,0.4763,triangular,strong_het,1
188,4888218,5000,0.12126,0.03464,7.2427,0.5699,0.1018,0.03904,12.269,18.383,0.4477,triangular,strong_het,1
189,2364018,5000,0.13436,0.03398,7.6327,0.6201,0.16816,0.04384,13.627,16.452,0.4547,triangular,strong_het,1
190,4591675,5000,0.12171,0.03311,7.1989,0.5795,0.25763,0.04071,14.296,18.561,0.4382,triangular,strong_het,1
191,3928064,4998,0.18269,0.03986,6.4183,0.6384,0.17788,0.04449,12.419,19.276,0.4467,triangular,strong_het,1
192,5812234,4998,0.19502,0.03213,6.5435,0.6053,0.17247,0.04075,12.305,16.542,0.4739,triangular,strong_het,1
193,7289590,4998,0.17888,0.03652,7.0747,0.5291,0.20701,0.03843,14.499,18.363,0.4035,triangular,strong_het,1
194,6457105,5000,0.10339,0.0355,6.8882,0.5828,0.10649,0.03928,13.023,18.474,0.4395,triangular,strong_het,1
195,4092879,5000,0.1411,0.03105,7.4256,0.5469,0.21694,0.03998,12.868,18.197,0.4868,triangular,strong_het,1
196,510336,5000,0.16734,0.03936,7.3527,0.5364,0.20062,0.0389,12.108,18.197,0.4505,triangular,strong_het,1
197,4508083,5000,0.16632,0.03483,6.6792,0.639,0.17974,0.0421,13.503,18.269,0.4136,triangular,strong_het,1
198,5992065,5000,0.15737,0.03202,6.962,0.57,0.24564,0.0406,13.905,16.654,0.46,triangular,strong_het,1
199,5497558,5000,0.15838,0.03412,6.5548,0.5527,0.15271,0.03979,12.411,17.066,0.4426,triangular,strong_het,1
200,3436901,5000,0.15084,0.03877,7.3314,0.5832,0.13185,0.04572,11.84,17.352,0.4133,triangular,strong_het,1
