rep,seed,n_sim,tau_E_hat,tau_E_se,tau_M_hat,tau_M_se,tau_Q_hat,tau_Q_se,h_opt_E,cct_b_E,first_stage_jump,kernel,scen,covers_95
19,1704807,4999,0.18096,0.03159,7.1947,0.5847,0.18848,0.04581,12.697,17.41,0.4704,triangular,rho07,1
20,4981510,5001,0.16146,0.04077,5.9152,0.5964,0.1072,0.04306,14.206,18.139,0.4407,triangular,rho07,1
21,2737157,5000,0.18709,0.04027,8.0075,0.514,0.17246,0.03883,11.806,17.769,0.4587,triangular,rho07,1
22,4985952,5000,0.2191,0.03287,8.4593,0.5422,0.19011,0.04498,12.319,16.525,0.4547,triangular,rho07,1
23,137625,5000,0.1808,0.04042,7.3772,0.6193,0.18302,0.04314,12.7,19.007,0.4247,triangular,rho07,1
24,8996389,5000,0.21032,0.0309,7.2172,0.6362,0.17705,0.04087,12.493,18.77,0.4728,triangular,rho07,1
25,8216468,4998,0.1909,0.04052,7.0863,0.6407,0.19539,0.03884,11.926,18.628,0.443,triangular,rho07,1
26,7504999,4998,0.17731,0.03025,7.4216,0.6063,0.17457,0.04162,12.058,16.043,0.4207,triangular,rho07,1
27,8659326,5000,0.18702,0.03656,6.4637,0.5579,0.19611,0.03802,14.085,19.139,0.4849,triangular,rho07,1
28,7296223,5000,0.20261,0.04021,7.7175,0.6164,0.19408,0.03926,13.469,18.327,0.4307,triangular,rho07,1
29,3508155,4998,0.19933,0.04031,8.1003,0.6045,0.23392,0.04539,14.379,16.283,0.445,triangular,rho07,1
30,3100082,5000,0.12419,0.03544,7.1765,0.515,0.15171,0.04275,13.613,17.37,0.4675,triangular,rho07,1
31,5094204,4998,0.19711,0.03441,6.889,0.5376,0.10105,0.03921,13.33,18.311,0.4652,triangular,rho07,1
32,6038100,5000,0.17358,0.03686,6.5494,0.5479,0.14078,0.04206,13.966,16.476,0.4244,triangular,rho07,1
33,8114800,5000,0.14002,0.03502,7.832,0.5853,0.14977,0.0458,13.351,18.328,0.4519,triangular,rho07,1
34,3741561,5000,0.13872,0.03598,7.6922,0.6036,0.15174,0.04439,14.359,16.243,0.4301,triangular,rho07,1
35,6932153,4999,0.14586,0.03213,7.1765,0.5457,0.11396,0.04083,12.545,16.154,0.4641,triangular,rho07,1
36,8800530,5000,0.16976,0.03281,7.0373,0.6385,0.14199,0.04207,12.362,16.669,0.4303,triangular,rho07,1
37,7078368,5001,0.21635,0.03153,8.37,0.5683,0.12421,0.04483,14.307,18.544,0.4745,triangular,rho07,1
38,6973298,5000,0.1275,0.03225,6.9672,0.5977,0.2338,0.04581,13.252,17.216,0.4921,triangular,rho07,1
39,3427302,4999,0.17327,0.04094,7.5964,0.5503,0.18,0.04151,14.481,19.347,0.4343,triangular,rho07,1
40,1732048,4998,0.11772,0.03692,7.773,0.5953,0.22244,0.04266,12.243,16.82,0.4413,triangular,rho07,1
41,6904003,5000,0.15187,0.03679,7.6122,0.5944,0.20349,0.0412,12.9,18.428,0.4609,triangular,rho07,1
42,817973,4999,0.18941,0.03656,7.3887,0.5555,0.16197,0.04439,13.924,17.23,0.4389,triangular,rho07,1
43,5830075,5000,0.20925,0.03917,6.8652,0.5024,0.1471,0.04451,12.062,17.496,0.4639,triangular,rho07,1
44,2192867,5001,0.23839,0.03075,7.2947,0.6489,0.12047,0.039,14.288,16.874,0.4418,triangular,rho07,0
45,8823536,5001,0.16011,0.04099,7.0617,0.5748,0.16837,0.04164,12.395,19.184,0.4381,triangular,rho07,1
46,2262203,4999,0.18733,0.03571,5.8457,0.63,0.20707,0.04011,12.665,17.849,0.4621,triangular,rho07,1
47,204967,5000,0.19088,0.03532,7.717,0.511,0.21375,0.04532,13.572,18.706,0.4705,triangular,rho07,1
48,8621972,5000,0.15233,0.03129,6.4516,0.5527,0.16755,0.0408,13.308,19.027,0.461,triangular,rho07,1
49,3520594,4999,0.18288,0.03584,6.9352,0.5232,0.07052,0.04405,12.234,17.443,0.4213,triangular,rho07,1
50,2945342,5000,0.16442,0.03838,6.772,0.5659,0.1117,0.03965,12.712,17.747,0.4337,triangular,rho07,1
51,2077690,5000,0.19392,0.03543,7.0062,0.6346,0.15529,0.03904,12.316,19.356,0.408,triangular,rho07,1
52,2706445,5000,0.19321,0.03395,6.5146,0.5372,0.17303,0.04467,14.117,18.312,0.415,triangular,rho07,1
53,3650742,5000,0.11766,0.03193,6.7286,0.6304,0.09476,0.04479,12.888,18.791,0.4473,triangular,rho07,1
54,7164537,5000,0.16337,0.03142,6.7003,0.5876,0.21482,0.04578,13.27,16.258,0.4441,triangular,rho07,1
55,562911,5001,0.15856,0.03343,7.0241,0.6058,0.12799,0.039,12.64,18.721,0.4598,triangular,rho07,1
56,2373533,5000,0.12824,0.03038,7.099,0.5234,0.17182,0.04502,11.57,16.308,0.5111,triangular,rho07,1
57,7959526,4998,0.24434,0.03085,6.661,0.6273,0.21118,0.04588,12.711,18.45,0.4084,triangular,rho07,0
58,7178541,4998,0.18578,0.04042,7.1613,0.5787,0.16772,0.04446,14.261,16.189,0.4444,triangular,rho07,1
59,5578645,4999,0.1322,0.03755,7.9141,0.5329,0.15728,0.04539,11.723,18.953,0.4601,triangular,rho07,1
60,2546994,5000,0.14473,0.04065,8.0041,0.5566,0.21282,0.04517,12.298,19.425,0.4366,triangular,rho07,1
61,8342976,4998,0.13512,0.03152,7.1235,0.5992,0.15252,0.0442,14.037,16.312,0.4426,triangular,rho07,1
62,6982258,4999,0.16373,0.03339,6.1355,0.6075,0.12716,0.04526,12.773,16.359,0.4466,triangular,rho07,1
63,3145021,4999,0.16643,0.03792,7.069,0.6124,0.1059,0.04062,12.766,17.295,0.4421,triangular,rho07,1
64,7973008,5001,0.14807,0.03003,7.1266,0.5332,0.1867,0.03833,13.643,16.453,0.4226,triangular,rho07,1
65,1782159,5000,0.13883,0.04032,7.0401,0.5474,0.15657,0.04304,11.568,19.442,0.4771,triangular,rho07,1
66,2125892,5000,0.13564,0.03622,7.0942,0.6483,0.27689,0.03856,13.654,16.538,0.4548,triangular,rho07,1
67,1633319,5001,0.22056,0.03223,7.5935,0.6399,0.1765,0.0434,13.697,19.207,0.4593,triangular,rho07,1
68,1924895,4998,0.16097,0.03992,6.698,0.6472,0.19092,0.03989,13.004,17.146,0.4471,triangular,rho07,1
69,232349,4999,0.14312,0.03851,7.8715,0.5225,0.17143,0.03912,14.115,17.417,0.4416,triangular,rho07,1
70,64918,5000,0.16203,0.0364,7.2629,0.5644,0.09192,0.0427,13.516,18.425,0.4323,triangular,rho07,1
71,436454,5000,0.13993,0.0317,7.8227,0.58,0.12686,0.04316,14.427,19.221,0.4577,triangular,rho07,1
72,7899201,5001,0.18189,0.03327,6.6832,0.5651,0.18277,0.04409,13.078,19.118,0.4707,triangular,rho07,1
73,3951264,5000,0.14323,0.03167,7.4887,0.5135,0.14626,0.03838,11.664,16.256,0.4164,triangular,rho07,1
74,6316958,5000,0.13287,0.04002,6.8446,0.5406,0.22915,0.04341,13.497,19.124,0.4186,triangular,rho07,1
75,7461180,5000,0.21286,0.03801,6.9443,0.6139,0.1687,0.04118,12.274,16.755,0.4344,triangular,rho07,1
76,2359629,4998,0.13719,0.03336,7.0771,0.5372,0.1737,0.03882,13.434,16.519,0.4602,triangular,rho07,1
77,5209359,4998,0.18005,0.03185,7.1152,0.5915,0.18102,0.04034,12.189,19.473,0.4582,triangular,rho07,1
78,1176690,5001,0.17221,0.03706,7.0294,0.5821,0.23031,0.03824,11.935,16.655,0.4024,triangular,rho07,1
79,1983172,5000,0.20565,0.03124,7.9203,0.5863,0.2074,0.04199,13.053,17.98,0.4777,triangular,rho07,1
80,4817108,4999,0.14381,0.03847,7.7195,0.622,0.09359,0.04291,12.212,19.277,0.4226,triangular,rho07,1
81,643781,5000,0.14008,0.03015,7.8722,0.5318,0.20073,0.04537,14.445,17.22,0.447,triangular,rho07,1
82,8545079,4998,0.21059,0.03824,6.4051,0.6405,0.18046,0.04047,11.963,16.797,0.4534,triangular,rho07,1
83,8901940,5000,0.13987,0.03502,6.0543,0.5658,0.15476,0.04457,14.276,18.75,0.4582,triangular,rho07,1
84,1193023,5000,0.11636,0.03964,6.9838,0.5742,0.14221,0.04118,14.386,16.223,0.4705,triangular,rho07,1
85,7635168,4998,0.15483,0.03531,6.6255,0.5436,0.23673,0.04264,13.503,18.003,0.4664,triangular,rho07,1
86,4019006,5000,0.23561,0.03321,6.3056,0.5744,0.14284,0.04413,12.697,18.991,0.5091,triangular,rho07,0
87,6567788,5000,0.15939,0.03952,7.4641,0.5759,0.14801,0.04429,13.869,19.479,0.4727,triangular,rho07,1
88,6149035,4999,0.18154,0.04001,7.398,0.5137,0.13108,0.04528,12.737,17.829,0.4112,triangular,rho07,1
89,1062016,5000,0.16595,0.03547,7.3975,0.5775,0.16935,0.0394,11.663,17.253,0.4638,triangular,rho07,1
90,4255678,4998,0.15376,0.03709,7.2821,0.5709,0.17185,0.04464,12.209,17.692,0.4573,triangular,rho07,1
91,973304,5000,0.17353,0.03416,6.725,0.6378,0.16778,0.04382,14.043,17.709,0.4672,triangular,rho07,1
92,83602,4999,0.13051,0.03445,7.3791,0.5987,0.12613,0.04542,14.338,18.356,0.4627,triangular,rho07,1
93,5935715,5001,0.16013,0.03155,6.6128,0.5007,0.14674,0.04028,12.976,17.795,0.4785,triangular,rho07,1
94,2025364,5000,0.17387,0.03142,7.4694,0.5418,0.11212,0.04598,12.886,17.181,0.4056,triangular,rho07,1
95,1561316,5000,0.21078,0.0397,6.2635,0.5003,0.15176,0.03917,12.281,16.061,0.5011,triangular,rho07,1
96,4789980,5000,0.10112,0.03697,7.6486,0.6316,0.15369,0.04339,13.494,19.37,0.4719,triangular,rho07,1
97,970103,5000,0.21002,0.03837,6.967,0.5871,0.12139,0.0448,11.619,17.881,0.4912,triangular,rho07,1
98,7486380,5000,0.16033,0.03649,7.6436,0.5763,0.17901,0.03852,14.007,16.745,0.4311,triangular,rho07,1
99,5073084,5000,0.13387,0.03627,7.5053,0.5272,0.13736,0.04543,14.37,16.095,0.4732,triangular,rho07,1
100,3668329,5000,0.20002,0.04016,7.653,0.5273,0.19468,0.03902,13.016,19.457,0.4539,triangular,rho07,1
101,2083029,5001,0.15199,0.03595,7.1052,0.6036,0.13932,0.03977,12.83,16.031,0.4339,triangular,rho07,1
102,4844592,5000,0.13343,0.03087,6.8913,0.531,0.15414,0.04281,13.335,19.007,0.4914,triangular,rho07,1
103,6286201,4998,0.16617,0.03301,7.4118,0.636,0.20389,0.04077,12.343,16.915,0.4469,triangular,rho07,1
104,6439825,4998,0.09259,0.03336,6.6999,0.5263,0.19753,0.04358,12.386,19.169,0.4436,triangular,rho07,0
105,1297153,5000,0.16619,0.03886,7.0371,0.5435,0.2303,0.04345,12.522,16.937,0.4815,triangular,rho07,1
106,4126925,4999,0.21566,0.04006,6.2024,0.5539,0.17674,0.04114,13.613,17.818,0.4529,triangular,rho07,1
107,2484061,5000,0.20106,0.03353,7.1611,0.5527,0.20475,0.03812,13.823,16.503,0.5004,triangular,rho07,1
108,8747700,4999,0.17224,0.03942,6.8491,0.6431,0.13758,0.04458,14.013,18.339,0.479,triangular,rho07,1
109,584517,5000,0.18587,0.03474,7.4864,0.5686,0.18116,0.04026,12.674,18.116,0.4396,triangular,rho07,1
110,87150,5000,0.15329,0.03041,8.3222,0.6193,0.10407,0.04542,13.29,17.365,0.4321,triangular,rho07,1
111,4758531,4998,0.18163,0.03737,7.5955,0.6008,0.17742,0.04211,13.784,17.91,0.4365,triangular,rho07,1
112,8479645,5000,0.13172,0.03947,6.6504,0.5024,0.17388,0.04328,12.045,19.326,0.4739,triangular,rho07,1
113,100956,4998,0.1677,0.03701,6.5296,0.606,0.13172,0.03939,13.388,19.198,0.4851,triangular,rho07,1
114,2851237,4998,0.17486,0.03738,6.4998,0.6384,0.22409,0.04124,11.839,17.853,0.4242,triangular,rho07,1
115,3113512,5000,0.1756,0.03986,7.69,0.506,0.22051,0.03903,12.287,17.25,0.4334,triangular,rho07,1
116,5351857,4998,0.12754,0.03954,6.5713,0.5985,0.23156,0.03813,11.7,17.791,0.4443,triangular,rho07,1
117,2328905,5000,0.17127,0.03167,7.3536,0.559,0.22762,0.04293,12.626,16.038,0.416,triangular,rho07,1
118,3449509,4999,0.12004,0.03521,7.0057,0.5606,0.24013,0.03835,14.355,19.484,0.4458,triangular,rho07,1
119,90826,5000,0.1594,0.03075,7.1017,0.5201,0.17679,0.04182,14.053,19.036,0.4715,triangular,rho07,1
120,3850627,5001,0.16458,0.03306,7.0608,0.5182,0.16337,0.04529,12.945,18.6,0.4255,triangular,rho07,1
121,3336077,5000,0.17575,0.03816,6.565,0.6432,0.20472,0.03811,11.85,16.037,0.4374,triangular,rho07,1
122,5764795,5000,0.20312,0.03239,7.3816,0.6182,0.17496,0.04543,11.922,18.395,0.429,triangular,rho07,1
123,4833934,4998,0.13651,0.03664,7.8204,0.5711,0.20185,0.04511,12.328,17.251,0.4627,triangular,rho07,1
124,5861437,5000,0.1534,0.03472,7.2313,0.5761,0.22801,0.0432,13.34,18.465,0.4653,triangular,rho07,1
125,6148661,5000,0.20465,0.03935,7.6874,0.5953,0.18348,0.0402,12.589,17.579,0.4621,triangular,rho07,1
126,8405407,5000,0.13421,0.04067,7.1335,0.5011,0.13018,0.03938,12.763,16.508,0.4529,triangular,rho07,1
127,5707150,5000,0.18656,0.03833,6.4713,0.5472,0.12479,0.03924,11.993,17.335,0.4085,triangular,rho07,1
128,5835133,5001,0.14403,0.03143,7.6657,0.5516,0.14918,0.04239,12.264,18.356,0.4227,triangular,rho07,1
129,2544372,5000,0.16286,0.03662,7.4825,0.5788,0.11738,0.04573,13.587,18.648,0.4319,triangular,rho07,1
130,1530571,4998,0.15518,0.03461,7.3771,0.6168,0.13138,0.04519,14.11,17.946,0.449,triangular,rho07,1
131,8814682,5000,0.16836,0.04009,6.9446,0.5888,0.19213,0.04302,13.071,16.769,0.4305,triangular,rho07,1
132,4607666,4998,0.14395,0.03803,7.7159,0.5569,0.16599,0.03886,12.342,16.746,0.4865,triangular,rho07,1
133,1531627,5000,0.17549,0.03287,7.3776,0.5148,0.1732,0.04148,13.889,16.423,0.4302,triangular,rho07,1
134,5287578,5000,0.15347,0.0371,7.1953,0.5399,0.15566,0.04386,14.095,18.87,0.4371,triangular,rho07,1
135,2483282,4998,0.18457,0.03313,7.777,0.5468,0.13588,0.04145,12.821,18.452,0.4506,triangular,rho07,1
136,813654,5000,0.20057,0.03499,7.5066,0.6237,0.16926,0.03985,13.658,18.019,0.4256,triangular,rho07,1
137,6578875,5001,0.14509,0.03534,7.1522,0.6342,0.12137,0.04431,14.066,16.655,0.436,triangular,rho07,1
138,1501073,5000,0.10941,0.03838,6.342,0.6174,0.17141,0.03845,12.25,19.116,0.4422,triangular,rho07,1
139,1327356,4999,0.16032,0.03827,7.0925,0.6353,0.13825,0.03942,12.78,18.83,0.4481,triangular,rho07,1
140,7124079,5001,0.20126,0.04,7.5626,0.5756,0.14692,0.03878,13.257,17.606,0.4828,triangular,rho07,1
141,8290295,5000,0.15907,0.03259,6.6471,0.6117,0.15208,0.04082,12.072,17.729,0.4386,triangular,rho07,1
142,4146390,5001,0.16157,0.03797,7.0446,0.6357,0.13311,0.04531,13.467,18.928,0.4402,triangular,rho07,1
143,6461681,5000,0.18083,0.03902,7.8979,0.5591,0.17467,0.04494,13.773,16.749,0.4668,triangular,rho07,1
144,8485156,5000,0.20927,0.03505,6.4289,0.6136,0.23251,0.04344,12.25,17.969,0.4566,triangular,rho07,1
145,7419301,5000,0.16647,0.03085,6.8877,0.5153,0.11784,0.04419,12.148,16.594,0.4212,triangular,rho07,1
146,6760845,5000,0.19327,0.03759,7.0604,0.6383,0.16547,0.04344,13.348,16.748,0.4855,triangular,rho07,1
147,7277627,4999,0.1873,0.03468,7.1789,0.6253,0.17629,0.0382,14.151,18.842,0.432,triangular,rho07,1
148,6569967,4999,0.14347,0.03509,7.5641,0.6103,0.2401,0.04008,12.07,17.633,0.4398,triangular,rho07,1
149,2512140,5000,0.16601,0.0406,7.6326,0.5828,0.26306,0.04505,12.654,16.859,0.4717,triangular,rho07,1
150,4202094,5000,0.19458,0.037,6.8803,0.5631,0.17615,0.04403,13.304,18.993,0.4168,triangular,rho07,1
151,8348071,4998,0.15073,0.04034,7.1806,0.5816,0.19298,0.03916,11.84,16.803,0.4793,triangular,rho07,1
152,793238,5000,0.15355,0.03669,6.4831,0.5682,0.19672,0.03864,13.855,18.364,0.4811,triangular,rho07,1
153,1549568,5000,0.20375,0.03297,7.4841,0.6122,0.19499,0.04482,14.449,16.818,0.4742,triangular,rho07,1
154,1747896,5000,0.23155,0.03295,6.679,0.5527,0.12352,0.04195,13.004,16.569,0.4337,triangular,rho07,0
155,3626814,4999,0.12007,0.03369,6.8888,0.5073,0.13126,0.04351,14.229,17.256,0.4498,triangular,rho07,1
156,3464110,5001,0.18272,0.03895,7.0384,0.6286,0.19558,0.04026,12.877,17.907,0.4683,triangular,rho07,1
157,7667133,5000,0.22648,0.03341,7.0673,0.5667,0.1928,0.04282,11.873,19.102,0.4697,triangular,rho07,0
158,1855932,5000,0.12972,0.03508,7.3259,0.5149,0.25059,0.04456,14.271,16.363,0.4364,triangular,rho07,1
159,5018778,5000,0.21375,0.03115,7.5429,0.5991,0.16218,0.04595,12.375,17.839,0.4465,triangular,rho07,1
160,1414815,5000,0.15976,0.03013,7.3925,0.6262,0.17562,0.04262,13.546,18.552,0.4334,triangular,rho07,1
161,3043712,5000,0.15164,0.03696,7.1629,0.5526,0.18074,0.0442,12.392,18.503,0.4548,triangular,rho07,1
162,3850546,5000,0.11302,0.03147,7.3463,0.5255,0.18494,0.04591,13.572,16.311,0.4182,triangular,rho07,1
163,6741145,4998,0.19047,0.03764,6.8355,0.5735,0.17891,0.0393,11.647,19.021,0.4731,triangular,rho07,1
164,242994,4998,0.15386,0.03402,7.4003,0.5661,0.16155,0.03861,11.715,16.228,0.4327,triangular,rho07,1
165,1824654,5000,0.15677,0.03875,6.2074,0.6015,0.17799,0.03995,12.625,17.945,0.4528,triangular,rho07,1
166,1884901,5000,0.17935,0.03685,7.5917,0.5875,0.16729,0.03948,12.279,17.882,0.4245,triangular,rho07,1
167,3565897,5000,0.15519,0.03511,6.4627,0.6133,0.17955,0.04064,13.279,19.335,0.4827,triangular,rho07,1
168,5165232,5000,0.16619,0.03081,5.8247,0.5448,0.16076,0.04113,11.924,16.623,0.4746,triangular,rho07,1
169,7468525,5001,0.14219,0.03788,6.8745,0.5886,0.16088,0.04135,13.9,17.091,0.4269,triangular,rho07,1
170,1304046,5001,0.17903,0.03484,8.2221,0.6233,0.1621,0.03952,13.595,19.021,0.4229,triangular,rho07,1
171,3714112,5001,0.16569,0.03783,6.5715,0.5078,0.20815,0.04222,13.265,16.839,0.4423,triangular,rho07,1
172,4081015,5000,0.2078,0.04052,8.0429,0.5429,0.08327,0.0398,12.202,17.131,0.4428,triangular,rho07,1
173,5016374,5000,0.14739,0.0313,7.3313,0.5788,0.10611,0.04129,13.503,16.488,0.446,triangular,rho07,1
174,8609974,5000,0.15602,0.04072,6.0996,0.5689,0.17961,0.04386,14.359,17.636,0.4783,triangular,rho07,1
175,8734904,5001,0.16944,0.04088,7.6439,0.5391,0.21959,0.04064,11.551,17.91,0.4338,triangular,rho07,1
176,8888606,5000,0.16234,0.03492,6.8449,0.5111,0.10059,0.03966,12.034,18.618,0.4455,triangular,rho07,1
177,4993913,4998,0.19537,0.03911,7.3703,0.6363,0.24417,0.03902,12.889,16.94,0.4444,triangular,rho07,1
178,4390767,5000,0.17813,0.03986,6.0285,0.567,0.21132,0.0383,13.79,18.589,0.4587,triangular,rho07,1
179,3845363,5000,0.15695,0.03587,7.6581,0.5108,0.18019,0.04516,13.695,17.915,0.4545,triangular,rho07,1
180,5946485,5001,0.20063,0.03852,7.9757,0.5203,0.13282,0.03884,14.259,16.985,0.454,triangular,rho07,1
181,2948740,5001,0.18789,0.03741,5.8567,0.5164,0.10486,0.04422,12.077,17.396,0.4565,triangular,rho07,1
182,5226721,5000,0.15193,0.03871,7.9296,0.5415,0.10947,0.03902,12.686,18.453,0.4401,triangular,rho07,1
183,5313305,4998,0.16702,0.03072,7.8175,0.5063,0.14404,0.04125,12.635,19.022,0.4292,triangular,rho07,1
184,120591,5000,0.12587,0.03874,7.2287,0.5838,0.17633,0.04261,12.554,18.794,0.4638,triangular,rho07,1
185,2866313,5000,0.16387,0.03993,7.0187,0.507,0.18747,0.03958,11.755,18.204,0.4583,triangular,rho07,1
186,4632519,5000,0.21433,0.03159,7.4068,0.5857,0.17684,0.04573,12.775,17.923,0.478,triangular,rho07,1
187,2944200,5000,0.19478,0.03432,7.9045,0.5374,0.19207,0.04157,14.205,18.166,0.4423,triangular,rho07,1
188,1021104,5001,0.15782,0.03644,6.419,0.6318,0.16825,0.03998,12.613,17.934,0.4797,triangular,rho07,1
189,8809854,5000,0.17708,0.03511,7.159,0.5466,0.12448,0.04396,12.072,17.378,0.4438,triangular,rho07,1
190,5673228,5000,0.12037,0.03692,7.1847,0.6012,0.1844,0.04248,12.468,18.183,0.4532,triangular,rho07,1
191,1958308,5000,0.15998,0.0344,6.7255,0.5117,0.18296,0.0452,12.615,16.266,0.4382,triangular,rho07,1
192,8550447,4998,0.13786,0.03004,7.0168,0.5498,0.20522,0.04114,13.335,16.554,0.4502,triangular,rho07,1
193,2907512,4998,0.1494,0.03148,6.8849,0.6176,0.16833,0.04561,12.42,16.907,0.4416,triangular,rho07,1
194,2137982,5000,0.08626,0.03356,7.4942,0.5532,0.19435,0.04485,13.208,18.993,0.448,triangular,rho07,0
195,265601,4999,0.18353,0.03455,7.4483,0.5229,0.14151,0.03919,14.384,18.372,0.4453,triangular,rho07,1
196,4982583,4999,0.10446,0.03002,6.6513,0.5387,0.19884,0.04093,12.826,18.974,0.4884,triangular,rho07,1
197,3691115,4998,0.18034,0.0398,7.2068,0.6243,0.18226,0.04491,12.578,16.501,0.4219,triangular,rho07,1
198,8534965,5000,0.15654,0.03199,7.4689,0.6215,0.12537,0.0409,13.166,18.35,0.46,triangular,rho07,1
199,2771010,5000,0.15969,0.03139,7.2571,0.5817,0.15043,0.0405,14.212,17.937,0.4497,triangular,rho07,1
200,1018237,5001,0.15384,0.03579,6.0307,0.6154,0.20862,0.04221,14.105,16.849,0.4851,triangular,rho07,1
