run_id,model_version,scored_at,n_features_used,feature_drift_psi,auroc_holdout,calibration_brier,decision_threshold,flagged_count,override_count
RSC-2023-00038,v2.3.0,2023-05-28 14:51:35,42,0.0328,0.8091,0.1352,0.5011,1527,104
RSC-2023-00039,v2.1.4,2023-03-06 05:44:13,49,0.0385,0.8265,0.1259,0.5264,893,114
RSC-2023-00040,v2.2.0,2023-11-07 02:34:11,52,0.0217,0.8396,0.138,0.4988,1488,23
RSC-2023-00041,v2.2.1,2023-01-20 06:48:18,34,0.0358,0.789,0.1444,0.5245,1189,130
RSC-2023-00042,v2.3.0,2023-12-11 15:33:37,42,0.0588,0.837,0.1436,0.5377,1082,90
RSC-2023-00043,v2.1.4,2023-08-30 15:52:40,45,0.0113,0.8279,0.1455,0.4881,870,133
RSC-2023-00044,v2.1.3,2023-09-09 11:34:44,44,0.0336,0.8269,0.1563,0.4759,809,91
RSC-2023-00045,v2.2.0,2023-12-21 13:47:47,53,0.0068,0.8009,0.1356,0.4991,1191,29
RSC-2023-00046,v2.2.1,2023-09-18 23:24:22,53,0.0184,0.8297,0.1447,0.541,1204,130
RSC-2023-00047,v2.2.0,2023-06-19 12:33:32,37,0.0679,0.8414,0.1416,0.528,1464,78
RSC-2023-00048,v2.3.0,2023-08-08 03:41:03,36,0.0298,0.7958,0.1459,0.5149,1537,104
RSC-2023-00049,v2.2.0,2023-12-04 06:24:49,55,0.042,0.7971,0.1304,0.5,933,134
RSC-2023-00050,v2.3.0,2023-03-22 16:13:07,46,0.0217,0.8108,0.15,0.5192,1048,55
RSC-2023-00051,v2.1.3,2023-01-28 19:04:44,49,0.1162,0.8428,0.1443,0.5259,1427,80
RSC-2023-00052,v2.1.3,2023-09-13 10:31:06,49,0.0157,0.8144,0.1616,0.5362,1330,126
RSC-2023-00053,v2.3.0,2023-06-27 17:46:57,44,0.0045,0.8218,0.1475,0.4961,1256,85
RSC-2023-00054,v2.2.0,2023-05-15 05:28:27,40,0.0311,0.8131,0.1513,0.5269,1472,25
RSC-2023-00055,v2.3.0,2023-07-06 10:57:17,43,0.0157,0.7985,0.1504,0.5122,1451,121
RSC-2023-00056,v2.1.3,2023-09-21 08:26:12,42,0.0541,0.8061,0.1249,0.4928,946,81
RSC-2023-00057,v2.1.3,2023-07-10 16:58:19,37,0.0409,0.8089,0.1494,0.5003,1469,41
RSC-2023-00058,v2.2.1,2023-07-25 22:10:30,43,0.0453,0.8208,0.1437,0.525,1161,127
RSC-2023-00059,v2.2.0,2023-06-02 17:41:11,37,0.0359,0.8119,0.1372,0.4589,1093,93
RSC-2023-00060,v2.2.1,2023-04-13 19:08:14,54,0.04,0.8283,0.1661,0.4916,845,130
RSC-2023-00061,v2.1.3,2023-12-22 06:36:55,56,0.0517,0.8262,0.1268,0.5041,1173,74
RSC-2023-00062,v2.2.1,2023-09-16 12:23:10,53,0.0181,0.7894,0.1484,0.5007,1460,76
RSC-2023-00063,v2.2.0,2023-03-29 05:13:23,52,0.0289,0.8119,0.1481,0.4809,1358,46
RSC-2023-00064,v2.3.0,2023-02-09 08:41:35,55,0.0196,0.8152,0.1217,0.5037,858,81
RSC-2023-00065,v2.2.0,2023-06-03 08:25:21,49,0.0384,0.8169,0.1661,0.5191,1302,130
RSC-2023-00066,v2.1.4,2023-04-17 16:46:39,55,0.0293,0.8261,0.1269,0.5121,1589,87
RSC-2023-00067,v2.1.3,2023-10-24 06:52:23,43,0.0243,0.8012,0.1584,0.5203,881,38
RSC-2023-00068,v2.3.0,2023-12-17 02:59:42,34,0.0224,0.8057,0.1467,0.5206,823,88
RSC-2023-00069,v2.2.0,2023-11-19 14:48:13,56,0.0461,0.8098,0.1475,0.5024,1416,128
RSC-2023-00070,v2.2.1,2023-12-05 08:24:46,57,0.0063,0.8203,0.1609,0.5321,1315,136
RSC-2023-00071,v2.1.3,2023-02-13 23:22:56,35,0.0324,0.8162,0.1556,0.5236,1528,101
RSC-2023-00072,v2.1.3,2023-03-05 05:40:26,44,0.023,0.7948,0.1341,0.4925,860,94
RSC-2023-00073,v2.2.1,2023-10-13 08:23:07,54,0.015,0.8037,0.1319,0.5035,1159,136
RSC-2023-00074,v2.2.1,2023-02-10 13:54:17,56,0.0371,0.8281,0.148,0.5098,1063,117
RSC-2023-00075,v2.3.0,2023-07-10 17:51:30,50,0.0615,0.8003,0.1279,0.5333,1442,108
RSC-2023-00076,v2.3.0,2023-10-21 04:50:02,35,0.0188,0.8007,0.1309,0.5012,902,132
RSC-2023-00077,v2.2.1,2023-05-20 00:31:38,53,0.0036,0.7769,0.1138,0.5384,1592,82
RSC-2023-00078,v2.2.0,2023-07-20 12:58:54,39,0.0266,0.8113,0.1394,0.5297,948,35
RSC-2023-00079,v2.3.0,2023-07-30 23:47:38,55,0.0675,0.8054,0.1478,0.5535,1259,68
RSC-2023-00080,v2.1.4,2023-05-02 22:09:31,45,0.0578,0.7973,0.1557,0.4956,1212,55
RSC-2023-00081,v2.1.4,2023-03-01 06:23:47,42,0.0521,0.8022,0.1464,0.5385,1390,39
RSC-2023-00082,v2.1.3,2023-11-05 04:35:44,44,0.0156,0.7969,0.1417,0.5172,887,125
RSC-2023-00083,v2.1.4,2023-02-05 16:51:13,49,0.0238,0.806,0.1442,0.5329,1576,131
RSC-2023-00084,v2.1.4,2023-12-25 05:45:55,42,0.0291,0.786,0.1481,0.509,991,116
RSC-2023-00085,v2.3.0,2023-01-05 18:29:17,42,0.0489,0.8319,0.1583,0.5022,829,120
RSC-2023-00086,v2.1.3,2023-11-08 15:11:52,48,0.0332,0.8087,0.1317,0.5037,907,126
RSC-2023-00087,v2.2.1,2023-06-24 05:00:42,49,0.0154,0.8344,0.1325,0.5139,1130,69
RSC-2023-00088,v2.1.3,2023-01-11 00:59:30,57,0.0079,0.7883,0.1419,0.5448,872,135
RSC-2023-00089,v2.1.3,2023-10-20 10:39:46,41,0.0373,0.8268,0.1375,0.5242,809,134
RSC-2023-00090,v2.1.3,2023-02-20 16:29:44,48,0.0759,0.803,0.1404,0.5392,988,138
RSC-2023-00091,v2.2.0,2023-11-10 22:48:43,48,0.0228,0.7903,0.1581,0.5003,1534,80
RSC-2023-00092,v2.2.1,2023-02-11 13:04:37,54,0.0198,0.7998,0.1594,0.4836,864,96
RSC-2023-00093,v2.1.3,2023-11-19 03:13:01,56,0.0454,0.8122,0.121,0.5437,1440,72
RSC-2023-00094,v2.1.3,2023-02-05 21:16:52,50,0.0575,0.8254,0.1537,0.5647,1482,83
RSC-2023-00095,v2.2.0,2023-08-16 01:25:52,37,0.1202,0.8213,0.1415,0.4857,1205,41
RSC-2023-00096,v2.2.1,2023-01-21 09:15:52,37,0.0238,0.8334,0.1368,0.5147,1075,87
RSC-2023-00097,v2.2.0,2023-07-14 22:43:58,42,0.0755,0.8135,0.1522,0.5081,819,97
RSC-2023-00098,v2.2.0,2023-09-07 18:47:33,46,0.0242,0.8166,0.1696,0.5095,1333,65
RSC-2023-00099,v2.1.4,2023-08-22 22:35:00,42,0.034,0.7857,0.1329,0.5297,934,25
RSC-2023-00100,v2.2.0,2023-02-10 16:47:08,47,0.0763,0.7966,0.1389,0.513,1317,82
RSC-2023-00101,v2.2.0,2023-02-19 09:46:25,51,0.0334,0.8188,0.1329,0.4919,1473,31
RSC-2023-00102,v2.1.3,2023-12-02 02:33:34,36,0.0213,0.7837,0.1409,0.5093,988,51
RSC-2023-00103,v2.3.0,2023-01-31 04:04:45,54,0.0262,0.8128,0.1234,0.5098,1359,112
RSC-2023-00104,v2.2.1,2023-10-21 11:25:05,41,0.0062,0.8085,0.1506,0.5184,1523,37
RSC-2023-00105,v2.1.4,2023-02-20 21:51:35,52,0.1103,0.8147,0.1465,0.51,1079,68
RSC-2023-00106,v2.2.0,2023-04-10 13:24:15,41,0.02,0.8264,0.1477,0.5028,1557,69
RSC-2023-00107,v2.2.0,2023-09-04 03:22:59,34,0.0283,0.7956,0.1607,0.4956,1026,45
RSC-2023-00108,v2.3.0,2023-01-15 13:53:02,56,0.0022,0.8346,0.1274,0.4937,1458,38
RSC-2023-00109,v2.2.0,2023-11-06 10:59:48,39,0.0555,0.8194,0.1516,0.5117,1584,92
RSC-2023-00110,v2.2.1,2023-09-24 02:43:19,35,0.0279,0.797,0.1608,0.4806,1085,66
RSC-2023-00111,v2.2.0,2023-02-05 10:40:39,43,0.0345,0.8103,0.1507,0.5158,1157,117
RSC-2023-00112,v2.1.3,2023-05-21 04:55:36,55,0.0358,0.7948,0.1311,0.5235,1294,21
RSC-2023-00113,v2.2.0,2023-01-20 14:07:14,50,0.0466,0.8032,0.1515,0.5147,1477,64
RSC-2023-00114,v2.2.0,2023-11-19 20:17:31,40,0.0802,0.7957,0.1445,0.5018,1273,127
RSC-2023-00115,v2.2.1,2023-06-20 16:05:15,41,0.0223,0.7868,0.1338,0.5056,1049,129
RSC-2023-00116,v2.2.0,2023-06-24 12:34:47,41,0.0433,0.7861,0.1417,0.5292,1465,70
RSC-2023-00117,v2.2.1,2023-03-25 03:41:28,36,0.0343,0.8314,0.1371,0.5109,1419,116
RSC-2023-00118,v2.3.0,2023-07-11 11:28:26,48,0.0043,0.8053,0.1544,0.5125,1204,120
RSC-2023-00119,v2.2.1,2023-04-29 11:22:15,44,0.0278,0.7909,0.1405,0.5271,1571,92
RSC-2023-00120,v2.3.0,2023-11-08 15:30:43,39,0.0235,0.8179,0.1281,0.5123,895,134
RSC-2023-00121,v2.2.0,2023-01-30 19:20:14,40,0.0291,0.7923,0.1336,0.5359,1246,128
RSC-2023-00122,v2.2.1,2023-06-26 20:12:12,50,0.0201,0.7946,0.141,0.5193,1514,34
RSC-2023-00123,v2.2.0,2023-09-04 10:50:39,34,0.0973,0.8353,0.1446,0.5089,1114,27
RSC-2023-00124,v2.2.1,2023-06-13 18:27:15,50,0.0303,0.8403,0.1601,0.53,1456,124
RSC-2023-00125,v2.2.1,2023-08-11 19:31:16,45,0.0264,0.8297,0.1418,0.4944,1394,30
RSC-2023-00126,v2.2.1,2023-09-11 12:43:50,55,0.013,0.7792,0.1411,0.5341,1232,84
RSC-2023-00127,v2.1.3,2023-12-10 07:17:08,42,0.0892,0.7981,0.134,0.5264,1180,55
RSC-2023-00128,v2.1.3,2023-06-16 01:20:33,55,0.0689,0.8122,0.1565,0.5388,919,107
RSC-2023-00129,v2.2.0,2023-12-14 06:05:12,47,0.0485,0.8043,0.1365,0.508,1111,125
RSC-2023-00130,v2.2.0,2023-09-19 10:23:53,42,0.0903,0.7525,0.1639,0.4983,819,94
RSC-2023-00131,v2.2.0,2023-11-09 21:43:52,54,0.0081,0.7762,0.1315,0.5201,817,102
RSC-2023-00132,v2.1.3,2023-10-09 22:02:26,54,0.091,0.7945,0.1241,0.501,1474,75
RSC-2023-00133,v2.3.0,2023-07-27 09:02:34,50,0.0062,0.8038,0.1369,0.4987,1337,125
RSC-2023-00134,v2.1.3,2023-03-08 06:35:33,50,0.0342,0.8253,0.1457,0.4931,857,120
RSC-2023-00135,v2.1.3,2023-04-15 14:04:53,42,0.021,0.8384,0.1347,0.5063,892,128
RSC-2023-00136,v2.2.0,2023-08-19 11:07:26,40,0.0102,0.7577,0.1344,0.4652,1324,32
RSC-2023-00137,v2.2.0,2023-01-13 12:52:43,42,0.0637,0.8252,0.1382,0.53,1252,88
RSC-2023-00138,v2.2.0,2023-02-28 08:13:56,49,0.0243,0.7884,0.124,0.4995,1199,93
RSC-2023-00139,v2.2.0,2023-10-31 10:34:30,43,0.0325,0.8111,0.1409,0.4699,1100,109
RSC-2023-00140,v2.2.0,2023-11-23 19:14:33,45,0.0569,0.825,0.132,0.4958,1520,95
RSC-2023-00141,v2.1.3,2023-04-04 21:55:41,38,0.0488,0.8425,0.1452,0.496,919,52
RSC-2023-00142,v2.1.4,2023-08-06 17:55:57,37,0.0409,0.8428,0.1453,0.5159,1498,107
RSC-2023-00143,v2.2.1,2023-05-30 18:25:13,37,0.0159,0.765,0.1545,0.5386,1539,39
RSC-2023-00144,v2.2.0,2023-06-03 00:32:23,48,0.156,0.8307,0.124,0.5239,1154,74
RSC-2023-00145,v2.3.0,2023-03-18 15:51:35,53,0.0773,0.7948,0.1394,0.5169,1211,76
RSC-2023-00146,v2.1.3,2023-05-26 14:34:12,41,0.0498,0.8011,0.1396,0.5214,1310,44
RSC-2023-00147,v2.2.0,2023-08-02 08:28:09,53,0.0621,0.7566,0.1375,0.5301,1041,113
RSC-2023-00148,v2.3.0,2023-11-04 00:00:30,45,0.0157,0.8186,0.1354,0.5342,1331,61
RSC-2023-00149,v2.2.1,2023-02-04 01:22:11,51,0.0253,0.8498,0.137,0.4918,1174,91
RSC-2023-00150,v2.3.0,2023-04-26 19:52:14,50,0.0725,0.8032,0.1214,0.5161,1564,132
RSC-2023-00151,v2.2.1,2023-01-16 17:08:20,56,0.0354,0.8184,0.1356,0.5162,1344,60
RSC-2023-00152,v2.1.4,2023-09-18 01:30:33,43,0.0252,0.8112,0.1425,0.5131,1139,64
RSC-2023-00153,v2.2.1,2023-05-19 03:49:02,50,0.075,0.8183,0.1638,0.4977,1598,21
RSC-2023-00154,v2.2.0,2023-06-28 12:03:05,56,0.0092,0.8567,0.1412,0.5141,1231,20
RSC-2023-00155,v2.1.4,2023-05-17 02:34:28,57,0.02,0.8109,0.1495,0.5111,1263,102
RSC-2023-00156,v2.1.4,2023-06-06 11:06:04,38,0.026,0.7999,0.1316,0.4954,1077,75
RSC-2023-00157,v2.1.4,2023-06-01 02:16:03,40,0.0119,0.7856,0.1262,0.5389,1040,75
RSC-2023-00158,v2.2.0,2023-12-31 14:42:35,54,0.0159,0.8255,0.1288,0.5236,1022,101
RSC-2023-00159,v2.2.0,2023-06-16 11:10:53,34,0.0138,0.7988,0.1382,0.5467,1320,69
RSC-2023-00160,v2.3.0,2023-09-14 13:03:20,39,0.0619,0.8162,0.1645,0.5217,1387,45
RSC-2023-00161,v2.2.0,2023-02-23 10:33:01,42,0.0446,0.8074,0.1598,0.5033,1150,123
RSC-2023-00162,v2.1.3,2023-02-11 13:49:27,45,0.0199,0.814,0.1424,0.5341,1464,120
RSC-2023-00163,v2.3.0,2023-03-13 16:03:51,51,0.013,0.8423,0.1351,0.5049,1107,108
RSC-2023-00164,v2.2.1,2023-07-20 22:26:13,50,0.042,0.7992,0.1608,0.5222,1242,50
RSC-2023-00165,v2.1.3,2023-06-23 09:53:49,34,0.063,0.8062,0.1435,0.5149,1372,46
RSC-2023-00166,v2.1.3,2023-05-24 04:16:00,54,0.0201,0.7672,0.1552,0.5399,1116,42
RSC-2023-00167,v2.3.0,2023-04-18 18:43:37,50,0.0148,0.8016,0.1532,0.5098,1152,103
RSC-2023-00168,v2.2.0,2023-10-13 19:38:01,57,0.0804,0.8443,0.1414,0.4943,1004,134
RSC-2023-00169,v2.1.4,2023-11-13 02:45:42,41,0.0027,0.8207,0.1522,0.502,1281,124
RSC-2023-00170,v2.2.1,2023-07-19 16:41:24,34,0.0395,0.8053,0.1419,0.4626,1342,113
RSC-2023-00171,v2.2.1,2023-08-23 08:21:37,39,0.0181,0.8279,0.1471,0.5256,1466,78
RSC-2023-00172,v2.3.0,2023-03-09 07:22:31,45,0.0449,0.7946,0.1644,0.4869,834,135
RSC-2023-00173,v2.3.0,2023-01-01 20:10:02,49,0.0656,0.8088,0.1315,0.4983,1021,97
RSC-2023-00174,v2.1.4,2023-02-07 08:15:59,41,0.0628,0.8115,0.1492,0.516,1011,114
RSC-2023-00175,v2.3.0,2023-01-24 08:53:34,57,0.0306,0.7833,0.1361,0.5161,1332,105
RSC-2023-00176,v2.2.1,2023-04-10 14:38:32,56,0.0194,0.8368,0.1343,0.4938,1115,71
RSC-2023-00177,v2.3.0,2023-10-28 13:57:04,56,0.0455,0.8049,0.1464,0.5489,845,51
RSC-2023-00178,v2.3.0,2023-02-26 05:41:56,44,0.0494,0.7993,0.1428,0.5157,1138,54
RSC-2023-00179,v2.3.0,2023-07-24 18:56:13,56,0.0126,0.7932,0.1377,0.5078,1364,61
RSC-2023-00180,v2.2.1,2023-05-16 21:42:57,36,0.0237,0.8409,0.1324,0.5314,1100,59
RSC-2023-00181,v2.3.0,2023-02-09 17:00:39,38,0.0376,0.8439,0.1538,0.5067,1191,100
RSC-2023-00182,v2.3.0,2023-09-17 21:27:18,57,0.0294,0.8173,0.1199,0.5302,819,126
RSC-2023-00183,v2.1.4,2023-02-21 06:32:24,47,0.0899,0.8168,0.1576,0.5318,1431,62
RSC-2023-00184,v2.1.4,2023-04-01 12:44:35,43,0.0107,0.8173,0.1113,0.5132,1295,58
RSC-2023-00185,v2.1.3,2023-05-04 20:33:03,38,0.0048,0.8,0.1322,0.5448,1175,88
RSC-2023-00186,v2.2.1,2023-09-08 16:56:45,38,0.0147,0.7909,0.1244,0.5142,1367,124
RSC-2023-00187,v2.3.0,2023-03-07 02:37:42,34,0.0142,0.8058,0.1263,0.4938,1360,109
RSC-2023-00188,v2.3.0,2023-01-03 02:22:18,55,0.0205,0.8039,0.165,0.5148,1532,114
RSC-2023-00189,v2.2.1,2023-06-24 13:49:56,41,0.0308,0.781,0.1375,0.4961,1301,39
RSC-2023-00190,v2.2.1,2023-04-20 07:59:36,49,0.0297,0.7986,0.1273,0.4883,880,78
RSC-2023-00191,v2.1.3,2023-04-12 09:46:19,36,0.034,0.7994,0.1335,0.4824,1443,52
RSC-2023-00192,v2.1.3,2023-09-06 02:39:58,34,0.0712,0.8115,0.1517,0.5016,1329,34
RSC-2023-00193,v2.1.3,2023-03-11 11:33:18,38,0.0272,0.7957,0.1535,0.4804,1290,118
RSC-2023-00194,v2.2.1,2023-08-17 03:16:18,47,0.048,0.8393,0.1403,0.5248,884,133
RSC-2023-00195,v2.1.4,2023-04-19 04:09:04,46,0.1088,0.7811,0.1587,0.5317,1259,90
RSC-2023-00196,v2.3.0,2023-08-06 15:45:15,35,0.1013,0.8039,0.1404,0.5344,892,48
RSC-2023-00197,v2.3.0,2023-05-05 12:46:20,54,0.0336,0.8141,0.1407,0.5161,1311,79
RSC-2023-00198,v2.2.0,2023-09-03 08:42:22,52,0.0283,0.7904,0.1384,0.5367,1186,125
RSC-2023-00199,v2.1.4,2023-07-05 19:39:37,47,0.0193,0.8054,0.1497,0.508,1560,42
RSC-2023-00200,v2.1.3,2023-11-05 10:27:42,38,0.0352,0.7965,0.1546,0.4937,1150,133
RSC-2023-00201,v2.2.1,2023-06-14 21:17:44,38,0.0403,0.8166,0.1252,0.5203,1142,84
RSC-2023-00202,v2.2.1,2023-02-12 11:42:31,57,0.0238,0.8449,0.1438,0.52,1309,115
RSC-2023-00203,v2.2.1,2023-09-13 14:24:45,40,0.0496,0.8057,0.1259,0.5134,897,89
RSC-2023-00204,v2.1.3,2023-06-19 22:59:20,52,0.0743,0.7903,0.1534,0.5211,1073,23
RSC-2023-00205,v2.1.3,2023-04-21 15:30:34,45,0.097,0.8042,0.1357,0.5306,1134,65
RSC-2023-00206,v2.1.4,2023-11-07 02:38:56,40,0.0218,0.8197,0.1389,0.5313,1467,45
RSC-2023-00207,v2.3.0,2023-05-16 13:49:08,40,0.065,0.8063,0.1387,0.4965,1532,55
RSC-2023-00208,v2.2.1,2023-04-23 08:30:38,35,0.0328,0.8325,0.1449,0.5018,1116,95
RSC-2023-00209,v2.2.1,2023-06-04 20:25:14,53,0.0103,0.819,0.1074,0.514,1588,75
RSC-2023-00210,v2.1.3,2023-12-24 06:22:11,56,0.0386,0.8149,0.142,0.5232,1394,83
RSC-2023-00211,v2.3.0,2023-11-28 00:09:50,35,0.0444,0.8283,0.1397,0.5514,1410,25
RSC-2023-00212,v2.2.0,2023-05-01 07:17:56,44,0.0669,0.7935,0.1487,0.5093,1463,114
RSC-2023-00213,v2.2.1,2023-02-01 12:52:02,40,0.0327,0.8006,0.1276,0.5252,854,25
RSC-2023-00214,v2.2.0,2023-12-23 06:51:33,40,0.0206,0.8057,0.1455,0.525,1292,39
RSC-2023-00215,v2.2.1,2023-05-21 07:42:46,54,0.0189,0.8173,0.1547,0.5212,1546,124
RSC-2023-00216,v2.3.0,2023-12-09 15:36:42,42,0.026,0.8024,0.1222,0.4765,810,79
RSC-2023-00217,v2.3.0,2023-06-10 03:29:29,37,0.0155,0.8132,0.1632,0.5094,1148,63
RSC-2023-00218,v2.3.0,2023-01-19 21:56:23,48,0.04,0.8047,0.1401,0.4953,1389,133
RSC-2023-00219,v2.2.0,2023-10-31 11:32:26,44,0.0568,0.8264,0.1396,0.5003,1071,35
RSC-2023-00220,v2.2.1,2023-01-06 22:30:05,47,0.0635,0.8163,0.1225,0.5038,1524,70
RSC-2023-00221,v2.1.3,2023-04-22 15:31:34,43,0.0519,0.8123,0.1428,0.4989,1256,102
RSC-2023-00222,v2.1.3,2023-05-10 04:17:28,42,0.0308,0.7918,0.1508,0.5226,898,87
RSC-2023-00223,v2.3.0,2023-09-06 21:44:40,45,0.0144,0.8213,0.1492,0.5206,1337,118
RSC-2023-00224,v2.2.0,2023-12-08 02:31:40,54,0.0361,0.7856,0.1348,0.5678,1385,138
RSC-2023-00225,v2.1.4,2023-05-01 22:43:35,41,0.0407,0.8018,0.1127,0.5041,1071,83
RSC-2023-00226,v2.1.4,2023-06-03 02:19:04,40,0.0197,0.7972,0.157,0.5386,1499,20
RSC-2023-00227,v2.1.3,2023-09-09 16:11:55,43,0.0443,0.8229,0.1527,0.515,1234,46
RSC-2023-00228,v2.3.0,2023-07-08 22:12:25,45,0.0059,0.8005,0.1539,0.5123,1164,58
RSC-2023-00229,v2.2.0,2023-02-22 09:27:33,49,0.0891,0.82,0.1731,0.5113,1098,123
RSC-2023-00230,v2.1.3,2023-09-03 10:22:27,48,0.0082,0.7895,0.1474,0.534,1408,45
RSC-2023-00231,v2.1.4,2023-09-08 14:35:44,54,0.0492,0.8175,0.1588,0.5345,1173,96
RSC-2023-00232,v2.3.0,2023-04-01 05:50:10,39,0.0477,0.8115,0.1336,0.539,1108,110
RSC-2023-00233,v2.1.4,2023-04-03 04:24:54,54,0.0666,0.8354,0.1564,0.5162,1514,121
RSC-2023-00234,v2.2.1,2023-03-04 19:09:19,49,0.0204,0.8007,0.1277,0.5052,1164,121
RSC-2023-00235,v2.1.4,2023-08-13 10:56:56,41,0.0507,0.796,0.1464,0.4589,982,72
RSC-2023-00236,v2.2.1,2023-12-30 00:58:57,36,0.0275,0.8116,0.1324,0.538,984,107
RSC-2023-00237,v2.2.0,2023-09-27 11:44:15,55,0.0132,0.8063,0.12,0.5271,983,136
RSC-2023-00238,v2.2.1,2023-12-10 19:45:33,38,0.072,0.8251,0.1381,0.5612,1056,87
RSC-2023-00239,v2.1.3,2023-11-13 14:37:38,50,0.0455,0.7847,0.1549,0.5145,1384,83
RSC-2023-00240,v2.3.0,2023-07-07 00:43:50,34,0.0571,0.8227,0.1371,0.4542,1468,110
RSC-2023-00241,v2.3.0,2023-09-20 09:56:07,56,0.0226,0.825,0.1361,0.4993,961,91
RSC-2023-00242,v2.1.3,2023-05-28 08:47:43,52,0.0486,0.783,0.1403,0.5178,1428,81
RSC-2023-00243,v2.2.1,2023-05-19 03:14:22,50,0.0229,0.8061,0.1231,0.5293,1314,36
RSC-2023-00244,v2.2.1,2023-12-16 20:45:12,45,0.029,0.8022,0.1294,0.5361,1053,134
RSC-2023-00245,v2.1.4,2023-07-31 04:24:32,47,0.065,0.7549,0.1322,0.5145,1272,26
