run_id,model_version,scored_at,n_features_used,feature_drift_psi,auroc_holdout,calibration_brier,decision_threshold,flagged_count,override_count
RSC-2020-00019,v2.1.4,2020-04-10 20:18:31,43,0.016,0.8154,0.1396,0.5288,1435,20
RSC-2020-00020,v2.2.1,2020-03-22 14:02:10,54,0.0166,0.8049,0.1455,0.4852,1426,128
RSC-2020-00021,v2.3.0,2020-07-07 22:38:49,55,0.0833,0.801,0.1486,0.4927,1162,33
RSC-2020-00022,v2.2.0,2020-10-04 03:31:12,46,0.0407,0.8059,0.1265,0.5023,1023,126
RSC-2020-00023,v2.2.1,2020-07-21 09:18:07,44,0.0575,0.8192,0.149,0.5607,918,27
RSC-2020-00024,v2.3.0,2020-05-27 14:06:24,50,0.0167,0.8243,0.162,0.5397,1244,23
RSC-2020-00025,v2.2.1,2020-07-22 09:39:50,42,0.0339,0.8037,0.1612,0.5382,1546,28
RSC-2020-00026,v2.1.3,2020-08-29 07:18:32,35,0.0445,0.8285,0.1703,0.5461,966,51
RSC-2020-00027,v2.2.1,2020-09-22 07:05:17,38,0.0231,0.8346,0.1355,0.5138,1234,111
RSC-2020-00028,v2.1.3,2020-03-20 20:23:24,57,0.0698,0.8253,0.1357,0.5338,1116,65
RSC-2020-00029,v2.2.0,2020-08-07 10:25:50,44,0.0247,0.8152,0.1451,0.4805,1537,62
RSC-2020-00030,v2.2.1,2020-08-11 20:33:49,56,0.0665,0.8161,0.1393,0.4744,1135,104
RSC-2020-00031,v2.2.0,2020-02-10 11:40:05,57,0.0051,0.8096,0.1185,0.5007,974,124
RSC-2020-00032,v2.2.0,2020-12-29 07:45:58,44,0.0148,0.8393,0.1403,0.4775,1482,102
RSC-2020-00033,v2.1.3,2020-10-27 15:43:20,41,0.0614,0.8149,0.1362,0.5509,1263,58
RSC-2020-00034,v2.3.0,2020-03-11 10:24:18,51,0.0432,0.8146,0.1426,0.4957,1517,113
RSC-2020-00035,v2.2.0,2020-06-07 21:15:22,44,0.0371,0.8866,0.1268,0.5142,802,113
RSC-2020-00036,v2.1.4,2020-12-26 01:39:43,56,0.1258,0.8228,0.1563,0.502,970,33
RSC-2020-00037,v2.1.4,2020-08-17 20:39:57,54,0.029,0.8183,0.1523,0.5161,1326,23
RSC-2020-00038,v2.3.0,2020-09-21 08:48:50,46,0.0391,0.7992,0.1582,0.5,808,64
RSC-2020-00039,v2.2.1,2020-08-21 20:13:45,36,0.0139,0.853,0.1567,0.5118,1559,26
RSC-2020-00040,v2.3.0,2020-02-19 00:50:02,37,0.0309,0.8082,0.1509,0.5386,938,70
RSC-2020-00041,v2.2.1,2020-07-28 16:00:14,46,0.0086,0.8199,0.139,0.5185,1310,107
RSC-2020-00042,v2.1.4,2020-07-09 18:41:10,52,0.0374,0.8356,0.1509,0.4879,1140,70
RSC-2020-00043,v2.2.0,2020-10-15 13:55:14,34,0.0133,0.8168,0.1268,0.4946,1464,112
RSC-2020-00044,v2.2.0,2020-05-21 22:42:59,55,0.086,0.7899,0.1447,0.5198,1386,137
RSC-2020-00045,v2.2.0,2020-10-23 19:58:36,51,0.0298,0.7884,0.1423,0.5017,976,39
RSC-2020-00046,v2.2.0,2020-03-19 18:48:50,49,0.0251,0.7931,0.1139,0.5362,1468,91
RSC-2020-00047,v2.1.3,2020-12-08 08:29:18,46,0.0416,0.8173,0.1489,0.5397,1504,64
RSC-2020-00048,v2.2.0,2020-04-26 18:15:36,49,0.0377,0.8095,0.1467,0.5302,956,73
RSC-2020-00049,v2.1.3,2020-10-14 01:07:54,45,0.0355,0.7866,0.1561,0.5091,1361,113
RSC-2020-00050,v2.2.1,2020-09-05 15:40:46,49,0.0046,0.813,0.1485,0.5026,1433,75
RSC-2020-00051,v2.1.3,2020-08-01 08:59:29,39,0.0118,0.8098,0.141,0.5414,1526,65
RSC-2020-00052,v2.3.0,2020-06-24 23:14:59,46,0.0341,0.7565,0.1303,0.5001,1176,93
RSC-2020-00053,v2.1.4,2020-02-28 10:47:14,54,0.0296,0.8363,0.1478,0.5175,896,80
RSC-2020-00054,v2.2.0,2020-12-13 11:40:04,36,0.0201,0.8077,0.1597,0.5018,862,128
RSC-2020-00055,v2.2.0,2020-03-26 11:06:06,51,0.0075,0.7571,0.1466,0.5082,1343,115
RSC-2020-00056,v2.3.0,2020-06-28 16:51:33,38,0.0263,0.8052,0.1487,0.5035,1290,25
RSC-2020-00057,v2.1.4,2020-08-26 04:20:53,36,0.0652,0.8249,0.1253,0.514,889,107
RSC-2020-00058,v2.1.4,2020-01-08 08:45:10,39,0.0138,0.8092,0.1302,0.5321,922,43
RSC-2020-00059,v2.2.1,2020-10-10 09:06:53,37,0.0495,0.8062,0.1448,0.5134,889,68
RSC-2020-00060,v2.2.0,2020-09-19 12:13:25,39,0.0121,0.8084,0.1206,0.4982,1489,108
RSC-2020-00061,v2.1.3,2020-08-10 08:52:34,35,0.018,0.8232,0.1183,0.5018,948,55
RSC-2020-00062,v2.1.3,2020-05-01 01:05:42,44,0.0204,0.8026,0.1392,0.5143,1051,136
RSC-2020-00063,v2.3.0,2020-12-30 08:34:24,56,0.0201,0.8085,0.14,0.5286,1533,95
RSC-2020-00064,v2.1.4,2020-06-13 01:32:00,38,0.0077,0.7751,0.1471,0.4621,1173,110
RSC-2020-00065,v2.1.4,2020-02-17 01:12:20,45,0.0005,0.8284,0.1599,0.501,1507,57
RSC-2020-00066,v2.1.3,2020-05-16 21:12:41,42,0.0588,0.7861,0.1628,0.5473,957,113
RSC-2020-00067,v2.2.1,2020-05-14 03:07:46,55,0.0299,0.8074,0.1384,0.5397,1406,125
RSC-2020-00068,v2.3.0,2020-12-12 12:28:29,50,0.0409,0.8158,0.1435,0.5364,997,46
RSC-2020-00069,v2.2.1,2020-07-10 14:36:52,46,0.1154,0.7889,0.1466,0.5243,1297,125
RSC-2020-00070,v2.2.0,2020-06-16 00:07:26,39,0.0311,0.8206,0.1514,0.5132,962,113
RSC-2020-00071,v2.2.0,2020-05-16 00:38:50,35,0.0207,0.8084,0.1502,0.5134,1377,52
RSC-2020-00072,v2.1.3,2020-01-17 09:42:30,38,0.023,0.7914,0.1558,0.5068,1186,92
RSC-2020-00073,v2.2.0,2020-10-19 11:53:33,36,0.0586,0.7969,0.1238,0.5354,1502,23
RSC-2020-00074,v2.2.0,2020-05-26 19:09:03,34,0.1321,0.827,0.1352,0.5221,1417,37
RSC-2020-00075,v2.1.4,2020-02-16 09:30:15,43,0.0267,0.8335,0.143,0.5006,1231,50
RSC-2020-00076,v2.3.0,2020-01-18 11:06:18,56,0.0157,0.7884,0.1603,0.5221,1156,75
RSC-2020-00077,v2.1.3,2020-10-23 18:49:58,49,0.0335,0.8289,0.141,0.4986,1213,93
RSC-2020-00078,v2.2.1,2020-10-22 09:00:47,52,0.0254,0.8195,0.1302,0.5179,875,33
RSC-2020-00079,v2.1.4,2020-03-15 07:33:52,57,0.0393,0.8157,0.1397,0.4774,1551,64
RSC-2020-00080,v2.1.4,2020-06-24 09:38:21,47,0.0166,0.8124,0.1269,0.5021,1105,76
RSC-2020-00081,v2.3.0,2020-02-04 04:36:03,38,0.022,0.8242,0.1489,0.4967,892,104
RSC-2020-00082,v2.3.0,2020-08-21 20:27:58,55,0.0137,0.7977,0.1479,0.4923,971,33
RSC-2020-00083,v2.1.4,2020-06-04 13:29:16,44,0.0208,0.8028,0.1504,0.4981,1579,79
RSC-2020-00084,v2.3.0,2020-09-27 17:10:12,42,0.0494,0.8199,0.1535,0.5265,960,36
RSC-2020-00085,v2.3.0,2020-01-27 16:44:20,53,0.0578,0.8226,0.1292,0.5298,892,135
RSC-2020-00086,v2.1.3,2020-06-28 01:09:39,37,0.0442,0.8118,0.1503,0.5153,806,47
RSC-2020-00087,v2.1.3,2020-10-03 16:01:00,52,0.017,0.7982,0.1634,0.5183,990,99
RSC-2020-00088,v2.2.0,2020-02-03 22:10:00,49,0.0817,0.8164,0.1202,0.5002,1589,90
RSC-2020-00089,v2.2.0,2020-05-31 07:34:19,42,0.0155,0.8047,0.1409,0.531,1360,92
RSC-2020-00090,v2.1.4,2020-05-28 02:57:12,35,0.0263,0.8291,0.1544,0.4953,1177,105
RSC-2020-00091,v2.2.1,2020-01-17 22:02:31,44,0.1388,0.8072,0.1509,0.5056,1137,79
RSC-2020-00092,v2.1.4,2020-11-23 05:24:27,54,0.0132,0.8427,0.1127,0.5311,1444,124
RSC-2020-00093,v2.2.0,2020-07-12 18:04:59,43,0.0763,0.7933,0.144,0.5606,1140,39
RSC-2020-00094,v2.1.4,2020-01-19 19:49:23,50,0.0774,0.8149,0.1246,0.51,1439,87
RSC-2020-00095,v2.2.0,2020-08-25 08:14:20,53,0.0301,0.8003,0.1414,0.4812,1521,23
RSC-2020-00096,v2.2.0,2020-10-06 07:22:08,44,0.0187,0.8126,0.1601,0.5253,1278,62
RSC-2020-00097,v2.2.1,2020-09-13 21:33:23,51,0.0058,0.8211,0.1369,0.4982,1355,124
RSC-2020-00098,v2.1.4,2020-10-07 06:28:49,46,0.0241,0.8276,0.1285,0.5312,1276,71
RSC-2020-00099,v2.1.3,2020-02-11 12:58:29,45,0.0161,0.8266,0.1349,0.5047,1385,64
RSC-2020-00100,v2.3.0,2020-01-24 03:22:20,51,0.0211,0.8114,0.137,0.4936,1282,122
RSC-2020-00101,v2.1.3,2020-02-06 17:15:28,52,0.0523,0.7902,0.1573,0.5383,1138,64
RSC-2020-00102,v2.2.1,2020-08-11 00:43:20,53,0.0671,0.8011,0.1429,0.5276,1291,41
RSC-2020-00103,v2.1.3,2020-09-11 22:41:33,40,0.1267,0.8279,0.1502,0.5157,1468,104
RSC-2020-00104,v2.1.4,2020-03-15 22:46:17,44,0.0334,0.8147,0.1333,0.5239,1523,103
RSC-2020-00105,v2.1.3,2020-03-22 18:11:18,38,0.0327,0.8139,0.1605,0.543,1115,114
RSC-2020-00106,v2.2.1,2020-02-14 03:36:43,43,0.014,0.8131,0.1348,0.5032,836,68
RSC-2020-00107,v2.3.0,2020-10-12 06:01:30,40,0.0227,0.8164,0.1397,0.5114,936,126
RSC-2020-00108,v2.1.4,2020-01-06 16:53:59,53,0.0793,0.8201,0.157,0.4809,1008,120
RSC-2020-00109,v2.3.0,2020-05-21 08:12:57,34,0.038,0.8055,0.1526,0.4679,1178,21
RSC-2020-00110,v2.1.3,2020-12-03 12:16:07,38,0.026,0.8163,0.1422,0.5282,1301,105
RSC-2020-00111,v2.3.0,2020-06-08 02:00:45,54,0.0061,0.8108,0.1238,0.5267,1441,119
RSC-2020-00112,v2.1.4,2020-08-04 07:01:01,40,0.0935,0.8458,0.1456,0.4778,1088,111
RSC-2020-00113,v2.1.4,2020-12-13 22:59:18,54,0.1005,0.8199,0.1474,0.4853,1065,76
RSC-2020-00114,v2.2.1,2020-04-27 13:21:19,42,0.0061,0.797,0.1229,0.5536,1071,50
RSC-2020-00115,v2.2.1,2020-05-23 05:48:17,38,0.0406,0.8188,0.1482,0.4983,844,55
RSC-2020-00116,v2.2.0,2020-06-09 06:34:08,52,0.021,0.8173,0.1613,0.4974,874,35
RSC-2020-00117,v2.2.0,2020-04-09 14:23:19,48,0.0561,0.7993,0.1239,0.5169,920,119
RSC-2020-00118,v2.1.4,2020-10-15 10:26:52,57,0.0726,0.7838,0.1276,0.4927,943,99
RSC-2020-00119,v2.2.1,2020-01-14 19:46:28,50,0.0365,0.8405,0.1372,0.5326,1436,87
RSC-2020-00120,v2.2.0,2020-11-07 02:45:51,49,0.0388,0.8146,0.1348,0.5243,940,59
RSC-2020-00121,v2.1.3,2020-07-26 05:36:17,40,0.0021,0.7994,0.1517,0.4784,1573,21
RSC-2020-00122,v2.2.1,2020-01-09 10:22:52,38,0.0051,0.8045,0.1331,0.5499,1216,61
RSC-2020-00123,v2.2.0,2020-02-03 12:23:18,39,0.0332,0.816,0.1416,0.5235,1143,29
RSC-2020-00124,v2.1.4,2020-02-24 04:12:13,39,0.064,0.8274,0.1354,0.4967,1550,113
RSC-2020-00125,v2.1.3,2020-10-14 20:36:21,42,0.0487,0.8086,0.1563,0.4895,994,124
RSC-2020-00126,v2.1.3,2020-05-01 05:34:20,35,0.0405,0.8173,0.1316,0.4776,928,61
RSC-2020-00127,v2.2.0,2020-11-28 12:48:11,55,0.011,0.8169,0.1492,0.5049,1013,64
RSC-2020-00128,v2.2.1,2020-06-29 18:49:34,53,0.0668,0.8037,0.1408,0.48,1054,94
RSC-2020-00129,v2.3.0,2020-05-18 03:08:02,52,0.0859,0.8051,0.1462,0.5284,1493,26
RSC-2020-00130,v2.2.1,2020-08-18 15:12:39,43,0.0551,0.8249,0.1498,0.4956,1012,59
RSC-2020-00131,v2.1.4,2020-01-26 00:52:13,51,0.0596,0.8212,0.1461,0.4982,1499,22
RSC-2020-00132,v2.2.1,2020-01-27 16:44:05,50,0.0179,0.818,0.1653,0.515,1079,97
RSC-2020-00133,v2.1.4,2020-01-28 19:26:55,54,0.0252,0.8404,0.1407,0.4907,972,130
RSC-2020-00134,v2.2.0,2020-05-24 10:01:27,36,0.0228,0.8153,0.136,0.5064,1164,87
RSC-2020-00135,v2.1.4,2020-08-05 07:02:28,41,0.1012,0.8114,0.1498,0.5061,1028,103
RSC-2020-00136,v2.2.1,2020-06-05 14:20:00,54,0.012,0.7986,0.157,0.5044,836,118
RSC-2020-00137,v2.3.0,2020-08-03 16:12:15,42,0.0147,0.8127,0.1396,0.539,814,116
RSC-2020-00138,v2.1.4,2020-05-19 11:29:58,36,0.036,0.79,0.1623,0.5254,852,101
RSC-2020-00139,v2.2.0,2020-08-27 15:30:04,50,0.0453,0.8025,0.1519,0.4934,909,133
RSC-2020-00140,v2.2.1,2020-05-14 04:24:43,52,0.0294,0.7736,0.1416,0.4995,1377,36
RSC-2020-00141,v2.1.3,2020-12-24 03:22:07,36,0.0414,0.832,0.1541,0.5241,856,67
RSC-2020-00142,v2.2.1,2020-02-16 03:55:21,50,0.0506,0.798,0.146,0.4834,1494,85
RSC-2020-00143,v2.2.1,2020-08-10 15:09:01,49,0.141,0.8263,0.102,0.4835,1348,73
RSC-2020-00144,v2.1.3,2020-03-18 14:11:20,48,0.0118,0.8279,0.1486,0.5428,881,47
RSC-2020-00145,v2.3.0,2020-09-15 01:15:07,57,0.0752,0.8282,0.1233,0.5305,1404,98
RSC-2020-00146,v2.1.3,2020-08-14 03:08:20,47,0.0266,0.8006,0.1539,0.5271,1371,31
RSC-2020-00147,v2.1.3,2020-05-12 09:44:04,42,0.0352,0.8272,0.134,0.5244,1463,136
RSC-2020-00148,v2.2.0,2020-09-05 18:48:11,47,0.0147,0.8306,0.1565,0.4933,873,80
RSC-2020-00149,v2.3.0,2020-10-17 13:35:07,51,0.0494,0.7965,0.1529,0.5181,1485,86
RSC-2020-00150,v2.3.0,2020-08-01 11:16:02,55,0.0439,0.7943,0.1472,0.5235,1035,51
RSC-2020-00151,v2.2.1,2020-01-09 19:08:16,49,0.0788,0.7987,0.1427,0.5032,1436,130
RSC-2020-00152,v2.3.0,2020-08-22 20:44:12,42,0.1164,0.7884,0.1296,0.4623,1408,86
RSC-2020-00153,v2.2.0,2020-07-20 08:35:01,34,0.0915,0.8141,0.1362,0.5135,970,77
RSC-2020-00154,v2.1.3,2020-11-14 19:52:53,43,0.0257,0.7811,0.1412,0.501,1081,80
RSC-2020-00155,v2.2.0,2020-09-06 21:51:23,40,0.0429,0.8414,0.1527,0.514,1323,124
RSC-2020-00156,v2.3.0,2020-03-27 23:11:08,53,0.0343,0.8041,0.1372,0.5271,884,33
RSC-2020-00157,v2.1.4,2020-09-28 01:51:00,39,0.0211,0.8055,0.1349,0.5087,1438,79
RSC-2020-00158,v2.2.1,2020-01-20 07:46:15,40,0.0229,0.8047,0.1389,0.5466,1302,72
RSC-2020-00159,v2.3.0,2020-04-11 12:12:35,40,0.0346,0.816,0.1561,0.5174,1032,72
RSC-2020-00160,v2.2.1,2020-05-31 16:57:47,39,0.0476,0.837,0.1489,0.4963,940,95
RSC-2020-00161,v2.1.3,2020-10-16 10:07:12,52,0.031,0.8287,0.1546,0.5263,1104,78
RSC-2020-00162,v2.1.3,2020-02-23 03:10:47,45,0.0229,0.79,0.1347,0.504,1440,94
RSC-2020-00163,v2.2.0,2020-01-30 02:07:57,52,0.0212,0.8441,0.128,0.4832,982,84
RSC-2020-00164,v2.1.3,2020-04-04 07:21:31,37,0.0543,0.8337,0.1298,0.5445,1368,85
RSC-2020-00165,v2.1.4,2020-06-25 17:32:16,55,0.0438,0.8359,0.1347,0.4918,999,46
RSC-2020-00166,v2.2.0,2020-07-19 09:40:34,57,0.0646,0.8167,0.1347,0.501,1439,126
RSC-2020-00167,v2.1.4,2020-11-10 23:23:52,48,0.0842,0.8143,0.1585,0.5015,1443,58
RSC-2020-00168,v2.3.0,2020-04-18 06:09:11,56,0.0258,0.8262,0.1319,0.4814,1447,96
RSC-2020-00169,v2.3.0,2020-09-30 07:19:53,44,0.0592,0.7687,0.1267,0.5157,1168,128
RSC-2020-00170,v2.2.0,2020-11-25 01:03:21,57,0.0192,0.8106,0.1414,0.5169,1452,72
RSC-2020-00171,v2.1.4,2020-10-20 11:24:25,37,0.0118,0.8016,0.1231,0.4836,1006,22
RSC-2020-00172,v2.3.0,2020-03-23 09:58:34,44,0.0314,0.7647,0.1412,0.506,1462,104
RSC-2020-00173,v2.3.0,2020-01-06 16:54:31,35,0.0431,0.8205,0.1544,0.5417,1495,108
RSC-2020-00174,v2.1.4,2020-03-24 16:08:27,34,0.0484,0.8507,0.1288,0.5142,965,37
RSC-2020-00175,v2.2.1,2020-10-28 20:39:04,35,0.0033,0.8103,0.134,0.5134,901,100
RSC-2020-00176,v2.2.0,2020-03-14 16:33:53,38,0.0093,0.8265,0.1323,0.5373,1279,57
RSC-2020-00177,v2.3.0,2020-10-20 00:15:59,34,0.1494,0.8167,0.1466,0.5109,954,110
RSC-2020-00178,v2.3.0,2020-06-18 13:04:41,55,0.0104,0.831,0.1335,0.4744,1215,84
RSC-2020-00179,v2.1.4,2020-01-01 16:25:30,40,0.0532,0.8259,0.1515,0.5451,1039,111
RSC-2020-00180,v2.3.0,2020-12-15 20:21:00,49,0.0333,0.8277,0.1473,0.5073,1187,124
RSC-2020-00181,v2.2.1,2020-01-12 13:34:14,46,0.0376,0.8212,0.1496,0.5008,1269,116
RSC-2020-00182,v2.1.4,2020-12-22 14:32:15,35,0.0264,0.7803,0.1464,0.5634,1343,35
RSC-2020-00183,v2.2.0,2020-10-18 11:50:04,51,0.0302,0.8221,0.1579,0.5198,1510,68
RSC-2020-00184,v2.2.0,2020-03-25 15:43:09,52,0.0163,0.8393,0.147,0.5179,1074,24
RSC-2020-00185,v2.2.0,2020-03-19 02:12:26,57,0.0116,0.8228,0.1582,0.5066,1317,81
RSC-2020-00186,v2.3.0,2020-05-01 07:16:40,57,0.0565,0.8205,0.1586,0.5638,1226,76
RSC-2020-00187,v2.3.0,2020-05-05 21:18:57,41,0.0254,0.8302,0.1386,0.5338,871,36
RSC-2020-00188,v2.3.0,2020-04-04 14:29:55,49,0.0209,0.8444,0.1522,0.5095,1478,23
RSC-2020-00189,v2.1.4,2020-07-07 19:53:19,54,0.0356,0.8058,0.1342,0.5099,983,52
RSC-2020-00190,v2.3.0,2020-01-03 18:11:52,44,0.0666,0.8146,0.1401,0.5007,897,111
RSC-2020-00191,v2.1.4,2020-08-23 03:54:51,40,0.0346,0.8293,0.1518,0.5225,1353,100
RSC-2020-00192,v2.1.4,2020-12-09 10:54:47,43,0.0114,0.8054,0.1326,0.5152,995,80
RSC-2020-00193,v2.3.0,2020-02-06 15:50:37,46,0.09,0.8331,0.1526,0.5068,1480,24
RSC-2020-00194,v2.1.4,2020-03-03 17:59:58,39,0.0498,0.8112,0.1393,0.4845,867,100
RSC-2020-00195,v2.1.4,2020-09-19 02:30:34,49,0.0263,0.791,0.1372,0.4835,1092,97
RSC-2020-00196,v2.1.4,2020-04-06 03:38:12,35,0.0448,0.8105,0.1337,0.5048,1539,83
RSC-2020-00197,v2.1.4,2020-07-20 02:28:03,48,0.0423,0.8286,0.1292,0.5183,1474,73
RSC-2020-00198,v2.2.1,2020-06-24 05:33:15,46,0.0511,0.7974,0.1503,0.5438,957,119
RSC-2020-00199,v2.2.0,2020-12-09 23:33:35,40,0.0374,0.8054,0.1551,0.5241,972,47
RSC-2020-00200,v2.2.1,2020-12-19 19:22:47,40,0.058,0.8125,0.1629,0.496,833,68
RSC-2020-00201,v2.1.3,2020-09-14 01:15:27,41,0.0152,0.7882,0.1481,0.4958,1296,94
RSC-2020-00202,v2.1.3,2020-08-29 01:23:49,45,0.0643,0.7913,0.1538,0.5032,1262,77
RSC-2020-00203,v2.2.1,2020-12-21 05:51:37,50,0.0363,0.8118,0.1365,0.5341,1185,105
RSC-2020-00204,v2.2.1,2020-11-03 13:44:24,54,0.0099,0.8173,0.1431,0.53,1436,137
RSC-2020-00205,v2.1.4,2020-05-02 13:53:02,40,0.0196,0.8032,0.1484,0.5099,978,121
RSC-2020-00206,v2.1.4,2020-08-25 03:38:49,36,0.0271,0.808,0.1669,0.5154,1273,26
RSC-2020-00207,v2.2.1,2020-07-29 19:23:33,36,0.0287,0.8061,0.1392,0.4933,953,59
RSC-2020-00208,v2.3.0,2020-10-22 08:26:53,48,0.0185,0.8365,0.1223,0.5004,899,25
RSC-2020-00209,v2.2.1,2020-08-07 03:57:58,48,0.0244,0.8235,0.1285,0.5157,1081,94
RSC-2020-00210,v2.3.0,2020-04-14 11:46:59,54,0.0299,0.7942,0.1595,0.4942,1501,45
RSC-2020-00211,v2.2.1,2020-10-30 05:04:29,42,0.0109,0.8119,0.1403,0.5358,1245,111
RSC-2020-00212,v2.1.4,2020-05-10 15:55:16,36,0.0255,0.8231,0.1446,0.536,925,89
RSC-2020-00213,v2.2.1,2020-04-03 04:24:21,34,0.0077,0.8242,0.165,0.5115,1289,38
RSC-2020-00214,v2.3.0,2020-01-20 00:16:12,53,0.0406,0.8223,0.1431,0.4933,953,49
RSC-2020-00215,v2.2.0,2020-06-07 04:10:20,57,0.0701,0.8311,0.1356,0.4923,994,109
RSC-2020-00216,v2.2.1,2020-03-10 11:29:54,56,0.0159,0.8141,0.1353,0.538,1486,27
RSC-2020-00217,v2.1.4,2020-12-12 06:13:56,55,0.0199,0.7923,0.163,0.5504,1085,69
RSC-2020-00218,v2.2.0,2020-07-27 07:20:26,39,0.0208,0.8046,0.1411,0.464,1389,21
RSC-2020-00219,v2.1.3,2020-02-08 11:42:23,47,0.0255,0.8415,0.1569,0.4721,1310,114
RSC-2020-00220,v2.1.4,2020-01-05 08:51:33,42,0.0846,0.8208,0.1363,0.5107,1591,22
RSC-2020-00221,v2.2.1,2020-01-04 04:25:37,41,0.1077,0.8212,0.1358,0.5127,1202,26
RSC-2020-00222,v2.1.4,2020-01-11 06:44:02,49,0.0605,0.8397,0.1475,0.4947,1509,60
RSC-2020-00223,v2.3.0,2020-09-16 11:00:11,57,0.045,0.8242,0.1377,0.5485,1498,103
RSC-2020-00224,v2.3.0,2020-04-07 11:55:55,52,0.0346,0.8012,0.149,0.5081,1312,122
RSC-2020-00225,v2.1.3,2020-10-29 00:06:54,52,0.0372,0.8105,0.1345,0.5247,1495,108
RSC-2020-00226,v2.3.0,2020-01-29 12:05:57,50,0.083,0.8342,0.1324,0.511,1097,66
RSC-2020-00227,v2.1.4,2020-08-16 04:02:43,57,0.0324,0.82,0.1475,0.5242,1128,29
RSC-2020-00228,v2.2.0,2020-09-06 09:58:52,42,0.0196,0.8111,0.1468,0.5257,1391,73
RSC-2020-00229,v2.2.0,2020-11-13 15:15:18,36,0.0188,0.7785,0.1473,0.4982,1595,20
RSC-2020-00230,v2.2.1,2020-11-18 02:15:03,57,0.0623,0.7997,0.1466,0.5212,1414,135
RSC-2020-00231,v2.3.0,2020-03-31 14:38:04,54,0.0393,0.8162,0.1324,0.5175,1369,135
RSC-2020-00232,v2.2.0,2020-03-01 03:38:36,52,0.0643,0.7808,0.1277,0.493,970,75
RSC-2020-00233,v2.2.1,2020-10-08 02:36:15,51,0.0559,0.7938,0.1431,0.4986,1575,77
RSC-2020-00234,v2.2.0,2020-01-24 22:53:26,35,0.0342,0.8166,0.1375,0.4508,813,86
RSC-2020-00235,v2.2.0,2020-11-12 09:03:07,42,0.0692,0.8525,0.1452,0.525,1484,82
RSC-2020-00236,v2.2.0,2020-09-03 10:03:25,37,0.0313,0.7944,0.1338,0.4776,1075,29
RSC-2020-00237,v2.1.4,2020-06-05 00:06:52,39,0.0083,0.8197,0.161,0.4966,1032,40
RSC-2020-00238,v2.1.3,2020-03-04 03:42:53,35,0.0214,0.8319,0.1419,0.5041,1526,62
RSC-2020-00239,v2.2.1,2020-06-25 09:46:28,40,0.04,0.7936,0.143,0.5506,1206,48
RSC-2020-00240,v2.1.3,2020-03-05 07:15:16,35,0.0023,0.84,0.1562,0.5091,1278,61
RSC-2020-00241,v2.1.4,2020-03-14 11:53:24,38,0.0368,0.8246,0.1427,0.5075,823,103
RSC-2020-00242,v2.1.3,2020-03-15 00:10:59,45,0.0615,0.8164,0.1598,0.5282,973,46
RSC-2020-00243,v2.3.0,2020-08-20 00:18:20,53,0.0726,0.7908,0.1437,0.5235,1090,110
RSC-2020-00244,v2.2.1,2020-08-29 11:36:52,47,0.0655,0.8098,0.1225,0.5516,948,138
RSC-2020-00245,v2.1.4,2020-11-25 22:19:08,50,0.0474,0.7956,0.1539,0.5031,1497,122
