run_id,model_version,scored_at,n_features_used,feature_drift_psi,auroc_holdout,calibration_brier,decision_threshold,flagged_count,override_count
RSC-2024-00027,v2.1.3,2024-04-05 10:49:23,35,0.0282,0.7969,0.1687,0.5561,1314,115
RSC-2024-00028,v2.1.4,2024-03-04 12:21:05,56,0.0271,0.8266,0.1409,0.5152,1039,105
RSC-2024-00029,v2.2.1,2024-11-01 11:27:58,35,0.0644,0.8482,0.1275,0.5226,912,53
RSC-2024-00030,v2.1.3,2024-12-28 10:20:56,56,0.0082,0.8327,0.1487,0.5366,1355,53
RSC-2024-00031,v2.2.0,2024-06-16 02:54:26,49,0.0283,0.8039,0.1334,0.5046,894,76
RSC-2024-00032,v2.2.1,2024-08-04 21:19:06,44,0.023,0.8156,0.153,0.5351,956,91
RSC-2024-00033,v2.1.3,2024-09-12 13:32:14,51,0.0271,0.8231,0.1259,0.5329,1331,69
RSC-2024-00034,v2.2.1,2024-11-16 08:10:49,38,0.0186,0.7991,0.1544,0.4992,999,43
RSC-2024-00035,v2.1.3,2024-02-06 13:59:16,53,0.0135,0.7921,0.1384,0.5007,1377,55
RSC-2024-00036,v2.2.0,2024-11-27 06:50:53,38,0.0361,0.8315,0.1346,0.5154,1546,132
RSC-2024-00037,v2.2.1,2024-10-11 23:32:43,53,0.0118,0.8202,0.146,0.4929,972,127
RSC-2024-00038,v2.1.3,2024-09-06 08:38:11,56,0.0271,0.8426,0.1255,0.4803,1136,128
RSC-2024-00039,v2.1.4,2024-11-24 02:59:37,56,0.1178,0.8178,0.1478,0.5172,1028,122
RSC-2024-00040,v2.3.0,2024-06-24 21:23:30,36,0.0116,0.828,0.1325,0.5525,1289,92
RSC-2024-00041,v2.2.1,2024-10-11 02:27:16,45,0.0041,0.7646,0.114,0.5299,1314,48
RSC-2024-00042,v2.1.3,2024-04-07 21:06:57,52,0.1033,0.8132,0.1584,0.5229,1579,134
RSC-2024-00043,v2.3.0,2024-08-15 11:25:29,44,0.1036,0.8008,0.1326,0.4909,1101,135
RSC-2024-00044,v2.1.3,2024-07-13 02:39:58,50,0.1015,0.824,0.1434,0.4963,1001,113
RSC-2024-00045,v2.2.0,2024-06-12 01:34:13,34,0.0267,0.7873,0.1409,0.5066,1374,25
RSC-2024-00046,v2.2.0,2024-01-27 13:35:26,40,0.0115,0.8224,0.1502,0.516,890,122
RSC-2024-00047,v2.1.4,2024-05-03 20:52:33,49,0.0287,0.8276,0.1048,0.4792,1112,38
RSC-2024-00048,v2.3.0,2024-06-17 10:49:03,38,0.0069,0.7834,0.1508,0.4793,1550,24
RSC-2024-00049,v2.2.1,2024-11-18 18:52:04,57,0.0784,0.8117,0.1541,0.5145,1452,137
RSC-2024-00050,v2.2.1,2024-08-27 00:17:55,38,0.0653,0.8173,0.151,0.5144,1518,42
RSC-2024-00051,v2.2.1,2024-08-17 07:45:31,43,0.0364,0.8118,0.1365,0.5073,1466,55
RSC-2024-00052,v2.1.4,2024-12-05 00:02:52,36,0.0304,0.8339,0.1359,0.4977,990,88
RSC-2024-00053,v2.1.3,2024-03-05 19:21:14,50,0.0231,0.804,0.1471,0.5372,1304,126
RSC-2024-00054,v2.1.4,2024-04-12 04:48:18,53,0.025,0.8058,0.1508,0.4826,1256,106
RSC-2024-00055,v2.2.1,2024-11-18 05:38:19,42,0.0195,0.8189,0.1379,0.489,1085,118
RSC-2024-00056,v2.3.0,2024-08-20 18:00:41,50,0.0492,0.8289,0.1502,0.4744,1071,33
RSC-2024-00057,v2.1.4,2024-11-02 00:07:39,49,0.0321,0.8182,0.1324,0.5246,1466,119
RSC-2024-00058,v2.2.1,2024-08-28 14:11:57,40,0.058,0.7952,0.1419,0.5126,1108,54
RSC-2024-00059,v2.2.0,2024-12-07 04:36:19,41,0.0289,0.8092,0.1528,0.5227,1208,93
RSC-2024-00060,v2.3.0,2024-11-06 04:08:11,41,0.0289,0.7925,0.1637,0.555,1560,29
RSC-2024-00061,v2.1.4,2024-02-01 18:09:18,44,0.0373,0.8275,0.1563,0.516,1072,35
RSC-2024-00062,v2.2.1,2024-02-26 16:22:42,35,0.0369,0.8328,0.1546,0.527,1091,60
RSC-2024-00063,v2.1.4,2024-02-22 19:23:40,42,0.0159,0.8016,0.1518,0.5088,971,71
RSC-2024-00064,v2.1.4,2024-03-23 09:49:11,55,0.0143,0.844,0.1489,0.505,1070,125
RSC-2024-00065,v2.1.3,2024-01-14 17:21:35,40,0.0281,0.8114,0.1611,0.5233,1146,119
RSC-2024-00066,v2.2.0,2024-03-23 21:15:37,53,0.0896,0.801,0.1291,0.5394,1390,93
RSC-2024-00067,v2.2.1,2024-03-03 09:06:56,34,0.0327,0.7981,0.1505,0.5063,1456,124
RSC-2024-00068,v2.3.0,2024-11-21 03:21:29,42,0.0275,0.8016,0.122,0.5362,1109,68
RSC-2024-00069,v2.1.4,2024-05-10 19:22:58,55,0.0454,0.7912,0.1536,0.5127,1025,102
RSC-2024-00070,v2.2.1,2024-01-16 23:08:02,34,0.0717,0.818,0.1308,0.5187,859,34
RSC-2024-00071,v2.1.4,2024-03-31 23:51:21,38,0.0593,0.8018,0.1422,0.5068,1220,60
RSC-2024-00072,v2.2.1,2024-10-29 14:34:41,38,0.0119,0.8334,0.1534,0.5047,964,128
RSC-2024-00073,v2.1.3,2024-03-24 00:49:51,47,0.0822,0.8011,0.1544,0.5046,1183,39
RSC-2024-00074,v2.3.0,2024-06-11 20:55:56,56,0.0399,0.8157,0.1455,0.4908,969,88
RSC-2024-00075,v2.2.1,2024-03-10 07:34:38,57,0.0238,0.8211,0.1487,0.5028,1491,128
RSC-2024-00076,v2.3.0,2024-08-02 06:23:09,39,0.0438,0.8091,0.1252,0.5211,1490,69
RSC-2024-00077,v2.2.0,2024-07-21 14:50:13,35,0.0415,0.8104,0.1262,0.5143,1094,105
RSC-2024-00078,v2.2.0,2024-09-02 17:58:52,42,0.0159,0.7813,0.1289,0.5218,1575,133
RSC-2024-00079,v2.3.0,2024-05-15 19:45:06,43,0.0015,0.8144,0.158,0.5085,1201,36
RSC-2024-00080,v2.1.4,2024-12-04 10:27:11,36,0.0519,0.8336,0.1533,0.5138,1513,66
RSC-2024-00081,v2.1.3,2024-03-19 13:32:11,51,0.0069,0.8277,0.1518,0.5404,867,46
RSC-2024-00082,v2.1.4,2024-09-04 01:43:03,53,0.0136,0.8164,0.144,0.5265,924,91
RSC-2024-00083,v2.2.1,2024-03-16 00:21:35,40,0.0282,0.8137,0.1361,0.5087,973,75
RSC-2024-00084,v2.1.4,2024-02-14 03:53:27,34,0.0241,0.809,0.1444,0.5293,1463,74
RSC-2024-00085,v2.3.0,2024-02-12 01:14:54,52,0.0701,0.8327,0.1491,0.5375,1464,49
RSC-2024-00086,v2.2.0,2024-07-27 04:08:38,47,0.0357,0.7674,0.1683,0.4656,1562,35
RSC-2024-00087,v2.3.0,2024-08-12 05:35:59,51,0.0324,0.7927,0.1685,0.5061,835,84
RSC-2024-00088,v2.2.0,2024-09-08 13:17:31,47,0.036,0.8214,0.1584,0.5134,1506,67
RSC-2024-00089,v2.1.4,2024-01-14 00:24:05,53,0.0059,0.8133,0.1269,0.5119,871,114
RSC-2024-00090,v2.1.4,2024-10-20 10:34:56,53,0.0385,0.8194,0.1458,0.5367,1402,50
RSC-2024-00091,v2.2.1,2024-01-02 00:05:35,51,0.0124,0.815,0.1448,0.5121,1384,101
RSC-2024-00092,v2.1.3,2024-09-15 09:27:18,35,0.0205,0.8176,0.1484,0.509,1187,73
RSC-2024-00093,v2.3.0,2024-02-24 12:16:04,52,0.0199,0.7852,0.1404,0.5115,985,24
RSC-2024-00094,v2.3.0,2024-06-03 05:45:50,34,0.0287,0.7631,0.1445,0.5064,1433,132
RSC-2024-00095,v2.1.4,2024-09-07 00:59:30,43,0.0584,0.83,0.1337,0.511,1138,100
RSC-2024-00096,v2.1.3,2024-03-28 05:49:33,48,0.0341,0.7885,0.1583,0.5301,1410,111
RSC-2024-00097,v2.3.0,2024-11-21 17:10:33,36,0.0395,0.8145,0.1451,0.5017,1213,106
RSC-2024-00098,v2.3.0,2024-03-05 19:34:47,48,0.0205,0.8295,0.1464,0.5315,1148,34
RSC-2024-00099,v2.2.1,2024-03-30 02:20:22,47,0.0219,0.7996,0.1423,0.5037,925,25
RSC-2024-00100,v2.1.3,2024-01-20 03:36:37,36,0.0182,0.819,0.1369,0.5329,1076,126
RSC-2024-00101,v2.2.0,2024-11-15 18:12:37,56,0.0123,0.79,0.1465,0.5394,886,97
RSC-2024-00102,v2.1.4,2024-04-24 10:56:12,46,0.0464,0.8247,0.1467,0.5044,971,53
RSC-2024-00103,v2.1.4,2024-07-29 02:48:36,53,0.0113,0.8121,0.1709,0.5446,1249,99
RSC-2024-00104,v2.2.0,2024-12-29 20:30:19,44,0.0098,0.8364,0.1222,0.5467,888,102
RSC-2024-00105,v2.1.3,2024-05-14 21:51:51,49,0.0528,0.7934,0.143,0.5356,1555,58
RSC-2024-00106,v2.2.1,2024-06-03 15:20:15,49,0.1013,0.7679,0.1523,0.5125,868,38
RSC-2024-00107,v2.2.1,2024-08-16 09:35:42,50,0.0185,0.802,0.1283,0.5021,902,83
RSC-2024-00108,v2.1.3,2024-07-25 01:52:00,38,0.0057,0.8352,0.1535,0.4807,1027,74
RSC-2024-00109,v2.1.4,2024-04-16 04:09:14,57,0.0274,0.8198,0.1528,0.549,1131,64
RSC-2024-00110,v2.3.0,2024-12-09 21:50:36,52,0.0497,0.8049,0.1502,0.5469,1520,131
RSC-2024-00111,v2.3.0,2024-06-03 23:36:25,53,0.0274,0.8417,0.1213,0.5474,926,122
RSC-2024-00112,v2.2.1,2024-08-13 20:22:06,42,0.0705,0.7975,0.1704,0.5224,1511,138
RSC-2024-00113,v2.1.4,2024-04-16 19:16:27,34,0.0191,0.7919,0.1595,0.523,1405,69
RSC-2024-00114,v2.2.1,2024-11-12 00:13:05,40,0.0083,0.7947,0.1424,0.5357,1323,89
RSC-2024-00115,v2.3.0,2024-12-07 20:46:57,47,0.0529,0.8187,0.1484,0.4949,1584,137
RSC-2024-00116,v2.1.3,2024-11-17 04:45:54,53,0.026,0.8397,0.1342,0.4946,965,76
RSC-2024-00117,v2.1.3,2024-08-05 05:52:54,47,0.0198,0.807,0.1187,0.5463,1106,60
RSC-2024-00118,v2.2.0,2024-06-07 04:13:56,38,0.0501,0.8096,0.1345,0.482,1140,49
RSC-2024-00119,v2.2.1,2024-12-17 23:14:47,54,0.0575,0.808,0.1291,0.4936,1202,31
RSC-2024-00120,v2.2.1,2024-10-10 08:08:56,40,0.0362,0.7528,0.1404,0.5191,859,45
RSC-2024-00121,v2.3.0,2024-10-05 12:13:56,53,0.0423,0.8229,0.1401,0.5206,1221,28
RSC-2024-00122,v2.2.0,2024-06-27 15:36:08,44,0.0546,0.8124,0.1538,0.5242,1532,49
RSC-2024-00123,v2.2.0,2024-01-02 13:27:05,44,0.0775,0.8317,0.1272,0.5232,835,89
RSC-2024-00124,v2.2.0,2024-06-19 16:46:26,44,0.0284,0.8249,0.1387,0.5009,1370,64
RSC-2024-00125,v2.1.4,2024-02-17 23:57:59,47,0.0933,0.7945,0.1324,0.4925,1513,71
RSC-2024-00126,v2.1.3,2024-02-03 13:18:36,35,0.0452,0.8156,0.1358,0.4966,838,20
RSC-2024-00127,v2.1.4,2024-03-19 09:22:16,44,0.0643,0.8249,0.1581,0.5421,946,29
RSC-2024-00128,v2.2.0,2024-06-13 00:32:51,56,0.0181,0.8052,0.1522,0.544,895,53
RSC-2024-00129,v2.3.0,2024-07-23 10:34:34,51,0.1369,0.7895,0.1453,0.5582,864,81
RSC-2024-00130,v2.3.0,2024-10-31 09:55:50,50,0.0095,0.7991,0.1322,0.529,1179,106
RSC-2024-00131,v2.3.0,2024-09-10 03:53:04,39,0.0123,0.8143,0.1595,0.512,1573,70
RSC-2024-00132,v2.1.3,2024-09-08 11:13:51,52,0.0308,0.818,0.1514,0.5039,876,101
RSC-2024-00133,v2.2.0,2024-02-25 12:53:48,54,0.0377,0.7876,0.1397,0.502,1096,109
RSC-2024-00134,v2.2.1,2024-07-26 09:31:08,39,0.0651,0.8053,0.1494,0.5277,933,42
RSC-2024-00135,v2.2.0,2024-01-12 22:57:21,41,0.0289,0.8217,0.1474,0.5146,1394,37
RSC-2024-00136,v2.2.0,2024-02-22 04:21:06,56,0.0367,0.7981,0.1357,0.5312,1281,126
RSC-2024-00137,v2.1.4,2024-04-12 07:39:55,35,0.0619,0.7926,0.1407,0.5492,1493,27
RSC-2024-00138,v2.1.3,2024-06-28 15:47:13,49,0.0289,0.8179,0.1441,0.4833,1478,98
RSC-2024-00139,v2.2.1,2024-08-06 21:57:01,42,0.0692,0.8233,0.1479,0.5337,1029,56
RSC-2024-00140,v2.3.0,2024-07-07 23:14:28,38,0.0124,0.8076,0.1442,0.5097,1598,31
RSC-2024-00141,v2.3.0,2024-06-04 19:21:22,43,0.0375,0.8225,0.1413,0.5183,1277,102
RSC-2024-00142,v2.1.4,2024-05-19 16:30:46,39,0.0601,0.796,0.147,0.5273,1045,29
RSC-2024-00143,v2.2.0,2024-04-04 10:21:24,53,0.0962,0.8282,0.1453,0.5218,1001,124
RSC-2024-00144,v2.2.0,2024-11-01 18:40:48,40,0.0723,0.8006,0.1374,0.4862,1332,107
RSC-2024-00145,v2.3.0,2024-11-23 11:16:54,53,0.0199,0.8181,0.1444,0.4759,1543,26
RSC-2024-00146,v2.2.0,2024-04-09 11:32:33,41,0.0431,0.8371,0.1495,0.5062,1414,24
RSC-2024-00147,v2.1.3,2024-02-05 09:20:20,37,0.02,0.784,0.1477,0.5279,1303,63
RSC-2024-00148,v2.2.1,2024-02-22 20:02:27,41,0.0526,0.8325,0.1239,0.5451,1102,49
RSC-2024-00149,v2.1.3,2024-08-18 20:00:01,50,0.0906,0.834,0.1339,0.5425,1350,59
RSC-2024-00150,v2.1.4,2024-04-06 23:58:29,55,0.022,0.7707,0.1507,0.5527,1584,20
RSC-2024-00151,v2.1.3,2024-08-08 22:03:57,47,0.0489,0.8138,0.1464,0.5448,1020,29
RSC-2024-00152,v2.3.0,2024-04-27 17:22:47,40,0.0065,0.8324,0.1497,0.5207,816,50
RSC-2024-00153,v2.1.3,2024-01-25 23:01:24,40,0.015,0.8434,0.1542,0.5342,841,56
RSC-2024-00154,v2.2.0,2024-03-29 10:42:00,38,0.0704,0.8485,0.1353,0.526,1487,50
RSC-2024-00155,v2.2.1,2024-02-29 16:34:32,40,0.0686,0.8199,0.1481,0.4944,943,78
RSC-2024-00156,v2.2.1,2024-03-04 22:46:20,41,0.1043,0.8191,0.1373,0.5027,931,68
RSC-2024-00157,v2.1.4,2024-12-21 00:31:14,48,0.0523,0.8041,0.151,0.4903,1098,70
RSC-2024-00158,v2.1.4,2024-08-19 01:31:30,54,0.0194,0.8255,0.1429,0.4969,879,122
RSC-2024-00159,v2.1.3,2024-02-14 10:47:25,52,0.0552,0.829,0.1368,0.4978,1358,118
RSC-2024-00160,v2.2.1,2024-02-21 10:19:33,51,0.0209,0.7714,0.1508,0.5002,822,48
RSC-2024-00161,v2.1.4,2024-09-23 01:14:49,52,0.0439,0.8082,0.1494,0.5221,1548,127
RSC-2024-00162,v2.2.0,2024-05-16 03:22:09,54,0.0017,0.8056,0.136,0.4816,1127,74
RSC-2024-00163,v2.2.1,2024-05-16 09:53:44,35,0.0226,0.8172,0.1319,0.5182,1224,125
RSC-2024-00164,v2.2.0,2024-03-26 19:35:09,38,0.0514,0.8258,0.1394,0.5028,975,123
RSC-2024-00165,v2.2.1,2024-12-24 18:18:01,34,0.0117,0.8397,0.1488,0.4984,981,89
RSC-2024-00166,v2.1.3,2024-11-04 03:08:27,47,0.0219,0.8082,0.1561,0.4997,1368,137
RSC-2024-00167,v2.2.1,2024-12-05 18:57:29,50,0.0536,0.811,0.1441,0.4886,1291,74
RSC-2024-00168,v2.1.3,2024-01-22 12:07:46,51,0.0628,0.8093,0.1369,0.4984,1189,109
RSC-2024-00169,v2.1.3,2024-01-01 21:36:21,35,0.0309,0.7969,0.1457,0.495,1535,99
RSC-2024-00170,v2.3.0,2024-02-10 10:30:06,53,0.0426,0.8273,0.1463,0.5355,963,92
RSC-2024-00171,v2.2.1,2024-03-03 13:32:15,35,0.016,0.8389,0.1541,0.4885,1043,74
RSC-2024-00172,v2.2.1,2024-09-16 23:21:54,53,0.0161,0.7934,0.1263,0.5107,825,96
RSC-2024-00173,v2.2.1,2024-06-19 00:55:47,53,0.027,0.8008,0.122,0.4931,1255,117
RSC-2024-00174,v2.2.1,2024-11-24 01:29:00,43,0.0521,0.7946,0.1393,0.5387,1025,65
RSC-2024-00175,v2.3.0,2024-07-28 00:39:54,44,0.0644,0.7935,0.1561,0.5221,1310,136
RSC-2024-00176,v2.1.4,2024-06-23 08:28:06,46,0.0174,0.8043,0.1382,0.5303,996,124
RSC-2024-00177,v2.3.0,2024-12-17 12:47:29,36,0.0583,0.8182,0.1451,0.5298,1248,119
RSC-2024-00178,v2.2.0,2024-07-07 19:24:29,38,0.0386,0.819,0.1419,0.5099,1500,58
RSC-2024-00179,v2.3.0,2024-01-15 17:08:42,43,0.0307,0.8104,0.1251,0.5144,991,53
RSC-2024-00180,v2.2.0,2024-10-18 08:35:40,38,0.0362,0.8165,0.1617,0.5063,1573,66
RSC-2024-00181,v2.3.0,2024-09-30 08:46:15,56,0.0528,0.822,0.139,0.5113,1537,95
RSC-2024-00182,v2.2.0,2024-12-28 05:56:28,52,0.0446,0.7986,0.1303,0.534,1456,94
RSC-2024-00183,v2.2.1,2024-05-25 05:21:06,57,0.0058,0.8336,0.14,0.5019,1583,122
RSC-2024-00184,v2.2.0,2024-10-12 01:10:20,47,0.0512,0.804,0.1444,0.4969,1080,54
RSC-2024-00185,v2.2.0,2024-08-15 18:15:39,52,0.0441,0.8022,0.1431,0.5395,1298,67
RSC-2024-00186,v2.1.3,2024-07-14 16:48:58,47,0.0386,0.8014,0.153,0.5418,1283,70
RSC-2024-00187,v2.1.4,2024-09-09 06:29:47,44,0.0421,0.802,0.1836,0.5267,1412,114
RSC-2024-00188,v2.3.0,2024-09-23 16:37:03,52,0.0738,0.8336,0.1518,0.5103,1114,121
RSC-2024-00189,v2.1.4,2024-05-20 04:39:18,53,0.0078,0.8285,0.1492,0.5189,1385,38
RSC-2024-00190,v2.2.0,2024-11-10 22:18:31,56,0.0479,0.7882,0.1464,0.4967,985,58
RSC-2024-00191,v2.1.4,2024-03-02 09:28:22,47,0.0289,0.7843,0.1534,0.5093,836,130
RSC-2024-00192,v2.1.3,2024-05-12 03:34:50,35,0.0361,0.809,0.1535,0.5229,1226,121
RSC-2024-00193,v2.1.4,2024-11-18 19:18:48,35,0.0323,0.8454,0.1441,0.5006,1177,72
RSC-2024-00194,v2.2.1,2024-12-03 05:12:10,43,0.0466,0.823,0.1433,0.4978,1010,94
RSC-2024-00195,v2.2.0,2024-05-27 16:38:46,45,0.0404,0.769,0.1441,0.5269,1319,128
RSC-2024-00196,v2.2.0,2024-11-12 14:45:56,35,0.0216,0.8212,0.1568,0.5082,1307,133
RSC-2024-00197,v2.1.3,2024-11-05 14:48:09,41,0.0351,0.8068,0.1348,0.5546,1389,65
RSC-2024-00198,v2.3.0,2024-08-17 02:36:51,36,0.0495,0.8278,0.138,0.5227,1444,112
RSC-2024-00199,v2.2.1,2024-08-28 17:01:27,38,0.025,0.8155,0.1106,0.4755,1307,90
RSC-2024-00200,v2.1.3,2024-10-16 09:51:15,44,0.0483,0.8042,0.1721,0.5033,1114,96
RSC-2024-00201,v2.2.1,2024-12-15 15:50:42,52,0.0218,0.8225,0.145,0.5211,1146,61
RSC-2024-00202,v2.3.0,2024-07-28 05:08:36,42,0.0669,0.8089,0.1595,0.5551,1083,112
RSC-2024-00203,v2.2.1,2024-01-08 01:38:45,46,0.0801,0.8212,0.128,0.5074,1307,125
RSC-2024-00204,v2.3.0,2024-02-04 00:12:18,54,0.0033,0.811,0.1476,0.5049,859,82
RSC-2024-00205,v2.3.0,2024-07-03 04:58:36,57,0.0609,0.8285,0.1539,0.4946,1477,60
RSC-2024-00206,v2.1.3,2024-03-23 12:32:09,57,0.0285,0.8565,0.1314,0.5145,946,53
RSC-2024-00207,v2.1.4,2024-11-14 16:07:10,39,0.0371,0.812,0.1368,0.5418,1021,58
RSC-2024-00208,v2.3.0,2024-06-14 23:44:42,55,0.0397,0.7972,0.1566,0.5235,838,38
RSC-2024-00209,v2.2.1,2024-01-09 19:23:44,55,0.0899,0.8294,0.1476,0.512,1228,122
RSC-2024-00210,v2.1.3,2024-08-08 17:57:39,46,0.012,0.8248,0.1344,0.5065,880,123
RSC-2024-00211,v2.2.1,2024-01-27 07:04:21,36,0.0533,0.7834,0.1513,0.5048,1250,55
RSC-2024-00212,v2.1.4,2024-12-23 02:45:58,55,0.0614,0.8103,0.1453,0.4774,1346,119
RSC-2024-00213,v2.2.0,2024-04-12 03:31:17,34,0.0081,0.8117,0.1527,0.5103,951,33
RSC-2024-00214,v2.3.0,2024-07-19 04:21:29,42,0.0582,0.8244,0.1508,0.5434,1206,39
RSC-2024-00215,v2.3.0,2024-07-02 23:18:11,35,0.0511,0.8138,0.1449,0.4856,1561,39
RSC-2024-00216,v2.1.4,2024-05-19 03:04:42,43,0.0333,0.8191,0.1439,0.5206,1385,28
RSC-2024-00217,v2.1.3,2024-11-06 09:40:29,50,0.0192,0.8135,0.1522,0.5114,1057,55
RSC-2024-00218,v2.2.0,2024-06-09 02:38:11,56,0.0392,0.79,0.1416,0.4858,1258,30
RSC-2024-00219,v2.3.0,2024-05-12 04:37:31,52,0.0225,0.8169,0.1502,0.477,1127,55
RSC-2024-00220,v2.2.0,2024-02-01 13:37:41,52,0.0363,0.8377,0.1401,0.5144,1241,134
RSC-2024-00221,v2.2.1,2024-10-07 14:54:16,43,0.0381,0.8219,0.1233,0.5089,927,138
RSC-2024-00222,v2.3.0,2024-02-24 03:05:19,56,0.021,0.7996,0.1406,0.4984,1400,122
RSC-2024-00223,v2.1.4,2024-01-24 00:03:44,37,0.0362,0.8141,0.1551,0.5527,907,131
RSC-2024-00224,v2.2.0,2024-12-29 09:49:52,52,0.0351,0.8065,0.1479,0.5206,1585,29
RSC-2024-00225,v2.1.3,2024-03-20 03:26:09,57,0.0145,0.7936,0.1499,0.4802,1337,137
RSC-2024-00226,v2.2.0,2024-04-16 19:43:40,41,0.0349,0.855,0.151,0.5194,896,93
RSC-2024-00227,v2.3.0,2024-05-23 06:04:28,38,0.0507,0.8163,0.1408,0.5107,856,132
RSC-2024-00228,v2.2.0,2024-02-25 18:16:57,52,0.0733,0.8135,0.1323,0.4915,1542,30
RSC-2024-00229,v2.2.0,2024-04-07 09:24:40,54,0.0375,0.8471,0.1478,0.4966,1108,52
RSC-2024-00230,v2.1.4,2024-06-12 06:45:42,38,0.0092,0.7971,0.1297,0.5081,841,117
RSC-2024-00231,v2.1.3,2024-01-03 12:18:51,55,0.0068,0.8206,0.1174,0.5072,1449,53
RSC-2024-00232,v2.1.3,2024-03-31 05:11:35,57,0.0427,0.8121,0.1502,0.4839,1202,84
RSC-2024-00233,v2.2.0,2024-06-21 21:28:45,39,0.0084,0.8183,0.1209,0.5101,1306,128
RSC-2024-00234,v2.3.0,2024-02-29 08:33:56,38,0.0753,0.8174,0.1409,0.4809,1296,47
RSC-2024-00235,v2.3.0,2024-10-28 22:50:44,51,0.0497,0.7821,0.1303,0.5237,889,41
RSC-2024-00236,v2.2.1,2024-11-20 08:14:52,44,0.0411,0.8151,0.152,0.563,823,48
RSC-2024-00237,v2.2.1,2024-08-27 06:24:50,44,0.0402,0.8248,0.1417,0.4854,1220,125
RSC-2024-00238,v2.3.0,2024-01-21 01:10:10,46,0.011,0.8078,0.1582,0.541,1012,51
RSC-2024-00239,v2.2.0,2024-11-02 06:38:55,48,0.0164,0.8313,0.1469,0.5208,1598,109
RSC-2024-00240,v2.2.0,2024-11-23 19:57:31,51,0.077,0.7933,0.1596,0.5138,1046,30
RSC-2024-00241,v2.1.4,2024-05-06 14:13:54,47,0.034,0.8451,0.1595,0.4924,1201,121
RSC-2024-00242,v2.2.0,2024-07-24 11:39:01,41,0.024,0.7999,0.1341,0.4958,1027,54
RSC-2024-00243,v2.2.0,2024-06-02 18:58:17,52,0.0255,0.8437,0.1343,0.5351,1373,29
RSC-2024-00244,v2.2.1,2024-02-27 11:43:39,56,0.0621,0.7814,0.151,0.4991,1265,120
RSC-2024-00245,v2.1.3,2024-09-06 23:36:20,44,0.0409,0.7854,0.1369,0.5155,1027,107
