student_id,cohort,term,credits_attempted,credits_earned,term_gpa,cum_gpa
S201300124,2013,SP2017,15,15,3.53,3.4
S201300124,2013,FA2017,18,15,3.23,3.36
S201300124,2013,SP2018,18,12,3.45,3.54
S201300125,2013,FA2015,18,15,2.3,2.5
S201300125,2013,SP2016,15,15,2.78,2.74
S201300125,2013,FA2016,15,12,2.11,2.66
S201300125,2013,SP2017,15,18,3.14,2.58
S201300127,2013,FA2015,15,15,4,3.9
S201300127,2013,SP2016,12,15,4,3.98
S201300127,2013,FA2016,15,15,3.8,3.91
S201300127,2013,SP2017,15,12,4,4
S201300127,2013,FA2017,18,12,4,3.95
S201300127,2013,SP2018,18,15,3.71,4.0
S201300130,2013,FA2015,15,15,4,3.98
S201300130,2013,SP2016,18,12,3.85,3.91
S201300130,2013,FA2016,15,15,3.89,3.84
S201300130,2013,SP2017,15,15,3.78,3.94
S201300134,2013,FA2015,12,15,3.52,3.26
S201300134,2013,SP2016,18,18,3.89,3.47
S201300134,2013,FA2016,15,15,3.64,3.61
S201300134,2013,SP2017,18,18,3.48,3.39
S201300134,2013,FA2017,15,15,3.67,3.43
S201300134,2013,SP2018,15,18,3.21,3.43
S201300136,2013,FA2015,15,12,4,3.88
S201300136,2013,SP2016,15,15,4,4
S201300136,2013,FA2016,15,12,4,3.92
S201300136,2013,SP2017,18,15,4,3.99
S201300138,2013,FA2015,12,15,3.68,3.37
S201300138,2013,SP2016,15,15,3.72,3.69
S201300138,2013,FA2016,15,15,4.0,3.65
S201300138,2013,SP2017,15,15,3.47,3.73
S201300139,2013,FA2015,15,18,3.45,3.43
S201300139,2013,SP2016,15,15,3.41,3.59
S201300139,2013,FA2016,15,15,3.08,3.53
S201300139,2013,SP2017,12,15,3.55,3.41
S201300139,2013,FA2017,15,18,3.5,3.65
S201300139,2013,SP2018,18,15,3.56,3.31
S201300140,2013,FA2015,18,15,3.08,3.21
S201300140,2013,SP2016,15,15,3.04,3.02
S201300140,2013,FA2016,12,15,3.01,3.17
S201300140,2013,SP2017,12,15,3.11,2.95
S201300143,2013,FA2015,18,15,4,3.98
S201300143,2013,SP2016,18,15,3.95,3.96
S201300143,2013,FA2016,15,15,4,3.99
S201300143,2013,SP2017,15,12,3.96,3.9
S201300145,2013,FA2015,12,15,3.21,3.43
S201300145,2013,SP2016,18,15,3.58,3.19
S201300145,2013,FA2016,15,15,3.01,3.18
S201300145,2013,SP2017,15,12,3.11,3.27
S201300148,2013,FA2015,15,15,2.78,3.03
S201300148,2013,SP2016,15,15,3.04,3.01
S201300148,2013,FA2016,15,12,2.99,3.0
S201300148,2013,SP2017,15,15,3.28,3.03
S201300149,2013,FA2015,15,15,3.4,3.33
S201300149,2013,SP2016,12,12,3.22,3.29
S201300149,2013,FA2016,15,15,3.38,3.29
S201300149,2013,SP2017,15,18,3.23,3.55
S201300150,2013,FA2015,15,12,3.83,3.83
S201300150,2013,SP2016,18,12,3.53,3.85
S201300150,2013,FA2016,15,15,4,3.75
S201300150,2013,SP2017,12,18,3.98,4
S201300150,2013,FA2017,15,18,3.63,3.89
S201300150,2013,SP2018,15,18,3.7,3.83
S201300150,2013,FA2018,15,15,3.56,3.86
S201300150,2013,SP2019,15,15,4,4
S201300151,2013,FA2015,15,18,4,4
S201300151,2013,SP2016,15,15,4,3.92
S201300151,2013,FA2016,18,18,4,3.84
S201300151,2013,SP2017,15,18,3.97,4
S201300151,2013,FA2017,15,12,3.73,3.93
S201300151,2013,SP2018,18,15,3.94,4
S201300151,2013,FA2018,18,15,4,3.95
S201300151,2013,SP2019,18,12,4,3.95
S201300159,2013,FA2015,15,12,3.2,3.38
S201300159,2013,SP2016,12,18,3.46,3.44
S201300159,2013,FA2016,15,12,3.31,3.61
S201300159,2013,SP2017,15,18,3.72,3.51
S201300160,2013,FA2015,15,15,3.91,4
S201300160,2013,SP2016,15,15,3.81,3.78
S201300160,2013,FA2016,18,15,4,3.9
S201300160,2013,SP2017,12,12,3.71,4
S201300162,2013,FA2015,12,12,4,3.68
S201300162,2013,SP2016,15,15,3.92,3.64
S201300162,2013,FA2016,18,15,3.94,3.66
S201300162,2013,SP2017,12,12,3.88,3.77
S201300162,2013,FA2017,15,15,3.5,3.7
S201300162,2013,SP2018,15,12,3.41,3.65
S201300165,2013,FA2015,15,15,3.43,3.4
S201300165,2013,SP2016,15,15,3.1,3.33
S201300165,2013,FA2016,12,12,2.9,3.32
S201300165,2013,SP2017,12,15,3.05,3.36
S201300166,2013,FA2015,15,18,3.83,3.84
S201300166,2013,SP2016,15,15,3.54,3.79
S201300166,2013,FA2016,15,15,3.67,3.95
S201300166,2013,SP2017,12,15,3.86,3.76
S201300166,2013,FA2017,12,15,3.52,3.89
S201300166,2013,SP2018,12,15,3.91,3.73
S201300175,2013,FA2015,15,12,3.13,3.26
S201300175,2013,SP2016,15,15,3.04,3.31
S201300175,2013,FA2016,15,15,3.54,3.3
S201300175,2013,SP2017,15,15,3.26,3.16
S201300179,2013,FA2015,18,15,3.64,3.5
S201300179,2013,SP2016,15,15,3.33,3.52
S201300179,2013,FA2016,15,15,3.6,3.33
S201300179,2013,SP2017,15,18,3.16,3.36
S201300179,2013,FA2017,18,18,3.47,3.64
S201300179,2013,SP2018,18,15,3.37,3.36
S201300180,2013,FA2015,15,18,3.53,3.27
S201300180,2013,SP2016,15,18,3.6,3.26
S201300180,2013,FA2016,12,15,3.36,3.4
S201300180,2013,SP2017,15,15,3.49,3.48
S201300181,2013,FA2015,15,12,3.35,3.45
S201300181,2013,SP2016,15,18,3.51,3.48
S201300181,2013,FA2016,15,15,3.34,3.59
S201300181,2013,SP2017,12,18,3.55,3.33
S201300182,2013,FA2015,15,12,3.05,3.27
S201300182,2013,SP2016,15,15,2.98,3.3
S201300182,2013,FA2016,15,15,3.15,3.2
S201300182,2013,SP2017,12,15,3.39,3.15
S201300182,2013,FA2017,15,15,3.19,3.29
S201300182,2013,SP2018,15,15,3.3,3.23
S201300182,2013,FA2018,15,15,3.49,3.2
S201300182,2013,SP2019,15,15,3.47,3.27
S201300187,2013,FA2015,12,15,3.55,3.16
S201300187,2013,SP2016,12,15,3.33,3.4
S201300187,2013,FA2016,18,12,3.38,3.31
S201300187,2013,SP2017,12,15,3.1,3.34
S201300189,2013,FA2015,15,15,3.08,3.1
S201300189,2013,SP2016,15,12,3.19,3.38
S201300189,2013,FA2016,15,15,3.52,3.17
S201300189,2013,SP2017,18,15,3.51,3.37
S201300189,2013,FA2017,15,15,3.09,3.17
S201300189,2013,SP2018,15,18,3.26,3.3
S201300191,2013,FA2015,15,15,3.61,3.33
S201300191,2013,SP2016,12,15,3.4,3.31
S201300191,2013,FA2016,15,18,3.37,3.24
S201300191,2013,SP2017,15,15,3.35,3.43
S201300192,2013,FA2015,15,15,3.06,2.99
S201300192,2013,SP2016,12,15,2.56,3.11
S201300192,2013,FA2016,15,15,3.01,2.74
S201300192,2013,SP2017,15,18,2.8,3.14
S201300194,2013,FA2015,15,18,3.89,4
S201300194,2013,SP2016,15,15,3.93,3.93
S201300194,2013,FA2016,18,15,4,4
S201300194,2013,SP2017,12,12,4,4
S201300194,2013,FA2017,15,15,3.71,4
S201300194,2013,SP2018,12,15,3.84,3.96
S201300195,2013,FA2015,15,12,3.71,3.98
S201300195,2013,SP2016,15,15,4,3.89
S201300195,2013,FA2016,15,15,4,3.94
S201300195,2013,SP2017,15,15,3.77,3.94
S201300199,2013,FA2015,15,18,4,3.89
S201300199,2013,SP2016,15,15,4,3.98
S201300199,2013,FA2016,12,15,4,4
S201300199,2013,SP2017,15,15,4,4
S201300199,2013,FA2017,15,18,4,4
S201300199,2013,SP2018,15,18,3.87,4
S201300199,2013,FA2018,12,12,3.83,3.92
S201300199,2013,SP2019,12,15,3.87,4
S201300201,2013,FA2015,15,15,3.44,3.25
S201300201,2013,SP2016,18,18,3.56,3.09
S201300201,2013,FA2016,18,15,2.97,3.18
S201300201,2013,SP2017,15,15,3.04,3.21
S201300202,2013,FA2015,12,15,3.01,3.01
S201300202,2013,SP2016,18,15,3.21,3.27
S201300202,2013,FA2016,18,12,3.11,2.92
S201300202,2013,SP2017,15,15,2.82,3.02
S201300202,2013,FA2017,15,15,3.16,2.96
S201300202,2013,SP2018,15,15,3.1,3.14
S201300205,2013,FA2015,15,15,3.88,3.84
S201300205,2013,SP2016,15,12,4,3.96
S201300205,2013,FA2016,18,18,3.99,3.97
S201300205,2013,SP2017,15,15,3.46,3.75
S201300205,2013,FA2017,12,15,3.85,3.75
S201300205,2013,SP2018,15,12,3.67,3.78
S201300207,2013,FA2015,15,12,3.32,3.01
S201300207,2013,SP2016,18,12,2.88,2.86
S201300207,2013,FA2016,15,18,3.1,3.02
S201300207,2013,SP2017,18,15,3.54,3.0
S201300208,2013,FA2015,15,15,3.27,3.56
S201300208,2013,SP2016,15,15,2.88,3.51
S201300208,2013,FA2016,15,15,3.54,3.4
S201300208,2013,SP2017,15,15,3.08,3.14
S201300208,2013,FA2017,18,12,3.16,3.57
S201300208,2013,SP2018,18,15,3.46,3.38
S201300208,2013,FA2018,15,15,3.63,3.44
S201300208,2013,SP2019,15,15,3.54,3.48
S201300209,2013,FA2015,15,15,4,3.87
S201300209,2013,SP2016,12,15,4,3.88
S201300209,2013,FA2016,15,15,4,4
S201300209,2013,SP2017,15,15,4,3.94
S201300209,2013,FA2017,12,18,3.93,3.82
S201300209,2013,SP2018,15,15,3.95,4
S201300210,2013,FA2015,15,15,3.96,3.74
S201300210,2013,SP2016,15,15,3.46,3.5
S201300210,2013,FA2016,12,18,3.88,3.54
S201300210,2013,SP2017,12,18,3.52,3.37
S201300210,2013,FA2017,15,15,3.38,3.59
S201300210,2013,SP2018,18,18,3.6,3.55
S201300210,2013,FA2018,15,18,3.55,3.61
S201300210,2013,SP2019,15,12,3.26,3.44
S201300211,2013,FA2015,15,15,3.98,3.98
S201300211,2013,SP2016,15,15,4,4
S201300211,2013,FA2016,18,18,4,4
S201300211,2013,SP2017,15,15,4,3.98
S201300211,2013,FA2017,18,15,4,3.8
S201300211,2013,SP2018,15,18,3.87,3.91
S201300217,2013,FA2015,15,12,3.23,3.63
S201300217,2013,SP2016,15,12,3.47,3.33
S201300217,2013,FA2016,15,15,3.38,3.53
S201300217,2013,SP2017,12,15,3.48,3.54
S201300217,2013,FA2017,15,15,3.58,3.38
S201300217,2013,SP2018,15,15,3.52,3.5
S201300217,2013,FA2018,15,15,3.92,3.63
S201300217,2013,SP2019,15,18,3.17,3.56
S201300219,2013,FA2015,12,15,2.16,2.47
S201300219,2013,SP2016,15,15,2.76,2.71
S201300219,2013,FA2016,15,15,2.41,2.72
S201300219,2013,SP2017,12,12,2.45,2.54
S201300223,2013,FA2015,12,15,2.16,2.54
S201300223,2013,SP2016,18,18,2.27,2.51
S201300223,2013,FA2016,15,15,2.52,2.56
S201300223,2013,SP2017,12,15,2.1,2.38
S201300224,2013,FA2015,15,15,3.47,3.44
S201300224,2013,SP2016,15,12,3.33,3.41
S201300224,2013,FA2016,12,18,3.65,3.26
S201300224,2013,SP2017,15,15,3.51,3.26
S201300224,2013,FA2017,15,12,3.25,3.36
S201300224,2013,SP2018,15,15,3.28,3.59
S201300226,2013,FA2015,12,15,3.78,4
S201300226,2013,SP2016,18,18,4,4
S201300226,2013,FA2016,12,15,3.92,4
S201300226,2013,SP2017,15,18,3.76,3.89
S201300227,2013,FA2015,15,15,2.38,2.89
S201300227,2013,SP2016,18,12,2.64,2.76
S201300227,2013,FA2016,15,12,2.94,2.74
S201300227,2013,SP2017,12,15,2.83,2.8
S201300227,2013,FA2017,15,15,2.66,2.87
S201300227,2013,SP2018,15,15,2.75,2.92
S201300229,2013,FA2015,15,15,4,3.66
S201300229,2013,SP2016,15,18,3.64,3.33
S201300229,2013,FA2016,18,15,3.85,3.44
S201300229,2013,SP2017,15,18,3.23,3.61
S201300244,2013,FA2015,12,15,3.36,3.12
S201300244,2013,SP2016,12,15,3.43,3.06
S201300244,2013,FA2016,15,15,3.07,2.94
S201300244,2013,SP2017,18,15,3.16,3.16
S201300244,2013,FA2017,15,12,3.27,3.0
S201300244,2013,SP2018,15,18,3.02,3.06
S201300248,2013,FA2015,15,15,3.85,4
S201300248,2013,SP2016,15,18,4,3.92
S201300248,2013,FA2016,15,15,3.78,4
S201300248,2013,SP2017,15,15,3.9,4
S201300261,2013,FA2015,15,12,4,4
S201300261,2013,SP2016,12,15,4,4
S201300261,2013,FA2016,12,12,4,4
S201300261,2013,SP2017,12,18,4,4
S201300262,2013,FA2015,15,15,3.49,3.17
S201300262,2013,SP2016,15,15,3.37,3.21
S201300262,2013,FA2016,12,12,3.46,3.36
S201300262,2013,SP2017,15,12,3.02,3.31
S201300264,2013,FA2015,15,15,2.4,2.57
S201300264,2013,SP2016,15,15,2.74,2.59
S201300264,2013,FA2016,12,15,2.74,2.67
S201300264,2013,SP2017,15,15,2.8,2.48
S201300266,2013,FA2015,18,15,3.21,3.01
S201300266,2013,SP2016,15,15,2.99,3.02
S201300266,2013,FA2016,15,15,3.15,3.21
S201300266,2013,SP2017,15,12,3.0,3.2
S201300267,2013,FA2015,18,12,2.84,3.52
S201300267,2013,SP2016,12,15,3.56,3.29
S201300267,2013,FA2016,15,15,3.27,3.47
S201300267,2013,SP2017,15,12,3.21,3.25
S201300270,2013,FA2015,15,15,4,3.77
S201300270,2013,SP2016,18,15,3.6,3.84
S201300270,2013,FA2016,15,15,3.48,3.82
S201300270,2013,SP2017,12,15,4,3.65
S201300270,2013,FA2017,15,15,4,3.79
S201300270,2013,SP2018,15,18,3.69,3.68
S201300271,2013,FA2015,15,12,3.03,2.79
S201300271,2013,SP2016,18,12,2.45,2.66
S201300271,2013,FA2016,15,12,2.8,2.76
S201300271,2013,SP2017,15,15,2.92,2.91
S201300271,2013,FA2017,12,18,2.8,2.7
S201300271,2013,SP2018,15,12,2.56,2.66
S201300276,2013,FA2015,15,15,3.46,3.27
S201300276,2013,SP2016,18,15,3.59,3.52
S201300276,2013,FA2016,15,15,3.35,3.39
S201300276,2013,SP2017,15,15,3.71,3.32
S201300281,2013,FA2015,12,12,3.59,3.69
S201300281,2013,SP2016,15,12,3.24,3.69
S201300281,2013,FA2016,12,15,3.78,3.69
S201300281,2013,SP2017,18,15,4,3.81
S201300282,2013,FA2015,15,12,3.37,3.56
S201300282,2013,SP2016,15,15,3.18,3.28
S201300282,2013,FA2016,15,15,3.74,3.41
S201300282,2013,SP2017,15,15,3.25,3.52
S201300283,2013,FA2015,12,15,2.83,3.23
S201300283,2013,SP2016,15,12,3.37,3.23
S201300283,2013,FA2016,15,15,3.04,3.37
S201300283,2013,SP2017,12,15,3.22,3.24
S201300283,2013,FA2017,12,18,3.2,3.24
S201300283,2013,SP2018,15,15,3.35,3.25
S201300286,2013,FA2015,15,18,3.84,3.73
S201300286,2013,SP2016,15,18,4,3.71
S201300286,2013,FA2016,18,15,4,3.97
S201300286,2013,SP2017,18,15,3.91,3.84
S201300291,2013,FA2015,18,15,3.85,4
S201300291,2013,SP2016,12,15,3.89,4
S201300291,2013,FA2016,15,15,4,4
S201300291,2013,SP2017,15,15,3.74,4
S201300293,2013,FA2015,18,15,4,3.78
S201300293,2013,SP2016,15,15,3.62,3.85
S201300293,2013,FA2016,18,12,3.79,3.68
S201300293,2013,SP2017,15,18,3.41,3.7
S201300293,2013,FA2017,15,15,3.71,3.88
S201300293,2013,SP2018,15,18,3.59,3.64
S201300294,2013,FA2015,18,15,3.93,4
S201300294,2013,SP2016,15,15,4,4
S201300294,2013,FA2016,15,15,3.65,4
S201300294,2013,SP2017,12,15,4,3.98
S201300294,2013,FA2017,15,15,3.34,4
S201300294,2013,SP2018,15,15,4,3.92
S201300294,2013,FA2018,15,12,4,3.82
S201300294,2013,SP2019,15,15,4,4
S201300296,2013,FA2015,15,12,3.72,3.99
S201300296,2013,SP2016,15,12,4.0,3.94
S201300296,2013,FA2016,15,12,4,3.83
S201300296,2013,SP2017,15,15,3.87,3.91
S201300297,2013,FA2015,15,15,4,3.72
S201300297,2013,SP2016,12,15,3.8,4
S201300297,2013,FA2016,15,15,3.63,3.97
S201300297,2013,SP2017,15,15,4,4
S201300297,2013,FA2017,15,18,4,3.68
S201300297,2013,SP2018,15,15,3.93,3.75
S201300298,2013,FA2015,15,15,2.64,2.8
S201300298,2013,SP2016,15,15,2.82,2.94
S201300298,2013,FA2016,15,15,2.88,2.72
S201300298,2013,SP2017,15,18,2.56,2.77
S201300298,2013,FA2017,18,15,3.24,2.75
S201300298,2013,SP2018,15,15,2.47,2.71
S201300302,2013,FA2015,15,12,3.44,3.48
S201300302,2013,SP2016,15,12,4,3.48
S201300302,2013,FA2016,12,12,3.28,3.24
S201300302,2013,SP2017,15,12,3.89,3.47
S201300307,2013,FA2015,15,12,3.4,3.13
S201300307,2013,SP2016,15,12,3.39,3.05
S201300307,2013,FA2016,15,15,2.78,3.25
S201300307,2013,SP2017,15,15,3.34,3.37
S201300309,2013,FA2015,15,18,3.09,3.06
S201300309,2013,SP2016,15,15,3.07,3.11
S201300309,2013,FA2016,18,12,3.17,2.84
S201300309,2013,SP2017,18,18,2.8,3.35
S201300311,2013,FA2015,15,18,3.53,3.44
S201300311,2013,SP2016,12,12,3.83,3.43
S201300311,2013,FA2016,18,18,3.6,3.32
S201300311,2013,SP2017,15,15,3.37,3.5
S201300311,2013,FA2017,12,15,3.33,3.38
S201300311,2013,SP2018,15,15,3.0,3.45
S201300314,2013,FA2015,18,15,3.25,3.67
S201300314,2013,SP2016,15,12,3.09,3.28
S201300314,2013,FA2016,15,15,3.82,3.59
S201300314,2013,SP2017,15,15,3.47,3.46
S201300317,2013,FA2015,18,15,3.24,3.51
S201300317,2013,SP2016,18,15,3.34,3.26
S201300317,2013,FA2016,15,15,2.91,3.41
S201300317,2013,SP2017,18,12,3.63,3.35
S201300317,2013,FA2017,18,12,3.24,3.4
S201300317,2013,SP2018,12,15,3.52,3.41
S201300318,2013,FA2015,15,15,3.64,3.61
S201300318,2013,SP2016,15,15,3.54,3.6
S201300318,2013,FA2016,12,15,3.74,3.42
