graduate_id,institution_id,cohort_year,field_of_study,cum_gpa,first_gen,rural_origin
G2018000550,U04,2019,HUM,3.599,0,0
G2018000569,U01,2019,STEM,3.333,0,0
G2018000571,U02,2019,SOC,2.801,1,1
G2018000574,U02,2019,STEM,2.244,0,1
G2018000587,U05,2019,STEM,3.589,1,1
G2018000588,U08,2019,HLT,2.914,0,1
G2018000591,U01,2019,STEM,2.75,0,0
G2018000596,U08,2019,STEM,2.865,0,1
G2018000597,U03,2019,EDU,3.1,1,1
G2018000602,U06,2019,SOC,3.406,1,0
G2018000603,U02,2019,HUM,3.043,1,1
G2018000607,U03,2019,SOC,3.127,1,1
G2018000620,U06,2019,HUM,3.056,0,0
G2018000624,U08,2019,STEM,3.266,0,0
G2018000626,U02,2019,HLT,3.377,0,1
G2018000632,U08,2019,BUS,3.275,1,0
G2018000633,U04,2019,STEM,3.489,0,0
G2018000634,U07,2019,BUS,3.146,0,0
G2018000643,U01,2019,STEM,3.582,0,0
G2018000649,U08,2019,STEM,4.0,0,1
G2018000650,U05,2019,SOC,3.401,0,0
G2018000652,U02,2019,HUM,2.554,0,0
G2018000664,U04,2019,BUS,3.124,0,0
G2018000671,U02,2019,BUS,3.942,1,0
G2018000675,U04,2019,STEM,2.679,0,0
G2018000696,U02,2019,STEM,3.879,1,0
G2018000702,U06,2019,BUS,2.981,0,0
G2018000703,U08,2019,BUS,3.369,1,0
G2018000704,U08,2019,BUS,2.632,0,0
G2018000708,U07,2019,HLT,3.693,1,1
G2018000710,U05,2019,SOC,2.424,0,1
G2018000712,U07,2019,SOC,3.107,0,0
G2018000716,U06,2019,SOC,2.7,0,0
G2018000719,U03,2019,STEM,2.743,0,0
G2018000720,U08,2019,HLT,3.215,0,0
G2018000723,U04,2019,HUM,3.063,0,0
G2018000731,U01,2019,SOC,3.458,0,0
G2018000732,U01,2019,STEM,3.578,1,0
G2018000756,U04,2019,STEM,3.556,0,0
G2018000757,U01,2019,HUM,2.968,0,0
G2018000759,U06,2019,STEM,3.764,0,0
G2018000762,U03,2019,HLT,3.29,0,1
G2018000770,U07,2019,SOC,2.327,1,0
G2018000777,U04,2019,EDU,3.07,0,0
G2018000779,U07,2019,BUS,3.216,0,0
G2018000792,U03,2019,HLT,3.098,1,0
G2018000795,U07,2019,EDU,2.597,0,0
G2018000802,U06,2019,STEM,4.0,1,0
G2018000809,U05,2019,HUM,3.723,0,0
G2018000810,U06,2019,SOC,3.475,1,0
G2018000813,U06,2019,SOC,2.981,0,0
G2018000817,U04,2019,SOC,3.272,0,0
G2018000822,U07,2019,BUS,3.186,0,1
G2018000827,U08,2019,HLT,2.573,1,1
G2018000832,U07,2019,BUS,3.491,0,0
G2018000838,U08,2019,STEM,2.424,0,0
G2018000840,U08,2019,SOC,3.182,0,0
G2018000845,U01,2019,SOC,2.973,1,0
G2018000856,U07,2019,SOC,3.597,0,0
G2018000862,U04,2019,STEM,2.538,0,1
G2018000867,U03,2019,STEM,2.765,0,0
G2018000881,U04,2019,BUS,3.013,0,1
G2018000883,U03,2019,BUS,3.443,0,0
G2018000892,U01,2019,HLT,3.402,1,0
G2018000894,U03,2019,STEM,3.925,1,0
G2018000907,U02,2019,STEM,2.919,0,0
G2018000908,U03,2019,SOC,2.67,0,0
G2018000910,U01,2019,SOC,3.082,0,0
G2018000924,U01,2019,HUM,2.838,1,1
G2018000926,U05,2019,SOC,2.033,0,0
G2018000927,U02,2019,EDU,2.988,0,0
G2018000936,U05,2019,SOC,2.944,0,1
G2018000943,U03,2019,BUS,3.502,0,0
G2018000944,U08,2019,BUS,3.811,1,0
G2018000958,U02,2019,SOC,2.887,1,0
G2018000963,U07,2019,BUS,2.778,1,0
G2018000964,U07,2019,HLT,2.854,1,0
G2018000970,U08,2019,STEM,2.827,0,0
G2018000975,U03,2019,BUS,3.786,1,0
G2018000977,U01,2019,STEM,3.378,0,0
G2018000984,U05,2019,HUM,3.541,1,1
G2018000992,U06,2019,SOC,3.084,0,1
G2018000993,U05,2019,STEM,3.264,0,0
G2018001003,U08,2019,BUS,3.342,0,0
G2018001008,U05,2019,STEM,3.066,0,1
G2018001011,U01,2019,SOC,3.75,0,0
G2018001024,U06,2019,STEM,2.647,0,0
G2018001034,U07,2019,STEM,3.019,0,1
G2018001035,U06,2019,STEM,3.331,0,0
G2018001036,U04,2019,SOC,3.236,1,0
G2018001050,U01,2019,STEM,3.136,0,0
G2018001055,U01,2019,STEM,3.148,1,0
G2018001060,U04,2019,EDU,3.174,0,0
G2018001061,U04,2019,HUM,2.945,0,0
G2018001069,U07,2019,STEM,3.11,0,0
G2018001073,U05,2019,BUS,3.166,0,1
G2018001074,U07,2019,HUM,2.744,0,0
G2018001084,U08,2019,BUS,2.897,1,1
G2018001088,U03,2019,SOC,2.782,0,0
G2018001094,U04,2019,STEM,2.86,0,0
G2018001095,U02,2019,BUS,3.341,1,0
G2018001109,U07,2019,STEM,2.889,0,1
G2018001112,U04,2019,BUS,3.387,0,0
G2018001132,U01,2019,SOC,2.496,1,1
G2018001135,U01,2019,EDU,2.883,0,1
G2018001141,U01,2019,BUS,2.603,0,1
G2018001148,U03,2019,EDU,3.463,0,0
G2018001150,U02,2019,BUS,2.934,0,0
G2018001154,U05,2019,BUS,2.073,0,0
G2018001159,U05,2019,BUS,3.324,0,1
G2018001160,U02,2019,STEM,3.269,0,1
G2018001161,U02,2019,BUS,2.6,0,0
G2018001167,U08,2019,STEM,2.686,0,1
G2018001173,U07,2019,EDU,2.791,0,0
G2018001177,U06,2019,STEM,3.439,1,0
G2018001186,U05,2019,BUS,3.474,0,0
G2018001196,U06,2019,BUS,2.767,0,0
G2018001198,U05,2019,HLT,2.769,0,0
G2018001203,U02,2019,STEM,3.122,0,0
G2018001207,U05,2019,HLT,3.229,0,1
G2018001212,U05,2019,HUM,2.806,0,0
G2018001214,U01,2019,SOC,3.405,1,0
G2018001218,U05,2019,HUM,3.409,0,0
G2018001220,U02,2019,HLT,3.269,0,0
G2018001221,U04,2019,SOC,3.085,1,0
G2018001222,U07,2019,BUS,3.205,0,0
G2018001224,U04,2019,HUM,2.55,0,1
G2018001228,U02,2019,BUS,3.041,0,0
G2018001232,U08,2019,EDU,3.145,0,0
G2018001237,U08,2019,STEM,3.029,1,0
G2018001242,U03,2019,BUS,2.964,0,0
G2018001243,U05,2019,SOC,3.475,0,0
G2018001250,U02,2019,SOC,2.848,0,0
G2018001251,U05,2019,STEM,2.824,0,1
G2018001254,U05,2019,HUM,3.232,0,1
G2018001258,U06,2019,EDU,3.174,0,0
G2018001260,U01,2019,STEM,3.058,0,0
G2018001261,U01,2019,HLT,2.8,1,1
G2018001264,U01,2019,STEM,3.112,0,0
G2018001268,U05,2019,EDU,3.312,0,0
G2018001271,U04,2019,STEM,4.0,0,0
G2018001281,U03,2019,EDU,3.098,0,0
G2018001285,U08,2019,EDU,3.11,0,1
G2018001291,U07,2019,STEM,3.423,0,1
G2018001296,U07,2019,HUM,2.511,0,0
G2018001303,U08,2019,EDU,3.026,0,1
G2018001307,U07,2019,HLT,3.303,0,0
G2018001314,U08,2019,SOC,3.014,1,0
G2018001316,U07,2019,BUS,2.917,0,0
G2018001320,U04,2019,HLT,2.904,0,0
G2018001321,U03,2019,BUS,2.312,1,1
G2018001322,U05,2019,HUM,3.225,0,0
G2018001334,U06,2019,BUS,2.589,0,0
G2018001336,U05,2019,HLT,2.715,0,1
G2018001341,U07,2019,SOC,3.728,0,0
G2018001342,U05,2019,SOC,3.488,0,0
G2018001343,U06,2019,BUS,3.55,0,0
G2018001344,U08,2019,STEM,3.09,1,0
G2018001345,U02,2019,STEM,3.07,0,0
G2018001350,U04,2019,STEM,3.23,0,0
G2018001352,U05,2019,STEM,3.528,1,0
G2018001353,U01,2019,HUM,4.0,1,0
G2018001371,U04,2019,SOC,2.924,1,0
G2018001374,U05,2019,HLT,2.965,1,0
G2018001385,U01,2019,HUM,2.733,1,0
G2018001391,U07,2019,BUS,2.603,1,0
G2018001407,U01,2019,BUS,2.946,0,1
G2018001414,U01,2019,STEM,3.853,0,0
G2018001416,U03,2019,STEM,2.92,1,0
G2018001422,U04,2019,EDU,2.938,0,0
G2018001425,U01,2019,BUS,3.023,0,1
G2018001426,U04,2019,BUS,3.81,0,0
G2018001429,U08,2019,STEM,1.96,0,0
G2018001436,U03,2019,BUS,2.972,0,0
G2018001437,U05,2019,STEM,3.331,0,0
G2018001444,U06,2019,STEM,3.978,0,0
G2018001453,U08,2019,HLT,3.41,0,1
G2018001476,U05,2019,SOC,3.451,0,0
G2018001481,U08,2019,HLT,2.559,1,0
G2018001487,U02,2019,BUS,3.022,0,0
G2018001491,U07,2019,HLT,2.504,0,0
G2018001497,U08,2019,HUM,3.159,1,0
G2018001505,U07,2019,STEM,2.28,0,1
G2018001508,U07,2019,STEM,3.199,0,1
G2018001512,U07,2019,SOC,3.87,0,0
G2018001514,U03,2019,BUS,2.907,1,0
G2018001515,U07,2019,STEM,3.12,0,0
G2018001520,U01,2019,STEM,3.023,1,0
G2018001522,U07,2019,EDU,3.157,1,0
G2018001534,U08,2019,STEM,2.03,1,1
G2018001538,U06,2019,STEM,2.979,0,0
G2018001568,U01,2019,SOC,2.685,1,1
G2018001569,U01,2019,EDU,2.321,0,0
G2018001570,U02,2019,STEM,3.064,0,0
G2018001579,U01,2019,HLT,3.055,1,0
G2018001582,U07,2019,HLT,2.748,1,0
G2018001588,U05,2019,EDU,3.04,1,0
G2018001602,U05,2019,STEM,3.192,1,1
G2018001604,U06,2019,BUS,3.07,1,0
G2018001622,U06,2019,HUM,3.494,1,1
G2018001624,U02,2019,STEM,4.0,0,0
G2018001632,U08,2019,STEM,3.607,0,1
G2018001637,U03,2019,SOC,3.04,0,0
G2018001638,U07,2019,SOC,3.384,1,1
G2018001640,U05,2019,STEM,2.613,1,1
G2018001646,U03,2019,STEM,3.52,1,0
G2018001648,U04,2019,BUS,2.414,0,1
G2018001656,U05,2019,STEM,2.341,1,1
G2018001664,U05,2019,HLT,3.406,0,1
G2018001675,U04,2019,STEM,3.287,0,0
G2018001677,U02,2019,STEM,2.364,0,1
G2018001681,U03,2019,EDU,2.819,0,0
G2018001682,U05,2019,HLT,3.616,1,1
G2018001683,U02,2019,STEM,2.96,0,0
G2018001686,U03,2019,SOC,2.517,1,1
G2018001689,U05,2019,HLT,3.078,0,0
G2018001693,U05,2019,STEM,2.78,0,0
G2018001703,U02,2019,SOC,3.355,0,0
G2018001704,U05,2019,STEM,3.136,0,0
G2018001707,U04,2019,BUS,3.007,0,0
G2018001715,U07,2019,BUS,3.023,1,0
G2018001720,U06,2019,HUM,3.682,0,0
G2018001735,U07,2019,STEM,3.865,1,1
G2018001739,U05,2019,SOC,3.536,1,0
G2018001744,U06,2019,HLT,3.159,0,0
G2018001750,U08,2019,BUS,3.395,0,0
G2018001755,U05,2019,STEM,3.443,0,1
G2018001756,U08,2019,BUS,2.649,1,0
G2018001759,U03,2019,BUS,2.908,1,0
G2018001765,U08,2019,STEM,3.31,1,1
G2018001767,U02,2019,SOC,3.313,1,1
G2018001771,U05,2019,HLT,3.23,1,1
G2018001773,U06,2019,STEM,3.215,0,0
G2018001774,U08,2019,STEM,3.234,0,0
G2018001783,U07,2019,BUS,2.757,1,0
G2018001805,U08,2019,HUM,2.518,0,0
G2018001808,U01,2019,SOC,3.258,0,0
G2018001810,U07,2019,HLT,2.686,0,0
G2018001813,U02,2019,BUS,3.25,0,0
G2018001816,U06,2019,HUM,2.914,0,0
G2018001818,U04,2019,STEM,2.464,0,0
G2018001823,U08,2019,STEM,3.209,0,0
G2018001831,U04,2019,SOC,2.52,0,0
G2018001839,U04,2019,SOC,2.72,0,0
G2018001846,U04,2019,STEM,2.638,0,0
G2018001848,U04,2019,HUM,2.844,0,1
G2018001849,U07,2019,SOC,3.077,0,0
G2018001859,U08,2019,SOC,2.945,0,1
G2018001869,U04,2019,STEM,3.345,0,0
G2018001875,U04,2019,BUS,4.0,1,0
G2018001880,U05,2019,STEM,3.295,1,1
G2018001887,U05,2019,SOC,2.917,1,0
G2018001888,U08,2019,STEM,2.683,1,0
G2018001892,U04,2019,STEM,2.284,0,0
G2018001894,U08,2019,SOC,3.442,1,1
G2018001900,U05,2019,SOC,2.714,0,1
G2018001910,U08,2019,HLT,2.879,1,0
G2018001912,U08,2019,BUS,2.729,0,0
G2018001933,U07,2019,STEM,2.681,0,0
G2018001935,U04,2019,STEM,3.007,1,0
G2018001939,U05,2019,HLT,2.873,0,0
G2018001944,U08,2019,SOC,2.43,0,1
G2018001968,U08,2019,STEM,3.418,0,1
G2018001969,U01,2019,BUS,3.698,0,0
G2018001973,U01,2019,STEM,2.255,0,0
G2018001983,U06,2019,BUS,3.237,1,1
G2018002000,U07,2019,SOC,3.495,0,0
G2018002003,U06,2019,BUS,3.348,1,0
G2018002012,U08,2019,HLT,3.388,0,1
G2018002023,U04,2019,BUS,2.638,0,1
G2018002029,U01,2019,STEM,2.021,0,0
G2018002030,U06,2019,BUS,2.706,0,0
G2018002034,U01,2019,HUM,3.316,0,1
G2018002055,U08,2019,EDU,2.812,0,0
G2018002059,U06,2019,STEM,2.86,1,0
G2018002060,U06,2019,BUS,2.726,0,0
G2018002066,U03,2019,STEM,2.124,0,0
G2018002070,U05,2019,STEM,3.326,0,1
G2018002071,U08,2019,EDU,3.382,1,1
G2018002079,U03,2019,SOC,3.347,0,0
G2018002083,U04,2019,BUS,2.344,0,1
G2018002086,U08,2019,HLT,3.279,1,0
G2018002090,U03,2019,HUM,2.878,0,0
G2018002093,U03,2019,BUS,3.556,0,0
G2018002098,U07,2019,BUS,3.155,0,1
G2018002105,U05,2019,HUM,3.197,1,0
G2018002107,U02,2019,EDU,4.0,0,0
G2018002112,U02,2019,EDU,3.245,0,0
G2018002116,U02,2019,BUS,3.04,0,0
G2018002118,U05,2019,STEM,3.845,0,0
G2018002121,U03,2019,STEM,4.0,0,1
G2018002132,U05,2019,STEM,3.167,0,0
G2018002137,U06,2019,HUM,3.103,0,1
G2018002140,U02,2019,STEM,3.603,0,0
G2018002146,U04,2019,SOC,3.188,1,0
G2018002148,U02,2019,SOC,3.118,0,0
G2018002150,U07,2019,EDU,3.28,0,0
G2018002151,U06,2019,BUS,4.0,0,0
G2018002152,U03,2019,BUS,2.911,0,0
G2018002155,U06,2019,BUS,3.41,0,0
G2018002158,U01,2019,BUS,2.99,1,0
G2018002178,U02,2019,STEM,3.405,1,0
G2018002183,U07,2019,SOC,3.012,1,0
G2018002188,U08,2019,HUM,2.668,1,0
G2018002212,U07,2019,STEM,3.024,0,1
G2018002217,U02,2019,EDU,2.611,0,1
G2018002218,U08,2019,HUM,2.967,1,0
G2018002221,U07,2019,SOC,2.961,0,0
G2018002223,U01,2019,STEM,3.002,0,0
G2018002225,U03,2019,SOC,3.131,0,0
G2018002226,U04,2019,SOC,2.574,1,0
G2018002233,U06,2019,STEM,3.568,0,0
G2018002237,U07,2019,STEM,3.161,0,1
G2018002241,U03,2019,STEM,2.95,0,0
G2018002242,U01,2019,HUM,2.851,0,1
G2018002253,U07,2019,HUM,3.611,0,0
G2018002254,U05,2019,SOC,3.617,1,0
G2018002255,U06,2019,BUS,4.0,1,0
G2018002259,U01,2019,SOC,2.685,0,1
G2018002261,U04,2019,BUS,2.986,0,1
G2018002265,U08,2019,STEM,2.752,0,0
G2018002292,U02,2019,BUS,2.603,0,0
G2018002294,U07,2019,HLT,3.565,1,0
G2018002297,U07,2019,STEM,2.061,0,0
G2018002301,U07,2019,HUM,3.399,0,0
G2018002302,U02,2019,EDU,2.607,0,1
G2018002303,U07,2019,BUS,2.734,0,0
G2018002306,U02,2019,SOC,3.691,0,0
G2018002308,U02,2019,SOC,3.907,0,0
G2018002310,U01,2019,STEM,2.813,0,1
G2018002311,U07,2019,STEM,2.926,0,0
G2018002316,U07,2019,HUM,3.152,0,0
G2018002320,U04,2019,STEM,2.788,0,0
G2018002325,U04,2019,BUS,2.699,0,0
G2018002336,U01,2019,STEM,3.121,0,0
G2018002339,U05,2019,SOC,2.957,0,0
G2018002341,U07,2019,BUS,3.131,0,0
G2018002345,U01,2019,HUM,2.873,0,0
G2018002368,U01,2019,HUM,3.008,0,0
G2018002372,U03,2019,EDU,2.866,0,1
G2018002378,U03,2019,STEM,3.261,0,0
G2018002380,U02,2019,HLT,2.595,0,0
G2018002386,U08,2019,SOC,2.596,0,0
G2018002390,U03,2019,HLT,3.869,1,0
G2018002397,U02,2019,SOC,3.743,0,0
G2018002403,U01,2019,STEM,3.226,0,1
G2018002406,U01,2019,SOC,2.941,0,1
G2018002421,U07,2019,HLT,2.774,0,0
G2018002425,U08,2019,HLT,2.303,1,0
G2018002438,U07,2019,BUS,3.175,0,0
G2018002444,U06,2019,BUS,3.145,1,0
G2018002445,U04,2019,HLT,2.626,0,1
G2018002446,U02,2019,BUS,2.361,0,0
G2018002449,U06,2019,STEM,3.515,0,1
G2018002455,U06,2019,SOC,2.991,1,0
G2018002458,U04,2019,HLT,3.404,0,1
G2018002472,U01,2019,STEM,2.342,1,0
G2018002474,U06,2019,BUS,2.965,0,0
G2018002483,U06,2019,HUM,3.004,1,0
G2018002484,U08,2019,HUM,2.569,1,1
G2018002487,U07,2019,HUM,2.918,0,0
G2018002490,U01,2019,STEM,2.889,0,0
G2018002492,U05,2019,STEM,2.812,0,0
G2018002493,U02,2019,STEM,2.696,0,0
G2018002498,U08,2019,HLT,2.96,0,0
G2018002503,U08,2019,SOC,3.54,0,0
G2018002505,U01,2019,SOC,2.919,0,0
G2018002510,U01,2019,BUS,3.697,1,0
G2018002517,U03,2019,EDU,3.11,0,1
G2018002519,U03,2019,SOC,2.503,0,1
G2018002531,U05,2019,STEM,2.406,0,1
G2018002538,U05,2019,BUS,3.046,1,0
G2018002543,U01,2019,HUM,2.952,1,0
G2018002544,U01,2019,STEM,2.356,0,1
G2018002548,U01,2019,BUS,3.727,1,0
G2018002552,U08,2019,SOC,2.856,0,0
G2018002554,U04,2019,HUM,3.288,0,0
G2018002555,U04,2019,HUM,3.45,1,1
G2018002563,U02,2019,STEM,3.062,1,0
G2018002564,U03,2019,STEM,2.62,0,0
G2018002572,U04,2019,STEM,2.268,1,1
G2018002573,U06,2019,STEM,2.659,0,1
G2018002576,U03,2019,STEM,3.315,0,1
G2018002581,U06,2019,HLT,3.522,0,1
G2018002582,U08,2019,BUS,3.058,1,0
G2018002584,U05,2019,STEM,2.596,0,0
G2018002590,U02,2019,EDU,2.672,0,0
G2018002592,U04,2019,HLT,3.578,0,1
G2018002598,U01,2019,HUM,2.585,1,0
G2018002604,U04,2019,STEM,2.741,0,0
G2018002609,U08,2019,EDU,3.303,1,0
G2018002616,U06,2019,BUS,2.731,1,0
G2018002623,U08,2019,BUS,2.622,0,0
G2018002624,U08,2019,BUS,3.185,0,1
G2018002631,U05,2019,STEM,3.739,0,0
G2018002636,U08,2019,SOC,3.96,1,0
G2018002637,U01,2019,BUS,2.83,0,1
G2018002644,U06,2019,SOC,3.326,0,1
G2018002655,U08,2019,HUM,3.287,0,0
G2018002656,U03,2019,BUS,3.073,1,0
G2018002659,U07,2019,STEM,3.557,0,1
G2018002664,U06,2019,STEM,2.591,0,0
G2018002674,U07,2019,HUM,3.002,0,0
G2018002679,U02,2019,STEM,2.733,1,0
G2018002682,U04,2019,BUS,2.984,1,0
G2018002685,U06,2019,BUS,3.28,0,1
G2018002690,U01,2019,STEM,2.767,1,1
G2018002694,U01,2019,STEM,2.791,0,0
G2018002697,U08,2019,STEM,2.679,0,0
G2018002699,U05,2019,SOC,3.126,0,1
G2018002715,U01,2019,EDU,3.463,0,0
G2018002719,U07,2019,HUM,2.935,0,0
G2018002720,U08,2019,BUS,3.054,1,0
G2018002724,U06,2019,EDU,2.868,1,0
G2018002731,U08,2019,SOC,2.959,1,0
G2018002732,U08,2019,STEM,2.778,0,0
G2018002738,U07,2019,STEM,2.632,0,0
G2018002739,U01,2019,STEM,3.069,0,0
G2018002740,U02,2019,BUS,2.692,1,0
G2018002741,U03,2019,STEM,3.083,1,0
G2018002742,U07,2019,HLT,2.513,0,0
G2018002748,U07,2019,HLT,2.648,0,1
G2018002752,U07,2019,HLT,2.714,1,1
G2018002758,U05,2019,STEM,2.984,0,0
G2018002766,U03,2019,BUS,3.852,1,0
G2018002769,U01,2019,HUM,2.776,0,0
G2018002776,U07,2019,SOC,3.237,1,0
G2018002799,U07,2019,EDU,2.554,0,0
G2018002801,U05,2019,STEM,2.696,0,1
G2018002812,U01,2019,STEM,3.309,0,0
G2018002813,U06,2019,SOC,3.302,0,0
G2018002817,U05,2019,SOC,3.24,1,0
G2018002825,U04,2019,HLT,3.157,1,0
G2018002834,U08,2019,SOC,2.567,0,0
G2018002836,U04,2019,SOC,2.816,0,0
G2018002839,U07,2019,EDU,3.227,0,0
G2018002842,U07,2019,HLT,3.792,1,0
G2018002860,U07,2019,STEM,3.208,0,0
G2018002861,U06,2019,BUS,3.209,1,0
G2018002875,U06,2019,STEM,3.051,0,0
G2018002877,U05,2019,STEM,2.761,1,0
G2018002881,U01,2019,STEM,2.994,0,0
G2018002883,U05,2019,STEM,2.778,0,0
G2018002884,U04,2019,STEM,3.269,0,1
G2018002885,U06,2019,STEM,3.038,0,0
G2018002886,U01,2019,EDU,3.0,1,0
G2018002890,U07,2019,STEM,2.512,0,0
G2018002898,U04,2019,STEM,3.658,1,0
G2018002900,U05,2019,BUS,3.043,0,0
G2018002903,U08,2019,HLT,3.309,1,0
G2018002909,U04,2019,EDU,3.162,0,0
G2018002914,U05,2019,EDU,2.846,0,0
G2018002924,U06,2019,SOC,3.262,0,0
G2018002925,U04,2019,EDU,2.768,0,0
G2018002928,U06,2019,HLT,3.261,0,0
G2018002929,U07,2019,STEM,3.364,1,0
G2018002931,U04,2019,EDU,3.291,0,0
G2018002935,U06,2019,HLT,2.622,0,0
G2018002937,U02,2019,EDU,2.691,0,0
G2018002947,U03,2019,HLT,2.82,0,1
G2018002949,U05,2019,BUS,3.261,0,1
G2018002952,U07,2019,SOC,3.49,1,0
G2018002959,U07,2019,STEM,3.211,0,0
G2018002967,U01,2019,SOC,3.096,0,1
G2018002979,U03,2019,BUS,3.196,0,1
G2018002989,U08,2019,STEM,2.652,0,0
G2018002991,U04,2019,STEM,3.236,0,0
G2018002995,U07,2019,STEM,2.645,1,0
G2018003002,U08,2019,STEM,2.641,0,0
G2018003009,U05,2019,BUS,3.397,0,1
G2018003013,U04,2019,BUS,3.396,0,1
G2018003021,U07,2019,STEM,3.396,0,1
G2018003023,U06,2019,STEM,2.944,1,0
G2018003024,U05,2019,BUS,3.097,0,1
G2018003026,U05,2019,HLT,3.275,0,0
G2018003028,U06,2019,EDU,3.567,0,0
G2018003030,U03,2019,SOC,2.852,0,0
G2018003033,U01,2019,STEM,3.806,1,0
G2018003035,U02,2019,SOC,3.891,0,0
