graduate_id	risk_score	eligible_z	enrolled_d
G2018001347	2.667	0	0
G2018001351	26.123	0	0
G2018001358	10.968	0	0
G2018001359	29.436	0	0
G2018001360	64.557	0	0
G2018001368	38.055	0	0
G2018001395	22.894	0	1
G2018001399	24.531	0	0
G2018001400	20.119	0	0
G2018001402	14.496	0	0
G2018001408	13.419	0	0
G2018001412	13.734	0	0
G2018001419	12.471	0	0
G2018001424	39.003	0	1
G2018001433	51.426	0	0
G2018001434	44.734	0	1
G2018001438	34.614	0	0
G2018001439	11.364	0	1
G2018001441	17.441	0	1
G2018001442	37.933	0	0
G2018001443	23.69	0	0
G2018001451	12.414	0	1
G2018001455	51.008	0	0
G2018001457	46.802	0	0
G2018001458	23.857	0	1
G2018001461	26.868	0	0
G2018001463	50.923	0	0
G2018001470	15.579	0	0
G2018001471	29.762	0	0
G2018001473	16.53	0	1
G2018001475	19.042	0	0
G2018001482	32.138	0	0
G2018001488	29.063	0	0
G2018001489	52.738	0	1
G2018001492	38.759	0	0
G2018001495	8.85	0	0
G2018001498	4.616	0	0
G2018001503	30.215	0	0
G2018001504	34.623	0	0
G2018001510	3.748	0	1
G2018001517	50.009	0	1
G2018001526	23.327	0	0
G2018001528	18.886	0	0
G2018001532	16.867	0	0
G2018001540	35.769	0	1
G2018001545	37.506	0	0
G2018001548	23.314	0	0
G2018001550	10.829	0	0
G2018001551	79.968	1	1
G2018001553	25.855	0	1
G2018001555	44.688	0	1
G2018001557	15.89	0	0
G2018001559	42.251	0	0
G2018001560	20.762	0	0
G2018001561	30.964	0	0
G2018001564	52.824	0	1
G2018001567	20.147	0	1
G2018001575	50.074	0	1
G2018001578	14.091	0	0
G2018001580	6.227	0	0
G2018001584	22.23	0	0
G2018001585	14.507	0	1
G2018001589	50.163	0	0
G2018001592	29.04	0	0
G2018001595	22.623	0	0
G2018001596	11.206	0	1
G2018001609	15.349	0	1
G2018001612	19.844	0	0
G2018001613	21.956	0	0
G2018001615	50.495	0	1
G2018001627	30.395	0	0
G2018001630	22.785	0	0
G2018001634	44.347	0	1
G2018001639	28.676	0	0
G2018001650	15.526	0	0
G2018001665	45.744	0	1
G2018001667	40.297	0	1
G2018001678	31.221	0	0
G2018001688	31.105	0	0
G2018001692	12.984	0	1
G2018001695	24.134	0	0
G2018001696	8.935	0	0
G2018001698	52.933	0	0
G2018001700	22.262	0	0
G2018001708	11.149	0	1
G2018001718	19.94	0	0
G2018001723	21.596	0	1
G2018001729	42.4	0	0
G2018001732	11.112	0	1
G2018001733	13.658	0	0
G2018001741	14.615	0	0
G2018001742	4.261	0	0
G2018001743	42.314	0	0
G2018001746	13.715	0	0
G2018001747	56.544	0	1
G2018001752	37.745	0	0
G2018001758	5.933	0	0
G2018001760	13.588	0	0
G2018001769	24.632	0	1
G2018001770	10.534	0	1
G2018001777	23.404	0	0
G2018001790	19.663	0	1
G2018001796	0.272	0	1
G2018001797	26.04	0	0
G2018001803	25.512	0	0
G2018001812	41.014	0	1
G2018001814	40.446	0	0
G2018001825	13.884	0	0
G2018001826	40.672	0	0
G2018001835	24.28	0	1
G2018001836	51.879	0	0
G2018001841	49.541	0	1
G2018001844	19.504	0	0
G2018001857	10.784	0	1
G2018001871	23.676	0	1
G2018001873	11.819	0	0
G2018001876	29.771	0	0
G2018001877	36.979	0	0
G2018001879	23.837	0	0
G2018001886	12.832	0	0
G2018001889	24.414	0	0
G2018001891	50.215	0	0
G2018001897	45.14	0	0
G2018001899	6.235	0	0
G2018001903	52.857	0	0
G2018001906	20.215	0	0
G2018001915	34.306	0	1
G2018001920	3.817	0	1
G2018001927	18.367	0	0
G2018001928	13.138	0	1
G2018001941	18.548	0	0
G2018001950	25.594	0	0
G2018001954	35.014	0	0
G2018001957	31.969	0	0
G2018001961	52.412	0	0
G2018001963	21.374	0	1
G2018001976	27.861	0	0
G2018001988	18.302	0	0
G2018001995	30.848	0	0
G2018002002	46.151	0	0
G2018002008	31.638	0	0
G2018002009	55.546	0	1
G2018002018	24.237	0	1
G2018002019	14.524	0	0
G2018002024	35.003	0	1
G2018002026	68.343	0	0
G2018002028	50.567	0	1
G2018002033	27.852	0	0
G2018002043	14.174	0	0
G2018002061	21.17	0	0
G2018002063	25.552	0	0
G2018002065	46.47	0	1
G2018002068	18.356	0	1
G2018002074	16.91	0	0
G2018002080	37.414	0	0
G2018002088	18.055	0	0
G2018002089	34.777	0	0
G2018002091	43.848	0	0
G2018002097	11.093	0	1
G2018002101	19.238	0	0
G2018002110	23.884	0	0
G2018002113	34.857	0	0
G2018002119	29.81	0	0
G2018002124	42.152	0	0
G2018002125	21.865	0	0
G2018002127	46.822	0	0
G2018002138	27.741	0	0
G2018002141	31.043	0	0
G2018002159	35.46	0	0
G2018002160	8.352	0	0
G2018002162	27.209	0	0
G2018002163	40.184	0	0
G2018002167	48.557	0	0
G2018002172	7.664	0	1
G2018002174	14.815	0	0
G2018002180	46.212	0	0
G2018002194	63.645	0	1
G2018002198	20.226	0	1
G2018002201	49.626	0	1
G2018002203	13.685	0	0
G2018002204	16.933	0	0
G2018002207	31.647	0	0
G2018002208	13.657	0	0
G2018002209	22.373	0	0
G2018002210	15.033	0	0
G2018002211	48.855	0	0
G2018002215	13.128	0	0
G2018002216	28.734	0	0
G2018002219	13.186	0	0
G2018002231	5.969	0	0
G2018002238	63.497	0	0
G2018002243	29.675	0	1
G2018002246	46.512	0	0
G2018002249	20.59	0	0
G2018002251	15.397	0	0
G2018002266	42.533	0	0
G2018002269	19.481	0	0
G2018002284	24.285	0	0
G2018002288	18.387	0	0
G2018002289	51.196	0	1
G2018002318	27.101	0	0
G2018002322	9.587	0	0
G2018002327	19.393	0	0
G2018002331	18.656	0	0
G2018002334	1.273	0	0
G2018002335	26.834	0	1
G2018002340	6.3	0	0
G2018002342	7.72	0	0
G2018002346	3.44	0	0
G2018002347	32.472	0	0
G2018002348	30.67	0	0
G2018002351	11.737	0	0
G2018002353	29.087	0	0
G2018002365	19.6	0	1
G2018002375	6.018	0	0
G2018002379	22.922	0	1
G2018002383	7.699	0	0
G2018002385	18.731	0	0
G2018002391	25.797	0	0
G2018002394	80.506	1	1
G2018002399	45.287	0	0
G2018002411	12.105	0	0
G2018002416	60.124	0	0
G2018002422	30.46	0	1
G2018002429	44.558	0	0
G2018002432	22.995	0	0
G2018002434	22.471	0	1
G2018002436	21.737	0	1
G2018002440	20.46	0	0
G2018002441	34.439	0	0
G2018002442	19.166	0	0
G2018002456	37.244	0	0
G2018002459	16.678	0	0
G2018002460	30.065	0	1
G2018002461	42.257	0	0
G2018002464	35.185	0	0
G2018002477	16.673	0	0
G2018002489	16.11	0	0
G2018002496	28.38	0	0
G2018002497	4.768	0	0
G2018002511	42.775	0	0
G2018002514	29.107	0	0
G2018002527	5.685	0	0
G2018002530	28.188	0	0
G2018002532	25.779	0	0
G2018002533	26.301	0	0
G2018002537	28.159	0	1
G2018002539	57.651	0	0
G2018002541	9.484	0	0
G2018002542	12.975	0	1
G2018002546	24.062	0	0
G2018002550	21.977	0	1
G2018002551	26.79	0	0
G2018002561	7.698	0	0
G2018002566	28.739	0	0
G2018002569	32.609	0	0
G2018002578	28.905	0	0
G2018002579	32.643	0	0
G2018002588	14.178	0	1
G2018002596	52.78	0	1
G2018002605	4.539	0	1
G2018002607	19.779	0	0
G2018002615	18.892	0	0
G2018002617	42.651	0	0
G2018002619	17.129	0	0
G2018002620	38.892	0	1
G2018002621	23.473	0	0
G2018002633	29.707	0	1
G2018002641	25.012	0	1
G2018002647	50.94	0	1
G2018002657	34.778	0	0
G2018002658	17.531	0	1
G2018002663	21.306	0	0
G2018002665	14.308	0	0
G2018002669	43.362	0	1
G2018002689	29.227	0	1
G2018002700	19.866	0	0
G2018002701	6.255	0	0
G2018002707	32.479	0	0
G2018002716	30.52	0	0
G2018002718	9.087	0	0
G2018002728	31.68	0	0
G2018002736	55.183	0	0
G2018002737	49.934	0	0
G2018002743	23.357	0	0
G2018002745	26.776	0	0
G2018002756	13.197	0	1
G2018002757	14.844	0	1
G2018002762	32.346	0	0
G2018002767	26.905	0	1
G2018002770	16.462	0	0
G2018002773	36.496	0	0
G2018002777	8.996	0	0
G2018002784	6.958	0	1
G2018002789	21.679	0	0
G2018002791	22.468	0	1
G2018002794	19.808	0	1
G2018002795	8.777	0	1
G2018002803	6.604	0	0
G2018002806	12.493	0	0
G2018002810	46.475	0	0
G2018002814	24.931	0	1
G2018002820	12.714	0	0
G2018002823	16.091	0	0
G2018002835	12.607	0	0
G2018002843	38.945	0	1
G2018002845	10.109	0	0
G2018002847	0.84	0	0
G2018002866	15.377	0	0
G2018002869	45.012	0	0
G2018002871	10.953	0	0
G2018002873	26.862	0	0
G2018002879	38.072	0	0
G2018002882	12.188	0	0
G2018002893	35.593	0	0
G2018002894	30.638	0	0
G2018002902	39.723	0	0
G2018002908	24.138	0	0
G2018002915	44.005	0	0
G2018002922	22.804	0	0
G2018002926	37.734	0	0
G2018002933	49.449	0	0
G2018002936	5.907	0	0
G2018002946	16.632	0	1
G2018002948	36.115	0	0
G2018002957	23.665	0	0
G2018002961	30.786	0	0
G2018002962	29.524	0	0
G2018002966	41.916	0	0
G2018002972	55.88	0	1
G2018002983	15.869	0	0
G2018002984	8.612	0	0
G2018002994	13.587	0	0
G2018002996	33.306	0	0
G2018003000	15.399	0	1
G2018003003	64.17	0	0
G2018003016	30.12	0	0
G2018003017	26.034	0	0
G2018003018	31.015	0	0
G2018003019	44.954	0	1
G2018003025	29.771	0	1
G2018003029	15.82	0	1
G2018003058	37.377	0	1
G2018003059	26.802	0	0
G2018003062	27.12	0	1
G2018003072	6.967	0	0
G2018003082	14.145	0	0
G2018003084	13.88	0	0
G2018003088	67.403	0	0
G2018003093	40.589	0	0
G2018003095	18.817	0	0
G2018003111	14.556	0	1
G2018003125	19.444	0	1
G2018003129	31.764	0	0
G2018003132	12.644	0	0
G2018003134	54.281	0	0
G2018003138	53.469	0	0
G2018003144	14.036	0	0
G2018003147	43.918	0	0
G2018003149	59.548	0	0
G2018003155	33.198	0	0
G2018003156	22.009	0	0
G2018003163	43.111	0	0
G2018003166	6.906	0	0
G2018003167	0.1	0	0
G2018003168	27.66	0	0
G2018003170	29.162	0	1
G2018003173	28.539	0	0
G2018003182	39.547	0	0
G2018003185	48.657	0	0
G2018003187	45.237	0	0
G2018003197	7.4	0	0
G2018003202	6.646	0	0
G2018003208	37.748	0	0
G2018003212	21.267	0	0
G2018003218	43.171	0	0
G2018003219	29.4	0	1
G2018003220	41.568	0	0
G2018003225	15.813	0	0
G2018003239	34.403	0	0
G2018003243	24.157	0	0
G2018003244	3.215	0	1
G2018003261	21.391	0	0
G2018003269	14.711	0	1
G2018003270	9.731	0	0
G2018003271	43.502	0	0
G2018003288	58.915	0	0
G2018003299	16.802	0	1
G2018003308	49.763	0	0
G2018003309	11.764	0	0
G2018003310	20.615	0	0
G2018003316	9.966	0	0
G2018003324	41.373	0	1
G2018003328	25.366	0	0
G2018003330	11.184	0	0
G2018003340	55.388	0	0
G2018003344	33.888	0	0
G2018003359	23.695	0	0
G2018003360	8.584	0	0
G2018003364	37.758	0	0
G2018003367	24.189	0	0
G2018003370	12.599	0	0
G2018003375	32.252	0	1
G2018003390	1.932	0	0
G2018003411	7.71	0	0
G2018003413	29.25	0	0
G2018003416	19.032	0	0
G2018003437	35.186	0	0
G2018003438	23.893	0	0
G2018003443	27.947	0	0
G2018003444	38.189	0	0
G2018003448	15.988	0	0
G2018003451	56.865	0	0
G2018003452	0.1	0	0
G2018003453	39.451	0	0
G2018003462	34.737	0	0
G2018003470	33.556	0	1
G2018003480	7.924	0	1
G2018003486	14.003	0	0
G2018003487	27.544	0	0
G2018003491	19.848	0	0
G2018003495	34.552	0	0
G2018003499	32.796	0	0
G2018003506	19.342	0	1
G2018003516	16.707	0	0
G2018003519	51.846	0	1
G2018003521	15.531	0	0
G2018003524	21.628	0	0
G2018003530	10.945	0	0
G2018003534	29.25	0	0
G2018003536	38.699	0	0
G2018003538	63.325	0	0
G2018003539	32.121	0	0
G2018003542	65.083	0	1
G2018003549	10.444	0	0
G2018003550	22.745	0	0
G2018003561	22.631	0	1
G2018003569	19.417	0	0
G2018003576	15.737	0	1
G2018003577	29.574	0	0
G2018003581	24.537	0	0
G2018003585	43.01	0	0
G2018003587	31.092	0	0
G2018003593	40.376	0	0
G2018003594	24.759	0	0
G2018003598	19.371	0	0
G2018003600	5.077	0	0
G2018003606	33.946	0	0
G2018003607	39.405	0	0
G2018003610	22.578	0	0
G2018003617	35.456	0	1
G2018003624	22.818	0	0
G2018003644	10.273	0	0
G2018003653	38.868	0	0
G2018003655	42.614	0	0
G2018003667	14.53	0	1
G2018003669	12.227	0	0
G2018003672	21.828	0	0
G2018003677	41.833	0	0
G2018003683	63.686	0	1
G2018003690	22.763	0	0
G2018003694	7.838	0	0
G2018003699	18.585	0	1
G2018003700	42.409	0	0
G2018003705	54.17	0	1
G2018003715	18.011	0	0
G2018003716	37.797	0	1
G2018003721	21.777	0	0
G2018003722	17.686	0	0
G2018003725	40.419	0	1
G2018003726	2.551	0	0
G2018003730	31.735	0	1
G2018003769	72.049	0	0
G2018003771	31.19	0	0
G2018003773	15.959	0	0
G2018003775	47.495	0	1
G2018003781	15.211	0	0
G2018003790	46.923	0	0
G2018003791	28.64	0	0
G2018003793	16.115	0	1
G2018003805	18.548	0	0
G2018003808	20.215	0	0
G2018003810	40.2	0	0
G2018003812	11.559	0	0
G2018003814	10.481	0	1
G2018003818	24.535	0	0
G2018003826	36.384	0	0
G2018003828	28.828	0	0
G2018003845	26.508	0	1
G2018003851	28.965	0	0
G2018003855	41.369	0	1
G2018003856	48.836	0	0
G2018003860	20.23	0	1
G2018003892	36.05	0	0
G2018003901	14.672	0	0
G2018003902	34.451	0	0
G2018003904	18.267	0	0
G2018003920	38.702	0	0
G2018003925	58.261	0	0
G2018003936	36.964	0	0
G2018003938	64.359	0	1
G2018003940	17.172	0	0
G2018003941	16.251	0	0
G2018003945	29.874	0	1
G2018003952	26.064	0	0
G2018003954	47.417	0	0
G2018003967	11.89	0	0
G2018003971	54.456	0	0
G2018003975	30.538	0	0
G2018003977	30.173	0	0
G2018003979	35.238	0	0
G2018003994	28.808	0	1
G2018004001	25.601	0	0
G2018004005	14.892	0	0
G2018004008	26.592	0	1
G2018004016	58.152	0	1
G2018004021	34.037	0	0
G2018004024	32.403	0	0
G2018004038	17.925	0	0
G2018004041	46.655	0	1
G2018004042	45.706	0	0
G2018004046	33.73	0	0
G2018004047	6.507	0	0
G2018004048	10.289	0	0
G2018004051	25.051	0	0
G2018004056	30.038	0	0
G2018004057	13.382	0	1
G2018004060	25.069	0	0
G2018004064	34.439	0	0
G2018004076	44.824	0	0
G2018004083	25.678	0	1
G2018004084	13.124	0	0
G2018004087	62.38	0	0
G2018004098	26.607	0	1
G2018004105	18.58	0	0
G2018004107	36.547	0	0
G2018004108	11.195	0	1
G2018004109	12.708	0	0
G2018004115	29.248	0	0
G2018004116	21.916	0	0
G2018004117	32.728	0	1
G2018004122	45.175	0	0
G2018004126	9.652	0	0
G2018004136	3.942	0	0
G2018004139	63.381	0	0
G2018004154	20.477	0	0
G2018004170	53.157	0	0
G2018004181	20.363	0	0
G2018004188	4.644	0	0
G2018004215	13.544	0	0
G2018004216	23.612	0	0
G2018004223	50.808	0	0
G2018004229	47.482	0	0
G2018004232	20.339	0	0
G2018004237	23.321	0	0
G2018004247	41.389	0	1
G2018004248	19.611	0	1
G2018004250	41.73	0	0
G2018004252	25.572	0	0
G2018004259	25.791	0	0
G2018004260	32.482	0	0
G2018004261	49.74	0	0
G2018004269	33.186	0	0
G2018004270	9.588	0	0
G2018004286	8.701	0	0
G2018004292	21.948	0	0
G2018004299	10.602	0	0
G2018004315	61.946	0	0
G2018004316	44.353	0	0
G2018004332	34.359	0	1
G2018004335	60.182	0	0
G2018004338	19.303	0	0
G2018004340	21.58	0	0
G2018004348	17.358	0	0
G2018004349	36.045	0	0
G2018004354	43.492	0	0
G2018004363	35.55	0	0
G2018004366	10.795	0	0
G2018004379	14.027	0	0
G2018004380	13.321	0	0
G2018004383	13.723	0	0
G2018004389	34.424	0	0
G2018004392	29.351	0	0
G2018004393	44.726	0	0
G2018004401	40.919	0	0
G2018004412	60.973	0	1
G2018004415	7.169	0	0
G2018004421	71.369	0	0
G2018004424	26.73	0	1
G2018004433	21.041	0	0
G2018004444	46.209	0	0
G2018004447	59.608	0	0
G2018004450	27.784	0	0
G2018004455	65.473	0	0
G2018004464	36.743	0	0
G2018004466	45.61	0	0
G2018004484	6.391	0	0
G2018004485	68.557	0	0
G2018004492	68.454	0	0
G2018004496	34.734	0	0
G2018004503	19.164	0	0
G2018004511	33.236	0	0
G2018004512	50.675	0	0
G2018004513	10.417	0	0
G2018004520	28.061	0	0
G2018004523	65.699	0	1
G2018004527	50.606	0	0
G2018004530	42.56	0	0
G2018004531	21.871	0	0
G2018004534	32.5	0	1
G2018004535	23.779	0	1
G2018004539	42.322	0	1
G2018004540	21.327	0	0
G2018004541	54.07	0	0
G2018004552	57.111	0	1
G2018004559	16.318	0	1
G2018004562	20.524	0	0
G2018004564	49.553	0	0
G2018004565	20.582	0	0
G2018004568	25.736	0	0
G2018004569	24.813	0	1
G2018004572	52.745	0	1
G2018004575	34.915	0	1
G2018004599	47.756	0	0
G2018004601	9.299	0	0
G2018004604	38.813	0	0
G2018004607	12.549	0	0
G2018004613	32.25	0	0
G2018004616	45.018	0	0
G2018004618	55.051	0	0
G2018004619	65.149	0	1
G2018004631	46.179	0	0
G2018004633	9.003	0	0
G2018004634	24.282	0	0
G2018004645	40.46	0	0
G2018004658	41.76	0	0
G2018004662	59.932	0	0
G2018004664	35.817	0	1
G2018004667	33.732	0	1
G2018004670	31.445	0	0
G2018004671	54.052	0	0
G2018004674	24.661	0	0
G2018004677	7.319	0	0
G2018004681	32.848	0	0
G2018004686	60.656	0	0
G2018004704	47.105	0	0
G2018004708	23.892	0	0
G2018004714	41.023	0	0
G2018004715	3.988	0	0
G2018004716	1.363	0	0
G2018004718	21.667	0	0
G2018004721	11.205	0	0
G2018004723	10.444	0	0
G2018004726	32.755	0	0
G2018004729	0.626	0	0
G2018004738	12.298	0	0
G2018004741	15.396	0	0
G2018004742	13.449	0	0
G2018004743	10.837	0	0
G2018004751	26.753	0	0
G2018004758	21.709	0	0
G2018004761	10.987	0	1
G2018004764	45.115	0	0
G2018004765	33.885	0	0
G2018004767	42.646	0	0
G2018004770	18.997	0	1
G2018004782	53.697	0	1
G2018004783	30.91	0	0
G2018004787	19.074	0	0
G2018004792	13.401	0	0
G2018004803	23.732	0	0
G2018004818	24.2	0	0
G2018004821	10.226	0	0
G2018004822	14.406	0	0
G2018004829	38.721	0	0
G2018004830	27.425	0	0
G2018004832	55.091	0	0
G2018004846	27.013	0	1
G2018004848	61.696	0	0
G2018004859	10.418	0	0
G2018004866	29.565	0	0
G2018004873	13.183	0	0
G2018004874	39.879	0	1
G2018004883	28.323	0	0
G2018004887	11.975	0	0
G2018004889	1.031	0	0
G2018004890	33.734	0	0
G2018004900	25.688	0	0
G2018004906	21.204	0	1
G2018004907	37.421	0	1
G2018004913	25.99	0	1
G2018004915	13.613	0	1
G2018004916	21.932	0	0
G2018004918	18.248	0	0
G2018004920	45.179	0	0
G2018004922	19.095	0	0
G2018004926	35.829	0	1
G2018004928	14.921	0	0
G2018004935	40.214	0	0
G2018004936	37.776	0	0
G2018004941	10.261	0	0
G2018004942	45.599	0	0
G2018004944	20.805	0	1
G2018004953	62.161	0	1
G2018004959	20.266	0	0
G2018004966	60.056	0	0
G2018004976	36.547	0	0
G2018004979	31.489	0	1
G2018004984	34.704	0	0
G2018004987	53.469	0	0
G2018004996	58.633	0	0
G2018004998	14.838	0	1
G2018005003	13.794	0	0
G2018005016	39.868	0	0
G2018005018	43.411	0	1
G2018005021	40.132	0	0
G2018005032	42.484	0	1
G2018005045	26.992	0	0
G2018005047	13.878	0	0
G2018005048	14.673	0	0
G2018005053	37.816	0	1
G2018005057	3.179	0	0
G2018005058	30.693	0	0
G2018005066	13.635	0	0
G2018005069	19.708	0	0
G2018005076	63.01	0	0
G2018005079	34.667	0	0
G2018005082	16.365	0	0
G2018005084	19.178	0	0
G2018005088	19.651	0	0
