student_id,assignment
S201300412,0
S201300413,0
S201300414,0
S201300415,0
S201300416,0
S201300417,0
S201300418,0
S201300419,1
S201300420,0
S201300421,1
S201300422,0
S201300423,1
S201300424,0
S201300425,0
S201300426,0
S201300427,0
S201300428,1
S201300429,0
S201300430,1
S201300431,0
S201300432,0
S201300433,0
S201300434,0
S201300435,0
S201300436,0
S201300437,1
S201300438,0
S201300439,0
S201300440,1
S201300441,0
S201300442,0
S201300443,0
S201300444,0
S201300445,1
S201300446,0
S201300447,1
S201300448,0
S201300449,1
S201300450,0
S201300451,0
S201300452,0
S201300453,0
S201300454,0
S201300455,0
S201300456,1
S201300457,1
S201300458,0
S201300459,0
S201300460,0
S201300461,0
S201300462,0
S201300463,0
S201300464,1
S201300465,0
S201300466,1
S201300467,0
S201300468,1
S201300469,1
S201300470,1
S201300471,0
S201300472,0
S201300473,0
S201300474,0
S201300475,1
S201300476,0
S201300477,1
S201300478,0
S201300479,0
S201300480,0
S201300481,0
S201300482,0
S201300483,0
S201300484,1
S201300485,0
S201300486,0
S201300487,0
S201300488,0
S201300489,1
S201300490,1
S201300491,1
S201300492,0
S201300493,0
S201300494,1
S201300495,1
S201300496,1
S201300497,0
S201300498,1
S201300499,0
S201300500,0
S201300501,1
S201300502,1
S201300503,0
S201300504,0
S201300505,0
S201300506,1
S201300507,1
S201300508,1
S201300509,1
S201300510,1
S201300511,0
S201300512,0
S201300513,1
S201300514,0
S201300515,0
S201300516,0
S201300517,1
S201300518,0
S201300519,0
S201300520,1
S201300521,0
S201300522,0
S201300523,1
S201300524,0
S201300525,1
S201300526,0
S201300527,0
S201300528,0
S201300529,0
S201300530,0
S201300531,1
S201300532,0
S201300533,0
S201300534,0
S201300535,0
S201300536,1
S201300537,1
S201300538,0
S201300539,1
S201300540,1
S201300541,0
S201300542,0
S201300543,0
S201300544,0
S201300545,1
S201300546,1
S201300547,0
S201300548,0
S201300549,0
S201300550,0
S201300551,1
S201300552,0
S201300553,0
S201300554,1
S201300555,0
S201300556,1
S201300557,0
S201300558,0
S201300559,1
S201300560,0
S201300561,0
S201300562,0
S201300563,1
S201300564,1
S201300565,0
S201300566,0
S201300567,0
S201300568,0
S201300569,0
S201300570,0
S201300571,0
S201300572,1
S201300573,0
S201300574,1
S201300575,0
S201300576,0
S201300577,0
S201300578,0
S201300579,1
S201300580,0
S201300581,0
S201300582,0
S201300583,0
S201300584,0
S201300585,0
S201300586,0
S201300587,0
S201300588,0
S201300589,1
S201300590,1
S201300591,0
S201300592,0
S201300593,1
S201300594,0
S201300595,0
S201300596,0
S201300597,0
S201300598,0
S201300599,1
S201300600,1
S201300601,0
S201300602,0
S201300603,1
S201300604,1
S201300605,0
S201300606,0
S201300607,1
S201300608,0
S201300609,1
S201300610,1
S201300611,0
S201300612,0
S201300613,1
S201300614,1
S201300615,0
S201300616,0
S201300617,0
S201300618,0
S201300619,0
S201300620,0
S201300621,0
S201300622,1
S201300623,1
S201300624,1
S201300625,0
S201300626,0
S201300627,0
S201300628,0
S201300629,0
S201300630,0
S201300631,0
S201300632,0
S201300633,0
S201300634,1
S201300635,0
S201300636,0
S201300637,0
S201300638,1
S201300639,0
S201300640,0
S201300641,0
S201300642,0
S201300643,0
S201300644,0
S201300645,1
S201300646,1
S201300647,0
S201300648,0
S201300649,1
S201300650,0
S201300651,0
S201300652,1
S201300653,0
S201300654,0
S201300655,1
S201300656,0
S201300657,1
S201300658,0
S201300659,0
S201300660,0
S201300661,0
S201300662,0
S201300663,0
S201300664,1
S201300665,0
S201300666,1
S201300667,0
S201300668,0
S201300669,0
S201300670,1
S201300671,0
S201300672,0
S201300673,1
S201300674,0
S201300675,0
S201300676,0
S201300677,0
S201300678,0
S201300679,0
S201300680,1
S201300681,0
S201300682,0
S201300683,0
S201300684,0
S201300685,0
S201300686,1
S201300687,1
S201300688,0
S201300689,0
S201300690,0
S201300691,1
S201300692,0
S201300693,0
S201300694,0
S201300695,1
S201300696,0
S201300697,0
S201300698,1
S201300699,0
S201300700,0
S201300701,1
S201300702,1
S201300703,0
S201300704,0
S201300705,1
S201300706,0
S201300707,1
S201300708,0
S201300709,1
S201300710,0
S201300711,0
S201300712,0
S201300713,0
S201300714,1
S201300715,1
S201300716,0
S201300717,0
S201300718,1
S201300719,1
S201300720,1
S201300721,0
S201300722,0
S201300723,0
S201300724,1
S201300725,0
S201300726,0
S201300727,0
S201300728,0
S201300729,1
S201300730,1
S201300731,1
S201300732,0
S201300733,1
S201300734,1
S201300735,0
S201300736,1
S201300737,0
S201300738,1
S201300739,1
S201300740,0
S201300741,0
S201300742,1
S201300743,1
S201300744,0
S201300745,0
S201300746,1
S201300747,0
S201300748,0
S201300749,0
S201300750,0
S201300751,1
S201300752,0
S201300753,1
S201300754,1
S201300755,0
S201300756,0
S201300757,1
S201300758,0
S201300759,0
S201300760,0
S201300761,0
S201300762,1
S201300763,1
S201300764,0
S201300765,0
S201300766,0
S201300767,1
S201300768,0
S201300769,0
S201300770,1
S201300771,0
S201300772,1
S201300773,1
S201300774,0
S201300775,0
S201300776,0
S201300777,0
S201300778,1
S201300779,0
S201300780,0
S201300781,0
S201300782,0
S201300783,0
S201300784,0
S201300785,0
S201300786,0
S201300787,0
S201300788,0
S201300789,1
S201300790,0
S201300791,0
S201300792,0
S201300793,0
S201300794,0
S201300795,0
S201300796,0
S201300797,0
S201300798,0
S201300799,1
S201300800,0
S201300801,0
S201300802,0
S201300803,1
S201300804,0
S201300805,0
S201300806,1
S201300807,0
S201300808,0
S201300809,0
S201300810,0
S201300811,0
S201300812,1
S201300813,1
S201300814,0
S201300815,1
S201300816,0
S201300817,1
S201300818,1
S201300819,0
S201300820,0
S201300821,0
S201300822,1
S201300823,0
S201300824,0
S201300825,1
S201300826,1
S201300827,0
S201300828,1
S201300829,0
S201300830,0
S201300831,0
S201300832,0
S201300833,1
S201300834,1
S201300835,1
S201300836,0
S201300837,1
S201300838,0
S201300839,1
S201300840,0
S201300841,1
S201300842,1
S201300843,1
S201300844,0
S201300845,0
S201300846,1
S201300847,1
S201300848,0
S201300849,1
S201300850,0
S201300851,0
S201300852,1
S201300853,1
S201300854,1
S201300855,0
S201300856,0
S201300857,0
S201300858,1
S201300859,0
S201300860,0
S201300861,1
S201300862,0
S201300863,1
S201300864,0
S201300865,1
S201300866,1
S201300867,0
S201300868,1
S201300869,0
S201300870,0
S201300871,1
S201300872,0
S201300873,0
S201300874,0
S201300875,1
S201300876,1
S201300877,0
S201300878,0
S201300879,1
S201300880,1
S201300881,0
S201300882,1
S201300883,0
S201300884,1
S201300885,0
S201300886,1
S201300887,0
S201300888,0
S201300889,1
S201300890,0
S201300891,0
S201300892,0
S201300893,0
S201300894,0
S201300895,0
S201300896,0
S201300897,0
S201300898,0
S201300899,1
S201300900,1
S201300901,0
S201300902,1
S201300903,0
S201300904,1
S201300905,1
S201300906,1
S201300907,0
S201300908,1
S201300909,1
S201300910,0
S201300911,0
S201300912,0
S201300913,0
S201300914,1
S201300915,1
S201300916,0
S201300917,0
S201300918,0
S201300919,0
S201300920,1
S201300921,0
S201300922,1
S201300923,0
S201300924,0
S201300925,1
S201300926,0
S201300927,0
S201300928,0
S201300929,1
S201300930,1
S201300931,0
S201300932,1
S201300933,0
S201300934,1
S201300935,1
S201300936,1
S201300937,0
S201300938,0
S201300939,0
S201300940,0
S201300941,0
S201300942,1
S201300943,1
S201300944,0
S201300945,1
S201300946,1
S201300947,0
S201300948,0
S201300949,0
S201300950,1
S201300951,0
S201300952,0
S201300953,0
S201300954,0
S201300955,1
S201300956,1
S201300957,0
S201300958,0
S201300959,0
S201300960,1
S201300961,0
S201300962,0
S201300963,0
S201300964,0
S201300965,0
S201300966,1
S201300967,0
S201300968,0
S201300969,0
S201300970,0
S201300971,0
S201300972,1
S201300973,1
S201300974,0
S201300975,0
S201300976,1
S201300977,1
S201300978,1
S201300979,0
S201300980,1
S201300981,0
S201300982,0
S201300983,0
S201300984,0
S201300985,0
S201300986,1
S201300987,0
S201300988,0
S201300989,0
S201300990,1
S201300991,0
S201300992,0
S201300993,1
S201300994,1
S201300995,1
S201300996,0
S201300997,0
S201300998,1
S201300999,0
S201301000,0
S201301001,0
S201301002,1
S201301003,1
S201301004,1
S201301005,0
S201301006,1
S201301007,0
S201301008,0
S201301009,0
S201301010,0
S201301011,0
S201301012,0
S201301013,0
S201301014,0
S201301015,0
S201301016,0
S201301017,1
S201301018,0
S201301019,0
S201301020,1
S201301021,1
S201301022,1
S201301023,1
S201301024,0
S201301025,1
S201301026,1
S201301027,0
S201301028,0
S201301029,0
S201301030,0
S201301031,0
S201301032,0
S201301033,1
S201301034,0
S201301035,1
S201301036,0
S201301037,0
S201301038,1
S201301039,1
S201301040,0
S201301041,0
S201301042,0
S201301043,0
S201301044,0
S201301045,0
S201301046,0
S201301047,0
S201301048,0
S201301049,1
S201301050,1
S201301051,0
S201301052,0
S201301053,0
S201301054,1
S201301055,0
S201301056,1
S201301057,0
S201301058,1
S201301059,0
S201301060,1
S201301061,0
S201301062,1
S201301063,0
S201301064,0
S201301065,1
S201301066,0
S201301067,1
S201301068,0
S201301069,1
S201301070,0
S201301071,0
S201301072,0
S201301073,0
S201301074,0
S201301075,1
S201301076,1
S201301077,1
S201301078,0
S201301079,1
S201301080,0
S201301081,0
S201301082,1
S201301083,0
S201301084,0
S201301085,0
S201301086,0
S201301087,0
S201301088,0
S201301089,0
S201301090,0
S201301091,0
S201301092,0
S201301093,0
S201301094,0
S201301095,0
S201301096,0
S201301097,0
S201301098,0
S201301099,0
S201301100,1
S201301101,0
S201301102,0
S201301103,1
S201301104,0
S201301105,1
S201301106,0
S201301107,0
S201301108,0
S201301109,1
S201301110,1
S201301111,1
S201301112,0
S201301113,0
S201301114,0
S201301115,0
S201301116,1
S201301117,0
S201301118,0
S201301119,0
S201301120,1
S201301121,0
S201301122,0
S201301123,0
S201301124,1
S201301125,1
S201301126,1
S201301127,0
S201301128,1
S201301129,0
S201301130,0
S201301131,0
S201301132,1
S201301133,1
S201301134,1
S201301135,0
S201301136,0
S201301137,0
S201301138,0
S201301139,0
S201301140,0
S201301141,0
S201301142,1
S201301143,0
S201301144,0
S201301145,0
S201301146,0
S201301147,0
S201301148,1
S201301149,0
S201301150,0
S201301151,1
S201301152,0
S201301153,0
S201301154,0
S201301155,1
S201301156,1
S201301157,0
S201301158,0
S201301159,0
S201301160,0
S201301161,0
S201301162,0
S201301163,0
S201301164,1
S201301165,0
S201301166,0
S201301167,1
S201301168,0
S201301169,0
S201301170,1
S201301171,0
S201301172,0
S201301173,0
S201301174,1
S201301175,0
S201301176,0
S201301177,0
S201301178,0
S201301179,1
S201301180,0
S201301181,0
S201301182,0
S201301183,1
S201301184,0
S201301185,0
S201301186,0
S201301187,0
S201301188,1
S201301189,0
S201301190,1
S201301191,0
S201301192,0
S201301193,1
S201301194,0
S201301195,1
S201301196,0
S201301197,1
S201301198,0
S201301199,0
S201301200,1
S201301201,0
S201301202,0
S201301203,0
S201301204,1
S201301205,0
S201301206,1
S201301207,0
S201301208,0
S201301209,1
S201301210,0
S201301211,0
S201301212,1
S201301213,0
S201301214,1
S201301215,0
S201301216,0
S201301217,1
S201301218,1
S201301219,1
S201301220,1
S201301221,1
S201301222,0
S201301223,0
S201301224,0
S201301225,1
S201301226,0
S201301227,0
S201301228,0
S201301229,0
S201301230,1
S201301231,1
S201301232,0
S201301233,1
S201301234,0
S201301235,1
S201301236,1
S201301237,1
S201301238,0
S201301239,0
S201301240,0
S201301241,0
S201301242,1
S201301243,0
S201301244,0
S201301245,0
S201301246,1
S201301247,0
S201301248,0
S201301249,0
S201301250,0
S201301251,1
S201301252,0
S201301253,0
S201301254,0
S201301255,0
S201301256,1
S201301257,0
S201301258,0
S201301259,1
S201301260,0
S201301261,1
S201301262,0
S201301263,0
S201301264,0
S201301265,1
S201301266,0
S201301267,0
S201301268,0
S201301269,0
S201301270,1
S201301271,0
S201301272,1
S201301273,0
S201301274,0
S201301275,0
S201301276,0
S201301277,1
S201301278,1
S201301279,1
S201301280,0
S201301281,0
S201301282,0
S201301283,0
S201301284,0
S201301285,0
S201301286,1
S201301287,1
S201301288,1
S201301289,0
S201301290,1
S201301291,0
S201301292,0
S201301293,0
S201301294,0
S201301295,0
S201301296,0
S201301297,0
S201301298,1
S201301299,1
S201301300,0
S201301301,0
S201301302,0
S201301303,0
S201301304,0
S201301305,0
S201301306,0
S201301307,0
S201301308,1
S201301309,1
S201301310,0
S201301311,0
S201301312,0
S201301313,0
S201301314,1
S201301315,0
S201301316,0
S201301317,0
S201301318,1
S201301319,0
S201301320,1
S201301321,0
S201301322,1
S201301323,0
S201301324,0
S201301325,0
S201301326,1
S201301327,0
S201301328,0
S201301329,1
S201301330,1
S201301331,1
S201301332,0
S201301333,1
S201301334,0
S201301335,1
S201301336,0
S201301337,0
S201301338,1
S201301339,0
S201301340,0
S201301341,0
S201301342,0
S201301343,1
S201301344,0
S201301345,1
S201301346,0
S201301347,0
S201301348,1
S201301349,1
S201301350,0
S201301351,1
S201301352,0
S201301353,0
S201301354,0
S201301355,0
S201301356,1
S201301357,0
S201301358,0
S201301359,0
S201301360,1
S201301361,0
S201301362,1
S201301363,0
S201301364,0
S201301365,0
S201301366,0
S201301367,0
S201301368,0
S201301369,0
S201301370,1
S201301371,1
S201301372,1
S201301373,1
S201301374,0
S201301375,0
S201301376,1
S201301377,0
S201301378,0
S201301379,0
S201301380,1
S201301381,0
S201301382,0
S201301383,0
S201301384,1
S201301385,0
S201301386,0
S201301387,1
S201301388,0
S201301389,0
S201301390,0
S201301391,1
S201301392,0
S201301393,0
S201301394,1
S201301395,0
S201301396,0
S201301397,1
S201301398,1
S201301399,1
S201301400,0
S201301401,0
S201301402,1
S201301403,1
S201301404,0
S201301405,1
S201301406,0
S201301407,0
S201301408,0
S201301409,0
S201301410,0
S201301411,0
S201301412,1
S201301413,0
S201301414,0
S201301415,0
S201301416,0
S201301417,1
S201301418,0
S201301419,0
S201301420,0
S201301421,0
S201301422,0
S201301423,1
S201301424,1
S201301425,1
S201301426,1
S201301427,0
S201301428,0
S201301429,0
S201301430,0
S201301431,1
S201301432,0
S201301433,0
S201301434,1
S201301435,1
S201301436,0
S201301437,1
S201301438,0
S201301439,0
S201301440,0
S201301441,0
S201301442,1
S201301443,1
S201301444,0
S201301445,0
S201301446,0
S201301447,1
S201301448,0
S201301449,1
S201301450,0
S201301451,0
S201301452,0
S201301453,0
S201301454,1
S201301455,0
S201301456,1
S201301457,0
S201301458,1
S201301459,0
S201301460,1
S201301461,0
S201301462,0
S201301463,0
S201301464,0
S201301465,1
S201301466,1
S201301467,0
S201301468,1
S201301469,0
S201301470,0
S201301471,0
S201301472,0
S201301473,0
S201301474,0
S201301475,0
S201301476,0
S201301477,0
S201301478,1
S201301479,0
S201301480,0
S201301481,0
S201301482,0
S201301483,1
S201301484,0
S201301485,1
S201301486,0
S201301487,1
S201301488,0
S201301489,1
S201301490,0
S201301491,0
S201301492,0
S201301493,1
S201301494,1
S201301495,0
S201301496,0
S201301497,0
S201301498,1
S201301499,0
S201301500,0
S201301501,0
S201301502,1
S201301503,1
S201301504,0
S201301505,0
S201301506,0
S201301507,1
S201301508,0
S201301509,0
S201301510,1
S201301511,0
S201301512,0
S201301513,0
S201301514,0
S201301515,0
S201301516,1
S201301517,1
S201301518,1
S201301519,1
S201301520,0
S201301521,0
S201301522,0
S201301523,0
S201301524,0
S201301525,0
S201301526,0
S201301527,0
S201301528,0
S201301529,0
S201301530,1
S201301531,0
S201301532,0
S201301533,1
S201301534,0
S201301535,0
S201301536,0
S201301537,1
S201301538,1
S201301539,0
S201301540,1
S201301541,0
S201301542,0
S201301543,1
S201301544,1
S201301545,0
S201301546,0
S201301547,0
S201301548,1
S201301549,1
S201301550,1
S201301551,0
S201301552,0
S201301553,0
S201301554,0
S201301555,0
S201301556,0
S201301557,0
S201301558,0
S201301559,0
S201301560,0
S201301561,0
S201301562,1
S201301563,0
S201301564,0
S201301565,0
S201301566,0
S201301567,0
S201301568,0
S201301569,0
S201301570,0
S201301571,0
S201301572,0
S201301573,0
S201301574,0
S201301575,1
S201301576,0
S201301577,1
S201301578,0
S201301579,0
S201301580,0
S201301581,0
S201301582,0
S201301583,0
S201301584,1
S201301585,0
S201301586,0
S201301587,0
S201301588,0
S201301589,1
S201301590,0
S201301591,0
S201301592,0
S201301593,0
S201301594,0
S201301595,0
S201301596,0
S201301597,1
S201301598,0
S201301599,1
S201301600,0
S201301601,1
S201301602,1
S201301603,1
S201301604,0
S201301605,0
S201301606,0
S201301607,1
S201301608,1
S201301609,1
S201301610,1
S201301611,0
S201301612,0
S201301613,0
S201301614,0
S201301615,0
S201301616,0
S201301617,1
S201301618,0
S201301619,1
S201301620,0
S201301621,0
S201301622,1
S201301623,0
S201301624,0
S201301625,0
S201301626,0
S201301627,1
S201301628,0
S201301629,0
S201301630,0
S201301631,0
S201301632,0
S201301633,0
S201301634,0
S201301635,0
S201301636,1
S201301637,0
S201301638,0
S201301639,0
S201301640,0
S201301641,1
S201301642,0
S201301643,0
S201301644,1
S201301645,0
S201301646,1
S201301647,0
S201301648,0
S201301649,0
S201301650,0
S201301651,0
S201301652,1
S201301653,1
S201301654,0
S201301655,0
S201301656,0
S201301657,0
S201301658,1
S201301659,1
S201301660,0
S201301661,0
S201301662,1
S201301663,0
S201301664,1
S201301665,0
S201301666,0
S201301667,0
S201301668,0
S201301669,0
S201301670,1
S201301671,1
S201301672,0
S201301673,0
S201301674,0
S201301675,0
S201301676,1
S201301677,0
S201301678,1
S201301679,1
S201301680,0
S201301681,0
S201301682,1
S201301683,0
S201301684,0
S201301685,1
S201301686,0
S201301687,1
S201301688,0
S201301689,1
S201301690,0
S201301691,0
S201301692,0
S201301693,0
S201301694,1
S201301695,1
S201301696,0
S201301697,0
S201301698,0
S201301699,1
S201301700,0
S201301701,1
S201301702,0
S201301703,0
S201301704,0
S201301705,0
S201301706,0
S201301707,1
S201301708,0
S201301709,0
S201301710,0
S201301711,0
S201301712,1
S201301713,1
S201301714,0
S201301715,1
S201301716,1
S201301717,0
S201301718,1
S201301719,1
S201301720,0
S201301721,0
S201301722,0
S201301723,0
S201301724,0
S201301725,0
S201301726,0
S201301727,0
S201301728,0
S201301729,0
S201301730,1
S201301731,1
S201301732,0
S201301733,1
S201301734,1
S201301735,1
S201301736,1
S201301737,0
S201301738,0
S201301739,0
S201301740,1
S201301741,1
S201301742,1
S201301743,1
S201301744,1
S201301745,1
S201301746,0
S201301747,1
S201301748,1
S201301749,0
S201301750,0
S201301751,0
S201301752,0
S201301753,1
S201301754,1
S201301755,0
S201301756,0
S201301757,1
S201301758,0
S201301759,0
S201301760,0
S201301761,1
S201301762,1
S201301763,1
S201301764,1
S201301765,1
S201301766,1
S201301767,1
S201301768,0
S201301769,1
S201301770,1
S201301771,1
S201301772,1
S201301773,0
S201301774,0
S201301775,1
S201301776,0
S201301777,0
S201301778,0
S201301779,0
S201301780,1
S201301781,1
S201301782,0
S201301783,0
S201301784,0
S201301785,1
S201301786,0
S201301787,0
S201301788,0
S201301789,1
S201301790,0
S201301791,0
S201301792,0
S201301793,0
S201301794,0
S201301795,0
S201301796,0
S201301797,0
S201301798,0
S201301799,0
S201301800,1
S201301801,1
S201301802,0
S201301803,1
S201301804,0
S201301805,0
S201301806,1
S201301807,1
S201301808,1
S201301809,0
S201301810,0
S201301811,0
S201301812,0
S201301813,1
S201301814,1
S201301815,1
S201301816,0
S201301817,0
S201301818,0
S201301819,0
S201301820,1
S201301821,0
S201301822,0
S201301823,1
S201301824,1
S201301825,0
S201301826,0
S201301827,0
S201301828,1
S201301829,0
S201301830,0
S201301831,0
S201301832,0
S201301833,1
S201301834,0
S201301835,1
S201301836,0
S201301837,0
S201301838,1
S201301839,0
S201301840,1
S201301841,0
S201301842,0
S201301843,0
S201301844,0
S201301845,1
S201301846,0
S201301847,0
S201301848,1
S201301849,0
S201301850,1
S201301851,1
S201301852,1
S201301853,0
S201301854,0
S201301855,0
S201301856,1
S201301857,0
S201301858,0
S201301859,0
S201301860,0
S201301861,1
S201301862,1
S201301863,0
S201301864,0
S201301865,0
S201301866,0
S201301867,0
S201301868,0
S201301869,0
S201301870,0
S201301871,0
S201301872,1
S201301873,0
S201301874,0
S201301875,1
S201301876,1
S201301877,0
S201301878,1
S201301879,0
S201301880,0
S201301881,0
S201301882,1
S201301883,1
S201301884,0
S201301885,1
S201301886,0
S201301887,0
S201301888,1
S201301889,1
S201301890,0
S201301891,0
S201301892,0
S201301893,1
S201301894,0
S201301895,0
S201301896,0
S201301897,0
S201301898,1
S201301899,0
S201301900,0
S201301901,0
S201301902,1
S201301903,0
S201301904,1
S201301905,0
S201301906,0
S201301907,1
S201301908,0
S201301909,1
S201301910,0
S201301911,0
S201301912,1
S201301913,0
S201301914,0
S201301915,1
S201301916,0
S201301917,0
S201301918,0
S201301919,0
S201301920,1
S201301921,1
S201301922,0
S201301923,1
S201301924,1
S201301925,1
S201301926,1
S201301927,0
S201301928,0
S201301929,0
S201301930,0
S201301931,0
S201301932,1
S201301933,0
S201301934,0
S201301935,1
S201301936,1
S201301937,0
S201301938,0
S201301939,1
S201301940,0
S201301941,1
S201301942,0
S201301943,1
S201301944,0
S201301945,1
S201301946,0
S201301947,0
S201301948,1
S201301949,1
S201301950,0
S201301951,0
S201301952,0
S201301953,0
S201301954,1
S201301955,0
S201301956,0
S201301957,1
S201301958,1
S201301959,1
S201301960,1
S201301961,1
S201301962,1
S201301963,1
S201301964,0
S201301965,0
S201301966,1
S201301967,1
S201301968,1
S201301969,0
S201301970,0
S201301971,0
S201301972,0
S201301973,1
S201301974,0
S201301975,0
S201301976,0
S201301977,0
S201301978,0
S201301979,0
S201301980,1
S201301981,0
S201301982,0
S201301983,0
S201301984,1
S201301985,1
S201301986,0
S201301987,0
S201301988,0
S201301989,1
S201301990,1
S201301991,0
S201301992,0
S201301993,0
S201301994,0
S201301995,1
S201301996,1
S201301997,0
