student_id,cohort,first_gen,gender,rural_origin,race_ethnicity,home_state,institution_id,institution_name,institution_type,hs_gpa,test_percentile,birth_year,starting_major,major_category
S201300089,2013,1,F,1,White,OH,INST_03,Regional College C (Teaching),teaching,3.4,68,1995,Pre-Med,Health
S201300090,2013,1,F,0,Black,NJ,INST_04,Regional College D (Teaching),teaching,3.98,76,1995,Civil Engineering,STEM
S201300091,2013,0,F,0,AIAN,TX,INST_04,Regional College D (Teaching),teaching,2.69,86,1995,Pre-Med,Health
S201300092,2013,0,F,0,Asian,NY,INST_03,Regional College C (Teaching),teaching,2.42,52,1995,Nursing,Health
S201300093,2013,0,M,0,Hispanic,TX,INST_01,State University A (Research),research,3.01,66,1995,Electrical Engineering,STEM
S201300094,2013,0,F,0,White,GA,INST_04,Regional College D (Teaching),teaching,3.3,28,1995,Economics-Bus,Business
S201300095,2013,0,F,0,Hispanic,NC,INST_02,State University B (Research),research,3.96,43,1995,Chemistry,STEM
S201300096,2013,1,M,0,White,NJ,INST_04,Regional College D (Teaching),teaching,3.29,61,1995,Political Science,Social Sciences
S201300097,2013,1,F,0,White,NY,INST_03,Regional College C (Teaching),teaching,3.46,71,1995,Mathematics,STEM
S201300098,2013,1,M,0,Hispanic,OH,INST_02,State University B (Research),research,2.81,55,1995,Education,Other
S201300099,2013,0,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,2.77,38,1995,Finance,Business
S201300100,2013,0,NB,0,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,3.2,81,1995,Nursing,Health
S201300101,2013,1,M,0,White,MI,INST_02,State University B (Research),research,3.71,22,1995,Pre-Med,Health
S201300102,2013,0,M,1,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,3.46,59,1995,General Studies,Other
S201300103,2013,1,F,0,Hispanic,NC,INST_03,Regional College C (Teaching),teaching,3.89,49,1995,Mathematics,STEM
S201300104,2013,0,F,1,Hispanic,TX,INST_02,State University B (Research),research,3.34,35,1995,Biomedical Engineering,STEM
S201300105,2013,1,F,0,White,NJ,INST_04,Regional College D (Teaching),teaching,3.32,39,1995,General Studies,Other
S201300106,2013,1,M,0,Asian,CA,INST_04,Regional College D (Teaching),teaching,2.86,37,1995,Chemistry,STEM
S201300107,2013,0,F,0,White,NC,INST_04,Regional College D (Teaching),teaching,3.51,39,1995,Accounting,Business
S201300108,2013,1,F,1,White,TX,INST_05,Urban University E (Research),research,2.44,73,1995,Statistics,STEM
S201300109,2013,0,F,0,Hispanic,MI,INST_01,State University A (Research),research,3.21,32,1995,Economics,Social Sciences
S201300110,2013,1,F,0,White,VA,INST_02,State University B (Research),research,3.6,31,1995,Statistics,STEM
S201300111,2013,0,F,1,Hispanic,FL,INST_05,Urban University E (Research),research,2.8,90,1995,Biomedical Engineering,STEM
S201300112,2013,1,F,1,NHPI,OH,INST_03,Regional College C (Teaching),teaching,2.78,85,1995,Nursing,Health
S201300113,2013,0,M,0,White,GA,INST_01,State University A (Research),research,2.97,22,1995,Management,Business
S201300114,2013,1,M,0,Unknown,NY,INST_03,Regional College C (Teaching),teaching,2.37,68,1995,Economics,Social Sciences
S201300115,2013,1,F,0,White,IL,INST_01,State University A (Research),research,3.02,32,1994,Mathematics,STEM
S201300116,2013,0,F,0,White,MI,INST_01,State University A (Research),research,3.8,63,1995,Economics,Social Sciences
S201300117,2013,0,M,0,Hispanic,NC,INST_03,Regional College C (Teaching),teaching,3.21,49,1995,Undeclared,Other
S201300118,2013,1,M,0,Black,OH,INST_02,State University B (Research),research,3.65,84,1995,Economics-Bus,Business
S201300119,2013,0,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,3.27,33,1995,Chemistry,STEM
S201300120,2013,1,M,0,White,VA,INST_01,State University A (Research),research,2.57,48,1995,Marketing,Business
S201300121,2013,0,F,0,White,GA,INST_02,State University B (Research),research,2.69,35,1995,Finance,Business
S201300122,2013,0,M,0,White,PA,INST_03,Regional College C (Teaching),teaching,3.14,41,1995,General Studies,Other
S201300123,2013,1,F,1,White,OH,INST_05,Urban University E (Research),research,3.99,44,1995,Finance,Business
S201300124,2013,0,F,0,Black,PA,INST_01,State University A (Research),research,3.97,52,1995,Nursing,Health
S201300125,2013,0,M,0,White,VA,INST_01,State University A (Research),research,2.89,44,1995,Nursing,Health
S201300126,2013,0,M,0,Black,NY,INST_01,State University A (Research),research,3.56,69,1995,Accounting,Business
S201300127,2013,0,F,0,White,NJ,INST_02,State University B (Research),research,3.33,77,1995,Civil Engineering,STEM
S201300128,2013,0,F,0,Black,TX,INST_04,Regional College D (Teaching),teaching,3.67,71,1995,Electrical Engineering,STEM
S201300129,2013,0,F,0,Hispanic,TX,INST_01,State University A (Research),research,3.4,54,1995,Biomedical Engineering,STEM
S201300130,2013,0,M,1,White,VA,INST_02,State University B (Research),research,3.26,85,1995,Biomedical Engineering,STEM
S201300131,2013,0,F,0,Asian,OH,INST_05,Urban University E (Research),research,2.42,57,1995,Civil Engineering,STEM
S201300132,2013,0,F,0,White,IL,INST_01,State University A (Research),research,3.44,50,1995,Biology,STEM
S201300133,2013,1,M,0,Asian,NY,INST_01,State University A (Research),research,3.05,71,1995,Mathematics,STEM
S201300134,2013,0,F,0,White,CA,INST_03,Regional College C (Teaching),teaching,3.97,77,1995,Mechanical Engineering,STEM
S201300135,2013,0,M,0,White,NY,INST_03,Regional College C (Teaching),teaching,2.73,59,1995,Spanish,Humanities
S201300136,2013,1,F,1,Black,OH,INST_01,State University A (Research),research,3.86,40,1995,Marketing,Business
S201300137,2013,0,M,0,Hispanic,GA,INST_04,Regional College D (Teaching),teaching,3.84,36,1995,Chemistry,STEM
S201300138,2013,0,M,0,Hispanic,OH,INST_05,Urban University E (Research),research,3.11,82,1995,Mechanical Engineering,STEM
S201300139,2013,0,F,0,Hispanic,NJ,INST_03,Regional College C (Teaching),teaching,3.89,99,1995,Chemistry,STEM
S201300140,2013,0,M,1,White,NC,INST_03,Regional College C (Teaching),teaching,3.51,61,1995,Psychology,Social Sciences
S201300141,2013,0,M,0,White,NJ,INST_04,Regional College D (Teaching),teaching,2.58,35,1995,Computer Science,STEM
S201300142,2013,0,M,0,White,NC,INST_03,Regional College C (Teaching),teaching,2.92,37,1995,Public Health,Health
S201300143,2013,1,F,1,White,IL,INST_01,State University A (Research),research,3.58,67,1995,Civil Engineering,STEM
S201300144,2013,0,M,0,White,NJ,INST_04,Regional College D (Teaching),teaching,3.89,37,1995,Civil Engineering,STEM
S201300145,2013,0,F,0,Asian,NC,INST_01,State University A (Research),research,3.26,68,1995,Kinesiology,Health
S201300146,2013,0,F,0,White,IL,INST_03,Regional College C (Teaching),teaching,3.45,92,1995,Education,Other
S201300147,2013,1,F,0,Hispanic,PA,INST_02,State University B (Research),research,3.53,75,1995,Civil Engineering,STEM
S201300148,2013,1,F,1,White,VA,INST_02,State University B (Research),research,2.71,62,1995,Civil Engineering,STEM
S201300149,2013,0,M,1,White,NY,INST_04,Regional College D (Teaching),teaching,2.93,48,1995,Physics,STEM
S201300150,2013,0,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,2.45,58,1995,Nursing,Health
S201300151,2013,0,F,0,White,NY,INST_05,Urban University E (Research),research,3.71,75,1995,Undeclared,Other
S201300152,2013,0,M,0,Hispanic,VA,INST_02,State University B (Research),research,3.31,40,1995,Management,Business
S201300153,2013,1,F,0,White,NY,INST_04,Regional College D (Teaching),teaching,4.0,52,1995,Anthropology,Social Sciences
S201300154,2013,1,M,1,White,IL,INST_05,Urban University E (Research),research,3.58,47,1995,Marketing,Business
S201300155,2013,0,M,0,White,TX,INST_03,Regional College C (Teaching),teaching,2.1,73,1995,Economics,Social Sciences
S201300156,2013,0,F,0,Asian,NC,INST_02,State University B (Research),research,3.08,62,1995,Communications,Other
S201300157,2013,0,M,0,White,NJ,INST_02,State University B (Research),research,4.0,8,1995,Economics-Bus,Business
S201300158,2013,0,M,1,Black,CA,INST_04,Regional College D (Teaching),teaching,3.3,36,1995,Anthropology,Social Sciences
S201300159,2013,0,M,0,White,NY,INST_01,State University A (Research),research,1.98,62,1995,Economics,Social Sciences
S201300160,2013,0,F,0,Hispanic,NJ,INST_02,State University B (Research),research,2.96,72,1995,General Studies,Other
S201300161,2013,0,F,0,White,PA,INST_01,State University A (Research),research,2.96,27,1995,Anthropology,Social Sciences
S201300162,2013,0,F,1,Black,NC,INST_05,Urban University E (Research),research,3.77,70,1995,Economics,Social Sciences
S201300163,2013,0,F,0,White,GA,INST_01,State University A (Research),research,3.06,44,1995,Philosophy,Humanities
S201300164,2013,1,F,0,White,CA,INST_05,Urban University E (Research),research,3.52,73,1995,Economics,Social Sciences
S201300165,2013,1,F,0,Black,OH,INST_04,Regional College D (Teaching),teaching,3.04,68,1995,Art History,Humanities
S201300166,2013,1,M,0,Black,PA,INST_01,State University A (Research),research,3.36,56,1995,Undeclared,Other
S201300167,2013,1,F,1,White,OH,INST_05,Urban University E (Research),research,3.53,48,1995,Spanish,Humanities
S201300168,2013,0,M,0,Black,PA,INST_04,Regional College D (Teaching),teaching,3.8,34,1995,Public Health,Health
S201300169,2013,0,F,1,Hispanic,TX,INST_02,State University B (Research),research,3.05,72,1995,Civil Engineering,STEM
S201300170,2013,0,F,0,White,NC,INST_02,State University B (Research),research,3.16,53,1995,Accounting,Business
S201300171,2013,1,M,1,Hispanic,CA,INST_05,Urban University E (Research),research,3.23,57,1995,Economics-Bus,Business
S201300172,2013,0,F,1,Black,GA,INST_01,State University A (Research),research,2.9,48,1995,Marketing,Business
S201300173,2013,0,F,1,White,MI,INST_02,State University B (Research),research,2.92,61,1995,Pre-Med,Health
S201300174,2013,0,M,1,White,NY,INST_04,Regional College D (Teaching),teaching,3.67,67,1995,Electrical Engineering,STEM
S201300175,2013,1,F,1,Black,OH,INST_04,Regional College D (Teaching),teaching,3.34,39,1995,Management,Business
S201300176,2013,0,M,0,White,OH,INST_04,Regional College D (Teaching),teaching,2.73,38,1995,Anthropology,Social Sciences
S201300177,2013,0,F,0,Asian,CA,INST_02,State University B (Research),research,3.02,32,1994,Biology,STEM
S201300178,2013,0,M,0,Hispanic,IL,INST_02,State University B (Research),research,4.0,6,1995,Biology,STEM
S201300179,2013,0,M,0,White,CA,INST_02,State University B (Research),research,4.0,75,1995,Electrical Engineering,STEM
S201300180,2013,0,M,1,White,IL,INST_04,Regional College D (Teaching),teaching,3.44,77,1995,Economics,Social Sciences
S201300181,2013,1,F,0,Hispanic,CA,INST_03,Regional College C (Teaching),teaching,4.0,38,1995,Philosophy,Humanities
S201300182,2013,0,F,0,White,CA,INST_02,State University B (Research),research,2.93,53,1995,Public Health,Health
S201300183,2013,0,F,0,White,MI,INST_05,Urban University E (Research),research,3.82,46,1995,Kinesiology,Health
S201300184,2013,1,F,0,White,GA,INST_04,Regional College D (Teaching),teaching,3.8,51,1995,Biology,STEM
S201300185,2013,0,M,1,Black,PA,INST_02,State University B (Research),research,2.53,49,1995,Electrical Engineering,STEM
S201300186,2013,0,F,0,Black,IL,INST_03,Regional College C (Teaching),teaching,3.2,32,1995,Economics-Bus,Business
S201300187,2013,0,M,1,White,VA,INST_05,Urban University E (Research),research,3.19,66,1995,Mathematics,STEM
S201300188,2013,0,M,0,White,VA,INST_02,State University B (Research),research,3.57,47,1995,Pre-Med,Health
S201300189,2013,0,M,1,White,PA,INST_05,Urban University E (Research),research,3.12,25,1995,Accounting,Business
S201300190,2013,0,F,0,Black,OH,INST_03,Regional College C (Teaching),teaching,2.66,38,1995,Marketing,Business
S201300191,2013,1,F,0,Hispanic,OH,INST_04,Regional College D (Teaching),teaching,2.45,47,1995,Physics,STEM
S201300192,2013,0,M,1,White,CA,INST_05,Urban University E (Research),research,2.61,46,1995,Economics-Bus,Business
S201300193,2013,1,M,0,White,NC,INST_04,Regional College D (Teaching),teaching,3.65,46,1995,Undeclared,Other
S201300194,2013,1,M,1,White,CA,INST_02,State University B (Research),research,4.0,59,1995,Electrical Engineering,STEM
S201300195,2013,1,F,0,White,VA,INST_02,State University B (Research),research,4.0,57,1995,Accounting,Business
S201300196,2013,0,F,0,White,NY,INST_04,Regional College D (Teaching),teaching,4.0,48,1995,Psychology,Social Sciences
S201300197,2013,1,M,0,Hispanic,NY,INST_05,Urban University E (Research),research,3.29,62,1995,Pre-Med,Health
S201300198,2013,1,M,1,White,PA,INST_02,State University B (Research),research,2.57,24,1995,Anthropology,Social Sciences
S201300199,2013,0,M,0,Asian,NJ,INST_05,Urban University E (Research),research,3.81,50,1994,Public Health,Health
S201300200,2013,1,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,2.77,58,1995,Anthropology,Social Sciences
S201300201,2013,0,F,1,Hispanic,OH,INST_02,State University B (Research),research,3.68,24,1995,Physics,STEM
S201300202,2013,0,M,1,White,GA,INST_05,Urban University E (Research),research,3.77,42,1995,Biomedical Engineering,STEM
S201300203,2013,0,F,1,Black,CA,INST_01,State University A (Research),research,2.18,34,1995,English,Humanities
S201300204,2013,0,M,0,Multi,FL,INST_03,Regional College C (Teaching),teaching,3.49,50,1995,Education,Other
S201300205,2013,0,F,1,White,PA,INST_03,Regional College C (Teaching),teaching,3.4,60,1995,Marketing,Business
S201300206,2013,0,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,4.0,56,1995,Biology,STEM
S201300207,2013,0,M,0,Hispanic,NC,INST_04,Regional College D (Teaching),teaching,3.04,47,1995,Public Health,Health
S201300208,2013,0,F,1,White,FL,INST_04,Regional College D (Teaching),teaching,3.11,15,1995,Nursing,Health
S201300209,2013,0,F,0,Asian,CA,INST_05,Urban University E (Research),research,2.84,51,1995,General Studies,Other
S201300210,2013,1,M,0,Hispanic,PA,INST_01,State University A (Research),research,3.42,71,1995,Biology,STEM
S201300211,2013,0,F,1,White,NY,INST_02,State University B (Research),research,3.32,19,1995,Civil Engineering,STEM
S201300212,2013,0,F,0,Asian,NC,INST_04,Regional College D (Teaching),teaching,3.82,47,1995,Public Health,Health
S201300213,2013,1,F,1,White,MI,INST_04,Regional College D (Teaching),teaching,3.23,26,1995,Computer Science,STEM
S201300214,2013,1,F,1,Hispanic,NY,INST_05,Urban University E (Research),research,3.87,53,1995,General Studies,Other
S201300215,2013,0,F,0,White,PA,INST_05,Urban University E (Research),research,3.16,82,1995,Marketing,Business
S201300216,2013,0,M,0,White,OH,INST_01,State University A (Research),research,3.57,97,1995,Political Science,Social Sciences
S201300217,2013,0,F,0,White,VA,INST_02,State University B (Research),research,3.17,70,1995,Sociology,Social Sciences
S201300218,2013,1,F,0,White,FL,INST_04,Regional College D (Teaching),teaching,2.89,76,1995,Statistics,STEM
S201300219,2013,0,F,0,White,CA,INST_03,Regional College C (Teaching),teaching,3.85,36,1995,Marketing,Business
S201300220,2013,0,M,0,White,NJ,INST_01,State University A (Research),research,3.05,44,1995,Public Health,Health
S201300221,2013,0,M,0,Hispanic,NY,INST_02,State University B (Research),research,3.49,66,1995,Kinesiology,Health
S201300222,2013,0,M,0,Black,IL,INST_01,State University A (Research),research,3.38,57,1995,Psychology,Social Sciences
S201300223,2013,0,F,0,White,FL,INST_01,State University A (Research),research,3.01,79,1995,Mechanical Engineering,STEM
S201300224,2013,0,M,1,White,NC,INST_02,State University B (Research),research,2.86,73,1995,English,Humanities
S201300225,2013,1,F,1,Black,VA,INST_04,Regional College D (Teaching),teaching,3.0,23,1995,Physics,STEM
S201300226,2013,0,M,1,Hispanic,PA,INST_05,Urban University E (Research),research,2.17,54,1995,Education,Other
S201300227,2013,0,F,1,White,MI,INST_03,Regional College C (Teaching),teaching,2.37,67,1995,Economics-Bus,Business
S201300228,2013,0,F,0,Asian,MI,INST_05,Urban University E (Research),research,3.66,99,1995,Chemistry,STEM
S201300229,2013,0,F,0,Hispanic,CA,INST_01,State University A (Research),research,3.82,28,1995,Psychology,Social Sciences
S201300230,2013,1,M,0,Unknown,IL,INST_05,Urban University E (Research),research,3.04,42,1995,Undeclared,Other
S201300231,2013,0,F,1,White,CA,INST_04,Regional College D (Teaching),teaching,3.86,67,1995,Nursing,Health
S201300232,2013,0,M,1,White,IL,INST_05,Urban University E (Research),research,3.37,92,1995,Psychology,Social Sciences
S201300233,2013,1,M,1,Hispanic,GA,INST_05,Urban University E (Research),research,2.94,71,1995,Nursing,Health
S201300234,2013,0,F,0,White,IL,INST_01,State University A (Research),research,3.45,74,1995,Kinesiology,Health
S201300235,2013,1,M,0,White,OH,INST_05,Urban University E (Research),research,2.23,25,1995,Anthropology,Social Sciences
S201300236,2013,0,M,0,White,FL,INST_02,State University B (Research),research,3.06,43,1995,Political Science,Social Sciences
S201300237,2013,0,F,0,Multi,GA,INST_04,Regional College D (Teaching),teaching,3.0,16,1995,Art History,Humanities
S201300238,2013,0,F,0,Hispanic,GA,INST_03,Regional College C (Teaching),teaching,2.71,78,1995,Mathematics,STEM
S201300239,2013,0,M,0,Hispanic,PA,INST_03,Regional College C (Teaching),teaching,3.29,36,1995,Economics-Bus,Business
S201300240,2013,1,F,0,White,FL,INST_05,Urban University E (Research),research,4.0,63,1995,Economics,Social Sciences
S201300241,2013,0,M,0,White,IL,INST_01,State University A (Research),research,2.41,19,1995,Statistics,STEM
S201300242,2013,1,F,0,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,2.28,50,1995,Art History,Humanities
S201300243,2013,0,F,0,White,CA,INST_05,Urban University E (Research),research,3.62,28,1995,Psychology,Social Sciences
S201300244,2013,0,M,0,Hispanic,VA,INST_03,Regional College C (Teaching),teaching,2.66,64,1995,Physics,STEM
S201300245,2013,0,F,0,White,PA,INST_05,Urban University E (Research),research,3.55,48,1995,Physics,STEM
S201300246,2013,0,F,0,Black,PA,INST_01,State University A (Research),research,3.0,74,1995,Nursing,Health
S201300247,2013,1,F,0,White,GA,INST_01,State University A (Research),research,3.35,57,1995,Pre-Med,Health
S201300248,2013,0,M,0,White,VA,INST_04,Regional College D (Teaching),teaching,3.35,46,1995,Accounting,Business
