student_id,cohort,first_gen,gender,rural_origin,race_ethnicity,home_state,institution_id,institution_name,institution_type,hs_gpa,test_percentile,birth_year,starting_major,major_category,efc_dollars,need_index,eligible_flag,aid_received,annual_aid_amount,y1_gpa_mean,y1_credits,y2_retained,y6_completed,cumulative_gpa_final,above_cutoff,distance_from_cutoff
S201400026,2014,0,F,0,White,VA,INST_04,Regional College D (Teaching),teaching,3.16,43,1996,Sociology,Social Sciences,11287,1.66,1,1,6047,3.76,28,1,0,,0,-1.34
S201400027,2014,0,F,0,White,GA,INST_01,State University A (Research),research,3.08,52,1996,Nursing,Health,16648,2.448,1,0,0,2.8449999999999998,33,1,0,,0,-0.552
S201400028,2014,0,F,0,White,FL,INST_03,Regional College C (Teaching),teaching,3.54,65,1996,History,Humanities,17278,2.541,1,0,0,3.465,28,0,0,,0,-0.459
S201400029,2014,1,M,0,Hispanic,NY,INST_05,Urban University E (Research),research,4.0,66,1996,English,Humanities,5198,0.764,1,1,6955,3.95,27,0,0,,0,-2.236
S201400030,2014,1,M,0,Asian,NY,INST_02,State University B (Research),research,3.16,51,1996,Sociology,Social Sciences,16995,2.499,1,1,5913,3.85,28,0,0,,0,-0.501
S201400031,2014,0,F,1,White,NJ,INST_04,Regional College D (Teaching),teaching,2.94,41,1996,Marketing,Business,14573,2.143,1,1,5550,3.2350000000000003,28,1,0,,0,-0.857
S201400032,2014,1,F,0,Asian,OH,INST_05,Urban University E (Research),research,3.56,75,1996,Physics,STEM,1037,0.152,1,0,0,3.4050000000000002,31,0,0,,0,-2.848
S201400033,2014,1,F,0,White,TX,INST_03,Regional College C (Teaching),teaching,3.18,59,1995,Undeclared,Other,4236,0.623,1,1,5184,2.795,31,1,0,,0,-2.377
S201400034,2014,1,F,0,White,PA,INST_03,Regional College C (Teaching),teaching,3.54,34,1996,Communications,Other,14853,2.184,1,0,0,3.59,31,0,0,,0,-0.816
S201400035,2014,0,M,0,Hispanic,MI,INST_02,State University B (Research),research,2.85,89,1996,Pre-Med,Health,13342,1.962,1,1,6327,2.01,30,1,0,,0,-1.038
S201400036,2014,0,NB,0,Asian,CA,INST_03,Regional College C (Teaching),teaching,3.72,50,1996,Sociology,Social Sciences,21080,3.1,0,1,6882,3.62,27,0,0,,1,0.1
S201400037,2014,1,M,0,White,VA,INST_04,Regional College D (Teaching),teaching,3.2,84,1996,Computer Science,STEM,0,0.1,1,1,5564,3.665,31,1,1,3.82,0,-2.9
S201400038,2014,1,M,1,White,OH,INST_02,State University B (Research),research,3.29,67,1996,Undeclared,Other,18363,2.7,1,1,3118,3.705,30,1,0,,0,-0.3
S201400039,2014,0,F,0,White,VA,INST_02,State University B (Research),research,2.94,75,1995,Computer Science,STEM,19816,2.914,1,1,5510,3.335,32,1,1,3.4,0,-0.086
S201400040,2014,0,F,0,Black,OH,INST_02,State University B (Research),research,4.0,37,1996,Sociology,Social Sciences,16844,2.477,1,1,7893,3.46,27,0,0,,0,-0.523
S201400041,2014,0,F,0,White,GA,INST_04,Regional College D (Teaching),teaching,2.83,67,1996,Electrical Engineering,STEM,21219,3.12,0,0,0,2.88,31,1,0,,1,0.12
S201400042,2014,0,M,1,White,NY,INST_03,Regional College C (Teaching),teaching,3.42,69,1996,Accounting,Business,521,0.1,1,1,7365,3.34,29,1,0,,0,-2.9
S201400043,2014,0,M,1,White,PA,INST_01,State University A (Research),research,3.02,68,1996,Nursing,Health,13668,2.01,1,1,5420,3.295,33,0,0,,0,-0.99
S201400044,2014,0,F,0,Black,TX,INST_01,State University A (Research),research,2.86,51,1996,Management,Business,23901,3.515,0,1,5714,2.855,25,0,0,,1,0.515
S201400045,2014,1,F,1,White,OH,INST_03,Regional College C (Teaching),teaching,3.04,42,1996,Pre-Med,Health,8606,1.266,1,0,0,3.33,28,1,0,,0,-1.734
S201400046,2014,1,F,0,White,GA,INST_05,Urban University E (Research),research,3.68,45,1996,Physics,STEM,10710,1.575,1,1,7614,3.3049999999999997,28,1,0,,0,-1.425
S201400047,2014,0,F,0,White,MI,INST_01,State University A (Research),research,3.01,38,1996,Communications,Other,3115,0.458,1,0,0,2.7800000000000002,26,1,0,,0,-2.542
S201400048,2014,0,F,0,Hispanic,MI,INST_01,State University A (Research),research,2.07,72,1996,Education,Other,15889,2.337,1,1,5151,3.29,32,1,1,2.93,0,-0.663
S201400049,2014,1,F,0,White,MI,INST_05,Urban University E (Research),research,4.0,65,1996,Public Health,Health,7694,1.131,1,1,10794,3.41,32,1,0,,0,-1.869
S201400050,2014,0,F,0,White,CA,INST_04,Regional College D (Teaching),teaching,3.3,54,1996,Art History,Humanities,12292,1.808,1,1,5215,3.7350000000000003,28,0,0,,0,-1.192
S201400051,2014,0,F,0,White,VA,INST_02,State University B (Research),research,3.23,49,1996,Management,Business,6983,1.027,1,1,7031,4.0,28,0,0,,0,-1.973
S201400052,2014,1,F,0,Asian,TX,INST_05,Urban University E (Research),research,2.23,51,1996,Civil Engineering,STEM,4777,0.702,1,1,4819,3.695,30,1,0,,0,-2.298
S201400053,2014,0,F,1,White,NJ,INST_03,Regional College C (Teaching),teaching,3.34,39,1996,Chemistry,STEM,2049,0.301,1,1,5838,3.495,27,1,0,,0,-2.699
S201400054,2014,0,M,0,Hispanic,CA,INST_03,Regional College C (Teaching),teaching,3.66,55,1996,Political Science,Social Sciences,14744,2.168,1,1,8447,3.88,34,1,0,,0,-0.832
S201400055,2014,0,F,1,White,FL,INST_04,Regional College D (Teaching),teaching,2.29,22,1996,Accounting,Business,11236,1.652,1,1,6375,3.665,27,0,0,,0,-1.348
S201400056,2014,1,F,0,Multi,MI,INST_02,State University B (Research),research,3.22,80,1996,Biomedical Engineering,STEM,20125,2.96,1,0,0,3.66,33,1,0,,0,-0.04
S201400057,2014,1,F,1,White,PA,INST_01,State University A (Research),research,3.2,75,1996,Nursing,Health,7319,1.076,1,1,6473,3.6550000000000002,31,0,0,,0,-1.924
S201400058,2014,0,F,1,White,VA,INST_02,State University B (Research),research,2.77,68,1996,Anthropology,Social Sciences,9238,1.359,1,1,6182,3.1799999999999997,34,1,1,3.97,0,-1.641
S201400059,2014,1,M,0,Hispanic,IL,INST_04,Regional College D (Teaching),teaching,3.35,39,1996,Civil Engineering,STEM,5370,0.79,1,0,0,3.55,31,0,0,,0,-2.21
S201400060,2014,1,M,0,White,VA,INST_02,State University B (Research),research,2.42,19,1996,Pre-Med,Health,5835,0.858,1,1,7653,2.75,31,1,1,2.88,0,-2.142
S201400061,2014,0,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,4.0,55,1996,Kinesiology,Health,17717,2.605,1,1,6061,3.8899999999999997,30,1,1,4.0,0,-0.395
S201400062,2014,0,M,0,AIAN,FL,INST_04,Regional College D (Teaching),teaching,2.6,56,1996,Psychology,Social Sciences,4301,0.632,1,1,5313,3.545,31,1,1,3.86,0,-2.368
S201400063,2014,1,M,0,Asian,NY,INST_03,Regional College C (Teaching),teaching,2.28,66,1995,Mathematics,STEM,22272,3.275,0,0,0,2.4699999999999998,29,1,0,,1,0.275
S201400064,2014,0,M,0,Black,FL,INST_03,Regional College C (Teaching),teaching,3.16,47,1996,Mathematics,STEM,7163,1.053,1,1,3859,3.605,33,1,0,,0,-1.947
S201400065,2014,1,F,1,White,CA,INST_01,State University A (Research),research,3.81,54,1996,Finance,Business,417,0.1,1,1,6654,3.965,31,1,1,3.49,0,-2.9
S201400066,2014,0,F,0,Multi,CA,INST_02,State University B (Research),research,2.75,58,1996,Political Science,Social Sciences,9960,1.465,1,0,0,2.795,26,1,0,,0,-1.535
S201400067,2014,0,F,0,White,NC,INST_02,State University B (Research),research,3.59,54,1996,Management,Business,13846,2.036,1,0,0,2.7350000000000003,28,0,0,,0,-0.964
S201400068,2014,0,M,1,White,MI,INST_05,Urban University E (Research),research,2.89,87,1996,Kinesiology,Health,17512,2.575,1,1,4783,3.63,32,0,0,,0,-0.425
S201400069,2014,1,M,0,Asian,PA,INST_03,Regional College C (Teaching),teaching,3.62,36,1996,Anthropology,Social Sciences,3875,0.57,1,1,3794,3.81,32,1,0,,0,-2.43
S201400070,2014,1,M,0,Black,GA,INST_04,Regional College D (Teaching),teaching,2.59,55,1996,Finance,Business,942,0.139,1,1,4314,3.02,27,1,0,,0,-2.861
S201400071,2014,0,M,1,White,FL,INST_03,Regional College C (Teaching),teaching,3.41,54,1996,Biomedical Engineering,STEM,9474,1.393,1,0,0,3.4299999999999997,29,0,0,,0,-1.607
S201400072,2014,0,F,0,Hispanic,GA,INST_04,Regional College D (Teaching),teaching,3.1,21,1996,Economics-Bus,Business,30914,4.546,0,0,0,3.12,31,1,1,2.98,1,1.546
S201400073,2014,0,F,0,White,CA,INST_04,Regional College D (Teaching),teaching,3.19,76,1996,General Studies,Other,8308,1.222,1,1,5491,3.6449999999999996,31,1,1,3.59,0,-1.778
S201400074,2014,0,M,0,Asian,CA,INST_02,State University B (Research),research,3.52,41,1996,Public Health,Health,12219,1.797,1,0,0,2.96,32,1,0,,0,-1.203
S201400075,2014,1,M,0,White,NJ,INST_02,State University B (Research),research,2.93,65,1996,Nursing,Health,3133,0.461,1,0,0,2.69,28,1,0,,0,-2.539
S201400076,2014,0,M,0,White,MI,INST_02,State University B (Research),research,3.45,45,1996,Biomedical Engineering,STEM,15099,2.22,1,0,0,3.205,27,0,0,,0,-0.78
S201400077,2014,0,F,0,Hispanic,VA,INST_04,Regional College D (Teaching),teaching,2.85,56,1996,Finance,Business,6833,1.005,1,1,3854,3.105,30,1,1,3.06,0,-1.995
S201400078,2014,0,F,0,Asian,IL,INST_03,Regional College C (Teaching),teaching,3.21,74,1996,Biology,STEM,22962,3.377,0,1,4134,3.2249999999999996,27,1,1,3.48,1,0.377
S201400079,2014,1,F,1,White,NJ,INST_02,State University B (Research),research,4.0,53,1996,Economics,Social Sciences,13741,2.021,1,1,6539,3.215,31,1,0,,0,-0.979
S201400080,2014,0,F,0,Hispanic,TX,INST_01,State University A (Research),research,3.88,26,1996,Nursing,Health,21758,3.2,0,0,0,3.375,28,1,0,,1,0.2
S201400081,2014,1,M,0,Black,TX,INST_01,State University A (Research),research,2.98,22,1996,Computer Science,STEM,94,0.1,1,1,10179,3.74,28,1,0,,0,-2.9
S201400082,2014,0,M,0,White,CA,INST_02,State University B (Research),research,2.85,49,1996,Anthropology,Social Sciences,16474,2.423,1,1,3393,3.105,30,1,1,3.98,0,-0.577
S201400083,2014,0,F,0,White,NY,INST_02,State University B (Research),research,2.75,53,1996,Public Health,Health,15901,2.338,1,0,0,3.165,31,1,1,3.22,0,-0.662
S201400084,2014,1,F,1,Asian,NC,INST_04,Regional College D (Teaching),teaching,3.65,47,1996,Biology,STEM,0,0.1,1,1,5082,3.81,28,1,0,,0,-2.9
S201400085,2014,0,F,0,White,MI,INST_04,Regional College D (Teaching),teaching,2.73,68,1996,Biomedical Engineering,STEM,0,0.1,1,1,5342,2.835,30,0,0,,0,-2.9
S201400086,2014,0,F,0,Hispanic,NC,INST_01,State University A (Research),research,3.01,48,1996,Physics,STEM,17343,2.55,1,0,0,1.72,29,1,0,,0,-0.45
S201400087,2014,0,F,0,Unknown,IL,INST_04,Regional College D (Teaching),teaching,2.88,81,1996,Sociology,Social Sciences,2590,0.381,1,1,4323,3.745,25,0,0,,0,-2.619
S201400088,2014,1,F,1,White,NC,INST_02,State University B (Research),research,2.92,40,1996,Civil Engineering,STEM,3128,0.46,1,0,0,3.065,32,1,0,,0,-2.54
S201400089,2014,0,M,0,Black,TX,INST_01,State University A (Research),research,2.81,62,1996,Marketing,Business,4934,0.726,1,1,6722,3.925,36,0,0,,0,-2.274
S201400090,2014,0,M,0,Hispanic,NC,INST_03,Regional College C (Teaching),teaching,2.29,38,1996,Marketing,Business,12915,1.899,1,1,3115,3.145,31,1,1,3.1,0,-1.101
S201400091,2014,0,F,0,Hispanic,FL,INST_05,Urban University E (Research),research,3.27,61,1996,Civil Engineering,STEM,3078,0.453,1,1,2760,3.68,28,1,0,,0,-2.547
S201400092,2014,1,F,0,White,OH,INST_05,Urban University E (Research),research,2.87,30,1996,Accounting,Business,5842,0.859,1,1,4225,3.1550000000000002,30,0,0,,0,-2.141
S201400093,2014,1,F,0,Asian,PA,INST_03,Regional College C (Teaching),teaching,2.47,46,1996,Civil Engineering,STEM,6492,0.955,1,0,0,3.355,27,1,1,3.64,0,-2.045
S201400094,2014,0,M,0,White,NY,INST_03,Regional College C (Teaching),teaching,4.0,19,1996,Political Science,Social Sciences,15415,2.267,1,0,0,3.21,28,1,1,3.3,0,-0.733
S201400095,2014,0,M,0,Black,NC,INST_02,State University B (Research),research,2.57,95,1996,Mechanical Engineering,STEM,21709,3.192,0,1,3815,2.49,31,0,0,,1,0.192
S201400096,2014,0,M,0,White,VA,INST_02,State University B (Research),research,4.0,54,1996,Management,Business,22360,3.288,0,1,7342,3.7649999999999997,33,1,0,,1,0.288
S201400097,2014,0,F,0,White,NY,INST_05,Urban University E (Research),research,3.8,60,1996,Pre-Med,Health,19297,2.838,1,1,5580,2.955,32,0,0,,0,-0.162
S201400098,2014,1,M,0,Black,CA,INST_05,Urban University E (Research),research,3.33,81,1996,Physics,STEM,4784,0.704,1,1,6445,3.2199999999999998,27,1,1,3.21,0,-2.296
S201400099,2014,1,M,0,White,GA,INST_05,Urban University E (Research),research,3.14,67,1996,Marketing,Business,10993,1.617,1,0,0,2.975,31,0,0,,0,-1.383
S201400100,2014,1,F,0,Hispanic,OH,INST_03,Regional College C (Teaching),teaching,2.9,81,1996,Mathematics,STEM,9164,1.348,1,1,4604,3.57,28,1,0,,0,-1.652
S201400101,2014,1,F,1,White,FL,INST_04,Regional College D (Teaching),teaching,1.92,71,1996,Sociology,Social Sciences,0,0.1,1,0,0,3.77,31,0,0,,0,-2.9
S201400102,2014,1,M,0,Hispanic,VA,INST_01,State University A (Research),research,3.57,49,1996,Sociology,Social Sciences,13425,1.974,1,0,0,3.525,28,0,0,,0,-1.026
S201400103,2014,0,F,0,White,PA,INST_05,Urban University E (Research),research,3.2,61,1996,Mathematics,STEM,19104,2.809,1,1,6229,3.4299999999999997,30,1,0,,0,-0.191
S201400104,2014,0,M,0,White,CA,INST_03,Regional College C (Teaching),teaching,3.35,82,1996,Nursing,Health,16335,2.402,1,1,6034,3.935,34,1,0,,0,-0.598
S201400105,2014,1,F,0,Asian,PA,INST_02,State University B (Research),research,3.58,34,1996,Psychology,Social Sciences,15948,2.345,1,0,0,3.715,29,1,1,3.44,0,-0.655
S201400106,2014,1,F,1,White,NC,INST_05,Urban University E (Research),research,2.61,39,1996,Mathematics,STEM,2548,0.375,1,1,4241,3.25,31,1,1,3.03,0,-2.625
S201400107,2014,0,F,0,White,NC,INST_03,Regional College C (Teaching),teaching,3.79,72,1996,Spanish,Humanities,16484,2.424,1,0,0,3.415,28,0,0,,0,-0.576
S201400108,2014,1,M,0,Black,NJ,INST_01,State University A (Research),research,3.46,53,1996,Biology,STEM,9317,1.37,1,1,6855,3.135,28,1,1,3.38,0,-1.63
S201400109,2014,0,F,0,White,NY,INST_01,State University A (Research),research,3.96,93,1996,Chemistry,STEM,14048,2.066,1,0,0,3.91,31,0,0,,0,-0.934
S201400110,2014,0,M,0,White,IL,INST_05,Urban University E (Research),research,3.08,37,1996,Marketing,Business,6240,0.918,1,1,5590,2.895,30,1,0,,0,-2.082
S201400111,2014,1,M,1,White,IL,INST_01,State University A (Research),research,4.0,68,1996,Chemistry,STEM,10144,1.492,1,0,0,3.875,28,1,0,,0,-1.508
S201400112,2014,0,M,0,White,GA,INST_02,State University B (Research),research,3.23,61,1996,Marketing,Business,3028,0.445,1,1,7600,3.9000000000000004,34,1,0,,0,-2.555
S201400113,2014,0,M,0,White,PA,INST_01,State University A (Research),research,3.25,48,1996,Mechanical Engineering,STEM,0,0.1,1,1,5771,3.37,31,1,1,3.75,0,-2.9
S201400114,2014,1,M,0,White,VA,INST_04,Regional College D (Teaching),teaching,2.69,60,1996,Mechanical Engineering,STEM,16248,2.389,1,1,7007,3.14,32,0,0,,0,-0.611
S201400115,2014,1,M,0,Hispanic,PA,INST_01,State University A (Research),research,3.01,54,1996,Economics,Social Sciences,1865,0.274,1,1,5658,3.245,25,1,0,,0,-2.726
S201400116,2014,0,F,0,Black,FL,INST_02,State University B (Research),research,2.83,58,1996,Civil Engineering,STEM,14343,2.109,1,1,5542,2.92,31,0,0,,0,-0.891
S201400117,2014,0,F,0,Black,IL,INST_04,Regional College D (Teaching),teaching,2.78,29,1996,Philosophy,Humanities,7584,1.115,1,1,7483,2.935,33,0,0,,0,-1.885
S201400118,2014,0,F,1,Asian,GA,INST_04,Regional College D (Teaching),teaching,3.09,53,1996,Spanish,Humanities,9906,1.457,1,1,7015,2.92,27,1,0,,0,-1.543
S201400119,2014,0,M,0,White,NJ,INST_04,Regional College D (Teaching),teaching,2.4,45,1996,Mathematics,STEM,12233,1.799,1,1,6176,3.115,28,0,0,,0,-1.201
S201400120,2014,0,F,0,White,TX,INST_02,State University B (Research),research,3.27,62,1996,History,Humanities,6714,0.987,1,0,0,3.4,30,0,0,,0,-2.013
S201400121,2014,1,M,0,Hispanic,OH,INST_01,State University A (Research),research,2.99,41,1996,Mathematics,STEM,5286,0.777,1,0,0,2.385,31,1,0,,0,-2.223
S201400122,2014,0,F,0,White,IL,INST_02,State University B (Research),research,3.09,52,1996,Biomedical Engineering,STEM,16066,2.363,1,0,0,2.99,31,1,0,,0,-0.637
S201400123,2014,0,NB,0,Black,NY,INST_04,Regional College D (Teaching),teaching,2.68,62,1996,Computer Science,STEM,14681,2.159,1,0,0,3.4299999999999997,34,0,0,,0,-0.841
S201400124,2014,0,M,1,Asian,GA,INST_03,Regional College C (Teaching),teaching,3.71,36,1996,Undeclared,Other,9632,1.416,1,1,5556,3.54,31,0,0,,0,-1.584
S201400125,2014,0,F,0,Multi,NY,INST_01,State University A (Research),research,2.73,53,1996,Pre-Med,Health,15681,2.306,1,1,6591,2.73,33,0,0,,0,-0.694
S201400126,2014,0,M,0,White,CA,INST_04,Regional College D (Teaching),teaching,3.66,49,1996,Accounting,Business,7256,1.067,1,0,0,3.08,28,0,0,,0,-1.933
S201400127,2014,0,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,3.01,53,1996,Communications,Other,4434,0.652,1,1,8379,3.1,31,1,0,,0,-2.348
S201400128,2014,1,F,1,White,FL,INST_03,Regional College C (Teaching),teaching,3.51,56,1996,Management,Business,8706,1.28,1,0,0,3.33,25,0,0,,0,-1.72
S201400129,2014,1,M,0,White,IL,INST_01,State University A (Research),research,3.4,54,1996,Biology,STEM,10680,1.571,1,0,0,3.285,26,1,1,3.4,0,-1.429
S201400130,2014,0,F,1,AIAN,GA,INST_05,Urban University E (Research),research,3.18,48,1996,Computer Science,STEM,24140,3.55,0,0,0,2.4699999999999998,28,0,0,,1,0.55
S201400131,2014,0,M,0,Hispanic,CA,INST_04,Regional College D (Teaching),teaching,3.55,67,1996,Electrical Engineering,STEM,20474,3.011,0,0,0,3.475,31,1,0,,1,0.011
S201400132,2014,0,M,1,Black,MI,INST_02,State University B (Research),research,3.9,52,1996,Nursing,Health,2510,0.369,1,0,0,3.045,31,1,1,3.32,0,-2.631
S201400133,2014,1,M,1,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,3.11,53,1996,Education,Other,11085,1.63,1,0,0,3.325,30,1,0,,0,-1.37
S201400134,2014,1,M,0,White,NJ,INST_05,Urban University E (Research),research,2.6,65,1996,Civil Engineering,STEM,8342,1.227,1,0,0,3.715,29,0,0,,0,-1.773
S201400135,2014,1,M,0,Asian,GA,INST_02,State University B (Research),research,3.3,64,1996,Art History,Humanities,8024,1.18,1,1,5840,3.585,27,1,1,3.78,0,-1.82
S201400136,2014,0,M,0,White,MI,INST_03,Regional College C (Teaching),teaching,2.13,24,1996,General Studies,Other,12068,1.775,1,1,5271,3.3200000000000003,27,1,0,,0,-1.225
S201400137,2014,1,F,0,AIAN,MI,INST_03,Regional College C (Teaching),teaching,4.0,55,1996,Mathematics,STEM,9589,1.41,1,1,5002,3.935,30,0,0,,0,-1.59
S201400138,2014,1,M,0,AIAN,OH,INST_03,Regional College C (Teaching),teaching,3.53,66,1996,History,Humanities,1772,0.261,1,0,0,3.41,29,1,0,,0,-2.739
S201400139,2014,0,F,1,White,GA,INST_04,Regional College D (Teaching),teaching,2.99,58,1995,Accounting,Business,4617,0.679,1,1,8187,3.94,31,0,0,,0,-2.321
S201400140,2014,1,F,0,Asian,MI,INST_02,State University B (Research),research,3.63,45,1996,Public Health,Health,11174,1.643,1,1,3533,3.055,25,1,1,3.29,0,-1.357
S201400141,2014,1,M,1,White,OH,INST_02,State University B (Research),research,3.07,17,1996,Computer Science,STEM,7286,1.071,1,1,5753,3.9,27,1,0,,0,-1.929
S201400142,2014,0,F,0,White,MI,INST_03,Regional College C (Teaching),teaching,3.4,52,1996,Biology,STEM,15882,2.336,1,1,7227,3.765,32,1,1,3.93,0,-0.664
S201400143,2014,0,M,1,Hispanic,MI,INST_04,Regional College D (Teaching),teaching,2.17,49,1996,Accounting,Business,0,0.1,1,0,0,2.665,31,0,0,,0,-2.9
S201400144,2014,0,M,0,Hispanic,NJ,INST_05,Urban University E (Research),research,4.0,59,1996,Kinesiology,Health,11031,1.622,1,0,0,2.465,32,0,0,,0,-1.378
S201400145,2014,1,F,0,White,OH,INST_03,Regional College C (Teaching),teaching,3.43,39,1996,Chemistry,STEM,6770,0.996,1,1,5780,2.82,30,0,0,,0,-2.004
S201400146,2014,0,M,0,White,NC,INST_03,Regional College C (Teaching),teaching,3.59,55,1996,Sociology,Social Sciences,5720,0.841,1,1,7494,3.4699999999999998,28,1,0,,0,-2.159
S201400147,2014,0,F,0,White,PA,INST_02,State University B (Research),research,3.82,26,1996,Marketing,Business,6844,1.006,1,1,6206,3.08,30,1,1,3.41,0,-1.994
S201400148,2014,1,F,0,Hispanic,OH,INST_03,Regional College C (Teaching),teaching,3.62,54,1996,Pre-Med,Health,4964,0.73,1,0,0,3.44,30,0,0,,0,-2.27
S201400149,2014,0,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,2.94,81,1996,Management,Business,16704,2.456,1,1,7667,2.71,30,0,0,,0,-0.544
S201400150,2014,0,M,0,Black,MI,INST_02,State University B (Research),research,3.57,42,1996,Computer Science,STEM,15413,2.267,1,0,0,4.0,34,1,1,4.0,0,-0.733
S201400151,2014,0,M,0,White,NY,INST_05,Urban University E (Research),research,2.94,56,1996,Pre-Med,Health,17434,2.564,1,0,0,3.075,32,1,0,,0,-0.436
S201400152,2014,1,F,0,White,CA,INST_01,State University A (Research),research,3.38,54,1996,Management,Business,638,0.1,1,1,3726,3.64,30,0,0,,0,-2.9
S201400153,2014,0,F,1,White,GA,INST_05,Urban University E (Research),research,2.62,50,1996,Biomedical Engineering,STEM,0,0.1,1,1,3971,3.8449999999999998,25,1,0,,0,-2.9
