student_id,cohort,first_gen,gender,rural_origin,race_ethnicity,home_state,institution_id,institution_name,institution_type,hs_gpa,test_percentile,birth_year,starting_major,major_category,efc_dollars,need_index,eligible_flag,aid_received,annual_aid_amount,y1_gpa_mean,y1_credits,y2_retained,y6_completed,cumulative_gpa_final,above_cutoff,distance_from_cutoff
S201300041,2013,0,M,0,White,IL,INST_02,State University B (Research),research,3.08,87,1995,Nursing,Health,15965,2.348,1,0,0,3.3449999999999998,30,1,0,,0,-0.652
S201300044,2013,0,M,0,White,NC,INST_02,State University B (Research),research,3.33,51,1995,Pre-Med,Health,15686,2.307,1,1,7378,3.78,31,1,0,,0,-0.693
S201300048,2013,0,F,0,White,IL,INST_02,State University B (Research),research,3.26,23,1995,Marketing,Business,15278,2.247,1,0,0,2.515,28,0,0,,0,-0.753
S201300049,2013,0,F,0,Hispanic,VA,INST_03,Regional College C (Teaching),teaching,3.78,42,1995,Computer Science,STEM,13524,1.989,1,1,4394,3.3049999999999997,27,1,1,3.89,0,-1.011
S201300050,2013,1,M,0,White,GA,INST_02,State University B (Research),research,3.54,58,1995,Economics-Bus,Business,18674,2.746,1,1,5446,3.71,31,1,0,,0,-0.254
S201300051,2013,0,M,1,Hispanic,IL,INST_01,State University A (Research),research,2.96,71,1995,Undeclared,Other,19152,2.816,1,0,0,2.9850000000000003,30,1,1,3.6,0,-0.184
S201300053,2013,0,F,0,White,OH,INST_03,Regional College C (Teaching),teaching,3.42,67,1995,Philosophy,Humanities,15691,2.308,1,1,6527,2.535,32,1,0,,0,-0.692
S201300058,2013,0,M,0,Hispanic,FL,INST_03,Regional College C (Teaching),teaching,2.92,73,1995,Psychology,Social Sciences,18159,2.67,1,1,7267,3.6399999999999997,30,0,0,,0,-0.33
S201300062,2013,0,M,0,Asian,NC,INST_04,Regional College D (Teaching),teaching,4.0,31,1995,Philosophy,Humanities,14169,2.084,1,1,4361,3.37,31,1,0,,0,-0.916
S201300065,2013,1,F,0,White,NY,INST_05,Urban University E (Research),research,4.0,83,1995,Biology,STEM,14997,2.205,1,0,0,3.2800000000000002,32,0,0,,0,-0.795
S201300070,2013,1,M,0,White,PA,INST_03,Regional College C (Teaching),teaching,3.34,60,1995,Education,Other,11221,1.65,1,1,4013,3.29,28,1,0,,0,-1.35
S201300075,2013,1,M,1,White,NY,INST_03,Regional College C (Teaching),teaching,3.55,38,1995,Pre-Med,Health,13892,2.043,1,0,0,3.375,31,1,1,3.08,0,-0.957
S201300077,2013,0,F,0,Black,MI,INST_05,Urban University E (Research),research,3.98,57,1995,Education,Other,13353,1.964,1,1,5182,3.3,31,0,0,,0,-1.036
S201300080,2013,0,F,0,White,NC,INST_01,State University A (Research),research,3.62,64,1995,Marketing,Business,14807,2.178,1,0,0,2.135,31,1,1,2.65,0,-0.822
S201300082,2013,0,M,0,White,IL,INST_05,Urban University E (Research),research,2.76,73,1995,Education,Other,24467,3.598,0,1,3866,3.135,28,0,0,,1,0.598
S201300086,2013,0,F,0,White,GA,INST_01,State University A (Research),research,3.4,67,1995,Education,Other,27344,4.021,0,0,0,3.19,27,0,0,,1,1.021
S201300087,2013,0,M,0,Hispanic,NY,INST_02,State University B (Research),research,2.97,62,1995,Pre-Med,Health,10869,1.598,1,1,6833,3.71,30,1,0,,0,-1.402
S201300088,2013,0,M,0,White,NY,INST_04,Regional College D (Teaching),teaching,3.37,38,1995,Electrical Engineering,STEM,11064,1.627,1,0,0,3.395,30,1,1,3.45,0,-1.373
S201300089,2013,1,F,1,White,OH,INST_03,Regional College C (Teaching),teaching,3.4,68,1995,Pre-Med,Health,10596,1.558,1,0,0,3.145,28,0,0,,0,-1.442
S201300092,2013,0,F,0,Asian,NY,INST_03,Regional College C (Teaching),teaching,2.42,52,1995,Nursing,Health,17689,2.601,1,1,7142,2.025,28,1,1,2.74,0,-0.399
S201300093,2013,0,M,0,Hispanic,TX,INST_01,State University A (Research),research,3.01,66,1995,Electrical Engineering,STEM,18111,2.663,1,0,0,3.81,31,0,0,,0,-0.337
S201300097,2013,1,F,0,White,NY,INST_03,Regional College C (Teaching),teaching,3.46,71,1995,Mathematics,STEM,12526,1.842,1,1,5460,3.9450000000000003,32,1,1,4.0,0,-1.158
S201300098,2013,1,M,0,Hispanic,OH,INST_02,State University B (Research),research,2.81,55,1995,Education,Other,17981,2.644,1,0,0,3.4749999999999996,31,0,0,,0,-0.356
S201300099,2013,0,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,2.77,38,1995,Finance,Business,12458,1.832,1,1,3625,3.085,31,1,1,3.16,0,-1.168
S201300100,2013,0,NB,0,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,3.2,81,1995,Nursing,Health,19176,2.82,1,1,5330,3.675,31,1,1,4.0,0,-0.18
S201300101,2013,1,M,0,White,MI,INST_02,State University B (Research),research,3.71,22,1995,Pre-Med,Health,10653,1.567,1,1,4557,3.84,30,1,1,4.0,0,-1.433
S201300102,2013,0,M,1,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,3.46,59,1995,General Studies,Other,15105,2.221,1,0,0,3.21,27,1,1,3.18,0,-0.779
S201300103,2013,1,F,0,Hispanic,NC,INST_03,Regional College C (Teaching),teaching,3.89,49,1995,Mathematics,STEM,12624,1.856,1,1,6151,3.6849999999999996,31,0,0,,0,-1.144
S201300104,2013,0,F,1,Hispanic,TX,INST_02,State University B (Research),research,3.34,35,1995,Biomedical Engineering,STEM,12519,1.841,1,0,0,2.685,31,1,1,2.92,0,-1.159
S201300105,2013,1,F,0,White,NJ,INST_04,Regional College D (Teaching),teaching,3.32,39,1995,General Studies,Other,25945,3.815,0,0,0,3.1550000000000002,28,1,1,3.35,1,0.815
S201300106,2013,1,M,0,Asian,CA,INST_04,Regional College D (Teaching),teaching,2.86,37,1995,Chemistry,STEM,15389,2.263,1,0,0,3.355,32,1,0,,0,-0.737
S201300109,2013,0,F,0,Hispanic,MI,INST_01,State University A (Research),research,3.21,32,1995,Economics,Social Sciences,16079,2.365,1,0,0,3.66,31,0,0,,0,-0.635
S201300115,2013,1,F,0,White,IL,INST_01,State University A (Research),research,3.02,32,1994,Mathematics,STEM,15266,2.245,1,0,0,2.535,27,1,0,,0,-0.755
S201300116,2013,0,F,0,White,MI,INST_01,State University A (Research),research,3.8,63,1995,Economics,Social Sciences,22562,3.318,0,0,0,3.285,25,1,0,,1,0.318
S201300121,2013,0,F,0,White,GA,INST_02,State University B (Research),research,2.69,35,1995,Finance,Business,21859,3.215,0,0,0,3.0,31,1,1,3.3,1,0.215
S201300122,2013,0,M,0,White,PA,INST_03,Regional College C (Teaching),teaching,3.14,41,1995,General Studies,Other,14827,2.18,1,1,5554,3.745,29,1,0,,0,-0.82
S201300124,2013,0,F,0,Black,PA,INST_01,State University A (Research),research,3.97,52,1995,Nursing,Health,13032,1.916,1,0,0,3.2199999999999998,30,1,1,3.41,0,-1.084
S201300127,2013,0,F,0,White,NJ,INST_02,State University B (Research),research,3.33,77,1995,Civil Engineering,STEM,15819,2.326,1,1,7185,3.425,27,1,1,4.0,0,-0.674
S201300128,2013,0,F,0,Black,TX,INST_04,Regional College D (Teaching),teaching,3.67,71,1995,Electrical Engineering,STEM,12103,1.78,1,1,5570,3.75,31,0,0,,0,-1.22
S201300130,2013,0,M,1,White,VA,INST_02,State University B (Research),research,3.26,85,1995,Biomedical Engineering,STEM,21072,3.099,0,0,0,3.33,31,1,1,3.86,1,0.099
S201300131,2013,0,F,0,Asian,OH,INST_05,Urban University E (Research),research,2.42,57,1995,Civil Engineering,STEM,14061,2.068,1,0,0,2.935,27,1,0,,0,-0.932
S201300132,2013,0,F,0,White,IL,INST_01,State University A (Research),research,3.44,50,1995,Biology,STEM,16630,2.446,1,0,0,3.84,32,0,0,,0,-0.554
S201300133,2013,1,M,0,Asian,NY,INST_01,State University A (Research),research,3.05,71,1995,Mathematics,STEM,14448,2.125,1,1,5402,3.07,30,0,0,,0,-0.875
S201300135,2013,0,M,0,White,NY,INST_03,Regional College C (Teaching),teaching,2.73,59,1995,Spanish,Humanities,12109,1.781,1,1,5338,3.56,25,1,0,,0,-1.219
S201300138,2013,0,M,0,Hispanic,OH,INST_05,Urban University E (Research),research,3.11,82,1995,Mechanical Engineering,STEM,14069,2.069,1,1,7374,3.525,32,1,1,3.58,0,-0.931
S201300139,2013,0,F,0,Hispanic,NJ,INST_03,Regional College C (Teaching),teaching,3.89,99,1995,Chemistry,STEM,13471,1.981,1,0,0,3.45,28,1,1,3.43,0,-1.019
S201300141,2013,0,M,0,White,NJ,INST_04,Regional College D (Teaching),teaching,2.58,35,1995,Computer Science,STEM,18850,2.772,1,0,0,2.755,28,0,0,,0,-0.228
S201300142,2013,0,M,0,White,NC,INST_03,Regional College C (Teaching),teaching,2.92,37,1995,Public Health,Health,11797,1.735,1,1,5940,2.545,31,1,0,,0,-1.265
S201300143,2013,1,F,1,White,IL,INST_01,State University A (Research),research,3.58,67,1995,Civil Engineering,STEM,13505,1.986,1,1,7279,3.995,31,1,1,4.0,0,-1.014
S201300144,2013,0,M,0,White,NJ,INST_04,Regional College D (Teaching),teaching,3.89,37,1995,Civil Engineering,STEM,16280,2.394,1,1,5672,2.98,34,0,0,,0,-0.606
S201300146,2013,0,F,0,White,IL,INST_03,Regional College C (Teaching),teaching,3.45,92,1995,Education,Other,21180,3.115,0,0,0,2.91,31,1,0,,1,0.115
S201300150,2013,0,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,2.45,58,1995,Nursing,Health,27916,4.105,0,0,0,4.0,30,1,1,3.9,1,1.105
S201300151,2013,0,F,0,White,NY,INST_05,Urban University E (Research),research,3.71,75,1995,Undeclared,Other,11593,1.705,1,0,0,3.495,31,1,1,4.0,0,-1.295
S201300155,2013,0,M,0,White,TX,INST_03,Regional College C (Teaching),teaching,2.1,73,1995,Economics,Social Sciences,15961,2.347,1,1,5724,3.3449999999999998,30,0,0,,0,-0.653
S201300156,2013,0,F,0,Asian,NC,INST_02,State University B (Research),research,3.08,62,1995,Communications,Other,22220,3.268,0,0,0,3.35,29,0,0,,1,0.268
S201300157,2013,0,M,0,White,NJ,INST_02,State University B (Research),research,4.0,8,1995,Economics-Bus,Business,27278,4.011,0,1,8231,3.45,31,0,0,,1,1.011
S201300158,2013,0,M,1,Black,CA,INST_04,Regional College D (Teaching),teaching,3.3,36,1995,Anthropology,Social Sciences,10252,1.508,1,0,0,2.54,29,1,0,,0,-1.492
S201300163,2013,0,F,0,White,GA,INST_01,State University A (Research),research,3.06,44,1995,Philosophy,Humanities,20876,3.07,0,0,0,3.435,30,0,0,,1,0.07
S201300165,2013,1,F,0,Black,OH,INST_04,Regional College D (Teaching),teaching,3.04,68,1995,Art History,Humanities,19073,2.805,1,0,0,3.37,31,1,1,3.2,0,-0.195
S201300168,2013,0,M,0,Black,PA,INST_04,Regional College D (Teaching),teaching,3.8,34,1995,Public Health,Health,23710,3.487,0,0,0,2.45,30,0,0,,1,0.487
S201300170,2013,0,F,0,White,NC,INST_02,State University B (Research),research,3.16,53,1995,Accounting,Business,16381,2.409,1,0,0,3.205,28,0,0,,0,-0.591
S201300172,2013,0,F,1,Black,GA,INST_01,State University A (Research),research,2.9,48,1995,Marketing,Business,11778,1.732,1,1,6492,3.2750000000000004,29,0,0,,0,-1.268
S201300177,2013,0,F,0,Asian,CA,INST_02,State University B (Research),research,3.02,32,1994,Biology,STEM,14459,2.126,1,0,0,3.2,28,0,0,,0,-0.874
S201300178,2013,0,M,0,Hispanic,IL,INST_02,State University B (Research),research,4.0,6,1995,Biology,STEM,10601,1.559,1,0,0,2.63,33,1,0,,0,-1.441
S201300183,2013,0,F,0,White,MI,INST_05,Urban University E (Research),research,3.82,46,1995,Kinesiology,Health,23252,3.419,0,0,0,3.41,28,0,0,,1,0.419
S201300186,2013,0,F,0,Black,IL,INST_03,Regional College C (Teaching),teaching,3.2,32,1995,Economics-Bus,Business,10812,1.59,1,0,0,3.745,29,1,0,,0,-1.41
S201300187,2013,0,M,1,White,VA,INST_05,Urban University E (Research),research,3.19,66,1995,Mathematics,STEM,18994,2.793,1,1,4820,3.5250000000000004,28,1,1,3.4,0,-0.207
S201300188,2013,0,M,0,White,VA,INST_02,State University B (Research),research,3.57,47,1995,Pre-Med,Health,28681,4.218,0,1,4862,4.0,30,1,0,,1,1.218
S201300190,2013,0,F,0,Black,OH,INST_03,Regional College C (Teaching),teaching,2.66,38,1995,Marketing,Business,20430,3.004,0,0,0,2.795,25,1,0,,1,0.004
S201300191,2013,1,F,0,Hispanic,OH,INST_04,Regional College D (Teaching),teaching,2.45,47,1995,Physics,STEM,17434,2.564,1,1,6739,3.57,30,1,1,3.42,0,-0.436
S201300192,2013,0,M,1,White,CA,INST_05,Urban University E (Research),research,2.61,46,1995,Economics-Bus,Business,18974,2.79,1,0,0,3.3200000000000003,30,1,1,2.96,0,-0.21
S201300193,2013,1,M,0,White,NC,INST_04,Regional College D (Teaching),teaching,3.65,46,1995,Undeclared,Other,15932,2.343,1,0,0,3.775,30,0,0,,0,-0.657
S201300198,2013,1,M,1,White,PA,INST_02,State University B (Research),research,2.57,24,1995,Anthropology,Social Sciences,11341,1.668,1,0,0,2.6950000000000003,30,0,0,,0,-1.332
S201300199,2013,0,M,0,Asian,NJ,INST_05,Urban University E (Research),research,3.81,50,1994,Public Health,Health,17770,2.613,1,1,6866,3.76,31,1,1,4.0,0,-0.387
S201300203,2013,0,F,1,Black,CA,INST_01,State University A (Research),research,2.18,34,1995,English,Humanities,14779,2.173,1,1,4982,3.21,33,1,0,,0,-0.827
S201300204,2013,0,M,0,Multi,FL,INST_03,Regional College C (Teaching),teaching,3.49,50,1995,Education,Other,10408,1.531,1,0,0,3.42,31,0,0,,0,-1.469
S201300205,2013,0,F,1,White,PA,INST_03,Regional College C (Teaching),teaching,3.4,60,1995,Marketing,Business,12318,1.811,1,1,5057,3.645,33,1,1,3.86,0,-1.189
S201300206,2013,0,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,4.0,56,1995,Biology,STEM,21929,3.225,0,0,0,3.25,30,0,0,,1,0.225
S201300207,2013,0,M,0,Hispanic,NC,INST_04,Regional College D (Teaching),teaching,3.04,47,1995,Public Health,Health,10377,1.526,1,1,5035,2.81,34,1,1,3.01,0,-1.474
S201300209,2013,0,F,0,Asian,CA,INST_05,Urban University E (Research),research,2.84,51,1995,General Studies,Other,12747,1.875,1,0,0,3.715,30,1,1,4.0,0,-1.125
S201300212,2013,0,F,0,Asian,NC,INST_04,Regional College D (Teaching),teaching,3.82,47,1995,Public Health,Health,17216,2.532,1,1,9268,3.715,34,0,0,,0,-0.468
S201300213,2013,1,F,1,White,MI,INST_04,Regional College D (Teaching),teaching,3.23,26,1995,Computer Science,STEM,11411,1.678,1,0,0,2.955,31,0,0,,0,-1.322
S201300214,2013,1,F,1,Hispanic,NY,INST_05,Urban University E (Research),research,3.87,53,1995,General Studies,Other,17113,2.517,1,1,5942,3.9450000000000003,32,0,0,,0,-0.483
S201300216,2013,0,M,0,White,OH,INST_01,State University A (Research),research,3.57,97,1995,Political Science,Social Sciences,17035,2.505,1,1,6497,2.575,31,1,0,,0,-0.495
S201300217,2013,0,F,0,White,VA,INST_02,State University B (Research),research,3.17,70,1995,Sociology,Social Sciences,15458,2.273,1,1,6583,3.455,29,1,1,3.54,0,-0.727
S201300219,2013,0,F,0,White,CA,INST_03,Regional College C (Teaching),teaching,3.85,36,1995,Marketing,Business,17697,2.602,1,1,5122,2.955,30,1,1,2.65,0,-0.398
S201300223,2013,0,F,0,White,FL,INST_01,State University A (Research),research,3.01,79,1995,Mechanical Engineering,STEM,26028,3.828,0,0,0,2.4,27,1,1,2.49,1,0.828
S201300224,2013,0,M,1,White,NC,INST_02,State University B (Research),research,2.86,73,1995,English,Humanities,14398,2.117,1,1,4937,3.73,31,1,1,3.46,0,-0.883
S201300225,2013,1,F,1,Black,VA,INST_04,Regional College D (Teaching),teaching,3.0,23,1995,Physics,STEM,10688,1.572,1,1,6373,2.9699999999999998,30,0,0,,0,-1.428
S201300226,2013,0,M,1,Hispanic,PA,INST_05,Urban University E (Research),research,2.17,54,1995,Education,Other,17476,2.57,1,1,5267,4.0,29,1,1,4.0,0,-0.43
S201300229,2013,0,F,0,Hispanic,CA,INST_01,State University A (Research),research,3.82,28,1995,Psychology,Social Sciences,18171,2.672,1,0,0,3.31,28,1,1,3.56,0,-0.328
S201300231,2013,0,F,1,White,CA,INST_04,Regional College D (Teaching),teaching,3.86,67,1995,Nursing,Health,10412,1.531,1,1,5494,3.455,25,0,0,,0,-1.469
S201300232,2013,0,M,1,White,IL,INST_05,Urban University E (Research),research,3.37,92,1995,Psychology,Social Sciences,21350,3.14,0,0,0,3.355,28,0,0,,1,0.14
S201300233,2013,1,M,1,Hispanic,GA,INST_05,Urban University E (Research),research,2.94,71,1995,Nursing,Health,14117,2.076,1,0,0,3.1799999999999997,34,1,0,,0,-0.924
S201300235,2013,1,M,0,White,OH,INST_05,Urban University E (Research),research,2.23,25,1995,Anthropology,Social Sciences,12839,1.888,1,1,5671,3.585,28,1,0,,0,-1.112
S201300236,2013,0,M,0,White,FL,INST_02,State University B (Research),research,3.06,43,1995,Political Science,Social Sciences,13409,1.972,1,1,6523,3.66,30,1,0,,0,-1.028
S201300237,2013,0,F,0,Multi,GA,INST_04,Regional College D (Teaching),teaching,3.0,16,1995,Art History,Humanities,11728,1.725,1,1,4994,3.41,31,1,0,,0,-1.275
S201300240,2013,1,F,0,White,FL,INST_05,Urban University E (Research),research,4.0,63,1995,Economics,Social Sciences,17929,2.637,1,1,7313,3.795,28,1,0,,0,-0.363
S201300241,2013,0,M,0,White,IL,INST_01,State University A (Research),research,2.41,19,1995,Statistics,STEM,14370,2.113,1,1,4414,3.6799999999999997,31,0,0,,0,-0.887
S201300242,2013,1,F,0,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,2.28,50,1995,Art History,Humanities,18384,2.704,1,0,0,2.7249999999999996,33,1,0,,0,-0.296
S201300243,2013,0,F,0,White,CA,INST_05,Urban University E (Research),research,3.62,28,1995,Psychology,Social Sciences,18317,2.694,1,0,0,3.29,30,0,0,,0,-0.306
S201300244,2013,0,M,0,Hispanic,VA,INST_03,Regional College C (Teaching),teaching,2.66,64,1995,Physics,STEM,17708,2.604,1,1,5157,2.565,33,1,1,3.06,0,-0.396
S201300246,2013,0,F,0,Black,PA,INST_01,State University A (Research),research,3.0,74,1995,Nursing,Health,10762,1.583,1,1,5300,3.79,29,1,0,,0,-1.417
S201300247,2013,1,F,0,White,GA,INST_01,State University A (Research),research,3.35,57,1995,Pre-Med,Health,12152,1.787,1,1,3562,4.0,25,1,0,,0,-1.213
S201300249,2013,0,F,1,White,OH,INST_05,Urban University E (Research),research,3.7,69,1995,Spanish,Humanities,19616,2.885,1,1,6040,3.46,31,0,0,,0,-0.115
S201300251,2013,0,F,0,White,NJ,INST_05,Urban University E (Research),research,2.66,52,1995,Kinesiology,Health,18094,2.661,1,0,0,2.615,27,1,0,,0,-0.339
S201300252,2013,0,M,0,Black,MI,INST_05,Urban University E (Research),research,3.65,70,1995,Economics,Social Sciences,12647,1.86,1,1,6333,3.7,25,1,0,,0,-1.14
S201300253,2013,0,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,2.58,48,1995,Spanish,Humanities,22551,3.316,0,0,0,2.92,28,1,0,,1,0.316
S201300256,2013,0,F,1,White,MI,INST_04,Regional College D (Teaching),teaching,3.2,52,1995,Management,Business,10976,1.614,1,1,6721,3.925,30,1,0,,0,-1.386
S201300257,2013,1,F,0,White,IL,INST_01,State University A (Research),research,3.66,43,1995,Chemistry,STEM,14167,2.083,1,0,0,2.88,27,0,0,,0,-0.917
S201300259,2013,0,M,0,White,IL,INST_02,State University B (Research),research,3.25,60,1995,Philosophy,Humanities,13893,2.043,1,1,5400,3.02,31,1,0,,0,-0.957
S201300263,2013,0,M,1,White,NY,INST_04,Regional College D (Teaching),teaching,2.36,41,1995,Nursing,Health,15718,2.311,1,1,5792,3.24,33,0,0,,0,-0.689
S201300264,2013,0,F,1,Hispanic,MI,INST_03,Regional College C (Teaching),teaching,3.2,61,1995,Anthropology,Social Sciences,20376,2.996,1,0,0,2.54,31,1,1,2.59,0,-0.004
S201300266,2013,1,M,0,Hispanic,OH,INST_03,Regional College C (Teaching),teaching,3.2,52,1995,Management,Business,11403,1.677,1,1,4087,3.1399999999999997,31,1,1,3.09,0,-1.323
S201300267,2013,0,F,0,White,VA,INST_03,Regional College C (Teaching),teaching,4.0,40,1995,Biology,STEM,17670,2.599,1,0,0,3.05,28,1,1,3.45,0,-0.401
S201300268,2013,0,F,1,Hispanic,OH,INST_04,Regional College D (Teaching),teaching,3.92,61,1995,Mechanical Engineering,STEM,11652,1.714,1,0,0,2.8,30,1,0,,0,-1.286
S201300270,2013,0,M,0,Multi,NC,INST_02,State University B (Research),research,3.46,99,1995,Art History,Humanities,21715,3.193,0,1,5130,3.605,31,1,1,3.8,1,0.193
S201300271,2013,0,F,0,White,VA,INST_04,Regional College D (Teaching),teaching,3.29,23,1995,Public Health,Health,15489,2.278,1,1,4412,2.95,28,1,1,2.75,0,-0.722
S201300274,2013,1,F,0,White,FL,INST_04,Regional College D (Teaching),teaching,3.33,40,1995,Mechanical Engineering,STEM,14355,2.111,1,1,5194,2.87,30,0,0,,0,-0.889
S201300275,2013,0,M,0,White,OH,INST_04,Regional College D (Teaching),teaching,3.55,22,1995,Anthropology,Social Sciences,14239,2.094,1,1,6364,3.305,31,0,0,,0,-0.906
S201300279,2013,1,F,0,Hispanic,TX,INST_03,Regional College C (Teaching),teaching,3.87,48,1995,Mathematics,STEM,16268,2.392,1,1,6042,3.48,30,1,0,,0,-0.608
S201300280,2013,0,F,0,Multi,MI,INST_01,State University A (Research),research,3.15,43,1995,Anthropology,Social Sciences,13736,2.02,1,1,6354,3.33,26,0,0,,0,-0.98
S201300281,2013,1,M,0,White,NC,INST_05,Urban University E (Research),research,2.88,54,1995,Undeclared,Other,11090,1.631,1,1,5802,3.61,29,1,1,3.69,0,-1.369
S201300282,2013,1,M,0,Asian,OH,INST_04,Regional College D (Teaching),teaching,3.89,47,1995,Spanish,Humanities,14501,2.132,1,1,6343,3.395,31,1,1,3.52,0,-0.868
S201300285,2013,0,F,0,Black,CA,INST_01,State University A (Research),research,2.73,38,1995,Nursing,Health,10550,1.551,1,1,6181,2.92,29,0,0,,0,-1.449
S201300287,2013,1,M,0,White,NJ,INST_04,Regional College D (Teaching),teaching,2.94,50,1995,Philosophy,Humanities,19397,2.852,1,0,0,3.19,32,0,0,,0,-0.148
S201300290,2013,0,M,1,Multi,CA,INST_04,Regional College D (Teaching),teaching,3.05,60,1995,Public Health,Health,14301,2.103,1,1,6858,3.1500000000000004,28,1,0,,0,-0.897
S201300292,2013,0,F,0,Hispanic,PA,INST_02,State University B (Research),research,3.77,36,1995,Economics-Bus,Business,27050,3.978,0,1,6557,3.51,34,1,0,,1,0.978
S201300294,2013,1,F,0,Hispanic,NY,INST_03,Regional College C (Teaching),teaching,3.87,69,1995,Economics-Bus,Business,15669,2.304,1,1,4713,3.7,31,1,1,4.0,0,-0.696
S201300302,2013,0,F,0,White,GA,INST_05,Urban University E (Research),research,2.96,62,1995,Civil Engineering,STEM,10835,1.593,1,0,0,3.16,30,1,1,3.43,0,-1.407
S201300303,2013,0,F,0,Asian,CA,INST_05,Urban University E (Research),research,3.61,61,1995,Statistics,STEM,11388,1.675,1,1,6204,3.2350000000000003,28,1,0,,0,-1.325
S201300304,2013,0,M,1,Unknown,IL,INST_04,Regional College D (Teaching),teaching,3.13,72,1995,Education,Other,12870,1.893,1,1,4064,3.245,31,1,0,,0,-1.107
S201300307,2013,0,M,0,Hispanic,MI,INST_05,Urban University E (Research),research,2.53,72,1995,Communications,Other,16786,2.469,1,0,0,3.605,29,1,1,3.22,0,-0.531
S201300308,2013,1,M,0,White,PA,INST_03,Regional College C (Teaching),teaching,3.78,41,1995,Civil Engineering,STEM,15339,2.256,1,1,3350,3.395,31,0,0,,0,-0.744
S201300312,2013,0,F,0,White,NJ,INST_01,State University A (Research),research,3.02,48,1995,Marketing,Business,15112,2.222,1,1,6329,3.55,27,1,0,,0,-0.778
S201300313,2013,0,F,0,White,CA,INST_01,State University A (Research),research,3.99,81,1995,Mathematics,STEM,16486,2.424,1,1,8919,2.9450000000000003,28,1,0,,0,-0.576
