rep,seed,n_sim,tau_E_hat,tau_E_se,tau_M_hat,tau_M_se,tau_Q_hat,tau_Q_se,h_opt_E,cct_b_E,first_stage_jump,kernel,scen,covers_95
19,7852926,5000,0.12492,0.03693,7.5159,0.6193,0.15367,0.03955,13.089,19.324,0.4863,triangular,weak_first_stage,1
20,3685237,5000,0.16077,0.03166,7.0989,0.5631,0.19091,0.04184,14.465,18.082,0.4284,triangular,weak_first_stage,1
21,6008159,5000,0.16147,0.03631,7.1362,0.5428,0.14682,0.04333,12.709,18.514,0.4459,triangular,weak_first_stage,1
22,8313006,4998,0.11228,0.03929,8.0527,0.5791,0.19587,0.0449,13.027,16.863,0.4992,triangular,weak_first_stage,1
23,2486814,4998,0.24512,0.04017,7.9021,0.639,0.15619,0.04567,12.461,18.068,0.4703,triangular,weak_first_stage,0
24,428992,4999,0.13871,0.0354,8.0746,0.5145,0.18872,0.04178,13.923,17.159,0.4339,triangular,weak_first_stage,1
25,2699147,5000,0.13284,0.03156,6.3505,0.5619,0.17239,0.04539,13.937,18.351,0.4124,triangular,weak_first_stage,1
26,3552149,5000,0.13883,0.03539,6.988,0.5877,0.11903,0.0395,12.824,19.291,0.4299,triangular,weak_first_stage,1
27,4211828,5001,0.18065,0.03459,7.6976,0.5114,0.17913,0.03837,12.825,16.386,0.4596,triangular,weak_first_stage,1
28,7133123,5000,0.11074,0.03932,6.7453,0.5711,0.18668,0.04249,13.317,18.382,0.4278,triangular,weak_first_stage,1
29,8665636,5000,0.13025,0.03701,6.9484,0.5425,0.17942,0.03949,12.251,19.143,0.4132,triangular,weak_first_stage,1
30,6976056,4998,0.14009,0.0311,7.249,0.6099,0.23094,0.04383,12.012,18.757,0.4157,triangular,weak_first_stage,1
31,301127,5000,0.11731,0.03509,7.3351,0.6356,0.22559,0.04569,13.551,18.757,0.4834,triangular,weak_first_stage,1
32,8069514,5001,0.25818,0.035,7.6817,0.5248,0.19228,0.04508,13.536,18.639,0.4065,triangular,weak_first_stage,0
33,2921774,5000,0.17449,0.03547,6.7836,0.646,0.16686,0.04413,11.54,17.615,0.4511,triangular,weak_first_stage,1
34,7852146,4998,0.11091,0.04052,6.63,0.5951,0.17612,0.04393,14.075,17.776,0.4565,triangular,weak_first_stage,1
35,8263763,4999,0.24119,0.03205,7.1625,0.5835,0.1588,0.03994,11.526,19.113,0.4463,triangular,weak_first_stage,0
36,4202640,4998,0.06391,0.03316,7.3753,0.528,0.1135,0.0439,13.208,17.449,0.4382,triangular,weak_first_stage,0
37,2107868,5001,0.18635,0.03181,6.4219,0.5857,0.17583,0.0439,14.332,18.666,0.4686,triangular,weak_first_stage,1
38,4158237,5000,0.11265,0.03591,7.2173,0.6347,0.1561,0.04203,14.493,18.949,0.4565,triangular,weak_first_stage,1
39,1452268,5000,0.22359,0.03132,6.731,0.5667,0.20422,0.03992,13.693,18.144,0.437,triangular,weak_first_stage,0
40,2730899,5001,0.22321,0.03305,7.003,0.5964,0.15439,0.03837,11.534,17.731,0.4567,triangular,weak_first_stage,1
41,1126319,4999,0.16561,0.03376,7.6311,0.6129,0.21529,0.03905,14.297,16.433,0.4155,triangular,weak_first_stage,1
42,4578797,4998,0.15773,0.04006,6.546,0.5427,0.10011,0.04234,14.276,19.282,0.5078,triangular,weak_first_stage,1
43,1695977,5000,0.20643,0.03474,6.5608,0.5211,0.13986,0.04236,13.497,18.962,0.484,triangular,weak_first_stage,1
44,1153944,5000,0.17081,0.04084,6.2932,0.5189,0.20194,0.04367,12.818,16.489,0.4856,triangular,weak_first_stage,1
45,1639021,4998,0.12093,0.0354,7.4705,0.5486,0.17127,0.04169,12.861,18.818,0.4592,triangular,weak_first_stage,1
46,8818834,5001,0.13917,0.03143,7.2535,0.5504,0.19745,0.04209,11.539,16.509,0.4191,triangular,weak_first_stage,1
47,7608998,5000,0.20633,0.03174,7.881,0.5777,0.21424,0.03845,14.395,16.855,0.4339,triangular,weak_first_stage,1
48,1596958,5000,0.08008,0.03671,6.9569,0.5845,0.20617,0.04195,11.808,17.218,0.4489,triangular,weak_first_stage,0
49,4224715,5000,0.11261,0.03592,7.2031,0.5752,0.18743,0.04195,13.751,16.475,0.4482,triangular,weak_first_stage,1
50,7951410,5000,0.12576,0.04041,8.0382,0.5346,0.17199,0.0421,12.477,16.272,0.4541,triangular,weak_first_stage,1
51,1595536,5000,0.17736,0.03047,7.1621,0.6128,0.14288,0.0453,11.689,17.391,0.4478,triangular,weak_first_stage,1
52,1024306,4999,0.13863,0.03543,7.5878,0.631,0.14222,0.0446,13.167,19.291,0.4197,triangular,weak_first_stage,1
53,6371670,5000,0.20185,0.03018,7.5047,0.5381,0.16119,0.03997,13.275,17.569,0.4418,triangular,weak_first_stage,1
54,247467,5000,0.21943,0.03763,6.8464,0.525,0.20372,0.0384,14.489,16.26,0.4688,triangular,weak_first_stage,1
55,8572446,5000,0.12887,0.03475,6.9716,0.5334,0.21967,0.04147,13.6,17.639,0.4704,triangular,weak_first_stage,1
56,8147824,5000,0.16535,0.03892,7.1241,0.5261,0.19748,0.04367,13.233,18.013,0.488,triangular,weak_first_stage,1
57,8878208,5000,0.15185,0.04031,5.9634,0.5679,0.21041,0.04018,12.46,16.996,0.4602,triangular,weak_first_stage,1
58,5235229,5001,0.18233,0.03443,6.9083,0.628,0.19445,0.04092,11.531,16.445,0.4763,triangular,weak_first_stage,1
59,6543283,4999,0.1844,0.0373,7.4217,0.5685,0.17323,0.04387,14.449,18.571,0.4479,triangular,weak_first_stage,1
60,4077791,4999,0.17105,0.03635,7.432,0.5279,0.2484,0.04449,14.328,19.272,0.4835,triangular,weak_first_stage,1
61,1633469,4998,0.1313,0.03814,6.6264,0.5857,0.12929,0.04402,11.986,17.214,0.4855,triangular,weak_first_stage,1
62,564092,5000,0.12445,0.04093,7.0388,0.5818,0.21875,0.04093,12.586,17.618,0.4563,triangular,weak_first_stage,1
63,5205587,5001,0.20496,0.03647,7.3672,0.5662,0.17304,0.04206,13.161,18.344,0.4838,triangular,weak_first_stage,1
64,2591147,5000,0.28532,0.03028,6.2292,0.6071,0.16973,0.043,14.491,17.207,0.442,triangular,weak_first_stage,0
65,6589686,4998,0.20443,0.03956,6.8202,0.6346,0.14892,0.04542,12.31,17.545,0.4552,triangular,weak_first_stage,1
66,6901926,5000,0.17879,0.0305,7.5936,0.5443,0.15487,0.04306,13.725,17.446,0.4702,triangular,weak_first_stage,1
67,3488661,5000,0.22694,0.0376,7.3562,0.5536,0.1994,0.03801,11.533,16.514,0.4401,triangular,weak_first_stage,1
68,796305,5000,0.08102,0.03914,6.8386,0.6346,0.20124,0.04059,13.812,17.314,0.4517,triangular,weak_first_stage,0
69,1436105,5000,0.23796,0.03017,6.8306,0.5751,0.09107,0.04237,14.274,16.513,0.4269,triangular,weak_first_stage,0
70,5598359,5001,0.21448,0.03544,6.8598,0.6162,0.15768,0.04508,11.984,18.298,0.4405,triangular,weak_first_stage,1
71,8688619,4999,0.17228,0.03915,6.6046,0.5296,0.13895,0.0381,13.248,16.337,0.4625,triangular,weak_first_stage,1
72,3541324,4999,0.1023,0.03024,7.2867,0.5325,0.11037,0.04002,13.452,16.417,0.4321,triangular,weak_first_stage,1
73,4889554,5000,0.16977,0.03435,6.7254,0.5418,0.19711,0.04364,13.728,18.95,0.4588,triangular,weak_first_stage,1
74,6576042,5000,0.21916,0.03521,7.3525,0.5581,0.1453,0.04535,13.887,19.496,0.4558,triangular,weak_first_stage,1
75,7929347,5000,0.13571,0.03818,7.8933,0.5537,0.16311,0.04026,13.285,16.697,0.4326,triangular,weak_first_stage,1
76,7867846,5000,0.18915,0.03159,6.5038,0.5114,0.16392,0.04376,11.528,17.515,0.4714,triangular,weak_first_stage,1
77,601216,5000,0.18212,0.03643,6.8478,0.5733,0.19732,0.03938,13.252,17.659,0.4229,triangular,weak_first_stage,1
78,1833254,4998,0.19254,0.03918,7.141,0.5209,0.23149,0.04401,13.292,18.903,0.4959,triangular,weak_first_stage,1
79,4937249,5001,0.17998,0.03975,7.9165,0.5781,0.14398,0.04439,12.659,18.564,0.4528,triangular,weak_first_stage,1
80,7869396,4998,0.17271,0.03274,7.4124,0.542,0.20068,0.04316,11.591,17.222,0.4504,triangular,weak_first_stage,1
81,3606472,5001,0.21562,0.03337,7.1076,0.583,0.23051,0.04048,14.277,17.363,0.4714,triangular,weak_first_stage,1
82,5735747,5000,0.12565,0.04016,6.6371,0.519,0.1542,0.03936,13.017,18.566,0.4812,triangular,weak_first_stage,1
83,6182532,4999,0.20358,0.03051,7.2121,0.5973,0.16736,0.04363,12.752,17.356,0.4586,triangular,weak_first_stage,1
84,4270776,5001,0.19035,0.03894,6.7057,0.6297,0.19828,0.04007,13.067,16.421,0.4298,triangular,weak_first_stage,1
85,680338,4998,0.11643,0.04097,6.3357,0.5395,0.1644,0.04034,13.416,17.043,0.4546,triangular,weak_first_stage,1
86,7532460,5001,0.14975,0.03498,7.5621,0.6174,0.12319,0.04294,12.476,18.371,0.4543,triangular,weak_first_stage,1
87,5133501,5000,0.22328,0.03984,7.1629,0.5536,0.19119,0.03974,13.586,17.382,0.4087,triangular,weak_first_stage,1
88,7530386,5001,0.09057,0.03602,5.7384,0.5969,0.17731,0.04308,12.195,17.895,0.4158,triangular,weak_first_stage,1
89,3234104,4998,0.10378,0.03362,6.3161,0.5087,0.12545,0.04426,12.619,18.708,0.4573,triangular,weak_first_stage,1
90,5500919,5000,0.17567,0.03902,5.9311,0.6138,0.16482,0.04498,12.587,18.582,0.4701,triangular,weak_first_stage,1
91,536541,5000,0.13734,0.03599,6.5335,0.6215,0.13971,0.04018,13.919,17.935,0.4733,triangular,weak_first_stage,1
92,4018585,5001,0.16645,0.03943,6.5816,0.6461,0.11167,0.0415,14.497,18.298,0.4322,triangular,weak_first_stage,1
93,6939660,5000,0.11538,0.04023,7.2689,0.5218,0.11818,0.039,13.027,18.488,0.4629,triangular,weak_first_stage,1
94,2371313,5000,0.1044,0.03859,7.642,0.5957,0.11641,0.04316,12.547,18.559,0.4746,triangular,weak_first_stage,1
95,4928465,4998,0.18068,0.0348,6.9359,0.5654,0.16212,0.04098,13.491,18.839,0.4855,triangular,weak_first_stage,1
96,8382343,5000,0.18202,0.03157,7.1745,0.6096,0.20329,0.04452,12.418,16.802,0.4305,triangular,weak_first_stage,1
97,1556148,4998,0.09529,0.03022,6.5814,0.5521,0.18705,0.03924,12.804,16.655,0.4487,triangular,weak_first_stage,0
98,2012086,5000,0.20437,0.04073,7.6804,0.5202,0.20874,0.04118,13.47,18.248,0.4183,triangular,weak_first_stage,1
99,4138838,5000,0.16013,0.03537,6.6555,0.6431,0.1135,0.04299,12.764,18.017,0.439,triangular,weak_first_stage,1
100,8763509,4999,0.19875,0.03521,7.3332,0.5436,0.1307,0.0425,14.332,18.748,0.4193,triangular,weak_first_stage,1
101,8893032,5000,0.16318,0.03072,6.211,0.6279,0.13928,0.0391,12.678,19.422,0.4128,triangular,weak_first_stage,1
102,8879615,4998,0.18653,0.03395,6.974,0.5905,0.21375,0.04136,12.202,18.358,0.4199,triangular,weak_first_stage,1
103,7691897,5000,0.20781,0.03884,6.9186,0.5922,0.19015,0.04435,11.68,18.715,0.4017,triangular,weak_first_stage,1
104,1622992,5001,0.15985,0.03854,6.1644,0.6377,0.10482,0.04034,12.022,17.187,0.4556,triangular,weak_first_stage,1
105,5834116,5000,0.11031,0.03292,7.3036,0.6316,0.11604,0.04158,13.347,17.158,0.4788,triangular,weak_first_stage,1
106,5550004,4999,0.08298,0.03921,5.9123,0.6492,0.0964,0.04467,13.502,17.681,0.4412,triangular,weak_first_stage,0
107,383815,5001,0.21273,0.03643,5.9155,0.5826,0.21472,0.04233,12.641,18.759,0.453,triangular,weak_first_stage,1
108,1318547,5000,0.07172,0.03833,7.3645,0.6128,0.20124,0.04106,13.148,17.382,0.4467,triangular,weak_first_stage,0
109,8706878,5000,0.28033,0.03736,7.9424,0.5016,0.14533,0.03838,12.265,16.281,0.4542,triangular,weak_first_stage,0
110,5908787,5000,0.23372,0.03878,7.1234,0.5538,0.14062,0.0416,11.865,16.028,0.4382,triangular,weak_first_stage,1
111,4907833,5000,0.25459,0.03179,6.7656,0.6451,0.14628,0.03861,12.579,16.118,0.4571,triangular,weak_first_stage,0
112,3473248,4998,0.20008,0.03672,7.7087,0.6326,0.17098,0.03891,13.795,19.111,0.488,triangular,weak_first_stage,1
113,3734220,4999,0.17568,0.03991,6.613,0.5281,0.20405,0.04104,12.066,19.107,0.4888,triangular,weak_first_stage,1
114,8383719,5000,0.24082,0.04005,7.246,0.6441,0.14869,0.0454,14.412,18.559,0.4493,triangular,weak_first_stage,0
115,1195882,5000,0.17067,0.03782,6.3961,0.5859,0.18903,0.04252,11.742,19.335,0.4595,triangular,weak_first_stage,1
116,2663106,5000,0.21008,0.03754,6.5516,0.6149,0.17366,0.03987,13.419,17.963,0.4314,triangular,weak_first_stage,1
117,4952290,4999,0.2026,0.03073,7.6534,0.5065,0.21512,0.04008,13.371,18.504,0.4114,triangular,weak_first_stage,1
118,639499,5000,0.22091,0.03688,6.1846,0.5731,0.13599,0.03848,11.766,16.443,0.4972,triangular,weak_first_stage,1
119,6354278,5000,0.014,0.03025,7.872,0.6384,0.18532,0.04291,13.763,16.222,0.4724,triangular,weak_first_stage,0
120,8646896,5000,0.10468,0.03472,6.3861,0.5089,0.18011,0.04012,12.096,18.772,0.4761,triangular,weak_first_stage,1
121,7839170,5000,0.11908,0.03673,6.7397,0.6107,0.1191,0.04425,12.301,17.751,0.4267,triangular,weak_first_stage,1
122,906044,4999,0.15929,0.03752,7.7684,0.5835,0.10352,0.04027,11.549,16.736,0.4541,triangular,weak_first_stage,1
123,4193313,4999,0.09479,0.0392,7.4766,0.5167,0.17228,0.04398,13.059,16.073,0.4517,triangular,weak_first_stage,1
124,5176306,5001,0.1705,0.03637,6.8688,0.5038,0.14694,0.0403,14.33,17.502,0.4467,triangular,weak_first_stage,1
125,7409750,4999,0.15723,0.0302,7.3154,0.5275,0.18446,0.04221,12.463,18.654,0.4476,triangular,weak_first_stage,1
126,7560383,5000,0.21195,0.0371,7.1603,0.5635,0.18108,0.04351,14.432,16.742,0.4679,triangular,weak_first_stage,1
127,148982,4998,0.15573,0.03547,6.4768,0.5552,0.2168,0.03897,11.826,19.341,0.4314,triangular,weak_first_stage,1
128,147673,5000,0.11472,0.03725,7.2741,0.5985,0.16389,0.0448,11.793,18.637,0.4873,triangular,weak_first_stage,1
129,2242127,5001,0.11263,0.04032,7.1034,0.5154,0.14203,0.03978,11.904,16.608,0.4647,triangular,weak_first_stage,1
130,6824227,4998,0.19031,0.03756,7.3114,0.5997,0.22524,0.04558,13.07,17.3,0.4462,triangular,weak_first_stage,1
131,2215856,5000,0.13765,0.03544,7.1924,0.5054,0.2264,0.04374,13.546,17.845,0.4696,triangular,weak_first_stage,1
132,7014105,5000,0.19282,0.03515,8.0458,0.6109,0.15969,0.04186,13.635,16.921,0.4691,triangular,weak_first_stage,1
133,2095974,4999,0.07404,0.03534,6.2849,0.5993,0.13628,0.03958,14.096,17.57,0.4646,triangular,weak_first_stage,0
134,8664072,5000,0.13364,0.03744,7.4659,0.5348,0.19678,0.04413,13.22,18.331,0.4485,triangular,weak_first_stage,1
135,2477295,5000,0.20947,0.03499,6.9363,0.6071,0.19821,0.04571,13.74,17.253,0.4359,triangular,weak_first_stage,1
136,4826999,4998,0.22369,0.03956,6.5074,0.6364,0.08973,0.0429,11.891,18.665,0.4315,triangular,weak_first_stage,1
137,1805415,5000,0.18642,0.03034,7.6857,0.6413,0.16848,0.04561,11.501,18.925,0.4805,triangular,weak_first_stage,1
138,3211891,5000,0.23945,0.03313,7.3386,0.6162,0.08844,0.04255,13.324,18.63,0.4806,triangular,weak_first_stage,0
139,6990786,5000,0.12895,0.03117,7.1683,0.5965,0.1383,0.04571,11.916,17.486,0.4135,triangular,weak_first_stage,1
140,4683381,5000,0.14629,0.03237,7.1111,0.6024,0.12437,0.03894,13.35,18.725,0.4318,triangular,weak_first_stage,1
141,6342982,5000,0.25063,0.03995,7.7061,0.5498,0.17258,0.04455,13.484,17.053,0.4575,triangular,weak_first_stage,0
142,2188821,4999,0.11672,0.03193,7.298,0.6084,0.07011,0.04162,11.658,16.009,0.4884,triangular,weak_first_stage,1
143,714530,5000,0.07843,0.03373,6.8778,0.627,0.18567,0.04449,13.017,18.007,0.5089,triangular,weak_first_stage,0
144,7347387,5000,0.17556,0.0375,7.1173,0.5045,0.16855,0.0435,13.416,16.757,0.4326,triangular,weak_first_stage,1
145,4563157,4998,0.17253,0.03741,7.3396,0.6214,0.15275,0.04113,14.479,18.357,0.45,triangular,weak_first_stage,1
146,8839013,5000,0.12938,0.03792,6.2508,0.6194,0.20079,0.04018,13.495,17.203,0.442,triangular,weak_first_stage,1
147,2398647,4998,0.28407,0.03701,6.9173,0.6071,0.24,0.04322,14.421,16.462,0.4643,triangular,weak_first_stage,0
148,2806916,5001,0.20549,0.03324,6.3211,0.5567,0.09233,0.04593,13.34,18.427,0.4385,triangular,weak_first_stage,1
149,7724233,4998,0.12519,0.03395,7.5799,0.6184,0.20965,0.0395,13.01,17.739,0.4637,triangular,weak_first_stage,1
150,2241510,5000,0.18058,0.0386,6.3185,0.5917,0.22402,0.03898,12.145,17.369,0.4401,triangular,weak_first_stage,1
151,4172187,4998,0.20991,0.03074,7.6756,0.5377,0.13552,0.04303,12.701,17.709,0.4615,triangular,weak_first_stage,1
152,6571563,5000,0.18451,0.03101,7.4327,0.6316,0.16429,0.03827,12.993,17.996,0.4476,triangular,weak_first_stage,1
153,7579140,4999,0.04118,0.03237,7.4025,0.6421,0.12982,0.04148,12.129,18.715,0.4845,triangular,weak_first_stage,0
154,2263252,5000,0.16192,0.03194,7.714,0.5684,0.1749,0.03896,12.503,17.879,0.4216,triangular,weak_first_stage,1
155,629254,5000,0.10931,0.0398,5.9401,0.6365,0.18156,0.03916,13.996,18.507,0.4331,triangular,weak_first_stage,1
156,3395597,4999,0.11748,0.03488,6.6227,0.5507,0.08676,0.03968,11.958,16.503,0.4761,triangular,weak_first_stage,1
157,2320412,5000,0.21779,0.03426,6.162,0.5466,0.16362,0.04034,11.682,19.405,0.4433,triangular,weak_first_stage,1
158,4891686,5000,0.25139,0.03157,8.0595,0.526,0.19048,0.04372,12.445,16.124,0.4288,triangular,weak_first_stage,0
159,4713933,5001,0.27078,0.03547,7.2637,0.604,0.09991,0.0439,13.985,18.48,0.4735,triangular,weak_first_stage,0
160,733297,5001,0.13911,0.03384,6.9804,0.64,0.14702,0.04293,12.859,18.158,0.4621,triangular,weak_first_stage,1
161,6148926,5000,0.176,0.03177,6.7423,0.5393,0.1757,0.03955,12.141,17.583,0.4212,triangular,weak_first_stage,1
162,5411324,4999,0.17728,0.0313,6.3845,0.569,0.18707,0.0455,11.833,17.458,0.4691,triangular,weak_first_stage,1
163,1975344,5000,0.31032,0.03305,6.4887,0.5854,0.24963,0.03887,14.371,16.743,0.465,triangular,weak_first_stage,0
164,4665860,5000,0.10294,0.03557,6.9092,0.5024,0.16489,0.0399,13.65,17.712,0.438,triangular,weak_first_stage,1
165,6869237,5000,0.16168,0.03885,8.2308,0.6387,0.19662,0.04566,12.582,18.428,0.46,triangular,weak_first_stage,1
166,457814,5000,0.16482,0.03681,7.2037,0.5146,0.16981,0.04123,12.446,18.469,0.4511,triangular,weak_first_stage,1
167,7775353,5000,0.05312,0.03416,7.4817,0.5629,0.16176,0.04596,11.547,18.589,0.4622,triangular,weak_first_stage,0
168,4799342,4998,0.1063,0.03883,6.9469,0.6316,0.22522,0.04259,12.722,18.62,0.4901,triangular,weak_first_stage,1
169,56713,4999,0.2082,0.0378,7.097,0.5215,0.0965,0.04505,12.857,18.157,0.4669,triangular,weak_first_stage,1
170,399402,5000,0.11174,0.0306,8.052,0.588,0.15572,0.04086,12.695,18.041,0.436,triangular,weak_first_stage,1
171,7994622,4998,0.13776,0.03724,7.5708,0.6349,0.14525,0.04494,13.412,18.862,0.4647,triangular,weak_first_stage,1
172,5861281,4999,0.15795,0.03945,7.5404,0.5632,0.13271,0.04133,12.496,16.033,0.489,triangular,weak_first_stage,1
173,1548279,5001,0.18769,0.03944,7.3277,0.509,0.18388,0.04075,11.673,16.211,0.435,triangular,weak_first_stage,1
174,6282003,5000,0.15982,0.03209,6.4447,0.5675,0.17887,0.03912,11.838,18.497,0.4496,triangular,weak_first_stage,1
175,6620372,5001,0.15102,0.03968,7.929,0.5543,0.21231,0.04018,14.041,16.909,0.487,triangular,weak_first_stage,1
176,7520129,4998,0.18374,0.03587,7.5837,0.6385,0.2198,0.04093,13.453,16.885,0.4442,triangular,weak_first_stage,1
177,3444568,4998,0.27216,0.03322,7.1068,0.6111,0.11204,0.03854,11.653,18.274,0.465,triangular,weak_first_stage,0
178,5401282,5000,0.31432,0.031,8.4653,0.5516,0.17702,0.04287,13.471,17.248,0.4735,triangular,weak_first_stage,0
179,2829461,5000,0.22736,0.0317,7.3507,0.5091,0.16364,0.04325,12.837,17.061,0.466,triangular,weak_first_stage,0
180,3002614,4999,0.14381,0.03633,6.7152,0.5293,0.19121,0.04299,13.192,16.659,0.4752,triangular,weak_first_stage,1
181,3240650,4998,0.23514,0.0333,6.206,0.5094,0.16618,0.0441,12.359,17.761,0.4763,triangular,weak_first_stage,0
182,6900000,5000,0.23849,0.03654,5.7453,0.5306,0.15884,0.04248,12.235,19.017,0.4211,triangular,weak_first_stage,0
183,2290443,5000,0.11572,0.03294,7.0454,0.5034,0.16384,0.03892,12.889,17.734,0.4408,triangular,weak_first_stage,1
184,1857188,5000,0.10889,0.04022,7.6296,0.5179,0.22252,0.04347,14.233,18.043,0.4635,triangular,weak_first_stage,1
185,8150469,4998,0.18318,0.03032,6.8801,0.6436,0.19017,0.03926,13.116,16.381,0.4402,triangular,weak_first_stage,1
186,6365012,5000,0.23924,0.03758,8.154,0.505,0.17436,0.0407,13.153,18.841,0.4535,triangular,weak_first_stage,0
187,1805577,4999,0.17434,0.03623,6.8261,0.5601,0.25321,0.04319,12.733,18.805,0.4994,triangular,weak_first_stage,1
188,6610868,5000,0.07209,0.03228,7.6783,0.6365,0.14821,0.03916,14.028,18.372,0.4401,triangular,weak_first_stage,0
189,1897890,5000,0.26712,0.03989,6.5435,0.5942,0.19641,0.04171,13.949,16.552,0.4611,triangular,weak_first_stage,0
190,3828536,4998,0.12617,0.03348,7.118,0.619,0.16244,0.04065,13.84,16.184,0.413,triangular,weak_first_stage,1
191,8375234,4998,0.18558,0.03287,7.2658,0.5447,0.13338,0.04299,11.961,18.024,0.4433,triangular,weak_first_stage,1
192,5955054,5000,0.18004,0.03997,6.3344,0.618,0.0413,0.03868,12.275,16.385,0.4516,triangular,weak_first_stage,1
193,8226790,4998,0.24793,0.03643,7.0515,0.5522,0.17119,0.03852,13.34,16.594,0.3873,triangular,weak_first_stage,0
194,7622017,5000,0.1328,0.03349,6.2506,0.5817,0.17232,0.04346,14.297,19.146,0.4562,triangular,weak_first_stage,1
195,4598492,4998,0.07567,0.03634,7.2034,0.5966,0.15487,0.04249,13.998,16.243,0.4511,triangular,weak_first_stage,0
196,7340465,5000,0.15127,0.04054,7.3454,0.5602,0.15466,0.04387,13.554,18.257,0.4402,triangular,weak_first_stage,1
197,7749964,5000,0.15931,0.03478,5.9709,0.5086,0.11633,0.04413,13.319,16.277,0.4133,triangular,weak_first_stage,1
198,7955232,4998,0.18582,0.03477,7.0935,0.52,0.15573,0.04346,13.157,19.462,0.4369,triangular,weak_first_stage,1
199,4242774,4998,0.18362,0.03595,6.2653,0.5042,0.14368,0.04296,12.918,16.305,0.4584,triangular,weak_first_stage,1
200,7562559,5000,0.23445,0.03076,7.9024,0.5151,0.1998,0.03856,12.933,17.687,0.4306,triangular,weak_first_stage,0
