graduate_id	risk_score	eligible_z	enrolled_d
G2018000897	22.561	0	0
G2018000898	21.754	0	0
G2018000902	16.132	0	0
G2018000903	72.772	0	0
G2018000905	15.458	0	0
G2018000906	6.444	0	1
G2018000918	41.7	0	0
G2018000921	4.423	0	0
G2018000922	6.222	0	0
G2018000925	49.68	0	0
G2018000928	24.841	0	0
G2018000941	34.706	0	0
G2018000945	6.821	0	0
G2018000951	34.922	0	0
G2018000957	61.136	0	0
G2018000961	4.678	0	1
G2018000967	20.441	0	0
G2018000972	15.333	0	0
G2018000973	24.422	0	0
G2018000990	50.716	0	0
G2018000994	45.167	0	0
G2018000998	24.153	0	0
G2018001000	19.697	0	0
G2018001007	19.993	0	0
G2018001009	36.317	0	0
G2018001016	34.086	0	1
G2018001019	21.311	0	0
G2018001021	6.075	0	1
G2018001023	43.829	0	1
G2018001026	12.882	0	1
G2018001028	7.156	0	0
G2018001030	19.682	0	0
G2018001042	0.1	0	0
G2018001043	49.094	0	0
G2018001044	11.079	0	0
G2018001049	52.312	0	1
G2018001052	21.165	0	0
G2018001059	17.735	0	0
G2018001062	48.526	0	1
G2018001064	13.923	0	1
G2018001065	24.156	0	0
G2018001068	18.396	0	0
G2018001076	7.363	0	1
G2018001092	19.802	0	0
G2018001098	13.914	0	1
G2018001103	38.559	0	0
G2018001104	40.238	0	0
G2018001128	21.112	0	1
G2018001130	43.943	0	0
G2018001136	21.062	0	0
G2018001137	22.803	0	1
G2018001138	21.07	0	0
G2018001139	68.929	0	0
G2018001142	10.478	0	1
G2018001143	28.602	0	0
G2018001144	36.817	0	0
G2018001145	11.713	0	1
G2018001146	27.078	0	1
G2018001147	7.747	0	0
G2018001151	23.146	0	0
G2018001157	39.91	0	0
G2018001168	33.826	0	0
G2018001169	26.491	0	1
G2018001170	4.376	0	0
G2018001172	27.243	0	0
G2018001179	40.297	0	0
G2018001181	9.687	0	0
G2018001188	48.677	0	0
G2018001189	28.707	0	0
G2018001190	36.465	0	0
G2018001195	35.161	0	0
G2018001200	36.209	0	0
G2018001201	21.653	0	0
G2018001210	58.578	0	1
G2018001213	22.453	0	0
G2018001216	55.852	0	0
G2018001219	4.279	0	0
G2018001231	25.84	0	0
G2018001241	61.486	0	1
G2018001247	18.38	0	0
G2018001248	9.295	0	1
G2018001249	53.743	0	0
G2018001252	29.645	0	1
G2018001257	27.12	0	0
G2018001266	45.409	0	0
G2018001269	23.581	0	0
G2018001274	21.162	0	0
G2018001275	38.917	0	0
G2018001276	33.831	0	0
G2018001284	57.482	0	1
G2018001292	30.778	0	1
G2018001295	36.615	0	0
G2018001308	7.427	0	0
G2018001309	3.057	0	0
G2018001311	37.158	0	0
G2018001317	22.097	0	0
G2018001319	17.538	0	0
G2018001330	8.371	0	0
G2018001337	36.143	0	1
G2018001338	37.662	0	0
G2018001348	11.751	0	1
G2018001357	18.699	0	1
G2018001367	22.09	0	0
G2018001369	35.786	0	1
G2018001377	27.014	0	1
G2018001381	12.248	0	1
G2018001382	5.297	0	0
G2018001393	8.185	0	0
G2018001394	20.44	0	0
G2018001410	30.886	0	0
G2018001413	19.28	0	0
G2018001421	9.798	0	0
G2018001423	49.192	0	0
G2018001427	19.846	0	0
G2018001431	13.246	0	0
G2018001446	12.867	0	0
G2018001449	35.682	0	1
G2018001450	20.026	0	1
G2018001456	26.411	0	0
G2018001459	35.531	0	0
G2018001465	7.087	0	0
G2018001472	20.631	0	0
G2018001484	34.673	0	0
G2018001485	34.562	0	0
G2018001507	8.41	0	0
G2018001513	14.192	0	1
G2018001518	64.845	0	0
G2018001524	43.012	0	0
G2018001527	25.457	0	1
G2018001529	27.242	0	0
G2018001530	34.968	0	0
G2018001536	30.111	0	0
G2018001543	28.81	0	0
G2018001546	12.862	0	0
G2018001552	52.323	0	0
G2018001566	13.154	0	0
G2018001571	6.484	0	1
G2018001572	41.617	0	0
G2018001574	12.436	0	1
G2018001590	47.366	0	0
G2018001593	39.235	0	0
G2018001597	7.553	0	0
G2018001598	29.051	0	0
G2018001601	38.371	0	0
G2018001605	63.528	0	1
G2018001607	16.731	0	0
G2018001611	35.827	0	0
G2018001623	58.172	0	0
G2018001625	34.227	0	0
G2018001642	17.833	0	0
G2018001643	14.675	0	0
G2018001651	0.915	0	0
G2018001653	26.693	0	0
G2018001655	50.104	0	0
G2018001657	38.232	0	0
G2018001661	58.529	0	0
G2018001668	11.149	0	0
G2018001672	19.765	0	0
G2018001674	33.983	0	0
G2018001685	22.016	0	0
G2018001691	15.669	0	1
G2018001694	17.887	0	0
G2018001697	18.101	0	0
G2018001710	39.381	0	0
G2018001714	50.725	0	0
G2018001717	19.069	0	0
G2018001722	13.648	0	0
G2018001724	36.292	0	0
G2018001725	2.646	0	0
G2018001728	40.236	0	0
G2018001731	38.969	0	0
G2018001737	28.798	0	1
G2018001745	25.82	0	0
G2018001753	27.093	0	1
G2018001754	28.163	0	1
G2018001761	79.767	1	1
G2018001762	22.17	0	1
G2018001764	6.263	0	1
G2018001766	35.235	0	0
G2018001776	24.739	0	1
G2018001778	23.079	0	0
G2018001781	54.752	0	0
G2018001786	13.894	0	0
G2018001794	21.952	0	0
G2018001798	43.137	0	0
G2018001801	23.853	0	0
G2018001809	19.816	0	1
G2018001817	48.582	0	0
G2018001819	16.211	0	0
G2018001822	8.428	0	0
G2018001827	64.692	0	0
G2018001828	24.303	0	0
G2018001833	9.418	0	1
G2018001834	63.304	0	0
G2018001855	17.596	0	0
G2018001856	56.727	0	1
G2018001860	64.91	0	1
G2018001866	38.448	0	0
G2018001867	25.013	0	0
G2018001868	9.758	0	0
G2018001870	35.051	0	0
G2018001874	32.447	0	0
G2018001882	6.715	0	0
G2018001884	53.169	0	0
G2018001895	39.247	0	0
G2018001898	40.794	0	0
G2018001904	43.322	0	0
G2018001907	21.017	0	1
G2018001917	18.351	0	1
G2018001918	55.449	0	0
G2018001921	58.828	0	0
G2018001922	25.494	0	0
G2018001923	15.429	0	0
G2018001925	36.586	0	0
G2018001932	54.656	0	1
G2018001942	41.377	0	0
G2018001946	26.16	0	0
G2018001951	19.473	0	0
G2018001958	28.129	0	0
G2018001964	11.453	0	1
G2018001972	6.246	0	0
G2018001986	11.092	0	0
G2018001987	17.409	0	0
G2018001989	10.982	0	0
G2018001990	26.999	0	1
G2018001991	31.177	0	0
G2018001994	19.076	0	0
G2018001998	36.68	0	0
G2018002001	35.315	0	0
G2018002015	32.971	0	0
G2018002039	19.4	0	0
G2018002040	20.107	0	0
G2018002045	20.86	0	0
G2018002051	53.748	0	0
G2018002054	19.604	0	0
G2018002056	14.599	0	0
G2018002057	20.089	0	0
G2018002058	22.347	0	0
G2018002064	42.251	0	0
G2018002067	43.571	0	0
G2018002081	7.272	0	1
G2018002082	9.886	0	0
G2018002084	36.567	0	0
G2018002099	47.121	0	0
G2018002100	18.951	0	0
G2018002106	53.179	0	0
G2018002108	54.161	0	1
G2018002111	27.869	0	1
G2018002114	42.651	0	0
G2018002115	41.455	0	0
G2018002130	23.718	0	0
G2018002133	45.224	0	1
G2018002134	29.539	0	1
G2018002139	40.089	0	0
G2018002142	43.823	0	1
G2018002145	11.06	0	0
G2018002147	55.572	0	0
G2018002153	8.818	0	0
G2018002154	6.674	0	0
G2018002156	15.549	0	0
G2018002165	50.866	0	0
G2018002169	21.274	0	0
G2018002171	45.246	0	0
G2018002181	20.697	0	1
G2018002182	28.378	0	0
G2018002187	59.178	0	1
G2018002193	23.148	0	1
G2018002195	55.232	0	0
G2018002197	2.339	0	0
G2018002199	22.442	0	0
G2018002200	7.419	0	0
G2018002202	33.499	0	0
G2018002205	20.004	0	0
G2018002213	29.455	0	0
G2018002222	20.153	0	0
G2018002228	28.369	0	0
G2018002230	33.93	0	0
G2018002244	19.555	0	0
G2018002247	45.757	0	0
G2018002252	9.795	0	1
G2018002257	32.342	0	0
G2018002267	32.117	0	1
G2018002274	24.959	0	0
G2018002275	35.465	0	0
G2018002278	28.877	0	1
G2018002279	0.476	0	0
G2018002299	34.522	0	0
G2018002304	10.732	0	0
G2018002307	16.317	0	1
G2018002323	14.388	0	1
G2018002326	24.849	0	0
G2018002328	22.125	0	0
G2018002329	15.887	0	0
G2018002350	49.629	0	1
G2018002355	51.103	0	0
G2018002361	21.327	0	1
G2018002364	29.764	0	0
G2018002366	7.273	0	0
G2018002373	21.116	0	0
G2018002381	52.727	0	1
G2018002387	50.579	0	0
G2018002389	38.16	0	0
G2018002396	6.38	0	1
G2018002398	27.771	0	0
G2018002400	51.909	0	1
G2018002401	12.698	0	0
G2018002402	7.517	0	1
G2018002405	11.058	0	0
G2018002409	12.118	0	0
G2018002413	28.958	0	1
G2018002415	27.282	0	0
G2018002420	17.446	0	0
G2018002428	40.792	0	0
G2018002433	47.626	0	0
G2018002437	28.621	0	0
G2018002447	4.022	0	0
G2018002457	32.434	0	0
G2018002463	8.476	0	0
G2018002465	34.737	0	0
G2018002467	24.042	0	0
G2018002468	22.864	0	0
G2018002469	32.473	0	0
G2018002471	27.661	0	0
G2018002473	11.702	0	0
G2018002481	51.751	0	0
G2018002482	27.85	0	1
G2018002488	26.62	0	0
G2018002501	61.302	0	0
G2018002525	17.836	0	1
G2018002528	25.584	0	0
G2018002529	42.661	0	1
G2018002534	46.488	0	0
G2018002535	21.874	0	0
G2018002540	9.738	0	0
G2018002545	11.618	0	0
G2018002556	6.631	0	0
G2018002557	33.876	0	0
G2018002559	33.093	0	0
G2018002567	17.121	0	0
G2018002568	17.522	0	1
G2018002571	15.132	0	0
G2018002586	45.776	0	0
G2018002589	37.553	0	0
G2018002591	35.846	0	0
G2018002595	40.712	0	0
G2018002601	37.682	0	0
G2018002608	23.674	0	0
G2018002611	13.62	0	0
G2018002613	8.097	0	0
G2018002614	16.334	0	1
G2018002618	66.807	0	0
G2018002627	52.731	0	0
G2018002630	31.95	0	0
G2018002632	28.956	0	1
G2018002635	30.332	0	0
G2018002638	36.351	0	1
G2018002639	19.149	0	0
G2018002642	26.767	0	0
G2018002643	29.352	0	0
G2018002651	7.231	0	0
G2018002652	9.086	0	0
G2018002654	51.955	0	1
G2018002661	12.652	0	0
G2018002671	36.697	0	1
G2018002677	32.967	0	0
G2018002678	29.184	0	0
G2018002683	18.329	0	1
G2018002686	38.996	0	0
G2018002695	28.628	0	0
G2018002698	16.672	0	0
G2018002703	29.338	0	0
G2018002705	67.299	0	0
G2018002706	10.485	0	0
G2018002711	21.924	0	1
G2018002721	38.118	0	0
G2018002729	38.23	0	0
G2018002734	32.702	0	1
G2018002744	28.159	0	0
G2018002746	6.106	0	0
G2018002747	6.824	0	0
G2018002749	32.433	0	0
G2018002750	12.5	0	0
G2018002753	18.556	0	0
G2018002763	3.303	0	0
G2018002764	22.173	0	0
G2018002772	53.116	0	1
G2018002774	5.023	0	0
G2018002779	9.419	0	0
G2018002781	32.472	0	1
G2018002782	26.128	0	0
G2018002790	22.318	0	0
G2018002796	41.16	0	0
G2018002800	29.334	0	0
G2018002809	64.706	0	1
G2018002819	40.013	0	1
G2018002832	22.924	0	1
G2018002841	46.288	0	0
G2018002851	41.584	0	0
G2018002853	34.011	0	0
G2018002856	56.15	0	0
G2018002863	45.82	0	0
G2018002868	52.275	0	0
G2018002870	13.406	0	1
G2018002887	6.938	0	0
G2018002891	7.021	0	0
G2018002896	18.385	0	0
G2018002901	62.054	0	0
G2018002904	10.959	0	0
G2018002910	5.926	0	1
G2018002912	39.229	0	0
G2018002913	28.122	0	0
G2018002919	25.712	0	0
G2018002920	21.096	0	1
G2018002921	16.069	0	0
G2018002938	23.809	0	0
G2018002944	15.234	0	0
G2018002945	16.782	0	0
G2018002951	32.727	0	1
G2018002954	46.143	0	0
G2018002955	19.666	0	1
G2018002956	25.395	0	0
G2018002960	34.268	0	0
G2018002964	36.186	0	0
G2018002965	9.744	0	0
G2018002970	28.448	0	0
G2018002971	39.922	0	1
G2018002973	2.699	0	0
G2018002976	66.979	0	0
G2018002986	16.445	0	0
G2018002987	0.1	0	0
G2018002988	21.349	0	0
G2018002990	25.649	0	1
G2018002997	24.567	0	0
G2018003005	45.029	0	0
G2018003006	34.663	0	1
G2018003007	21.787	0	0
G2018003010	23.506	0	1
G2018003015	16.394	0	0
G2018003022	44.425	0	0
G2018003034	27.647	0	0
G2018003036	27.593	0	0
G2018003039	22.924	0	1
G2018003042	48.774	0	0
G2018003045	50.045	0	1
G2018003048	50.648	0	0
G2018003049	14.922	0	1
G2018003056	35.999	0	0
G2018003057	17.009	0	0
G2018003060	47.288	0	0
G2018003061	13.106	0	0
G2018003071	38.018	0	1
G2018003078	77.75	1	1
G2018003081	41.855	0	0
G2018003083	43.723	0	0
G2018003087	58.397	0	0
G2018003090	59.234	0	1
G2018003091	33.638	0	0
G2018003092	14.821	0	0
G2018003096	20.152	0	0
G2018003102	0.55	0	1
G2018003103	35.151	0	0
G2018003107	55.075	0	1
G2018003108	36.084	0	0
G2018003110	47.096	0	0
G2018003113	8.588	0	1
G2018003118	20.911	0	1
G2018003126	27.473	0	0
G2018003127	52.492	0	0
G2018003131	4.425	0	0
G2018003133	15.567	0	1
G2018003145	37.677	0	0
G2018003148	54.592	0	1
G2018003151	22.695	0	1
G2018003157	56.625	0	0
G2018003162	17.915	0	0
G2018003169	14.942	0	1
G2018003171	48.637	0	0
G2018003178	28.094	0	0
G2018003196	22.157	0	0
G2018003198	34.34	0	0
G2018003210	25.265	0	0
G2018003211	21.722	0	0
G2018003213	20.459	0	0
G2018003217	41.453	0	0
G2018003226	3.375	0	0
G2018003231	59.591	0	1
G2018003234	41.633	0	1
G2018003242	10.21	0	1
G2018003247	26.582	0	0
G2018003248	38.376	0	0
G2018003251	38.295	0	0
G2018003258	8.81	0	1
G2018003263	45.72	0	0
G2018003264	52.779	0	0
G2018003275	13.221	0	0
G2018003280	38.164	0	0
G2018003281	42.774	0	0
G2018003282	28.224	0	1
G2018003283	5.622	0	0
G2018003291	22.353	0	1
G2018003292	21.507	0	1
G2018003294	33.623	0	0
G2018003297	40.023	0	0
G2018003300	25.692	0	1
G2018003304	21.756	0	1
G2018003311	5.571	0	1
G2018003313	17.582	0	0
G2018003322	33.974	0	0
G2018003327	33.253	0	0
G2018003329	40.527	0	1
G2018003331	16.18	0	1
G2018003332	22.106	0	0
G2018003336	62.196	0	1
G2018003337	37.554	0	0
G2018003341	8.399	0	0
G2018003350	5.787	0	0
G2018003351	40.807	0	0
G2018003352	11.293	0	0
G2018003353	42.425	0	0
G2018003379	20.567	0	0
G2018003380	60.321	0	1
G2018003389	7.37	0	0
G2018003391	34.043	0	0
G2018003392	14.837	0	0
G2018003393	45.425	0	1
G2018003396	44.712	0	1
G2018003397	24.415	0	0
G2018003400	46.395	0	0
G2018003402	19.162	0	0
G2018003409	34.005	0	0
G2018003410	46.675	0	1
G2018003418	34.255	0	0
G2018003420	32.109	0	0
G2018003423	46.936	0	0
G2018003426	35.974	0	1
G2018003428	19.552	0	1
G2018003445	28.451	0	0
G2018003454	35.409	0	0
G2018003457	47.555	0	0
G2018003460	19.001	0	0
G2018003461	16.578	0	0
G2018003466	12.362	0	1
G2018003468	26.202	0	1
G2018003469	40.865	0	0
G2018003475	47.072	0	0
G2018003476	54.723	0	0
G2018003477	13.075	0	0
G2018003481	17.587	0	0
G2018003485	40.663	0	0
G2018003488	40.328	0	0
G2018003496	22.4	0	1
G2018003497	19.917	0	0
G2018003500	20.694	0	1
G2018003507	8.218	0	0
G2018003508	31.446	0	0
G2018003514	46.457	0	1
G2018003525	13.403	0	0
G2018003532	22.536	0	1
G2018003547	34.803	0	0
G2018003548	20.554	0	0
G2018003553	21.885	0	0
G2018003555	11.045	0	0
G2018003564	28.314	0	0
G2018003565	15.136	0	0
G2018003567	52.465	0	1
G2018003572	14.086	0	0
G2018003578	13.234	0	0
G2018003590	58.155	0	0
G2018003595	0.1	0	0
G2018003597	37.118	0	0
G2018003601	36.072	0	1
G2018003609	16.842	0	0
G2018003611	5.526	0	0
G2018003612	46.975	0	0
G2018003613	57.413	0	1
G2018003628	26.854	0	0
G2018003630	6.761	0	0
G2018003631	44.87	0	0
G2018003637	8.177	0	0
G2018003647	47.671	0	1
G2018003650	40.392	0	0
G2018003659	15.335	0	1
G2018003662	57.389	0	1
G2018003670	44.285	0	1
G2018003671	38.28	0	0
G2018003675	27.505	0	0
G2018003682	31.302	0	0
G2018003686	22.463	0	0
G2018003691	59.967	0	0
G2018003702	12.445	0	0
G2018003703	39.947	0	0
G2018003704	29.857	0	0
G2018003706	30.394	0	0
G2018003708	29.348	0	0
G2018003717	8.909	0	0
G2018003718	55.495	0	1
G2018003720	12.888	0	0
G2018003723	37.302	0	1
G2018003727	36.345	0	0
G2018003735	27.203	0	0
G2018003744	35.789	0	0
G2018003746	10.841	0	1
G2018003761	21.846	0	0
G2018003776	29.075	0	0
G2018003780	13.538	0	0
G2018003782	9.709	0	0
G2018003785	40.351	0	0
G2018003786	17.644	0	0
G2018003787	31.682	0	0
G2018003792	60.373	0	0
G2018003800	9.071	0	0
G2018003802	8.017	0	0
G2018003817	33.844	0	0
G2018003819	38.541	0	0
G2018003823	69.379	0	0
G2018003824	18.538	0	0
G2018003825	9.799	0	0
G2018003843	14.592	0	0
G2018003853	37.936	0	1
G2018003854	35.109	0	0
G2018003859	27.032	0	0
G2018003869	49.576	0	0
G2018003881	19.914	0	0
G2018003885	41.139	0	0
G2018003889	15.635	0	0
G2018003890	39.701	0	0
G2018003895	15.815	0	1
G2018003896	15.443	0	0
G2018003908	22.085	0	0
G2018003909	10.621	0	0
G2018003910	17.129	0	0
G2018003914	21.257	0	0
G2018003921	0.28	0	1
G2018003922	12.904	0	0
G2018003926	10.529	0	0
G2018003947	5.72	0	0
G2018003953	19.208	0	0
G2018003956	14.903	0	0
G2018003957	33.753	0	1
G2018003965	43.078	0	1
G2018003968	25.363	0	0
G2018003969	13.834	0	0
G2018003970	6.922	0	0
G2018003973	44.377	0	0
G2018003976	5.104	0	0
G2018003980	14.315	0	0
G2018003983	54.703	0	0
G2018003985	7.633	0	1
G2018003986	44.184	0	0
G2018003990	20.364	0	1
G2018003991	41.993	0	1
G2018003995	25.086	0	1
G2018004000	41.77	0	1
G2018004003	23.632	0	1
G2018004004	20.286	0	1
G2018004009	6.166	0	0
G2018004012	12.223	0	0
G2018004019	9.136	0	0
G2018004022	9.378	0	1
G2018004029	10.445	0	1
G2018004032	14.043	0	0
G2018004034	50.93	0	1
G2018004037	20.911	0	0
G2018004043	13.174	0	1
G2018004053	20.364	0	1
G2018004054	33.588	0	1
G2018004061	11.861	0	1
G2018004065	19.188	0	0
G2018004067	39.721	0	0
G2018004068	17.406	0	1
G2018004069	32.167	0	0
G2018004075	26.015	0	0
G2018004085	46.869	0	0
G2018004090	67.278	0	0
G2018004092	8.187	0	0
G2018004100	47.1	0	0
G2018004101	16.261	0	0
G2018004110	25.857	0	0
G2018004113	21.286	0	0
G2018004114	27.533	0	0
G2018004118	65.546	0	0
G2018004120	17.903	0	0
G2018004121	15.684	0	0
G2018004127	16.587	0	0
G2018004129	45.817	0	1
G2018004134	27.354	0	0
G2018004138	22.396	0	0
G2018004141	9.784	0	0
G2018004143	16.559	0	0
G2018004145	6.87	0	0
G2018004147	28.121	0	1
G2018004150	25.468	0	0
G2018004151	24.903	0	0
G2018004155	42.393	0	0
G2018004161	50.782	0	0
G2018004163	2.652	0	1
G2018004166	54.652	0	1
G2018004169	38.355	0	0
G2018004173	8.959	0	0
G2018004179	37.06	0	0
G2018004182	9.111	0	1
G2018004189	28.819	0	0
G2018004194	15.971	0	1
G2018004200	29.817	0	0
G2018004202	34.528	0	0
G2018004203	54.748	0	0
G2018004206	16.333	0	0
G2018004207	45.553	0	0
G2018004217	37.604	0	1
G2018004226	44.164	0	1
G2018004233	57.146	0	0
G2018004234	7.258	0	0
G2018004239	66.989	0	0
G2018004240	6.038	0	0
G2018004241	9.404	0	0
G2018004251	7.6	0	0
G2018004254	19.776	0	0
G2018004271	9.71	0	0
G2018004280	49.682	0	1
G2018004284	33.019	0	0
G2018004285	21.085	0	0
G2018004287	49.273	0	0
G2018004293	30.31	0	0
G2018004295	23.766	0	0
G2018004297	3.352	0	0
G2018004305	27.235	0	0
G2018004306	51.651	0	0
G2018004309	32.663	0	0
G2018004313	7.703	0	0
G2018004320	14.067	0	0
G2018004321	37.155	0	0
G2018004324	50.411	0	0
G2018004336	30.398	0	0
G2018004337	19.485	0	0
G2018004341	46.863	0	0
G2018004344	2.858	0	1
G2018004345	33.696	0	0
G2018004346	58.813	0	0
G2018004350	47.556	0	0
G2018004355	18.03	0	0
G2018004356	52.393	0	0
G2018004360	11.977	0	0
G2018004362	33.597	0	0
G2018004368	48.203	0	0
G2018004372	49.57	0	0
G2018004387	19.435	0	0
G2018004408	30.492	0	0
G2018004417	59.159	0	0
G2018004429	52.438	0	0
G2018004437	8.559	0	1
G2018004453	21.614	0	0
G2018004456	33.061	0	0
G2018004459	56.28	0	0
G2018004468	18.938	0	0
G2018004473	27.317	0	0
G2018004487	35.347	0	0
G2018004491	8.436	0	0
G2018004494	56.829	0	0
G2018004495	23.031	0	0
G2018004502	45.163	0	0
G2018004505	50.104	0	0
G2018004506	16.57	0	0
G2018004510	18.113	0	0
G2018004519	24.844	0	0
G2018004525	19.903	0	0
G2018004528	34.798	0	0
G2018004532	39.15	0	0
G2018004537	21.566	0	0
G2018004542	44.601	0	0
G2018004543	23.235	0	1
G2018004544	61.49	0	0
G2018004546	53.129	0	0
G2018004548	25.191	0	0
G2018004553	8.89	0	1
G2018004555	14.689	0	0
G2018004566	15.857	0	0
G2018004571	73.072	0	0
G2018004574	55.143	0	0
G2018004577	59.961	0	0
G2018004583	40.393	0	0
G2018004584	25.938	0	0
G2018004589	31.733	0	0
G2018004592	47.833	0	1
G2018004594	42.542	0	0
G2018004595	16.932	0	0
G2018004603	10.255	0	1
G2018004606	27.138	0	0
G2018004609	47.107	0	0
G2018004610	12.902	0	1
G2018004611	21.548	0	0
G2018004617	49.641	0	0
G2018004625	12.019	0	0
G2018004627	9.615	0	0
G2018004635	14.043	0	0
G2018004636	5.545	0	1
G2018004641	28.504	0	1
G2018004644	33.541	0	0
G2018004647	23.939	0	0
G2018004651	10.728	0	0
G2018004653	52.575	0	1
G2018004656	17.501	0	0
G2018004657	6.587	0	0
G2018004668	48.388	0	1
G2018004673	30.711	0	1
G2018004680	67.839	0	0
G2018004685	21.422	0	1
