student_id,cohort,term,enrollment_status,credits_enrolled
S201300587,2013,SU2014,part_time,3
S201300590,2013,SU2014,part_time,3
S201300603,2013,SU2014,part_time,9
S201300609,2013,SU2014,part_time,3
S201300612,2013,SU2014,part_time,3
S201300617,2013,SU2014,part_time,3
S201300619,2013,SU2014,part_time,6
S201300646,2013,SU2014,part_time,3
S201300655,2013,SU2014,part_time,3
S201300659,2013,SU2014,part_time,3
S201300660,2013,SU2014,part_time,9
S201300672,2013,SU2014,part_time,6
S201300675,2013,SU2014,part_time,6
S201300677,2013,SU2014,part_time,6
S201300680,2013,SU2014,part_time,6
S201300689,2013,SU2014,part_time,6
S201300704,2013,SU2014,part_time,6
S201300709,2013,SU2014,part_time,3
S201300710,2013,SU2014,part_time,9
S201300716,2013,SU2014,part_time,6
S201300717,2013,SU2014,part_time,6
S201300724,2013,SU2014,part_time,9
S201300736,2013,SU2014,part_time,3
S201300744,2013,SU2014,part_time,3
S201300759,2013,SU2014,part_time,3
S201300764,2013,SU2014,part_time,6
S201300778,2013,SU2014,part_time,3
S201300779,2013,SU2014,part_time,3
S201300780,2013,SU2014,part_time,6
S201300786,2013,SU2014,part_time,3
S201300789,2013,SU2014,part_time,3
S201300793,2013,SU2014,part_time,3
S201300807,2013,SU2014,part_time,3
S201300808,2013,SU2014,part_time,6
S201300809,2013,SU2014,part_time,6
S201300818,2013,SU2014,part_time,9
S201300822,2013,SU2014,part_time,6
S201300824,2013,SU2014,part_time,6
S201300828,2013,SU2014,part_time,3
S201300829,2013,SU2014,part_time,3
S201300833,2013,SU2014,part_time,6
S201300838,2013,SU2014,part_time,6
S201300840,2013,SU2014,part_time,3
S201300841,2013,SU2014,part_time,3
S201300846,2013,SU2014,part_time,9
S201300871,2013,SU2014,part_time,3
S201300877,2013,SU2014,part_time,3
S201300878,2013,SU2014,part_time,3
S201300884,2013,SU2014,part_time,6
S201300890,2013,SU2014,part_time,9
S201300896,2013,SU2014,part_time,6
S201300901,2013,SU2014,part_time,6
S201300908,2013,SU2014,part_time,9
S201300913,2013,SU2014,part_time,3
S201300923,2013,SU2014,part_time,9
S201300930,2013,SU2014,part_time,9
S201300931,2013,SU2014,part_time,9
S201300935,2013,SU2014,part_time,3
S201300936,2013,SU2014,part_time,3
S201300939,2013,SU2014,part_time,6
S201300945,2013,SU2014,part_time,3
S201300948,2013,SU2014,part_time,3
S201300950,2013,SU2014,part_time,6
S201300956,2013,SU2014,part_time,3
S201300959,2013,SU2014,part_time,9
S201300961,2013,SU2014,part_time,6
S201300968,2013,SU2014,part_time,6
S201300969,2013,SU2014,part_time,3
S201300971,2013,SU2014,part_time,6
S201300973,2013,SU2014,part_time,3
S201300978,2013,SU2014,part_time,3
S201300988,2013,SU2014,part_time,3
S201300992,2013,SU2014,part_time,3
S201300995,2013,SU2014,part_time,3
S201301019,2013,SU2014,part_time,6
S201301021,2013,SU2014,part_time,3
S201301022,2013,SU2014,part_time,9
S201301042,2013,SU2014,part_time,9
S201301043,2013,SU2014,part_time,6
S201301051,2013,SU2014,part_time,6
S201301055,2013,SU2014,part_time,3
S201301064,2013,SU2014,part_time,6
S201301066,2013,SU2014,part_time,3
S201301068,2013,SU2014,part_time,6
S201301069,2013,SU2014,part_time,3
S201301071,2013,SU2014,part_time,3
S201301073,2013,SU2014,part_time,3
S201301087,2013,SU2014,part_time,6
S201301088,2013,SU2014,part_time,3
S201301091,2013,SU2014,part_time,6
S201301093,2013,SU2014,part_time,3
S201301096,2013,SU2014,part_time,9
S201301097,2013,SU2014,part_time,3
S201301106,2013,SU2014,part_time,6
S201301108,2013,SU2014,part_time,6
S201301109,2013,SU2014,part_time,3
S201301111,2013,SU2014,part_time,6
S201301115,2013,SU2014,part_time,3
S201301122,2013,SU2014,part_time,6
S201301131,2013,SU2014,part_time,6
S201301140,2013,SU2014,part_time,9
S201301141,2013,SU2014,part_time,3
S201301153,2013,SU2014,part_time,9
S201301154,2013,SU2014,part_time,6
S201301156,2013,SU2014,part_time,3
S201301157,2013,SU2014,part_time,6
S201301163,2013,SU2014,part_time,9
S201301164,2013,SU2014,part_time,3
S201301172,2013,SU2014,part_time,6
S201301175,2013,SU2014,part_time,3
S201301178,2013,SU2014,part_time,9
S201301179,2013,SU2014,part_time,6
S201301181,2013,SU2014,part_time,3
S201301183,2013,SU2014,part_time,9
S201301184,2013,SU2014,part_time,3
S201301185,2013,SU2014,part_time,3
S201301189,2013,SU2014,part_time,6
S201301192,2013,SU2014,part_time,3
S201301203,2013,SU2014,part_time,9
S201301210,2013,SU2014,part_time,3
S201301215,2013,SU2014,part_time,6
S201301221,2013,SU2014,part_time,3
S201301222,2013,SU2014,part_time,9
S201301224,2013,SU2014,part_time,6
S201301226,2013,SU2014,part_time,6
S201301233,2013,SU2014,part_time,3
S201301240,2013,SU2014,part_time,9
S201301251,2013,SU2014,part_time,3
S201301257,2013,SU2014,part_time,3
S201301264,2013,SU2014,part_time,6
S201301267,2013,SU2014,part_time,9
S201301271,2013,SU2014,part_time,3
S201301279,2013,SU2014,part_time,3
S201301282,2013,SU2014,part_time,6
S201301293,2013,SU2014,part_time,3
S201301300,2013,SU2014,part_time,3
S201301317,2013,SU2014,part_time,3
S201301324,2013,SU2014,part_time,3
S201301336,2013,SU2014,part_time,6
S201301344,2013,SU2014,part_time,9
S201301347,2013,SU2014,part_time,6
S201301349,2013,SU2014,part_time,3
S201301359,2013,SU2014,part_time,6
S201301361,2013,SU2014,part_time,3
S201301362,2013,SU2014,part_time,9
S201301368,2013,SU2014,part_time,3
S201301370,2013,SU2014,part_time,3
S201301377,2013,SU2014,part_time,6
S201301380,2013,SU2014,part_time,6
S201301390,2013,SU2014,part_time,6
S201301392,2013,SU2014,part_time,6
S201301397,2013,SU2014,part_time,9
S201301400,2013,SU2014,part_time,6
S201301412,2013,SU2014,part_time,3
S201301419,2013,SU2014,part_time,3
S201301421,2013,SU2014,part_time,3
S201301422,2013,SU2014,part_time,3
S201301428,2013,SU2014,part_time,6
S201301431,2013,SU2014,part_time,3
S201301433,2013,SU2014,part_time,6
S201301435,2013,SU2014,part_time,6
S201301437,2013,SU2014,part_time,6
S201301440,2013,SU2014,part_time,3
S201301442,2013,SU2014,part_time,9
S201301445,2013,SU2014,part_time,6
S201301448,2013,SU2014,part_time,6
S201301467,2013,SU2014,part_time,6
S201301468,2013,SU2014,part_time,3
S201301477,2013,SU2014,part_time,9
S201301489,2013,SU2014,part_time,6
S201301498,2013,SU2014,part_time,3
S201301499,2013,SU2014,part_time,3
S201301506,2013,SU2014,part_time,3
S201301511,2013,SU2014,part_time,3
S201301512,2013,SU2014,part_time,3
S201301516,2013,SU2014,part_time,3
S201301525,2013,SU2014,part_time,3
S201301529,2013,SU2014,part_time,6
S201301547,2013,SU2014,part_time,6
S201301549,2013,SU2014,part_time,3
S201301554,2013,SU2014,part_time,9
S201301555,2013,SU2014,part_time,6
S201301557,2013,SU2014,part_time,3
S201301559,2013,SU2014,part_time,3
S201301565,2013,SU2014,part_time,6
S201301567,2013,SU2014,part_time,3
S201301575,2013,SU2014,part_time,6
S201301577,2013,SU2014,part_time,6
S201301578,2013,SU2014,part_time,6
S201301579,2013,SU2014,part_time,9
S201301582,2013,SU2014,part_time,3
S201301586,2013,SU2014,part_time,6
S201301589,2013,SU2014,part_time,3
S201301590,2013,SU2014,part_time,3
S201301595,2013,SU2014,part_time,6
S201301602,2013,SU2014,part_time,6
S201301604,2013,SU2014,part_time,3
S201301616,2013,SU2014,part_time,6
S201301617,2013,SU2014,part_time,3
S201301620,2013,SU2014,part_time,3
S201301627,2013,SU2014,part_time,6
S201301631,2013,SU2014,part_time,3
S201301636,2013,SU2014,part_time,3
S201301639,2013,SU2014,part_time,9
S201301656,2013,SU2014,part_time,9
S201301661,2013,SU2014,part_time,6
S201301668,2013,SU2014,part_time,9
S201301673,2013,SU2014,part_time,3
S201301674,2013,SU2014,part_time,3
S201301684,2013,SU2014,part_time,3
S201301691,2013,SU2014,part_time,6
S201301692,2013,SU2014,part_time,3
S201301693,2013,SU2014,part_time,6
S201301696,2013,SU2014,part_time,9
S201301732,2013,SU2014,part_time,6
S201301744,2013,SU2014,part_time,3
S201301745,2013,SU2014,part_time,6
S201301747,2013,SU2014,part_time,9
S201301760,2013,SU2014,part_time,3
S201301763,2013,SU2014,part_time,6
S201301773,2013,SU2014,part_time,3
S201301774,2013,SU2014,part_time,9
S201301784,2013,SU2014,part_time,3
S201301790,2013,SU2014,part_time,6
S201301794,2013,SU2014,part_time,3
S201301798,2013,SU2014,part_time,9
S201301800,2013,SU2014,part_time,9
S201301810,2013,SU2014,part_time,6
S201301812,2013,SU2014,part_time,6
S201301813,2013,SU2014,part_time,3
S201301829,2013,SU2014,part_time,6
S201301830,2013,SU2014,part_time,6
S201301831,2013,SU2014,part_time,6
S201301834,2013,SU2014,part_time,6
S201301839,2013,SU2014,part_time,3
S201301840,2013,SU2014,part_time,3
S201301846,2013,SU2014,part_time,9
S201301847,2013,SU2014,part_time,3
S201301853,2013,SU2014,part_time,9
S201301861,2013,SU2014,part_time,3
S201301869,2013,SU2014,part_time,3
S201301870,2013,SU2014,part_time,6
S201301871,2013,SU2014,part_time,6
S201301874,2013,SU2014,part_time,6
S201301875,2013,SU2014,part_time,3
S201301894,2013,SU2014,part_time,3
S201301903,2013,SU2014,part_time,9
S201301904,2013,SU2014,part_time,3
S201301907,2013,SU2014,part_time,3
S201301923,2013,SU2014,part_time,3
S201301924,2013,SU2014,part_time,3
S201301935,2013,SU2014,part_time,6
S201301937,2013,SU2014,part_time,3
S201301948,2013,SU2014,part_time,6
S201301950,2013,SU2014,part_time,3
S201301954,2013,SU2014,part_time,3
S201301966,2013,SU2014,part_time,6
S201301977,2013,SU2014,part_time,6
S201301978,2013,SU2014,part_time,3
S201301981,2013,SU2014,part_time,9
S201301999,2013,SU2014,part_time,6
S201302000,2013,SU2014,part_time,9
S201302005,2013,SU2014,part_time,3
S201302022,2013,SU2014,part_time,6
S201302026,2013,SU2014,part_time,6
S201302027,2013,SU2014,part_time,3
S201302031,2013,SU2014,part_time,3
S201302032,2013,SU2014,part_time,3
S201302044,2013,SU2014,part_time,6
S201302050,2013,SU2014,part_time,3
S201302059,2013,SU2014,part_time,3
S201302090,2013,SU2014,part_time,3
S201302091,2013,SU2014,part_time,3
S201302101,2013,SU2014,part_time,3
S201302107,2013,SU2014,part_time,6
S201302111,2013,SU2014,part_time,3
S201302113,2013,SU2014,part_time,3
S201302117,2013,SU2014,part_time,6
S201302119,2013,SU2014,part_time,3
S201302122,2013,SU2014,part_time,9
S201302123,2013,SU2014,part_time,6
S201302127,2013,SU2014,part_time,6
S201302128,2013,SU2014,part_time,3
S201302153,2013,SU2014,part_time,3
S201302162,2013,SU2014,part_time,6
S201302165,2013,SU2014,part_time,3
S201302166,2013,SU2014,part_time,3
S201302167,2013,SU2014,part_time,6
S201302169,2013,SU2014,part_time,6
S201302173,2013,SU2014,part_time,3
S201302186,2013,SU2014,part_time,6
S201302193,2013,SU2014,part_time,3
S201302208,2013,SU2014,part_time,6
S201302209,2013,SU2014,part_time,3
S201302223,2013,SU2014,part_time,6
S201302232,2013,SU2014,part_time,6
S201302235,2013,SU2014,part_time,3
S201302237,2013,SU2014,part_time,3
S201302247,2013,SU2014,part_time,6
S201302249,2013,SU2014,part_time,3
S201302253,2013,SU2014,part_time,6
S201302257,2013,SU2014,part_time,9
S201302259,2013,SU2014,part_time,3
S201302260,2013,SU2014,part_time,9
S201302271,2013,SU2014,part_time,3
S201302273,2013,SU2014,part_time,3
S201302301,2013,SU2014,part_time,3
S201302303,2013,SU2014,part_time,3
S201302307,2013,SU2014,part_time,3
S201302311,2013,SU2014,part_time,3
S201302317,2013,SU2014,part_time,3
S201302324,2013,SU2014,part_time,6
S201302325,2013,SU2014,part_time,3
S201302333,2013,SU2014,part_time,6
S201302338,2013,SU2014,part_time,3
S201302339,2013,SU2014,part_time,9
S201302340,2013,SU2014,part_time,3
S201302347,2013,SU2014,part_time,9
S201302356,2013,SU2014,part_time,3
S201302362,2013,SU2014,part_time,3
S201302363,2013,SU2014,part_time,6
S201302364,2013,SU2014,part_time,6
S201302366,2013,SU2014,part_time,3
S201302368,2013,SU2014,part_time,6
S201302369,2013,SU2014,part_time,6
S201302372,2013,SU2014,part_time,3
S201302375,2013,SU2014,part_time,3
S201302376,2013,SU2014,part_time,6
S201302377,2013,SU2014,part_time,3
S201302390,2013,SU2014,part_time,3
S201302394,2013,SU2014,part_time,6
S201302400,2013,SU2014,part_time,9
S201302404,2013,SU2014,part_time,9
S201302409,2013,SU2014,part_time,6
S201302412,2013,SU2014,part_time,3
S201302417,2013,SU2014,part_time,3
S201302418,2013,SU2014,part_time,3
S201302421,2013,SU2014,part_time,3
S201302423,2013,SU2014,part_time,6
S201302424,2013,SU2014,part_time,6
S201302427,2013,SU2014,part_time,3
S201302430,2013,SU2014,part_time,9
S201302432,2013,SU2014,part_time,3
S201302440,2013,SU2014,part_time,6
S201302448,2013,SU2014,part_time,3
S201302449,2013,SU2014,part_time,9
S201302451,2013,SU2014,part_time,6
S201302462,2013,SU2014,part_time,3
S201302471,2013,SU2014,part_time,6
S201302473,2013,SU2014,part_time,3
S201302488,2013,SU2014,part_time,9
S201302492,2013,SU2014,part_time,6
S201302507,2013,SU2014,part_time,3
S201302512,2013,SU2014,part_time,3
S201302514,2013,SU2014,part_time,3
S201302532,2013,SU2014,part_time,6
S201302534,2013,SU2014,part_time,9
S201302543,2013,SU2014,part_time,6
S201302545,2013,SU2014,part_time,3
S201302547,2013,SU2014,part_time,9
S201302553,2013,SU2014,part_time,6
S201302558,2013,SU2014,part_time,6
S201302564,2013,SU2014,part_time,6
S201302573,2013,SU2014,part_time,6
S201302580,2013,SU2014,part_time,6
S201302583,2013,SU2014,part_time,6
S201302585,2013,SU2014,part_time,6
S201302597,2013,SU2014,part_time,3
S201302608,2013,SU2014,part_time,3
S201302612,2013,SU2014,part_time,6
S201302614,2013,SU2014,part_time,6
S201302622,2013,SU2014,part_time,3
S201302625,2013,SU2014,part_time,3
S201302626,2013,SU2014,part_time,6
S201302628,2013,SU2014,part_time,6
S201302640,2013,SU2014,part_time,6
S201302645,2013,SU2014,part_time,6
S201302656,2013,SU2014,part_time,9
S201302660,2013,SU2014,part_time,3
S201302663,2013,SU2014,part_time,3
S201302666,2013,SU2014,part_time,3
S201302667,2013,SU2014,part_time,3
S201302669,2013,SU2014,part_time,9
S201302671,2013,SU2014,part_time,3
S201302679,2013,SU2014,part_time,3
S201302686,2013,SU2014,part_time,6
S201302690,2013,SU2014,part_time,3
S201302692,2013,SU2014,part_time,3
S201302694,2013,SU2014,part_time,3
S201302697,2013,SU2014,part_time,3
S201302698,2013,SU2014,part_time,6
S201302699,2013,SU2014,part_time,6
S201302705,2013,SU2014,part_time,6
S201302709,2013,SU2014,part_time,6
S201302710,2013,SU2014,part_time,3
S201302716,2013,SU2014,part_time,6
S201302729,2013,SU2014,part_time,3
S201302732,2013,SU2014,part_time,6
S201302733,2013,SU2014,part_time,6
S201302738,2013,SU2014,part_time,6
S201302745,2013,SU2014,part_time,6
S201302757,2013,SU2014,part_time,6
S201302767,2013,SU2014,part_time,6
S201302768,2013,SU2014,part_time,6
S201302769,2013,SU2014,part_time,6
S201302772,2013,SU2014,part_time,3
S201302776,2013,SU2014,part_time,6
S201302791,2013,SU2014,part_time,6
S201302796,2013,SU2014,part_time,6
S201302811,2013,SU2014,part_time,3
S201302818,2013,SU2014,part_time,6
S201302824,2013,SU2014,part_time,3
S201302826,2013,SU2014,part_time,6
S201302836,2013,SU2014,part_time,6
S201302838,2013,SU2014,part_time,6
S201302843,2013,SU2014,part_time,3
S201302849,2013,SU2014,part_time,3
S201302855,2013,SU2014,part_time,9
S201302859,2013,SU2014,part_time,3
S201302861,2013,SU2014,part_time,6
S201302865,2013,SU2014,part_time,3
S201302877,2013,SU2014,part_time,3
S201302878,2013,SU2014,part_time,6
S201302880,2013,SU2014,part_time,9
S201302881,2013,SU2014,part_time,3
S201302886,2013,SU2014,part_time,3
S201302895,2013,SU2014,part_time,6
S201302896,2013,SU2014,part_time,3
S201302906,2013,SU2014,part_time,6
S201302915,2013,SU2014,part_time,3
S201302929,2013,SU2014,part_time,9
S201302932,2013,SU2014,part_time,3
S201302934,2013,SU2014,part_time,3
S201302936,2013,SU2014,part_time,6
S201302939,2013,SU2014,part_time,6
S201302941,2013,SU2014,part_time,3
S201302942,2013,SU2014,part_time,3
S201302945,2013,SU2014,part_time,3
S201302947,2013,SU2014,part_time,3
S201400001,2014,SU2015,part_time,6
S201400006,2014,SU2015,part_time,3
S201400008,2014,SU2015,part_time,6
S201400011,2014,SU2015,part_time,6
S201400015,2014,SU2015,part_time,3
S201400018,2014,SU2015,part_time,3
S201400022,2014,SU2015,part_time,6
S201400026,2014,SU2015,part_time,9
S201400031,2014,SU2015,part_time,3
S201400035,2014,SU2015,part_time,3
S201400056,2014,SU2015,part_time,3
S201400069,2014,SU2015,part_time,9
S201400073,2014,SU2015,part_time,3
S201400087,2014,SU2015,part_time,3
S201400090,2014,SU2015,part_time,6
S201400104,2014,SU2015,part_time,6
S201400107,2014,SU2015,part_time,3
S201400123,2014,SU2015,part_time,3
S201400139,2014,SU2015,part_time,3
S201400141,2014,SU2015,part_time,9
S201400147,2014,SU2015,part_time,6
S201400149,2014,SU2015,part_time,6
S201400153,2014,SU2015,part_time,6
S201400157,2014,SU2015,part_time,9
S201400162,2014,SU2015,part_time,3
S201400166,2014,SU2015,part_time,3
S201400171,2014,SU2015,part_time,9
S201400175,2014,SU2015,part_time,3
S201400182,2014,SU2015,part_time,3
S201400183,2014,SU2015,part_time,6
S201400185,2014,SU2015,part_time,3
S201400191,2014,SU2015,part_time,6
S201400193,2014,SU2015,part_time,3
S201400196,2014,SU2015,part_time,9
S201400200,2014,SU2015,part_time,3
S201400209,2014,SU2015,part_time,3
S201400212,2014,SU2015,part_time,3
S201400213,2014,SU2015,part_time,6
S201400214,2014,SU2015,part_time,9
S201400215,2014,SU2015,part_time,6
S201400241,2014,SU2015,part_time,6
S201400245,2014,SU2015,part_time,6
S201400247,2014,SU2015,part_time,6
S201400249,2014,SU2015,part_time,3
S201400252,2014,SU2015,part_time,3
S201400262,2014,SU2015,part_time,9
S201400263,2014,SU2015,part_time,3
S201400277,2014,SU2015,part_time,6
S201400280,2014,SU2015,part_time,3
S201400281,2014,SU2015,part_time,3
S201400303,2014,SU2015,part_time,6
S201400316,2014,SU2015,part_time,6
S201400317,2014,SU2015,part_time,6
S201400318,2014,SU2015,part_time,3
S201400319,2014,SU2015,part_time,3
S201400323,2014,SU2015,part_time,3
S201400329,2014,SU2015,part_time,6
S201400333,2014,SU2015,part_time,9
S201400335,2014,SU2015,part_time,3
S201400338,2014,SU2015,part_time,3
S201400341,2014,SU2015,part_time,3
S201400357,2014,SU2015,part_time,3
S201400366,2014,SU2015,part_time,9
S201400367,2014,SU2015,part_time,3
S201400378,2014,SU2015,part_time,3
S201400379,2014,SU2015,part_time,6
S201400380,2014,SU2015,part_time,9
S201400388,2014,SU2015,part_time,3
S201400397,2014,SU2015,part_time,9
S201400399,2014,SU2015,part_time,6
S201400405,2014,SU2015,part_time,6
S201400415,2014,SU2015,part_time,6
S201400425,2014,SU2015,part_time,3
S201400427,2014,SU2015,part_time,6
S201400428,2014,SU2015,part_time,6
S201400429,2014,SU2015,part_time,3
S201400432,2014,SU2015,part_time,3
S201400441,2014,SU2015,part_time,9
S201400453,2014,SU2015,part_time,6
S201400455,2014,SU2015,part_time,3
S201400457,2014,SU2015,part_time,6
S201400460,2014,SU2015,part_time,3
S201400469,2014,SU2015,part_time,3
S201400474,2014,SU2015,part_time,3
S201400475,2014,SU2015,part_time,3
S201400484,2014,SU2015,part_time,6
S201400488,2014,SU2015,part_time,6
S201400495,2014,SU2015,part_time,3
S201400513,2014,SU2015,part_time,9
S201400514,2014,SU2015,part_time,6
S201400525,2014,SU2015,part_time,6
S201400526,2014,SU2015,part_time,6
S201400527,2014,SU2015,part_time,3
S201400528,2014,SU2015,part_time,3
S201400531,2014,SU2015,part_time,3
S201400533,2014,SU2015,part_time,3
S201400534,2014,SU2015,part_time,9
S201400538,2014,SU2015,part_time,3
S201400540,2014,SU2015,part_time,9
S201400543,2014,SU2015,part_time,3
S201400551,2014,SU2015,part_time,6
S201400557,2014,SU2015,part_time,3
S201400569,2014,SU2015,part_time,9
S201400578,2014,SU2015,part_time,6
S201400581,2014,SU2015,part_time,6
S201400583,2014,SU2015,part_time,3
S201400584,2014,SU2015,part_time,6
S201400588,2014,SU2015,part_time,3
S201400598,2014,SU2015,part_time,3
S201400600,2014,SU2015,part_time,3
S201400607,2014,SU2015,part_time,6
S201400612,2014,SU2015,part_time,6
S201400630,2014,SU2015,part_time,3
S201400631,2014,SU2015,part_time,3
S201400646,2014,SU2015,part_time,9
S201400660,2014,SU2015,part_time,9
S201400661,2014,SU2015,part_time,6
S201400662,2014,SU2015,part_time,3
S201400664,2014,SU2015,part_time,3
S201400669,2014,SU2015,part_time,3
S201400675,2014,SU2015,part_time,3
S201400684,2014,SU2015,part_time,6
S201400685,2014,SU2015,part_time,6
S201400686,2014,SU2015,part_time,9
S201400707,2014,SU2015,part_time,3
S201400716,2014,SU2015,part_time,6
S201400718,2014,SU2015,part_time,6
S201400720,2014,SU2015,part_time,6
S201400725,2014,SU2015,part_time,3
S201400731,2014,SU2015,part_time,3
S201400734,2014,SU2015,part_time,3
S201400739,2014,SU2015,part_time,3
S201400748,2014,SU2015,part_time,3
S201400751,2014,SU2015,part_time,3
S201400757,2014,SU2015,part_time,6
S201400766,2014,SU2015,part_time,6
S201400780,2014,SU2015,part_time,3
S201400784,2014,SU2015,part_time,6
S201400794,2014,SU2015,part_time,3
S201400795,2014,SU2015,part_time,6
S201400796,2014,SU2015,part_time,6
S201400798,2014,SU2015,part_time,6
S201400800,2014,SU2015,part_time,3
S201400805,2014,SU2015,part_time,6
S201400815,2014,SU2015,part_time,3
S201400816,2014,SU2015,part_time,3
S201400818,2014,SU2015,part_time,6
S201400821,2014,SU2015,part_time,3
S201400830,2014,SU2015,part_time,9
S201400834,2014,SU2015,part_time,3
S201400835,2014,SU2015,part_time,3
S201400862,2014,SU2015,part_time,6
S201400863,2014,SU2015,part_time,3
S201400880,2014,SU2015,part_time,3
S201400890,2014,SU2015,part_time,3
S201400893,2014,SU2015,part_time,6
S201400896,2014,SU2015,part_time,3
S201400902,2014,SU2015,part_time,3
S201400909,2014,SU2015,part_time,3
S201400923,2014,SU2015,part_time,3
S201400926,2014,SU2015,part_time,6
S201400941,2014,SU2015,part_time,3
S201400942,2014,SU2015,part_time,3
S201400943,2014,SU2015,part_time,3
S201400945,2014,SU2015,part_time,3
S201400949,2014,SU2015,part_time,9
S201400952,2014,SU2015,part_time,3
S201400955,2014,SU2015,part_time,3
S201400958,2014,SU2015,part_time,6
S201400964,2014,SU2015,part_time,6
S201400970,2014,SU2015,part_time,3
S201400973,2014,SU2015,part_time,6
S201400975,2014,SU2015,part_time,3
S201400976,2014,SU2015,part_time,3
S201400979,2014,SU2015,part_time,9
S201401000,2014,SU2015,part_time,3
S201401005,2014,SU2015,part_time,6
S201401006,2014,SU2015,part_time,3
S201401019,2014,SU2015,part_time,6
S201401025,2014,SU2015,part_time,6
S201401037,2014,SU2015,part_time,3
S201401039,2014,SU2015,part_time,3
S201401042,2014,SU2015,part_time,6
S201401045,2014,SU2015,part_time,3
S201401049,2014,SU2015,part_time,3
S201401051,2014,SU2015,part_time,3
S201401054,2014,SU2015,part_time,6
S201401056,2014,SU2015,part_time,3
S201401059,2014,SU2015,part_time,3
S201401060,2014,SU2015,part_time,3
S201401061,2014,SU2015,part_time,6
S201401063,2014,SU2015,part_time,9
S201401068,2014,SU2015,part_time,6
S201401078,2014,SU2015,part_time,6
S201401079,2014,SU2015,part_time,6
S201401081,2014,SU2015,part_time,9
S201401082,2014,SU2015,part_time,6
S201401084,2014,SU2015,part_time,3
S201401088,2014,SU2015,part_time,3
S201401089,2014,SU2015,part_time,3
S201401096,2014,SU2015,part_time,6
S201401105,2014,SU2015,part_time,6
S201401109,2014,SU2015,part_time,9
S201401118,2014,SU2015,part_time,3
S201401127,2014,SU2015,part_time,6
S201401128,2014,SU2015,part_time,6
S201401137,2014,SU2015,part_time,3
