rep,seed,n_sim,tau_E_hat,tau_E_se,tau_M_hat,tau_M_se,tau_Q_hat,tau_Q_se,h_opt_E,cct_b_E,first_stage_jump,kernel,scen,covers_95
18,598010,5001,0.22319,0.03306,6.3306,0.5434,0.1183,0.04352,12.949,17.267,0.4456,triangular,baseline,1
19,4032746,5000,0.19037,0.04013,7.1488,0.6417,0.22865,0.04528,11.789,16.206,0.4796,triangular,baseline,1
20,529226,5000,0.16535,0.03752,6.4219,0.5381,0.15456,0.03874,12.198,18.618,0.4367,triangular,baseline,1
21,3611750,5000,0.24141,0.03583,6.2744,0.5906,0.16905,0.04366,14.279,17.691,0.4742,triangular,baseline,0
22,299350,4998,0.14858,0.03664,7.5679,0.5051,0.206,0.04463,11.853,19.406,0.4359,triangular,baseline,1
23,848037,5000,0.11791,0.03611,7.0331,0.5001,0.17021,0.0418,12.702,16.94,0.4643,triangular,baseline,1
24,7668028,5000,0.1835,0.0392,6.664,0.5727,0.14441,0.04585,13.684,16.382,0.4436,triangular,baseline,1
25,7525077,4999,0.15236,0.033,7.1519,0.5178,0.14512,0.04447,12.254,17.34,0.4587,triangular,baseline,1
26,6180330,4998,0.15515,0.03429,8.4323,0.5509,0.18672,0.04442,11.582,18.971,0.4503,triangular,baseline,1
27,7818326,5000,0.14644,0.03223,7.506,0.5654,0.19221,0.04099,11.999,17.533,0.4378,triangular,baseline,1
28,4798194,4999,0.19783,0.03129,7.6975,0.5096,0.18516,0.04259,13.331,18.426,0.4478,triangular,baseline,1
29,4216884,5000,0.18443,0.03124,7.9675,0.503,0.15653,0.04524,11.589,18.384,0.4443,triangular,baseline,1
30,7164114,5000,0.16488,0.0382,7.8846,0.6413,0.20818,0.04104,12.485,17.353,0.4629,triangular,baseline,1
31,5143825,5000,0.0956,0.03221,6.6401,0.5005,0.14846,0.04424,12.023,17.916,0.4073,triangular,baseline,0
32,6455896,5000,0.20504,0.0406,7.2902,0.5877,0.22149,0.04231,12.566,18.487,0.4211,triangular,baseline,1
33,3698920,4999,0.17467,0.03524,6.1827,0.5223,0.20859,0.0404,11.991,16.839,0.4395,triangular,baseline,1
34,1547088,5001,0.11017,0.03898,7.2674,0.6241,0.10715,0.04258,11.742,17.478,0.4531,triangular,baseline,1
35,3302875,4999,0.14228,0.03779,6.9824,0.6158,0.17218,0.0447,12.32,18.455,0.4626,triangular,baseline,1
36,8054277,4998,0.13529,0.03413,6.8972,0.579,0.21528,0.04536,12.975,17.555,0.4763,triangular,baseline,1
37,5060533,4998,0.18095,0.03038,7.3807,0.5859,0.2136,0.04415,12.146,18.532,0.4179,triangular,baseline,1
38,4414294,4999,0.12375,0.03482,6.505,0.6281,0.1398,0.04187,14.358,16.096,0.4835,triangular,baseline,1
39,2932477,4999,0.17559,0.03284,6.7822,0.6405,0.17357,0.03968,14.249,18.822,0.4238,triangular,baseline,1
40,3706577,5000,0.16739,0.03679,7.1633,0.5809,0.1817,0.04079,13.976,19.446,0.4443,triangular,baseline,1
41,6915341,4998,0.10386,0.03184,6.9495,0.5186,0.15126,0.04515,12.514,17.608,0.4651,triangular,baseline,1
42,8431690,4999,0.12857,0.03583,6.4375,0.5294,0.18549,0.04039,12.193,18.093,0.4975,triangular,baseline,1
43,8863769,5000,0.1866,0.03153,6.3375,0.5718,0.17896,0.04066,12.646,18.161,0.4448,triangular,baseline,1
44,4023409,5000,0.18007,0.03917,6.8266,0.5,0.23055,0.04083,13.257,18.585,0.4472,triangular,baseline,1
45,3012298,5000,0.18762,0.03041,6.9134,0.6357,0.19962,0.04556,13.478,19.105,0.4577,triangular,baseline,1
46,1080861,5000,0.15387,0.03006,7.2651,0.632,0.15176,0.04157,13.173,16.915,0.4661,triangular,baseline,1
47,5456669,4998,0.19659,0.03456,6.3527,0.5664,0.22561,0.03865,12.78,18.403,0.4364,triangular,baseline,1
48,4282392,5000,0.12378,0.0375,7.3548,0.6422,0.26299,0.04353,13.399,17.238,0.4749,triangular,baseline,1
49,5089055,5000,0.13996,0.03479,5.6718,0.5307,0.19521,0.04131,12.398,18.495,0.4153,triangular,baseline,1
50,6808625,4998,0.21567,0.03234,6.7104,0.5173,0.20353,0.04357,14.235,18.131,0.4606,triangular,baseline,1
51,81021,5001,0.16162,0.03017,6.5359,0.5607,0.17715,0.04213,12.819,17.325,0.4551,triangular,baseline,1
52,7855045,5000,0.13705,0.03717,6.3982,0.543,0.1699,0.03987,13.384,18.91,0.4531,triangular,baseline,1
53,6483763,4999,0.12017,0.03372,7.7411,0.645,0.1834,0.04208,13.862,19.214,0.4848,triangular,baseline,1
54,6316809,5000,0.16942,0.03839,5.9723,0.5431,0.13653,0.03807,14.114,19.282,0.4571,triangular,baseline,1
55,3650555,5000,0.20095,0.03109,7.4452,0.5689,0.18593,0.04211,12.42,17.419,0.4497,triangular,baseline,1
56,23828,5001,0.09946,0.03631,7.4522,0.51,0.11659,0.04587,13.471,16.662,0.4759,triangular,baseline,1
57,7545230,4999,0.17647,0.03021,6.7399,0.583,0.15755,0.04084,13.296,17.747,0.4815,triangular,baseline,1
58,5351086,5000,0.18082,0.03946,6.6178,0.5401,0.22194,0.03993,14.178,19.175,0.4552,triangular,baseline,1
59,4345744,5000,0.19395,0.03425,7.5518,0.6091,0.23853,0.03902,12.18,17.134,0.4525,triangular,baseline,1
60,3842990,4998,0.16949,0.03686,7.4956,0.6215,0.15776,0.04033,14.095,16.21,0.4318,triangular,baseline,1
61,862037,5000,0.18153,0.03772,7.7319,0.5746,0.17803,0.04118,13.383,17.183,0.4543,triangular,baseline,1
62,2709282,4998,0.18303,0.03837,7.5915,0.6294,0.11951,0.0433,13.439,17.964,0.4665,triangular,baseline,1
63,5167854,4999,0.20821,0.03123,7.4681,0.5024,0.15534,0.03981,12.885,16.366,0.4518,triangular,baseline,1
64,5605788,4999,0.19554,0.03867,5.7754,0.6317,0.16857,0.03834,13.087,16.145,0.4197,triangular,baseline,1
65,1768040,5000,0.16077,0.03719,7.7426,0.5918,0.18329,0.03963,12.352,17.415,0.4342,triangular,baseline,1
66,5021299,4998,0.13615,0.03816,6.5481,0.5445,0.16245,0.04457,12.837,16.865,0.4231,triangular,baseline,1
67,4340163,4999,0.09685,0.03517,7.0465,0.6273,0.19298,0.04459,12.189,18.027,0.4663,triangular,baseline,1
68,8399075,5000,0.19143,0.03423,6.4878,0.5879,0.15084,0.04209,13.843,18.276,0.4601,triangular,baseline,1
69,5501579,4999,0.09994,0.0362,7.1691,0.5991,0.12417,0.03875,13.168,19.268,0.4229,triangular,baseline,1
70,6741133,5000,0.15224,0.03351,7.3926,0.534,0.17214,0.042,12.745,18.122,0.4797,triangular,baseline,1
71,4198515,5001,0.19098,0.03186,6.9008,0.6076,0.19253,0.04174,14.365,17.615,0.4596,triangular,baseline,1
72,5363281,4998,0.15216,0.03785,7.9376,0.5607,0.15005,0.04111,12.86,19.441,0.4496,triangular,baseline,1
73,3437556,5000,0.14034,0.03618,7.7679,0.5724,0.17792,0.04586,13.035,17.171,0.4211,triangular,baseline,1
74,6435670,4998,0.16421,0.03422,7.2343,0.569,0.20732,0.03892,12.662,17.281,0.4515,triangular,baseline,1
75,8878290,5000,0.17406,0.03034,6.5722,0.5118,0.134,0.04504,11.846,18.465,0.4743,triangular,baseline,1
76,4805636,5000,0.15881,0.03956,7.8874,0.6087,0.14915,0.04058,14.01,19.084,0.4646,triangular,baseline,1
77,1148433,5000,0.14923,0.03292,6.9824,0.6432,0.17696,0.0444,14.168,17.337,0.3973,triangular,baseline,1
78,7907055,5000,0.22847,0.03571,6.833,0.5867,0.0813,0.04121,12.802,18.637,0.4445,triangular,baseline,1
79,4412444,4998,0.1895,0.03092,7.2018,0.6222,0.17812,0.04259,12.373,18.092,0.4547,triangular,baseline,1
80,229680,5001,0.11172,0.03803,5.8431,0.5382,0.15666,0.04569,11.949,17.576,0.4318,triangular,baseline,1
81,1194422,4999,0.14829,0.0319,7.2743,0.5517,0.14948,0.03992,13.778,18.623,0.4394,triangular,baseline,1
82,8915956,5000,0.09781,0.03687,7.3428,0.6043,0.22584,0.04462,11.865,19.371,0.4637,triangular,baseline,1
83,312102,5000,0.18084,0.03034,6.9402,0.5545,0.1413,0.04377,13.539,17.261,0.4821,triangular,baseline,1
84,1959554,5000,0.14124,0.03635,6.8637,0.5117,0.19146,0.04127,11.502,17.555,0.4693,triangular,baseline,1
85,6561465,5000,0.15203,0.03437,7.1663,0.5386,0.13686,0.03828,13.605,16.711,0.4849,triangular,baseline,1
86,298939,5001,0.15514,0.03254,7.2198,0.6323,0.20917,0.04039,13.309,16.558,0.4494,triangular,baseline,1
87,3622347,5000,0.16217,0.03546,7.5535,0.5836,0.14727,0.04581,11.731,17.19,0.4537,triangular,baseline,1
88,4720643,5001,0.21788,0.03576,6.8975,0.572,0.22253,0.04414,11.884,17.946,0.4149,triangular,baseline,1
89,7568180,5000,0.20278,0.03058,6.4258,0.5263,0.16335,0.03915,12.663,16.331,0.459,triangular,baseline,1
90,2363636,4999,0.15047,0.03255,7.4077,0.5054,0.12933,0.03803,12.197,16.52,0.4595,triangular,baseline,1
91,1100239,5000,0.09752,0.03284,7.9965,0.5358,0.1771,0.03895,12.8,17.884,0.458,triangular,baseline,1
92,4934342,5000,0.23027,0.03631,7.4784,0.5589,0.15505,0.03834,12.783,16.486,0.4461,triangular,baseline,1
93,5051103,4998,0.16376,0.03974,6.9289,0.5905,0.1934,0.0412,11.92,16.042,0.4388,triangular,baseline,1
94,8969283,4998,0.18324,0.03289,6.4588,0.601,0.22907,0.03892,13.38,17.882,0.451,triangular,baseline,1
95,7393360,5000,0.1635,0.03928,6.8872,0.5197,0.24617,0.03968,12.736,19.188,0.4769,triangular,baseline,1
96,3365413,4999,0.1731,0.04085,7.3436,0.6075,0.17657,0.04019,12.281,16.089,0.4203,triangular,baseline,1
97,469439,5000,0.22131,0.03107,6.9372,0.5056,0.19231,0.04307,13.908,18.818,0.4512,triangular,baseline,0
98,8169083,5000,0.21013,0.03427,7.1106,0.5566,0.21174,0.03906,12.818,16.256,0.4746,triangular,baseline,1
99,1329937,5000,0.13812,0.0405,7.303,0.6452,0.15316,0.04599,12.049,17.779,0.4361,triangular,baseline,1
100,7475815,5000,0.18875,0.0378,7.0842,0.5586,0.21646,0.04082,12.036,16.408,0.4548,triangular,baseline,1
101,7821510,5000,0.17241,0.03583,7.6586,0.6303,0.12533,0.04113,12.089,19.486,0.4571,triangular,baseline,1
102,4382135,5000,0.18703,0.0307,6.8466,0.5968,0.2357,0.04348,14.416,16.918,0.4139,triangular,baseline,1
103,6467098,5000,0.13286,0.039,7.4926,0.5608,0.17149,0.03806,11.534,17.293,0.4756,triangular,baseline,1
104,2845190,5000,0.09815,0.03042,7.2308,0.5745,0.15428,0.04074,13.868,18.872,0.4884,triangular,baseline,0
105,7980018,5000,0.18941,0.03593,7.251,0.5804,0.13438,0.04582,13.008,18.465,0.5028,triangular,baseline,1
106,3996510,4999,0.147,0.03104,6.8441,0.5482,0.14843,0.03883,12.266,18.42,0.4266,triangular,baseline,1
107,7540355,5000,0.14753,0.03525,6.659,0.5434,0.09288,0.04112,13.905,16.636,0.4509,triangular,baseline,1
108,6261594,5000,0.17615,0.03435,5.4195,0.5351,0.12982,0.04512,11.827,16.764,0.4559,triangular,baseline,1
109,1460265,5000,0.13527,0.03635,7.2394,0.6296,0.15163,0.04307,13.769,18.793,0.4568,triangular,baseline,1
110,5549960,5000,0.12148,0.0338,8.0725,0.5166,0.17028,0.04054,13.684,17.791,0.4267,triangular,baseline,1
111,8619762,5001,0.16788,0.03919,6.6549,0.5784,0.11325,0.04564,13.486,17.573,0.4186,triangular,baseline,1
112,6090605,5000,0.16559,0.03477,6.9347,0.5223,0.14812,0.04465,13.128,16.277,0.4466,triangular,baseline,1
113,2287197,5000,0.18664,0.03135,6.3566,0.5497,0.22996,0.04195,13.336,16.601,0.4332,triangular,baseline,1
114,7733190,4998,0.14453,0.04027,7.2964,0.6477,0.19498,0.04569,14.089,16.659,0.4565,triangular,baseline,1
115,6124350,5000,0.16752,0.03629,7.943,0.5292,0.15138,0.04429,13.168,17.128,0.4441,triangular,baseline,1
116,937615,5000,0.14042,0.03211,7.4797,0.5535,0.14175,0.04057,14.03,16.193,0.4554,triangular,baseline,1
117,6895138,4999,0.18033,0.03422,7.3899,0.5898,0.17176,0.04092,12.336,16.205,0.4818,triangular,baseline,1
118,5429307,5000,0.17941,0.03692,8.0174,0.6155,0.19386,0.04528,13.248,19.033,0.4448,triangular,baseline,1
119,687084,5000,0.20631,0.04076,7.1167,0.6151,0.24573,0.04356,11.6,17.798,0.4551,triangular,baseline,1
120,774681,5000,0.17801,0.0354,7.1267,0.5182,0.22349,0.0429,12.146,18.845,0.4502,triangular,baseline,1
121,1031186,5000,0.15924,0.03329,7.8781,0.5796,0.14387,0.04154,12.106,18.623,0.4354,triangular,baseline,1
122,3208519,5000,0.20805,0.03928,7.1634,0.6029,0.15573,0.04454,13.408,16.673,0.4845,triangular,baseline,1
123,1862280,4998,0.14764,0.0351,7.7848,0.6257,0.25351,0.04387,14.114,17.228,0.4448,triangular,baseline,1
124,5227035,5000,0.16253,0.04001,8.1105,0.6032,0.18431,0.04436,13.453,18.259,0.4089,triangular,baseline,1
125,6689753,5000,0.14026,0.03767,7.2415,0.6223,0.17655,0.04135,11.675,18.703,0.4379,triangular,baseline,1
126,6414539,5000,0.17066,0.03775,6.7298,0.5315,0.09519,0.04524,12.742,16.475,0.4392,triangular,baseline,1
127,8252991,5000,0.11066,0.03705,6.8299,0.6246,0.12518,0.04345,13.196,18.446,0.413,triangular,baseline,1
128,1622897,5000,0.13357,0.0356,7.1465,0.6032,0.15441,0.03837,12.877,16.835,0.4189,triangular,baseline,1
129,6704318,4999,0.14989,0.0305,7.6869,0.6482,0.12151,0.0407,12.835,17.214,0.4444,triangular,baseline,1
130,4735027,4999,0.18844,0.03669,6.308,0.5157,0.17877,0.04215,14.491,16.79,0.5057,triangular,baseline,1
131,856108,5000,0.18179,0.03767,7.3675,0.6114,0.14166,0.04523,11.741,18.073,0.479,triangular,baseline,1
132,14649,5000,0.13804,0.03606,8.3209,0.6482,0.16176,0.0434,14.2,17.083,0.4499,triangular,baseline,1
133,3627885,5001,0.15311,0.03567,6.8272,0.5888,0.17041,0.04338,13.696,16.073,0.4379,triangular,baseline,1
134,8225185,5000,0.15217,0.03455,7.1906,0.5105,0.1549,0.0445,12.424,16.036,0.423,triangular,baseline,1
135,4826276,5000,0.18239,0.03807,5.8212,0.5885,0.13876,0.04171,11.59,17.72,0.4775,triangular,baseline,1
136,7764510,4999,0.16152,0.0339,6.8261,0.5586,0.13454,0.04385,14.484,17.8,0.4521,triangular,baseline,1
137,2904083,5001,0.1437,0.0323,6.7522,0.6175,0.18308,0.04427,12.183,16.144,0.4358,triangular,baseline,1
138,7154235,5001,0.15166,0.03405,7.3575,0.5616,0.21552,0.03841,12.304,16.035,0.4543,triangular,baseline,1
139,4136992,5000,0.29849,0.034,6.6889,0.5602,0.14902,0.04524,13.11,16.937,0.4552,triangular,baseline,0
140,8721277,4999,0.14064,0.03894,7.1761,0.628,0.19834,0.03806,12.291,17.042,0.4876,triangular,baseline,1
141,4261032,5000,0.17978,0.04033,7.1302,0.5741,0.19749,0.04047,11.684,18.535,0.4403,triangular,baseline,1
142,5789768,4998,0.14793,0.03523,6.9693,0.6011,0.20561,0.03866,14.383,17.144,0.4185,triangular,baseline,1
143,8295316,5000,0.1985,0.03987,7.3143,0.6436,0.15508,0.04029,12.605,17.59,0.4657,triangular,baseline,1
144,6418405,5000,0.17789,0.0354,6.6006,0.6296,0.18808,0.04268,13.88,19.326,0.4368,triangular,baseline,1
145,6175091,4998,0.15553,0.0353,7.959,0.5495,0.19134,0.03993,14.222,18.049,0.445,triangular,baseline,1
146,5224183,5000,0.20484,0.03074,6.0795,0.5584,0.24011,0.03825,14.361,19.413,0.4764,triangular,baseline,1
147,172198,5000,0.13877,0.03514,7.2921,0.6126,0.16044,0.03875,12.06,17.843,0.4636,triangular,baseline,1
148,1401231,5001,0.15556,0.03841,7.1495,0.5631,0.21244,0.04275,13.596,18.288,0.4346,triangular,baseline,1
149,5257156,5000,0.23022,0.03683,8.7819,0.6377,0.22971,0.04175,12.947,17.455,0.457,triangular,baseline,1
150,6151232,5000,0.13142,0.03954,7.2303,0.5481,0.1624,0.03841,12.394,16.869,0.4307,triangular,baseline,1
151,76380,5000,0.18754,0.04062,7.7516,0.6188,0.13176,0.04574,11.674,18.207,0.4532,triangular,baseline,1
152,2283974,5000,0.12586,0.03148,6.0461,0.6455,0.15494,0.04401,12.721,16.436,0.4378,triangular,baseline,1
153,8953622,4999,0.19216,0.03658,6.8628,0.5383,0.19537,0.04064,13.921,17.674,0.4401,triangular,baseline,1
154,5459894,5000,0.17462,0.03652,7.2718,0.6339,0.15691,0.03873,14.363,18.446,0.431,triangular,baseline,1
155,2722866,5000,0.14461,0.03693,7.1628,0.6228,0.12627,0.04004,14.395,16.536,0.4198,triangular,baseline,1
156,4094228,4998,0.14556,0.03419,7.3896,0.5053,0.14929,0.04567,13.765,17.186,0.4472,triangular,baseline,1
157,4031144,5000,0.12197,0.03799,7.4073,0.5154,0.10726,0.04107,12.361,17.77,0.4604,triangular,baseline,1
158,1470997,5000,0.13701,0.03565,6.6748,0.62,0.20676,0.0434,14.211,17.817,0.4672,triangular,baseline,1
159,5502353,5000,0.19917,0.04065,7.309,0.6206,0.14537,0.04187,12.517,17.355,0.5117,triangular,baseline,1
160,3019901,5001,0.14603,0.03445,7.5291,0.5056,0.13409,0.03844,12.472,17.188,0.4215,triangular,baseline,1
161,2765170,4999,0.17622,0.04036,7.7217,0.5108,0.15321,0.04196,12.489,16.948,0.4192,triangular,baseline,1
162,4197981,4998,0.14249,0.03609,7.4703,0.5679,0.18319,0.04341,12.631,16.226,0.4323,triangular,baseline,1
163,1632022,4999,0.13212,0.03925,7.7993,0.5099,0.2107,0.04058,13.779,16.407,0.4422,triangular,baseline,1
164,4538584,5000,0.13389,0.03492,7.7892,0.6248,0.25447,0.04529,12.29,18.504,0.4283,triangular,baseline,1
165,1130429,4998,0.19399,0.04099,6.5536,0.6055,0.18727,0.04152,14.106,16.862,0.4357,triangular,baseline,1
166,8261772,5000,0.19503,0.03835,8.3509,0.527,0.1131,0.04059,12.858,18.264,0.4582,triangular,baseline,1
167,8397846,5000,0.12919,0.03805,7.4086,0.6041,0.12392,0.03875,13.426,17.54,0.4692,triangular,baseline,1
168,1892791,5000,0.16745,0.03738,6.8739,0.5816,0.14469,0.04484,13.498,16.434,0.4588,triangular,baseline,1
169,8734906,5001,0.10566,0.03519,6.3754,0.6099,0.18384,0.04084,13.915,18.018,0.4622,triangular,baseline,1
170,5197383,5001,0.20417,0.03145,7.2521,0.6262,0.1546,0.04088,12.815,16.483,0.4559,triangular,baseline,1
171,3374964,4998,0.19303,0.03184,6.5707,0.5522,0.20777,0.03996,13.252,16.984,0.4372,triangular,baseline,1
172,4757377,4999,0.14971,0.03741,6.7272,0.5266,0.1475,0.04452,14.47,17.323,0.46,triangular,baseline,1
173,2490843,5000,0.23088,0.03028,6.5199,0.5731,0.03162,0.0436,12.776,17.508,0.4279,triangular,baseline,0
174,1115308,5000,0.12048,0.03312,7.1864,0.5499,0.1318,0.03985,12.954,17.222,0.4341,triangular,baseline,1
175,4019472,4999,0.14126,0.03681,8.006,0.591,0.19232,0.04345,11.583,17.537,0.4478,triangular,baseline,1
176,7103678,4999,0.18348,0.03131,6.6275,0.6133,0.22296,0.04253,12.215,18.563,0.4671,triangular,baseline,1
177,6724715,4999,0.07946,0.03124,7.8392,0.5552,0.14774,0.03873,13.745,18.256,0.4385,triangular,baseline,0
178,8794635,5000,0.1539,0.03707,7.9054,0.6261,0.21515,0.04383,13.287,18.276,0.4193,triangular,baseline,1
179,554172,5000,0.1256,0.03863,6.9321,0.6431,0.16242,0.04307,13.025,16.965,0.4915,triangular,baseline,1
180,4356970,4998,0.18163,0.03824,7.3971,0.5372,0.09738,0.04447,13.568,18.96,0.4644,triangular,baseline,1
181,3460864,4998,0.15141,0.03839,8.1347,0.6372,0.16494,0.0401,11.664,18.25,0.461,triangular,baseline,1
182,4411570,5000,0.14822,0.03082,6.782,0.5877,0.13866,0.03844,12.994,19.152,0.4398,triangular,baseline,1
183,6608065,5000,0.12554,0.03006,6.5034,0.5795,0.15495,0.0458,13.12,16.29,0.4805,triangular,baseline,1
184,1185632,5000,0.0826,0.03774,6.2594,0.5841,0.16087,0.04481,12.93,18.143,0.4766,triangular,baseline,0
185,8472789,4999,0.18205,0.03732,7.6886,0.5086,0.11826,0.04494,13.489,16.915,0.4579,triangular,baseline,1
186,6620907,5000,0.23146,0.03208,7.5225,0.5255,0.22862,0.04311,12.399,17.967,0.4556,triangular,baseline,0
187,6576897,4998,0.07321,0.03356,7.1936,0.6303,0.16092,0.04201,11.605,18.815,0.4735,triangular,baseline,0
188,6986877,4998,0.17241,0.03091,6.5844,0.599,0.12076,0.04416,13.379,18.095,0.4724,triangular,baseline,1
189,7889970,5000,0.17984,0.03034,6.9019,0.5482,0.17318,0.03935,12.691,18.77,0.4556,triangular,baseline,1
190,5131598,5000,0.15881,0.03576,6.3796,0.514,0.22117,0.04411,11.512,16.856,0.4376,triangular,baseline,1
191,1620929,4998,0.17869,0.03483,6.6527,0.5197,0.14343,0.04576,11.904,17.047,0.4324,triangular,baseline,1
192,3516958,5001,0.15774,0.03288,6.8523,0.5506,0.20069,0.03806,12.769,18.082,0.4874,triangular,baseline,1
193,8896,5000,0.17753,0.03549,6.4175,0.5811,0.20292,0.04525,12.415,17.851,0.4612,triangular,baseline,1
194,7122809,5000,0.1566,0.03543,7.204,0.6353,0.15576,0.04419,13.863,18.44,0.4611,triangular,baseline,1
195,5229995,5000,0.19601,0.03626,7.363,0.5982,0.15286,0.04005,11.847,18.947,0.4344,triangular,baseline,1
196,1598593,5001,0.15884,0.04093,7.8064,0.6053,0.2113,0.03862,13.742,19.026,0.4843,triangular,baseline,1
197,2508350,5001,0.2171,0.04006,7.261,0.5268,0.18677,0.04452,12.519,17.986,0.4722,triangular,baseline,1
198,6339803,5001,0.18394,0.04005,8.6388,0.5383,0.19572,0.04432,11.516,19.283,0.4532,triangular,baseline,1
199,5139876,5000,0.11352,0.04034,6.4473,0.5121,0.1225,0.04578,13.177,16.382,0.3962,triangular,baseline,1
200,5711341,4998,0.16488,0.0353,7.5284,0.5409,0.19734,0.03861,12.282,16.447,0.478,triangular,baseline,1
