student_id,cohort,term,credits_attempted,credits_earned,term_gpa,cum_gpa
S201300039,2013,SP2015,16,15,3.58,3.8
S201300041,2013,FA2014,16,12,3.53,3.19
S201300041,2013,SP2015,13,16,2.97,3.37
S201300042,2013,FA2014,15,15,3.72,3.46
S201300042,2013,SP2015,13,13,3.8,3.76
S201300043,2013,FA2014,16,15,2.98,2.98
S201300043,2013,SP2015,16,12,3.04,3.28
S201300044,2013,FA2014,16,12,4,3.73
S201300044,2013,SP2015,16,13,3.94,3.85
S201300046,2013,FA2014,15,16,3.3,3.29
S201300046,2013,SP2015,12,13,3.34,3.2
S201300049,2013,FA2014,16,15,3.4,3.87
S201300049,2013,SP2015,15,13,3.66,3.41
S201300050,2013,FA2014,13,15,3.84,3.93
S201300050,2013,SP2015,15,15,3.97,4
S201300051,2013,FA2014,15,13,2.85,3.0
S201300051,2013,SP2015,16,12,3.1,3.14
S201300053,2013,FA2014,16,15,2.21,2.4
S201300053,2013,SP2015,15,16,2.78,2.23
S201300054,2013,FA2014,16,16,2.76,2.76
S201300054,2013,SP2015,12,15,3.28,2.74
S201300055,2013,FA2014,15,15,3.22,3.54
S201300055,2013,SP2015,12,16,3.33,3.31
S201300056,2013,FA2014,15,16,3.93,4
S201300056,2013,SP2015,15,15,3.98,4
S201300061,2013,FA2014,18,13,3.61,3.34
S201300061,2013,SP2015,13,16,3.5,3.32
S201300062,2013,FA2014,15,16,3.96,3.66
S201300062,2013,SP2015,16,16,3.31,3.56
S201300063,2013,FA2014,16,16,3.44,3.79
S201300063,2013,SP2015,15,16,3.38,3.61
S201300066,2013,FA2014,13,16,3.73,4
S201300066,2013,SP2015,15,13,3.97,3.7
S201300067,2013,FA2014,18,12,3.16,3.22
S201300067,2013,SP2015,16,15,3.13,3.55
S201300070,2013,FA2014,16,16,3.45,3.63
S201300070,2013,SP2015,15,18,3.35,3.57
S201300073,2013,FA2014,16,15,2.79,3.28
S201300073,2013,SP2015,16,12,3.31,3.14
S201300075,2013,FA2014,13,15,3.28,3.52
S201300075,2013,SP2015,15,15,3.53,3.51
S201300079,2013,FA2014,15,16,3.98,4
S201300079,2013,SP2015,15,16,3.92,3.97
S201300080,2013,FA2014,16,15,2.6,2.39
S201300080,2013,SP2015,18,15,1.74,2.47
S201300083,2013,FA2014,15,18,4,3.42
S201300083,2013,SP2015,16,18,3.47,3.38
S201300084,2013,FA2014,15,15,3.32,3.49
S201300084,2013,SP2015,15,13,3.9,3.25
S201300087,2013,FA2014,18,16,4,3.74
S201300087,2013,SP2015,18,15,3.85,3.68
S201300088,2013,FA2014,13,15,3.84,3.45
S201300088,2013,SP2015,15,18,3.77,3.5
S201300090,2013,FA2014,13,16,3.77,3.84
S201300090,2013,SP2015,15,12,3.61,3.84
S201300092,2013,FA2014,18,16,2.13,2.4
S201300092,2013,SP2015,15,15,2.19,2.48
S201300094,2013,FA2014,13,13,3.34,3.89
S201300094,2013,SP2015,16,16,3.89,3.85
S201300095,2013,FA2014,15,15,3.4,3.34
S201300095,2013,SP2015,13,15,3.76,3.49
S201300096,2013,FA2014,16,16,3.73,3.46
S201300096,2013,SP2015,16,15,3.38,3.59
S201300097,2013,FA2014,18,15,3.96,4
S201300097,2013,SP2015,15,16,4,4
S201300099,2013,FA2014,16,16,3.33,3.1
S201300099,2013,SP2015,16,18,2.93,3.17
S201300100,2013,FA2014,16,13,3.85,3.5
S201300100,2013,SP2015,16,15,3.38,3.39
S201300101,2013,FA2014,16,12,3.86,3.79
S201300101,2013,SP2015,15,15,3.79,4
S201300102,2013,FA2014,13,15,3.23,3.07
S201300102,2013,SP2015,16,15,2.67,3.19
S201300104,2013,FA2014,15,16,3.1,2.94
S201300104,2013,SP2015,15,16,3.29,3.05
S201300105,2013,FA2014,15,15,3.42,3.51
S201300105,2013,SP2015,16,13,3.22,3.28
S201300106,2013,FA2014,15,16,3.5,3.49
S201300106,2013,SP2015,16,16,4,3.57
S201300107,2013,FA2014,15,16,3.98,3.78
S201300107,2013,SP2015,15,15,4,3.68
S201300108,2013,FA2014,16,16,3.81,3.83
S201300108,2013,SP2015,16,13,4,3.81
S201300111,2013,FA2014,16,15,3.92,3.91
S201300111,2013,SP2015,13,18,4,4
S201300112,2013,FA2014,18,15,3.37,3.49
S201300112,2013,SP2015,16,15,3.43,3.73
S201300113,2013,FA2014,15,16,2.58,2.84
S201300113,2013,SP2015,16,16,2.88,2.73
S201300115,2013,FA2014,13,18,2.95,2.72
S201300115,2013,SP2015,16,16,3.03,2.69
S201300116,2013,FA2014,16,15,3.22,3.19
S201300116,2013,SP2015,12,16,3.2,3.04
S201300117,2013,FA2014,16,16,3.61,3.3
S201300117,2013,SP2015,16,15,3.51,3.75
S201300119,2013,FA2014,15,16,2.71,3.01
S201300119,2013,SP2015,15,16,3.24,2.9
S201300120,2013,FA2014,16,15,3.34,3.36
S201300120,2013,SP2015,15,15,3.31,3.34
S201300121,2013,FA2014,15,18,3.2,3.18
S201300121,2013,SP2015,18,18,3.63,3.05
S201300122,2013,FA2014,13,15,3.73,3.8
S201300122,2013,SP2015,16,15,4,3.52
S201300123,2013,FA2014,18,16,3.62,3.56
S201300123,2013,SP2015,12,15,3.7,3.62
S201300124,2013,FA2014,16,16,3.42,3.13
S201300124,2013,SP2015,16,18,2.91,3.02
S201300125,2013,FA2014,18,15,2.86,2.48
S201300125,2013,SP2015,15,16,2.69,2.57
S201300126,2013,FA2014,12,15,3.19,3.4
S201300126,2013,SP2015,18,16,3.57,3.26
S201300127,2013,FA2014,15,15,3.68,3.37
S201300127,2013,SP2015,15,15,4,3.65
S201300130,2013,FA2014,16,15,3.25,3.02
S201300130,2013,SP2015,16,15,3.37,3.27
S201300131,2013,FA2014,16,16,3.18,2.99
S201300131,2013,SP2015,16,16,3.22,3.13
S201300134,2013,FA2014,15,16,2.89,3.33
S201300134,2013,SP2015,16,15,3.22,3.26
S201300135,2013,FA2014,15,16,3.83,3.92
S201300135,2013,SP2015,18,15,4,4
S201300136,2013,FA2014,15,15,4,3.9
S201300136,2013,SP2015,18,16,3.93,3.9
S201300138,2013,FA2014,18,15,3.34,3.34
S201300138,2013,SP2015,15,15,3.5,3.23
S201300139,2013,FA2014,15,15,3.73,3.56
S201300139,2013,SP2015,16,15,4.0,3.68
S201300140,2013,FA2014,16,13,2.88,3.04
S201300140,2013,SP2015,16,13,2.82,2.82
S201300142,2013,FA2014,16,15,2.71,2.82
S201300142,2013,SP2015,16,13,2.57,2.78
S201300143,2013,FA2014,16,18,3.97,4
S201300143,2013,SP2015,16,15,4,4
S201300145,2013,FA2014,15,15,3.05,2.86
S201300145,2013,SP2015,18,18,2.92,3.14
S201300146,2013,FA2014,15,16,3.28,3.0
S201300146,2013,SP2015,16,13,3.34,2.88
S201300147,2013,FA2014,16,15,4,4
S201300147,2013,SP2015,15,18,3.93,4.0
S201300148,2013,FA2014,16,15,3.28,3.2
S201300148,2013,SP2015,15,16,3.36,3.3
S201300149,2013,FA2014,18,12,3.38,3.11
S201300149,2013,SP2015,16,18,3.2,3.11
S201300150,2013,FA2014,13,15,4,3.88
S201300150,2013,SP2015,15,15,4,4
S201300151,2013,FA2014,15,16,3.95,3.88
S201300151,2013,SP2015,18,12,3.8,3.8
S201300154,2013,FA2014,13,15,3.97,3.88
S201300154,2013,SP2015,15,15,4,4
S201300158,2013,FA2014,12,13,2.57,2.63
S201300158,2013,SP2015,15,16,2.24,2.43
S201300159,2013,FA2014,15,16,3.32,3.12
S201300159,2013,SP2015,15,18,3.07,3.43
S201300160,2013,FA2014,16,15,3.8,3.57
S201300160,2013,SP2015,12,16,3.78,3.73
S201300162,2013,FA2014,15,13,3.52,3.33
S201300162,2013,SP2015,15,13,3.7,3.53
S201300165,2013,FA2014,15,18,3.35,3.38
S201300165,2013,SP2015,13,16,3.74,3.41
S201300166,2013,FA2014,16,15,3.29,3.65
S201300166,2013,SP2015,13,15,3.05,3.7
S201300167,2013,FA2014,15,13,3.83,3.69
S201300167,2013,SP2015,15,15,3.92,3.76
S201300169,2013,FA2014,16,16,3.69,3.17
S201300169,2013,SP2015,15,15,3.37,3.1
S201300173,2013,FA2014,15,16,3.76,4
S201300173,2013,SP2015,15,15,4,3.86
S201300175,2013,FA2014,16,12,3.05,3.45
S201300175,2013,SP2015,18,16,4,3.48
S201300176,2013,FA2014,15,13,2.83,3.04
S201300176,2013,SP2015,15,15,2.9,3.08
S201300178,2013,FA2014,15,15,2.39,2.4
S201300178,2013,SP2015,15,15,2.55,2.55
S201300179,2013,FA2014,16,15,3.0,3.51
S201300179,2013,SP2015,16,12,3.22,3.64
S201300180,2013,FA2014,13,15,2.97,2.97
S201300180,2013,SP2015,18,15,3.33,2.73
S201300181,2013,FA2014,18,16,3.65,3.68
S201300181,2013,SP2015,16,13,3.48,3.5
S201300182,2013,FA2014,16,13,3.51,2.91
S201300182,2013,SP2015,16,16,3.47,3.48
S201300186,2013,FA2014,15,16,3.87,3.55
S201300186,2013,SP2015,16,13,3.69,3.64
S201300187,2013,FA2014,18,15,3.74,3.72
S201300187,2013,SP2015,16,13,3.39,3.69
S201300188,2013,FA2014,13,15,4,4
S201300188,2013,SP2015,13,13,4,3.84
S201300189,2013,FA2014,15,16,3.11,2.84
S201300189,2013,SP2015,15,12,2.82,3.02
S201300190,2013,FA2014,16,15,3.06,2.89
S201300190,2013,SP2015,15,16,3.52,3.0
S201300191,2013,FA2014,16,15,3.82,3.56
S201300191,2013,SP2015,13,15,3.43,3.91
S201300192,2013,FA2014,15,12,3.8,3.58
S201300192,2013,SP2015,15,15,3.15,3.4
S201300194,2013,FA2014,16,15,3.47,3.82
S201300194,2013,SP2015,15,18,3.75,3.72
S201300195,2013,FA2014,15,16,4,3.88
S201300195,2013,SP2015,16,16,3.88,4
S201300197,2013,FA2014,16,15,4,3.79
S201300197,2013,SP2015,15,15,4,3.62
S201300199,2013,FA2014,15,16,3.84,3.84
S201300199,2013,SP2015,16,16,3.39,3.89
S201300200,2013,FA2014,16,13,3.11,3.52
S201300200,2013,SP2015,18,15,3.35,3.49
S201300201,2013,FA2014,15,16,3.28,2.96
S201300201,2013,SP2015,16,15,3.05,2.92
S201300202,2013,FA2014,15,15,3.32,2.86
S201300202,2013,SP2015,13,15,2.96,3.08
S201300203,2013,FA2014,18,16,3.45,3.06
S201300203,2013,SP2015,15,15,3.03,3.27
S201300205,2013,FA2014,15,15,3.47,3.38
S201300205,2013,SP2015,16,16,3.57,3.35
S201300207,2013,FA2014,18,15,2.66,2.79
S201300207,2013,SP2015,16,12,2.85,2.85
S201300208,2013,FA2014,16,15,3.59,3.34
S201300208,2013,SP2015,12,13,3.1,3.48
S201300209,2013,FA2014,16,12,3.78,3.55
S201300209,2013,SP2015,18,12,3.49,3.69
S201300210,2013,FA2014,16,13,3.52,3.85
S201300210,2013,SP2015,13,15,3.97,3.65
S201300211,2013,FA2014,18,16,3.54,3.74
S201300211,2013,SP2015,15,16,4,3.99
S201300215,2013,FA2014,15,18,4,3.76
S201300215,2013,SP2015,15,16,4,3.92
S201300216,2013,FA2014,16,16,3.01,2.71
S201300216,2013,SP2015,15,15,2.76,2.79
S201300217,2013,FA2014,16,12,3.29,3.73
S201300217,2013,SP2015,15,16,3.32,3.79
S201300218,2013,FA2014,18,16,3.83,3.73
S201300218,2013,SP2015,16,16,3.52,4
S201300219,2013,FA2014,16,15,2.91,3.0
S201300219,2013,SP2015,18,15,2.93,2.93
S201300220,2013,FA2014,15,15,3.16,2.99
S201300220,2013,SP2015,16,13,2.84,3.23
S201300221,2013,FA2014,16,18,3.66,3.69
S201300221,2013,SP2015,16,15,4,3.78
S201300223,2013,FA2014,15,16,2.48,2.78
S201300223,2013,SP2015,16,15,2.82,2.74
S201300224,2013,FA2014,15,15,3.55,3.51
S201300224,2013,SP2015,12,15,3.25,3.76
S201300226,2013,FA2014,12,13,4,4
S201300226,2013,SP2015,18,16,3.8,4
S201300227,2013,FA2014,16,15,2.84,3.04
S201300227,2013,SP2015,15,13,3.14,2.91
S201300229,2013,FA2014,15,15,3.22,3.36
S201300229,2013,SP2015,12,16,2.88,3.16
S201300230,2013,FA2014,16,16,3.64,3.64
S201300230,2013,SP2015,15,15,3.45,3.69
S201300233,2013,FA2014,15,13,3.41,3.45
S201300233,2013,SP2015,18,15,3.32,3.29
S201300235,2013,FA2014,13,16,3.32,3.45
S201300235,2013,SP2015,16,16,3.23,3.46
S201300236,2013,FA2014,16,16,4,3.81
S201300236,2013,SP2015,16,13,4.0,3.69
S201300237,2013,FA2014,16,16,3.69,3.58
S201300237,2013,SP2015,18,15,3.56,3.53
S201300238,2013,FA2014,16,15,3.83,3.61
S201300238,2013,SP2015,13,15,3.6,3.18
S201300240,2013,FA2014,12,13,4,4
S201300240,2013,SP2015,13,15,3.74,3.8
S201300242,2013,FA2014,16,13,2.95,2.63
S201300242,2013,SP2015,15,16,3.03,2.65
S201300244,2013,FA2014,15,18,3.37,2.64
S201300244,2013,SP2015,12,18,2.51,2.79
S201300245,2013,FA2014,16,13,3.06,3.14
S201300245,2013,SP2015,12,16,3.09,3.09
S201300246,2013,FA2014,16,15,3.83,4
S201300246,2013,SP2015,15,12,3.94,4
S201300247,2013,FA2014,16,15,4,4
S201300247,2013,SP2015,15,15,3.9,4
S201300248,2013,FA2014,16,15,3.41,4.0
S201300248,2013,SP2015,16,16,4,3.94
S201300250,2013,FA2014,18,12,3.75,3.5
S201300250,2013,SP2015,15,13,3.38,3.32
S201300251,2013,FA2014,15,18,2.24,2.28
S201300251,2013,SP2015,13,13,2.45,2.34
S201300252,2013,FA2014,16,16,3.75,4
S201300252,2013,SP2015,16,16,4,3.68
S201300253,2013,FA2014,16,16,2.94,2.96
S201300253,2013,SP2015,15,12,3.09,3.09
S201300256,2013,FA2014,15,15,3.82,3.97
S201300256,2013,SP2015,13,16,4,3.9
S201300259,2013,FA2014,16,15,2.9,3.44
S201300259,2013,SP2015,15,16,3.23,3.19
S201300261,2013,FA2014,16,15,4,3.96
S201300261,2013,SP2015,12,16,4,4
S201300262,2013,FA2014,16,13,3.12,2.74
S201300262,2013,SP2015,15,18,2.85,3.01
S201300264,2013,FA2014,18,15,2.19,2.46
S201300264,2013,SP2015,16,15,2.49,2.47
S201300265,2013,FA2014,15,15,3.87,3.58
S201300265,2013,SP2015,16,15,3.36,3.43
S201300266,2013,FA2014,16,12,3.25,3.59
S201300266,2013,SP2015,13,13,3.63,3.28
S201300267,2013,FA2014,16,16,3.74,3.34
S201300267,2013,SP2015,16,18,3.57,3.23
S201300268,2013,FA2014,15,16,3.06,2.85
S201300268,2013,SP2015,15,13,3.05,3.05
S201300269,2013,FA2014,15,18,3.51,3.46
S201300269,2013,SP2015,15,13,3.1,3.76
S201300270,2013,FA2014,16,16,3.5,3.85
S201300270,2013,SP2015,15,13,3.85,3.77
S201300271,2013,FA2014,16,15,3.54,3.5
S201300271,2013,SP2015,16,16,3.17,3.17
S201300276,2013,FA2014,16,12,3.79,3.6
S201300276,2013,SP2015,16,13,3.38,3.19
S201300279,2013,FA2014,15,15,3.15,3.56
S201300279,2013,SP2015,18,18,3.45,2.97
S201300281,2013,FA2014,18,13,3.6,3.65
S201300281,2013,SP2015,16,16,3.88,3.33
S201300282,2013,FA2014,15,15,4,3.38
S201300282,2013,SP2015,13,15,3.39,3.62
S201300283,2013,FA2014,18,16,3.33,3.2
S201300283,2013,SP2015,16,16,3.06,3.42
S201300286,2013,FA2014,18,16,3.19,3.37
S201300286,2013,SP2015,18,13,3.59,3.17
S201300288,2013,FA2014,16,16,4,4
S201300288,2013,SP2015,16,16,4,4
S201300289,2013,FA2014,15,16,3.18,3.23
S201300289,2013,SP2015,15,12,3.46,3.19
S201300290,2013,FA2014,16,15,3.44,3.48
S201300290,2013,SP2015,16,16,3.46,3.43
S201300291,2013,FA2014,16,13,3.72,4
S201300291,2013,SP2015,16,16,4,3.92
S201300292,2013,FA2014,15,16,3.24,3.28
S201300292,2013,SP2015,15,16,3.6,3.49
S201300293,2013,FA2014,16,15,3.41,3.46
S201300293,2013,SP2015,15,15,2.86,3.1
S201300294,2013,FA2014,15,15,4,4
S201300294,2013,SP2015,15,16,4.0,4
S201300295,2013,FA2014,12,16,3.85,4
S201300295,2013,SP2015,15,15,3.99,4
S201300296,2013,FA2014,13,15,3.59,3.47
S201300296,2013,SP2015,16,15,3.5,2.99
S201300297,2013,FA2014,16,16,3.43,3.79
S201300297,2013,SP2015,15,15,3.3,3.84
S201300298,2013,FA2014,15,15,2.54,2.93
S201300298,2013,SP2015,18,18,3.11,2.81
S201300299,2013,FA2014,15,15,3.74,3.64
S201300299,2013,SP2015,15,12,3.74,3.64
S201300302,2013,FA2014,15,16,2.85,3.07
S201300302,2013,SP2015,16,16,3.17,3.21
S201300303,2013,FA2014,15,15,3.07,2.99
S201300303,2013,SP2015,16,18,3.1,3.01
S201300304,2013,FA2014,13,15,3.41,3.2
S201300304,2013,SP2015,18,12,2.91,3.16
S201300305,2013,FA2014,16,13,4,4
S201300305,2013,SP2015,16,18,4,3.98
S201300307,2013,FA2014,16,15,3.46,3.64
S201300307,2013,SP2015,15,16,3.55,3.68
S201300309,2013,FA2014,18,15,3.56,3.01
S201300309,2013,SP2015,15,16,3.41,2.99
S201300311,2013,FA2014,16,15,3.41,3.33
S201300311,2013,SP2015,15,15,3.23,3.26
S201300312,2013,FA2014,15,13,3.84,3.35
S201300312,2013,SP2015,15,16,4,3.45
S201300313,2013,FA2014,16,15,3.75,3.51
S201300313,2013,SP2015,15,15,3.16,3.33
S201300314,2013,FA2014,16,16,3.43,3.38
S201300314,2013,SP2015,16,16,3.67,3.54
S201300316,2013,FA2014,12,16,4,4
S201300316,2013,SP2015,15,16,4,4
S201300317,2013,FA2014,15,15,3.38,3.62
S201300317,2013,SP2015,16,15,3.55,3.64
S201300318,2013,FA2014,15,15,3.04,3.26
S201300318,2013,SP2015,18,16,3.04,3.1
S201300319,2013,FA2014,18,16,3.8,3.65
S201300319,2013,SP2015,16,15,3.82,3.87
S201300320,2013,FA2014,12,18,3.7,3.57
S201300320,2013,SP2015,16,15,3.5,3.73
S201300323,2013,FA2014,16,13,3.78,3.58
S201300323,2013,SP2015,16,15,3.62,3.61
S201300324,2013,FA2014,13,15,2.93,3.08
S201300324,2013,SP2015,12,12,3.26,3.15
S201300328,2013,FA2014,12,15,3.79,4
S201300328,2013,SP2015,18,15,3.87,3.91
S201300330,2013,FA2014,15,16,3.34,3.32
S201300330,2013,SP2015,12,15,3.3,3.25
S201300331,2013,FA2014,15,16,3.8,4
S201300331,2013,SP2015,13,18,4,3.64
S201300333,2013,FA2014,16,15,3.19,3.54
S201300333,2013,SP2015,15,16,3.76,3.73
S201300334,2013,FA2014,16,16,3.82,3.5
S201300334,2013,SP2015,16,15,3.29,3.45
S201300335,2013,FA2014,18,15,3.51,3.41
S201300335,2013,SP2015,16,15,3.4,3.27
S201300336,2013,FA2014,16,15,3.5,3.65
S201300336,2013,SP2015,16,15,4,3.77
S201300337,2013,FA2014,15,15,4,3.77
S201300337,2013,SP2015,16,13,3.35,4
S201300338,2013,FA2014,12,16,3.56,3.6
S201300338,2013,SP2015,16,15,3.69,3.68
S201300339,2013,FA2014,15,16,4,3.6
S201300339,2013,SP2015,15,12,3.77,3.8
S201300340,2013,FA2014,16,15,3.9,3.92
S201300340,2013,SP2015,15,12,3.54,3.37
S201300342,2013,FA2014,16,15,3.4,3.57
S201300342,2013,SP2015,16,16,3.7,3.6
S201300343,2013,FA2014,16,13,3.47,3.23
S201300343,2013,SP2015,16,15,3.79,3.11
S201300345,2013,FA2014,13,15,3.66,3.57
S201300345,2013,SP2015,16,15,3.74,3.36
S201300346,2013,FA2014,18,15,3.33,3.61
S201300346,2013,SP2015,15,16,3.8,3.42
S201300347,2013,FA2014,16,15,4,4
S201300347,2013,SP2015,15,16,4,3.88
S201300348,2013,FA2014,16,15,3.78,3.25
S201300348,2013,SP2015,15,18,3.14,3.4
S201300349,2013,FA2014,15,15,2.4,2.79
S201300349,2013,SP2015,16,15,2.79,3.13
S201300350,2013,FA2014,16,18,3.46,3.91
S201300350,2013,SP2015,16,15,4,3.74
S201300351,2013,FA2014,16,16,3.32,3.21
S201300351,2013,SP2015,18,15,3.13,3.29
S201300352,2013,FA2014,13,16,3.54,3.35
S201300352,2013,SP2015,16,18,3.3,3.77
S201300354,2013,FA2014,16,16,4,4
S201300354,2013,SP2015,15,16,4,3.97
S201300356,2013,FA2014,18,16,2.75,3.38
S201300356,2013,SP2015,15,13,2.96,3.5
S201300357,2013,FA2014,18,15,3.81,4
S201300357,2013,SP2015,15,13,4,3.98
S201300358,2013,FA2014,15,16,2.78,3.26
S201300358,2013,SP2015,15,13,3.17,3.42
S201300359,2013,FA2014,15,15,3.21,3.19
S201300359,2013,SP2015,13,15,3.14,3.17
S201300365,2013,FA2014,16,16,3.66,3.04
S201300365,2013,SP2015,15,16,3.46,2.98
S201300367,2013,FA2014,15,15,3.3,3.37
S201300367,2013,SP2015,15,16,3.83,3.3
S201300368,2013,FA2014,13,13,3.28,3.42
S201300368,2013,SP2015,16,16,3.29,3.13
S201300369,2013,FA2014,16,18,2.87,2.79
S201300369,2013,SP2015,16,13,2.43,2.8
S201300370,2013,FA2014,15,16,4,3.98
S201300370,2013,SP2015,18,15,3.89,4
S201300371,2013,FA2014,16,15,3.38,3.19
S201300371,2013,SP2015,18,13,2.94,2.74
S201300372,2013,FA2014,16,15,4,3.92
S201300372,2013,SP2015,15,16,4,3.93
S201300373,2013,FA2014,16,15,3.64,3.85
S201300373,2013,SP2015,16,15,3.87,3.7
S201300375,2013,FA2014,16,16,3.41,3.29
S201300375,2013,SP2015,18,15,2.78,2.93
S201300376,2013,FA2014,15,15,2.61,2.92
S201300376,2013,SP2015,16,16,3.04,3.32
S201300377,2013,FA2014,16,16,3.74,3.48
S201300377,2013,SP2015,18,16,3.67,3.77
S201300380,2013,FA2014,18,12,3.65,3.53
S201300380,2013,SP2015,16,13,4,3.67
S201300382,2013,FA2014,15,16,3.73,4.0
S201300382,2013,SP2015,13,16,4,4
S201300384,2013,FA2014,15,15,3.41,2.94
S201300384,2013,SP2015,15,18,2.55,2.9
S201300385,2013,FA2014,15,18,3.35,3.34
S201300385,2013,SP2015,15,18,3.39,3.22
S201300386,2013,FA2014,16,12,4,4
S201300386,2013,SP2015,18,15,3.76,3.77
S201300387,2013,FA2014,16,16,4,4
S201300387,2013,SP2015,16,12,3.97,3.96
S201300388,2013,FA2014,15,12,2.91,3.17
S201300388,2013,SP2015,16,15,3.1,2.98
S201300389,2013,FA2014,15,15,3.86,3.61
S201300389,2013,SP2015,16,16,4,3.98
S201300390,2013,FA2014,16,13,3.02,3.11
S201300390,2013,SP2015,16,16,3.03,3.21
S201300391,2013,FA2014,18,18,4,3.61
S201300391,2013,SP2015,18,15,3.53,3.56
S201300392,2013,FA2014,15,15,3.61,3.57
S201300392,2013,SP2015,15,16,3.22,3.64
S201300394,2013,FA2014,16,18,4,4
S201300394,2013,SP2015,16,16,4,4
S201300397,2013,FA2014,16,16,4,3.64
S201300397,2013,SP2015,15,15,3.34,3.53
S201300398,2013,FA2014,15,15,3.28,3.81
S201300398,2013,SP2015,15,16,3.66,3.32
S201300400,2013,FA2014,15,16,3.49,3.46
S201300400,2013,SP2015,15,15,3.38,3.82
S201300401,2013,FA2014,15,16,3.69,3.41
S201300401,2013,SP2015,15,15,3.22,3.56
S201300402,2013,FA2014,16,13,2.8,2.64
S201300402,2013,SP2015,13,12,2.73,2.72
S201300405,2013,FA2014,16,16,2.52,3.5
S201300405,2013,SP2015,16,15,3.36,3.41
S201300406,2013,FA2014,15,15,3.3,3.16
S201300406,2013,SP2015,15,18,3.14,3.18
S201300407,2013,FA2014,13,16,3.44,3.25
S201300407,2013,SP2015,15,13,3.24,3.59
S201300410,2013,FA2014,16,15,3.26,3.36
S201300410,2013,SP2015,13,16,3.34,3.71
S201300412,2013,FA2014,12,16,3.23,2.89
S201300412,2013,SP2015,12,16,3.13,3.38
S201300413,2013,FA2014,16,16,3.32,3.09
S201300413,2013,SP2015,16,15,3.24,3.27
S201300416,2013,FA2014,15,16,3.32,3.23
S201300416,2013,SP2015,18,16,3.76,3.51
S201300417,2013,FA2014,15,16,3.19,3.07
S201300417,2013,SP2015,13,16,3.31,3.07
S201300420,2013,FA2014,16,15,3.12,3.19
S201300420,2013,SP2015,16,13,2.61,2.97
S201300421,2013,FA2014,18,16,3.37,3.36
S201300421,2013,SP2015,16,15,2.89,3.14
S201300424,2013,FA2014,13,18,3.22,3.28
S201300424,2013,SP2015,16,16,3.16,3.5
S201300425,2013,FA2014,16,15,3.09,3.03
S201300425,2013,SP2015,16,16,2.92,3.05
S201300426,2013,FA2014,16,16,4,4
S201300426,2013,SP2015,16,16,4,4
S201300427,2013,FA2014,15,15,3.08,3.17
S201300427,2013,SP2015,16,16,3.45,3.22
S201300429,2013,FA2014,16,16,2.92,2.82
S201300429,2013,SP2015,18,15,3.05,2.9
S201300432,2013,FA2014,16,15,2.37,2.58
S201300432,2013,SP2015,15,16,2.16,2.38
S201300433,2013,FA2014,15,13,3.45,3.36
S201300433,2013,SP2015,13,16,3.28,3.49
S201300434,2013,FA2014,18,16,3.74,3.64
