student_id,cohort,first_gen,gender,rural_origin,race_ethnicity,home_state,institution_id,institution_name,institution_type,hs_gpa,test_percentile,birth_year,starting_major,major_category
S201700042,2017,0,M,0,Hispanic,NC,INST_03,Regional College C (Teaching),teaching,4.0,35,1998,Economics-Bus,Business
S201700043,2017,0,F,0,Asian,GA,INST_04,Regional College D (Teaching),teaching,3.45,60,1999,Finance,Business
S201700044,2017,0,F,0,Hispanic,NC,INST_04,Regional College D (Teaching),teaching,3.14,34,1999,Biology,STEM
S201700045,2017,1,M,1,Hispanic,NC,INST_02,State University B (Research),research,3.87,78,1999,Sociology,Social Sciences
S201700046,2017,0,F,1,Multi,IL,INST_02,State University B (Research),research,2.28,53,1999,Undeclared,Other
S201700047,2017,1,F,0,Hispanic,NC,INST_04,Regional College D (Teaching),teaching,3.05,45,1999,Statistics,STEM
S201700048,2017,0,F,1,White,IL,INST_02,State University B (Research),research,3.61,65,1999,Accounting,Business
S201700049,2017,0,M,0,White,VA,INST_01,State University A (Research),research,3.71,15,1999,Biomedical Engineering,STEM
S201700050,2017,0,F,0,White,FL,INST_01,State University A (Research),research,3.03,58,1998,Public Health,Health
S201700051,2017,0,F,0,White,PA,INST_05,Urban University E (Research),research,3.75,58,1999,Philosophy,Humanities
S201700052,2017,0,M,0,Black,TX,INST_03,Regional College C (Teaching),teaching,3.11,17,1999,Electrical Engineering,STEM
S201700053,2017,1,M,1,Black,NY,INST_02,State University B (Research),research,2.95,68,1999,Biomedical Engineering,STEM
S201700054,2017,0,F,0,Hispanic,GA,INST_01,State University A (Research),research,2.87,82,1999,Marketing,Business
S201700055,2017,1,M,0,Hispanic,CA,INST_01,State University A (Research),research,3.02,9,1999,Electrical Engineering,STEM
S201700056,2017,1,M,1,Hispanic,GA,INST_02,State University B (Research),research,2.65,83,1999,Psychology,Social Sciences
S201700057,2017,0,F,1,Hispanic,NJ,INST_01,State University A (Research),research,3.3,35,1999,Undeclared,Other
S201700058,2017,1,F,0,Black,OH,INST_01,State University A (Research),research,3.27,81,1999,History,Humanities
S201700059,2017,1,M,1,White,NJ,INST_03,Regional College C (Teaching),teaching,3.75,22,1999,Physics,STEM
S201700060,2017,0,F,0,White,IL,INST_05,Urban University E (Research),research,2.64,43,1999,Sociology,Social Sciences
S201700061,2017,0,F,1,White,PA,INST_05,Urban University E (Research),research,3.88,45,1999,Anthropology,Social Sciences
S201700062,2017,0,M,1,Black,GA,INST_05,Urban University E (Research),research,3.03,41,1999,Public Health,Health
S201700063,2017,1,F,0,Hispanic,OH,INST_02,State University B (Research),research,2.75,59,1999,Education,Other
S201700064,2017,0,F,0,White,PA,INST_03,Regional College C (Teaching),teaching,3.54,65,1999,General Studies,Other
S201700065,2017,0,F,0,NHPI,MI,INST_04,Regional College D (Teaching),teaching,3.61,72,1999,Statistics,STEM
S201700066,2017,0,M,0,Black,OH,INST_04,Regional College D (Teaching),teaching,3.02,67,1999,Chemistry,STEM
S201700067,2017,1,F,1,White,CA,INST_03,Regional College C (Teaching),teaching,2.91,54,1999,Kinesiology,Health
S201700068,2017,0,M,0,Asian,TX,INST_03,Regional College C (Teaching),teaching,3.25,99,1999,Pre-Med,Health
S201700069,2017,0,M,1,Asian,PA,INST_04,Regional College D (Teaching),teaching,3.22,30,1999,Marketing,Business
S201700070,2017,0,F,0,White,NC,INST_05,Urban University E (Research),research,3.51,64,1999,Computer Science,STEM
S201700071,2017,0,F,0,White,CA,INST_05,Urban University E (Research),research,2.65,71,1999,Biology,STEM
S201700072,2017,1,F,0,White,TX,INST_02,State University B (Research),research,3.06,54,1999,Finance,Business
S201700073,2017,0,F,0,Multi,OH,INST_03,Regional College C (Teaching),teaching,4.0,46,1999,Mathematics,STEM
S201700074,2017,0,F,0,White,FL,INST_03,Regional College C (Teaching),teaching,3.52,43,1999,Sociology,Social Sciences
S201700075,2017,0,F,0,White,FL,INST_04,Regional College D (Teaching),teaching,4.0,40,1999,Computer Science,STEM
S201700076,2017,0,M,0,Asian,NC,INST_04,Regional College D (Teaching),teaching,3.52,44,1999,Public Health,Health
S201700077,2017,0,F,0,White,VA,INST_05,Urban University E (Research),research,3.54,54,1999,Spanish,Humanities
S201700078,2017,0,M,1,White,NY,INST_05,Urban University E (Research),research,2.51,43,1999,Anthropology,Social Sciences
S201700079,2017,0,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,2.38,29,1999,Statistics,STEM
S201700080,2017,1,F,0,NHPI,FL,INST_01,State University A (Research),research,3.9,61,1999,Mathematics,STEM
S201700081,2017,0,F,0,NHPI,CA,INST_05,Urban University E (Research),research,3.85,53,1999,History,Humanities
S201700082,2017,0,F,0,Hispanic,VA,INST_01,State University A (Research),research,2.71,34,1999,Pre-Med,Health
S201700083,2017,0,F,0,Black,CA,INST_02,State University B (Research),research,2.75,74,1999,Management,Business
S201700084,2017,0,F,0,White,GA,INST_01,State University A (Research),research,3.51,64,1999,Marketing,Business
S201700085,2017,1,M,0,Hispanic,CA,INST_04,Regional College D (Teaching),teaching,2.91,3,1999,Economics-Bus,Business
S201700086,2017,0,M,0,Hispanic,PA,INST_01,State University A (Research),research,3.09,35,1999,Statistics,STEM
S201700087,2017,1,M,1,Hispanic,OH,INST_01,State University A (Research),research,3.65,66,1999,Computer Science,STEM
S201700088,2017,0,M,0,Black,GA,INST_03,Regional College C (Teaching),teaching,2.74,33,1999,Political Science,Social Sciences
S201700089,2017,1,F,0,White,FL,INST_01,State University A (Research),research,3.09,48,1999,Biomedical Engineering,STEM
S201700090,2017,1,M,1,Hispanic,IL,INST_01,State University A (Research),research,4.0,27,1999,Mathematics,STEM
S201700091,2017,0,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,4.0,66,1999,Management,Business
S201700092,2017,1,M,0,White,NC,INST_05,Urban University E (Research),research,3.28,34,1999,Philosophy,Humanities
S201700093,2017,1,F,1,Hispanic,FL,INST_01,State University A (Research),research,2.64,53,1999,Sociology,Social Sciences
S201700094,2017,0,F,1,Multi,FL,INST_02,State University B (Research),research,3.88,70,1999,Mathematics,STEM
S201700095,2017,1,F,1,White,NY,INST_04,Regional College D (Teaching),teaching,2.1,29,1999,Education,Other
S201700096,2017,0,M,1,White,MI,INST_03,Regional College C (Teaching),teaching,3.21,47,1999,Undeclared,Other
S201700097,2017,0,F,0,Hispanic,CA,INST_02,State University B (Research),research,2.85,62,1999,Psychology,Social Sciences
S201700098,2017,0,F,0,White,NC,INST_05,Urban University E (Research),research,2.62,76,1999,Anthropology,Social Sciences
S201700099,2017,0,F,0,White,IL,INST_05,Urban University E (Research),research,3.34,69,1999,Finance,Business
S201700100,2017,1,M,0,Asian,CA,INST_02,State University B (Research),research,4.0,60,1999,Management,Business
S201700101,2017,0,F,0,White,PA,INST_03,Regional College C (Teaching),teaching,2.7,48,1999,Finance,Business
S201700102,2017,0,F,1,White,CA,INST_02,State University B (Research),research,4.0,40,1999,Psychology,Social Sciences
S201700103,2017,1,M,0,Black,IL,INST_03,Regional College C (Teaching),teaching,2.88,66,1999,History,Humanities
S201700104,2017,1,F,0,NHPI,IL,INST_05,Urban University E (Research),research,3.21,48,1999,Economics,Social Sciences
S201700105,2017,0,F,1,White,GA,INST_01,State University A (Research),research,2.62,68,1999,Statistics,STEM
S201700106,2017,1,F,0,White,NJ,INST_01,State University A (Research),research,2.65,58,1999,Political Science,Social Sciences
S201700107,2017,0,M,0,Asian,NC,INST_02,State University B (Research),research,3.26,42,1999,Economics,Social Sciences
S201700108,2017,0,M,0,White,OH,INST_03,Regional College C (Teaching),teaching,3.16,60,1998,Mathematics,STEM
S201700109,2017,1,F,1,Unknown,TX,INST_05,Urban University E (Research),research,3.25,19,1999,Biomedical Engineering,STEM
S201700110,2017,0,M,0,White,MI,INST_03,Regional College C (Teaching),teaching,3.13,79,1999,Biology,STEM
S201700111,2017,1,F,1,White,CA,INST_03,Regional College C (Teaching),teaching,4.0,70,1999,History,Humanities
S201700112,2017,0,F,0,Hispanic,CA,INST_05,Urban University E (Research),research,3.01,44,1999,Undeclared,Other
S201700113,2017,0,M,0,Hispanic,TX,INST_03,Regional College C (Teaching),teaching,4.0,61,1999,Civil Engineering,STEM
S201700114,2017,0,M,0,White,PA,INST_05,Urban University E (Research),research,3.88,79,1999,General Studies,Other
S201700115,2017,0,M,1,Unknown,OH,INST_05,Urban University E (Research),research,2.39,30,1999,Undeclared,Other
S201700116,2017,0,F,1,Black,IL,INST_03,Regional College C (Teaching),teaching,3.96,30,1999,Mathematics,STEM
S201700117,2017,1,F,0,White,IL,INST_03,Regional College C (Teaching),teaching,3.59,48,1999,Civil Engineering,STEM
S201700118,2017,1,F,0,Asian,CA,INST_01,State University A (Research),research,3.42,45,1999,Art History,Humanities
S201700119,2017,0,F,0,Hispanic,IL,INST_05,Urban University E (Research),research,3.54,54,1999,Art History,Humanities
S201700120,2017,1,F,0,Hispanic,TX,INST_01,State University A (Research),research,4.0,38,1999,Mathematics,STEM
S201700121,2017,0,F,0,White,VA,INST_03,Regional College C (Teaching),teaching,3.23,86,1999,Public Health,Health
S201700122,2017,0,M,0,White,NJ,INST_02,State University B (Research),research,3.09,50,1999,Public Health,Health
S201700123,2017,1,F,0,White,PA,INST_05,Urban University E (Research),research,3.19,41,1999,Civil Engineering,STEM
S201700124,2017,0,F,0,White,MI,INST_03,Regional College C (Teaching),teaching,2.87,59,1999,Education,Other
S201700125,2017,1,F,0,Black,NJ,INST_03,Regional College C (Teaching),teaching,3.46,64,1999,Nursing,Health
S201700126,2017,0,M,1,White,IL,INST_04,Regional College D (Teaching),teaching,2.96,55,1999,Political Science,Social Sciences
S201700127,2017,0,F,0,White,PA,INST_05,Urban University E (Research),research,2.2,8,1999,Chemistry,STEM
S201700128,2017,0,F,1,Black,NY,INST_02,State University B (Research),research,2.67,87,1999,Biology,STEM
S201700129,2017,0,M,0,White,MI,INST_05,Urban University E (Research),research,3.09,13,1999,Communications,Other
S201700130,2017,0,F,0,White,NY,INST_05,Urban University E (Research),research,3.27,35,1999,Sociology,Social Sciences
S201700131,2017,0,M,0,Black,CA,INST_02,State University B (Research),research,3.32,46,1999,Biology,STEM
S201700132,2017,0,M,1,White,NC,INST_01,State University A (Research),research,3.73,68,1999,Public Health,Health
S201700133,2017,0,F,0,White,IL,INST_04,Regional College D (Teaching),teaching,3.09,58,1999,General Studies,Other
S201700134,2017,1,F,1,White,OH,INST_03,Regional College C (Teaching),teaching,3.21,79,1999,Education,Other
S201700135,2017,0,M,1,Black,GA,INST_04,Regional College D (Teaching),teaching,2.48,89,1999,Sociology,Social Sciences
S201700136,2017,0,M,0,Asian,FL,INST_01,State University A (Research),research,2.86,77,1999,Accounting,Business
S201700137,2017,0,F,0,White,MI,INST_05,Urban University E (Research),research,3.44,48,1999,Communications,Other
S201700138,2017,0,F,0,White,TX,INST_04,Regional College D (Teaching),teaching,3.64,21,1999,Spanish,Humanities
S201700139,2017,1,F,0,Black,MI,INST_02,State University B (Research),research,3.11,54,1999,English,Humanities
S201700140,2017,1,M,0,AIAN,IL,INST_01,State University A (Research),research,3.05,41,1999,Pre-Med,Health
S201700141,2017,0,F,0,White,GA,INST_05,Urban University E (Research),research,3.44,85,1999,Philosophy,Humanities
S201700142,2017,0,F,0,White,CA,INST_02,State University B (Research),research,3.35,69,1999,Philosophy,Humanities
S201700143,2017,0,F,0,White,IL,INST_03,Regional College C (Teaching),teaching,2.6,99,1999,Public Health,Health
S201700144,2017,0,M,0,Hispanic,OH,INST_01,State University A (Research),research,3.26,77,1999,Management,Business
S201700145,2017,0,M,0,White,FL,INST_02,State University B (Research),research,2.52,80,1999,Public Health,Health
S201700146,2017,1,F,0,White,OH,INST_01,State University A (Research),research,2.9,52,1999,Anthropology,Social Sciences
S201700147,2017,0,M,1,White,TX,INST_02,State University B (Research),research,4.0,74,1999,Economics,Social Sciences
S201700148,2017,0,F,0,Asian,NY,INST_03,Regional College C (Teaching),teaching,3.21,69,1999,Accounting,Business
S201700149,2017,0,M,1,Black,FL,INST_05,Urban University E (Research),research,2.91,77,1999,Marketing,Business
S201700150,2017,0,F,0,White,MI,INST_01,State University A (Research),research,3.21,36,1999,Economics-Bus,Business
S201700151,2017,0,M,0,White,NC,INST_01,State University A (Research),research,3.4,41,1999,Anthropology,Social Sciences
S201700152,2017,0,M,0,AIAN,TX,INST_05,Urban University E (Research),research,2.45,71,1999,Accounting,Business
S201700153,2017,0,M,0,Hispanic,NC,INST_02,State University B (Research),research,3.09,75,1999,Public Health,Health
S201700154,2017,0,M,1,White,OH,INST_03,Regional College C (Teaching),teaching,2.79,23,1999,Nursing,Health
S201700155,2017,1,M,0,Asian,CA,INST_04,Regional College D (Teaching),teaching,2.79,63,1999,Nursing,Health
S201700156,2017,0,F,1,White,MI,INST_05,Urban University E (Research),research,3.26,55,1999,Nursing,Health
S201700157,2017,0,M,0,White,IL,INST_01,State University A (Research),research,3.46,73,1999,Statistics,STEM
S201700158,2017,0,F,0,White,GA,INST_02,State University B (Research),research,2.6,90,1999,Management,Business
S201700159,2017,0,M,0,White,NJ,INST_05,Urban University E (Research),research,3.49,71,1999,Pre-Med,Health
S201700160,2017,0,M,0,White,OH,INST_01,State University A (Research),research,3.28,57,1999,Sociology,Social Sciences
S201700161,2017,1,F,0,White,IL,INST_04,Regional College D (Teaching),teaching,2.7,72,1999,Civil Engineering,STEM
S201700162,2017,0,F,0,Black,NY,INST_01,State University A (Research),research,3.75,32,1999,Nursing,Health
S201700163,2017,0,F,0,Hispanic,PA,INST_05,Urban University E (Research),research,3.83,77,1999,Economics-Bus,Business
S201700164,2017,1,M,0,White,IL,INST_03,Regional College C (Teaching),teaching,2.45,48,1999,Electrical Engineering,STEM
S201700165,2017,0,M,0,Asian,GA,INST_02,State University B (Research),research,3.39,65,1999,Sociology,Social Sciences
S201700166,2017,0,F,1,White,NC,INST_01,State University A (Research),research,2.47,49,1999,Public Health,Health
S201700167,2017,0,M,0,White,TX,INST_02,State University B (Research),research,2.47,42,1999,Kinesiology,Health
S201700168,2017,0,M,1,White,NJ,INST_01,State University A (Research),research,3.3,57,1999,Sociology,Social Sciences
S201700169,2017,1,M,1,White,CA,INST_02,State University B (Research),research,2.6,29,1999,Computer Science,STEM
S201700170,2017,0,M,0,Unknown,TX,INST_03,Regional College C (Teaching),teaching,3.53,83,1999,Mechanical Engineering,STEM
S201700171,2017,0,F,1,White,NC,INST_02,State University B (Research),research,2.51,69,1999,Chemistry,STEM
S201700172,2017,1,F,1,White,VA,INST_03,Regional College C (Teaching),teaching,2.94,51,1999,Management,Business
S201700173,2017,0,F,0,Black,NJ,INST_04,Regional College D (Teaching),teaching,3.46,41,1999,Physics,STEM
S201700174,2017,0,F,0,White,TX,INST_05,Urban University E (Research),research,2.88,62,1999,Economics-Bus,Business
S201700175,2017,1,M,1,NHPI,TX,INST_02,State University B (Research),research,3.85,55,1999,General Studies,Other
S201700176,2017,0,M,0,White,CA,INST_04,Regional College D (Teaching),teaching,2.96,40,1998,Kinesiology,Health
S201700177,2017,0,F,0,Black,NY,INST_03,Regional College C (Teaching),teaching,3.25,62,1999,Nursing,Health
S201700178,2017,0,M,1,White,NC,INST_05,Urban University E (Research),research,3.58,45,1999,Physics,STEM
S201700179,2017,0,F,0,White,NJ,INST_05,Urban University E (Research),research,3.26,52,1999,Kinesiology,Health
S201700180,2017,0,F,0,Hispanic,VA,INST_01,State University A (Research),research,3.79,58,1999,General Studies,Other
S201700181,2017,1,F,0,Black,TX,INST_05,Urban University E (Research),research,3.43,25,1999,Mechanical Engineering,STEM
S201700182,2017,0,F,0,White,PA,INST_02,State University B (Research),research,2.56,69,1999,Management,Business
S201700183,2017,0,F,0,Hispanic,OH,INST_04,Regional College D (Teaching),teaching,3.23,14,1999,Education,Other
S201700184,2017,0,F,1,Black,TX,INST_04,Regional College D (Teaching),teaching,3.95,55,1999,General Studies,Other
S201700185,2017,0,F,0,Unknown,FL,INST_05,Urban University E (Research),research,3.62,73,1999,Art History,Humanities
S201700186,2017,0,M,1,Asian,NY,INST_02,State University B (Research),research,3.75,55,1999,Sociology,Social Sciences
S201700187,2017,0,M,1,Hispanic,GA,INST_04,Regional College D (Teaching),teaching,3.36,80,1999,Undeclared,Other
S201700188,2017,0,F,0,White,FL,INST_01,State University A (Research),research,2.74,83,1999,Communications,Other
S201700189,2017,0,M,0,Hispanic,IL,INST_01,State University A (Research),research,2.57,46,1999,Pre-Med,Health
S201700190,2017,0,M,1,White,FL,INST_04,Regional College D (Teaching),teaching,3.22,74,1999,Economics,Social Sciences
S201700191,2017,0,F,0,Hispanic,NJ,INST_01,State University A (Research),research,3.22,48,1999,Chemistry,STEM
S201700192,2017,1,F,0,Hispanic,GA,INST_05,Urban University E (Research),research,3.32,58,1999,Kinesiology,Health
S201700193,2017,1,M,0,White,NC,INST_04,Regional College D (Teaching),teaching,3.1,50,1999,Public Health,Health
S201700194,2017,0,M,1,Asian,OH,INST_01,State University A (Research),research,2.94,61,1999,Chemistry,STEM
S201700195,2017,0,F,0,White,NJ,INST_01,State University A (Research),research,2.76,51,1999,Chemistry,STEM
S201700196,2017,1,F,0,Unknown,CA,INST_05,Urban University E (Research),research,3.06,55,1999,Anthropology,Social Sciences
S201700197,2017,1,F,0,White,GA,INST_02,State University B (Research),research,3.86,56,1999,Chemistry,STEM
S201700198,2017,1,F,0,White,NC,INST_03,Regional College C (Teaching),teaching,2.93,66,1999,Communications,Other
S201700199,2017,1,F,1,White,MI,INST_01,State University A (Research),research,3.95,56,1999,Education,Other
S201700200,2017,0,F,1,Asian,IL,INST_02,State University B (Research),research,3.09,78,1999,History,Humanities
S201700201,2017,0,M,0,Multi,GA,INST_05,Urban University E (Research),research,3.91,84,1999,Finance,Business
S201700202,2017,1,F,0,Black,GA,INST_05,Urban University E (Research),research,3.54,60,1999,Marketing,Business
S201700203,2017,0,M,0,Hispanic,PA,INST_01,State University A (Research),research,3.25,51,1999,Public Health,Health
S201700204,2017,0,F,0,Asian,CA,INST_03,Regional College C (Teaching),teaching,3.85,55,1999,Statistics,STEM
S201700205,2017,0,F,0,White,NY,INST_03,Regional College C (Teaching),teaching,3.14,67,1999,Computer Science,STEM
S201700206,2017,0,F,0,Black,CA,INST_05,Urban University E (Research),research,2.5,54,1999,Biomedical Engineering,STEM
S201700207,2017,0,M,0,Hispanic,OH,INST_03,Regional College C (Teaching),teaching,3.24,78,1999,General Studies,Other
S201700208,2017,0,M,0,Multi,CA,INST_02,State University B (Research),research,4.0,60,1999,Computer Science,STEM
S201700209,2017,1,M,0,Black,NC,INST_01,State University A (Research),research,2.8,60,1999,Mechanical Engineering,STEM
S201700210,2017,0,M,1,Black,IL,INST_01,State University A (Research),research,4.0,59,1999,Political Science,Social Sciences
S201700211,2017,1,M,1,Hispanic,GA,INST_02,State University B (Research),research,3.94,35,1999,Computer Science,STEM
S201700212,2017,1,M,0,White,IL,INST_05,Urban University E (Research),research,3.12,83,1999,Economics,Social Sciences
S201700213,2017,0,F,0,Multi,GA,INST_05,Urban University E (Research),research,3.62,59,1999,Biology,STEM
S201700214,2017,0,M,0,Multi,GA,INST_03,Regional College C (Teaching),teaching,3.84,13,1999,Accounting,Business
S201700215,2017,1,M,0,Unknown,CA,INST_04,Regional College D (Teaching),teaching,3.27,68,1999,Economics-Bus,Business
S201700216,2017,1,M,0,White,NJ,INST_02,State University B (Research),research,3.17,56,1999,Biology,STEM
S201700217,2017,1,F,0,White,PA,INST_03,Regional College C (Teaching),teaching,2.83,50,1999,Nursing,Health
S201700218,2017,0,F,1,Black,MI,INST_02,State University B (Research),research,3.21,13,1999,Communications,Other
S201700219,2017,0,F,0,White,PA,INST_05,Urban University E (Research),research,3.49,82,1999,Mathematics,STEM
S201700220,2017,1,F,1,White,FL,INST_04,Regional College D (Teaching),teaching,3.52,68,1999,General Studies,Other
S201700221,2017,0,M,0,Hispanic,NC,INST_01,State University A (Research),research,2.77,62,1999,Political Science,Social Sciences
S201700222,2017,0,M,0,White,IL,INST_01,State University A (Research),research,2.26,68,1999,Communications,Other
S201700223,2017,1,F,0,Asian,GA,INST_02,State University B (Research),research,2.88,78,1999,Mathematics,STEM
S201700224,2017,0,F,0,Black,NC,INST_01,State University A (Research),research,3.75,26,1999,Kinesiology,Health
S201700225,2017,1,F,0,White,NJ,INST_03,Regional College C (Teaching),teaching,3.54,47,1999,Pre-Med,Health
S201700226,2017,1,M,0,White,IL,INST_04,Regional College D (Teaching),teaching,3.31,60,1999,Electrical Engineering,STEM
S201700227,2017,0,F,0,White,NC,INST_03,Regional College C (Teaching),teaching,3.98,38,1998,Management,Business
S201700228,2017,0,M,1,White,FL,INST_02,State University B (Research),research,4.0,44,1999,Art History,Humanities
S201700229,2017,0,M,0,Multi,FL,INST_02,State University B (Research),research,3.05,41,1999,Computer Science,STEM
S201700230,2017,0,M,0,White,PA,INST_02,State University B (Research),research,3.59,36,1999,Mathematics,STEM
S201700231,2017,1,M,1,White,NJ,INST_03,Regional College C (Teaching),teaching,3.32,96,1999,Psychology,Social Sciences
S201700232,2017,1,M,0,White,IL,INST_03,Regional College C (Teaching),teaching,3.17,50,1999,Philosophy,Humanities
S201700233,2017,0,M,0,Hispanic,CA,INST_04,Regional College D (Teaching),teaching,3.11,59,1999,Mechanical Engineering,STEM
S201700234,2017,1,F,0,Hispanic,NJ,INST_04,Regional College D (Teaching),teaching,3.67,93,1999,Political Science,Social Sciences
S201700235,2017,1,F,0,White,IL,INST_04,Regional College D (Teaching),teaching,4.0,45,1999,Marketing,Business
S201700236,2017,1,F,0,White,CA,INST_05,Urban University E (Research),research,3.08,63,1999,Management,Business
S201700237,2017,1,F,0,White,NC,INST_03,Regional College C (Teaching),teaching,3.79,51,1999,Biomedical Engineering,STEM
S201700238,2017,0,F,1,Hispanic,CA,INST_03,Regional College C (Teaching),teaching,4.0,45,1999,Electrical Engineering,STEM
S201700239,2017,0,M,1,White,NJ,INST_05,Urban University E (Research),research,3.41,61,1999,Undeclared,Other
S201700240,2017,0,F,0,Black,CA,INST_05,Urban University E (Research),research,4.0,73,1999,History,Humanities
S201700241,2017,0,M,0,Hispanic,MI,INST_04,Regional College D (Teaching),teaching,3.2,69,1999,Education,Other
S201700242,2017,1,M,0,Asian,CA,INST_02,State University B (Research),research,3.34,96,1999,Biology,STEM
S201700243,2017,1,M,0,Multi,PA,INST_01,State University A (Research),research,3.46,38,1999,Computer Science,STEM
S201700244,2017,1,M,0,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,3.43,54,1999,Biology,STEM
S201700245,2017,0,M,0,White,VA,INST_04,Regional College D (Teaching),teaching,2.94,56,1999,Education,Other
S201700246,2017,0,F,1,Unknown,NJ,INST_04,Regional College D (Teaching),teaching,3.64,45,1999,Biomedical Engineering,STEM
S201700247,2017,0,F,1,White,CA,INST_02,State University B (Research),research,2.87,50,1999,Finance,Business
S201700248,2017,0,F,1,Multi,NC,INST_01,State University A (Research),research,2.58,51,1999,Marketing,Business
