student_id,cohort,first_gen,gender,rural_origin,race_ethnicity,home_state,institution_id,institution_name,institution_type,hs_gpa,test_percentile,birth_year,starting_major,major_category
S201400042,2014,0,M,1,White,NY,INST_03,Regional College C (Teaching),teaching,3.42,69,1996,Accounting,Business
S201400043,2014,0,M,1,White,PA,INST_01,State University A (Research),research,3.02,68,1996,Nursing,Health
S201400044,2014,0,F,0,Black,TX,INST_01,State University A (Research),research,2.86,51,1996,Management,Business
S201400045,2014,1,F,1,White,OH,INST_03,Regional College C (Teaching),teaching,3.04,42,1996,Pre-Med,Health
S201400046,2014,1,F,0,White,GA,INST_05,Urban University E (Research),research,3.68,45,1996,Physics,STEM
S201400047,2014,0,F,0,White,MI,INST_01,State University A (Research),research,3.01,38,1996,Communications,Other
S201400048,2014,0,F,0,Hispanic,MI,INST_01,State University A (Research),research,2.07,72,1996,Education,Other
S201400049,2014,1,F,0,White,MI,INST_05,Urban University E (Research),research,4.0,65,1996,Public Health,Health
S201400050,2014,0,F,0,White,CA,INST_04,Regional College D (Teaching),teaching,3.3,54,1996,Art History,Humanities
S201400051,2014,0,F,0,White,VA,INST_02,State University B (Research),research,3.23,49,1996,Management,Business
S201400052,2014,1,F,0,Asian,TX,INST_05,Urban University E (Research),research,2.23,51,1996,Civil Engineering,STEM
S201400053,2014,0,F,1,White,NJ,INST_03,Regional College C (Teaching),teaching,3.34,39,1996,Chemistry,STEM
S201400054,2014,0,M,0,Hispanic,CA,INST_03,Regional College C (Teaching),teaching,3.66,55,1996,Political Science,Social Sciences
S201400055,2014,0,F,1,White,FL,INST_04,Regional College D (Teaching),teaching,2.29,22,1996,Accounting,Business
S201400056,2014,1,F,0,Multi,MI,INST_02,State University B (Research),research,3.22,80,1996,Biomedical Engineering,STEM
S201400057,2014,1,F,1,White,PA,INST_01,State University A (Research),research,3.2,75,1996,Nursing,Health
S201400058,2014,0,F,1,White,VA,INST_02,State University B (Research),research,2.77,68,1996,Anthropology,Social Sciences
S201400059,2014,1,M,0,Hispanic,IL,INST_04,Regional College D (Teaching),teaching,3.35,39,1996,Civil Engineering,STEM
S201400060,2014,1,M,0,White,VA,INST_02,State University B (Research),research,2.42,19,1996,Pre-Med,Health
S201400061,2014,0,F,0,White,PA,INST_04,Regional College D (Teaching),teaching,4.0,55,1996,Kinesiology,Health
S201400062,2014,0,M,0,AIAN,FL,INST_04,Regional College D (Teaching),teaching,2.6,56,1996,Psychology,Social Sciences
S201400063,2014,1,M,0,Asian,NY,INST_03,Regional College C (Teaching),teaching,2.28,66,1995,Mathematics,STEM
S201400064,2014,0,M,0,Black,FL,INST_03,Regional College C (Teaching),teaching,3.16,47,1996,Mathematics,STEM
S201400065,2014,1,F,1,White,CA,INST_01,State University A (Research),research,3.81,54,1996,Finance,Business
S201400066,2014,0,F,0,Multi,CA,INST_02,State University B (Research),research,2.75,58,1996,Political Science,Social Sciences
S201400067,2014,0,F,0,White,NC,INST_02,State University B (Research),research,3.59,54,1996,Management,Business
S201400068,2014,0,M,1,White,MI,INST_05,Urban University E (Research),research,2.89,87,1996,Kinesiology,Health
S201400069,2014,1,M,0,Asian,PA,INST_03,Regional College C (Teaching),teaching,3.62,36,1996,Anthropology,Social Sciences
S201400070,2014,1,M,0,Black,GA,INST_04,Regional College D (Teaching),teaching,2.59,55,1996,Finance,Business
S201400071,2014,0,M,1,White,FL,INST_03,Regional College C (Teaching),teaching,3.41,54,1996,Biomedical Engineering,STEM
S201400072,2014,0,F,0,Hispanic,GA,INST_04,Regional College D (Teaching),teaching,3.1,21,1996,Economics-Bus,Business
S201400073,2014,0,F,0,White,CA,INST_04,Regional College D (Teaching),teaching,3.19,76,1996,General Studies,Other
S201400074,2014,0,M,0,Asian,CA,INST_02,State University B (Research),research,3.52,41,1996,Public Health,Health
S201400075,2014,1,M,0,White,NJ,INST_02,State University B (Research),research,2.93,65,1996,Nursing,Health
S201400076,2014,0,M,0,White,MI,INST_02,State University B (Research),research,3.45,45,1996,Biomedical Engineering,STEM
S201400077,2014,0,F,0,Hispanic,VA,INST_04,Regional College D (Teaching),teaching,2.85,56,1996,Finance,Business
S201400078,2014,0,F,0,Asian,IL,INST_03,Regional College C (Teaching),teaching,3.21,74,1996,Biology,STEM
S201400079,2014,1,F,1,White,NJ,INST_02,State University B (Research),research,4.0,53,1996,Economics,Social Sciences
S201400080,2014,0,F,0,Hispanic,TX,INST_01,State University A (Research),research,3.88,26,1996,Nursing,Health
S201400081,2014,1,M,0,Black,TX,INST_01,State University A (Research),research,2.98,22,1996,Computer Science,STEM
S201400082,2014,0,M,0,White,CA,INST_02,State University B (Research),research,2.85,49,1996,Anthropology,Social Sciences
S201400083,2014,0,F,0,White,NY,INST_02,State University B (Research),research,2.75,53,1996,Public Health,Health
S201400084,2014,1,F,1,Asian,NC,INST_04,Regional College D (Teaching),teaching,3.65,47,1996,Biology,STEM
S201400085,2014,0,F,0,White,MI,INST_04,Regional College D (Teaching),teaching,2.73,68,1996,Biomedical Engineering,STEM
S201400086,2014,0,F,0,Hispanic,NC,INST_01,State University A (Research),research,3.01,48,1996,Physics,STEM
S201400087,2014,0,F,0,Unknown,IL,INST_04,Regional College D (Teaching),teaching,2.88,81,1996,Sociology,Social Sciences
S201400088,2014,1,F,1,White,NC,INST_02,State University B (Research),research,2.92,40,1996,Civil Engineering,STEM
S201400089,2014,0,M,0,Black,TX,INST_01,State University A (Research),research,2.81,62,1996,Marketing,Business
S201400090,2014,0,M,0,Hispanic,NC,INST_03,Regional College C (Teaching),teaching,2.29,38,1996,Marketing,Business
S201400091,2014,0,F,0,Hispanic,FL,INST_05,Urban University E (Research),research,3.27,61,1996,Civil Engineering,STEM
S201400092,2014,1,F,0,White,OH,INST_05,Urban University E (Research),research,2.87,30,1996,Accounting,Business
S201400093,2014,1,F,0,Asian,PA,INST_03,Regional College C (Teaching),teaching,2.47,46,1996,Civil Engineering,STEM
S201400094,2014,0,M,0,White,NY,INST_03,Regional College C (Teaching),teaching,4.0,19,1996,Political Science,Social Sciences
S201400095,2014,0,M,0,Black,NC,INST_02,State University B (Research),research,2.57,95,1996,Mechanical Engineering,STEM
S201400096,2014,0,M,0,White,VA,INST_02,State University B (Research),research,4.0,54,1996,Management,Business
S201400097,2014,0,F,0,White,NY,INST_05,Urban University E (Research),research,3.8,60,1996,Pre-Med,Health
S201400098,2014,1,M,0,Black,CA,INST_05,Urban University E (Research),research,3.33,81,1996,Physics,STEM
S201400099,2014,1,M,0,White,GA,INST_05,Urban University E (Research),research,3.14,67,1996,Marketing,Business
S201400100,2014,1,F,0,Hispanic,OH,INST_03,Regional College C (Teaching),teaching,2.9,81,1996,Mathematics,STEM
S201400101,2014,1,F,1,White,FL,INST_04,Regional College D (Teaching),teaching,1.92,71,1996,Sociology,Social Sciences
S201400102,2014,1,M,0,Hispanic,VA,INST_01,State University A (Research),research,3.57,49,1996,Sociology,Social Sciences
S201400103,2014,0,F,0,White,PA,INST_05,Urban University E (Research),research,3.2,61,1996,Mathematics,STEM
S201400104,2014,0,M,0,White,CA,INST_03,Regional College C (Teaching),teaching,3.35,82,1996,Nursing,Health
S201400105,2014,1,F,0,Asian,PA,INST_02,State University B (Research),research,3.58,34,1996,Psychology,Social Sciences
S201400106,2014,1,F,1,White,NC,INST_05,Urban University E (Research),research,2.61,39,1996,Mathematics,STEM
S201400107,2014,0,F,0,White,NC,INST_03,Regional College C (Teaching),teaching,3.79,72,1996,Spanish,Humanities
S201400108,2014,1,M,0,Black,NJ,INST_01,State University A (Research),research,3.46,53,1996,Biology,STEM
S201400109,2014,0,F,0,White,NY,INST_01,State University A (Research),research,3.96,93,1996,Chemistry,STEM
S201400110,2014,0,M,0,White,IL,INST_05,Urban University E (Research),research,3.08,37,1996,Marketing,Business
S201400111,2014,1,M,1,White,IL,INST_01,State University A (Research),research,4.0,68,1996,Chemistry,STEM
S201400112,2014,0,M,0,White,GA,INST_02,State University B (Research),research,3.23,61,1996,Marketing,Business
S201400113,2014,0,M,0,White,PA,INST_01,State University A (Research),research,3.25,48,1996,Mechanical Engineering,STEM
S201400114,2014,1,M,0,White,VA,INST_04,Regional College D (Teaching),teaching,2.69,60,1996,Mechanical Engineering,STEM
S201400115,2014,1,M,0,Hispanic,PA,INST_01,State University A (Research),research,3.01,54,1996,Economics,Social Sciences
S201400116,2014,0,F,0,Black,FL,INST_02,State University B (Research),research,2.83,58,1996,Civil Engineering,STEM
S201400117,2014,0,F,0,Black,IL,INST_04,Regional College D (Teaching),teaching,2.78,29,1996,Philosophy,Humanities
S201400118,2014,0,F,1,Asian,GA,INST_04,Regional College D (Teaching),teaching,3.09,53,1996,Spanish,Humanities
S201400119,2014,0,M,0,White,NJ,INST_04,Regional College D (Teaching),teaching,2.4,45,1996,Mathematics,STEM
S201400120,2014,0,F,0,White,TX,INST_02,State University B (Research),research,3.27,62,1996,History,Humanities
S201400121,2014,1,M,0,Hispanic,OH,INST_01,State University A (Research),research,2.99,41,1996,Mathematics,STEM
S201400122,2014,0,F,0,White,IL,INST_02,State University B (Research),research,3.09,52,1996,Biomedical Engineering,STEM
S201400123,2014,0,NB,0,Black,NY,INST_04,Regional College D (Teaching),teaching,2.68,62,1996,Computer Science,STEM
S201400124,2014,0,M,1,Asian,GA,INST_03,Regional College C (Teaching),teaching,3.71,36,1996,Undeclared,Other
S201400125,2014,0,F,0,Multi,NY,INST_01,State University A (Research),research,2.73,53,1996,Pre-Med,Health
S201400126,2014,0,M,0,White,CA,INST_04,Regional College D (Teaching),teaching,3.66,49,1996,Accounting,Business
S201400127,2014,0,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,3.01,53,1996,Communications,Other
S201400128,2014,1,F,1,White,FL,INST_03,Regional College C (Teaching),teaching,3.51,56,1996,Management,Business
S201400129,2014,1,M,0,White,IL,INST_01,State University A (Research),research,3.4,54,1996,Biology,STEM
S201400130,2014,0,F,1,AIAN,GA,INST_05,Urban University E (Research),research,3.18,48,1996,Computer Science,STEM
S201400131,2014,0,M,0,Hispanic,CA,INST_04,Regional College D (Teaching),teaching,3.55,67,1996,Electrical Engineering,STEM
S201400132,2014,0,M,1,Black,MI,INST_02,State University B (Research),research,3.9,52,1996,Nursing,Health
S201400133,2014,1,M,1,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,3.11,53,1996,Education,Other
S201400134,2014,1,M,0,White,NJ,INST_05,Urban University E (Research),research,2.6,65,1996,Civil Engineering,STEM
S201400135,2014,1,M,0,Asian,GA,INST_02,State University B (Research),research,3.3,64,1996,Art History,Humanities
S201400136,2014,0,M,0,White,MI,INST_03,Regional College C (Teaching),teaching,2.13,24,1996,General Studies,Other
S201400137,2014,1,F,0,AIAN,MI,INST_03,Regional College C (Teaching),teaching,4.0,55,1996,Mathematics,STEM
S201400138,2014,1,M,0,AIAN,OH,INST_03,Regional College C (Teaching),teaching,3.53,66,1996,History,Humanities
S201400139,2014,0,F,1,White,GA,INST_04,Regional College D (Teaching),teaching,2.99,58,1995,Accounting,Business
S201400140,2014,1,F,0,Asian,MI,INST_02,State University B (Research),research,3.63,45,1996,Public Health,Health
S201400141,2014,1,M,1,White,OH,INST_02,State University B (Research),research,3.07,17,1996,Computer Science,STEM
S201400142,2014,0,F,0,White,MI,INST_03,Regional College C (Teaching),teaching,3.4,52,1996,Biology,STEM
S201400143,2014,0,M,1,Hispanic,MI,INST_04,Regional College D (Teaching),teaching,2.17,49,1996,Accounting,Business
S201400144,2014,0,M,0,Hispanic,NJ,INST_05,Urban University E (Research),research,4.0,59,1996,Kinesiology,Health
S201400145,2014,1,F,0,White,OH,INST_03,Regional College C (Teaching),teaching,3.43,39,1996,Chemistry,STEM
S201400146,2014,0,M,0,White,NC,INST_03,Regional College C (Teaching),teaching,3.59,55,1996,Sociology,Social Sciences
S201400147,2014,0,F,0,White,PA,INST_02,State University B (Research),research,3.82,26,1996,Marketing,Business
S201400148,2014,1,F,0,Hispanic,OH,INST_03,Regional College C (Teaching),teaching,3.62,54,1996,Pre-Med,Health
S201400149,2014,0,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,2.94,81,1996,Management,Business
S201400150,2014,0,M,0,Black,MI,INST_02,State University B (Research),research,3.57,42,1996,Computer Science,STEM
S201400151,2014,0,M,0,White,NY,INST_05,Urban University E (Research),research,2.94,56,1996,Pre-Med,Health
S201400152,2014,1,F,0,White,CA,INST_01,State University A (Research),research,3.38,54,1996,Management,Business
S201400153,2014,0,F,1,White,GA,INST_05,Urban University E (Research),research,2.62,50,1996,Biomedical Engineering,STEM
S201400154,2014,0,F,1,Multi,CA,INST_02,State University B (Research),research,3.17,88,1996,Public Health,Health
S201400155,2014,0,F,0,White,GA,INST_03,Regional College C (Teaching),teaching,3.33,57,1996,Mathematics,STEM
S201400156,2014,1,F,0,White,NC,INST_01,State University A (Research),research,2.94,49,1996,History,Humanities
S201400157,2014,0,F,0,White,CA,INST_05,Urban University E (Research),research,3.41,66,1996,Political Science,Social Sciences
S201400158,2014,0,M,0,Hispanic,VA,INST_04,Regional College D (Teaching),teaching,2.89,54,1996,Physics,STEM
S201400159,2014,0,M,0,White,FL,INST_03,Regional College C (Teaching),teaching,2.38,45,1996,Accounting,Business
S201400160,2014,0,F,0,White,TX,INST_03,Regional College C (Teaching),teaching,2.76,77,1996,Sociology,Social Sciences
S201400161,2014,1,F,0,White,PA,INST_03,Regional College C (Teaching),teaching,3.62,42,1995,Psychology,Social Sciences
S201400162,2014,1,F,0,White,CA,INST_05,Urban University E (Research),research,3.17,55,1996,General Studies,Other
S201400163,2014,1,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,3.24,32,1996,Physics,STEM
S201400164,2014,0,F,0,Black,NC,INST_01,State University A (Research),research,3.39,40,1996,Finance,Business
S201400165,2014,1,F,0,White,FL,INST_01,State University A (Research),research,3.91,79,1996,Economics-Bus,Business
S201400166,2014,1,M,0,White,VA,INST_02,State University B (Research),research,3.5,30,1996,Communications,Other
S201400167,2014,1,M,0,Hispanic,PA,INST_03,Regional College C (Teaching),teaching,3.38,55,1996,Mathematics,STEM
S201400168,2014,0,F,0,White,TX,INST_01,State University A (Research),research,2.68,55,1996,Physics,STEM
S201400169,2014,1,F,0,Black,TX,INST_02,State University B (Research),research,3.28,61,1996,Mathematics,STEM
S201400170,2014,1,F,1,Black,FL,INST_01,State University A (Research),research,3.28,64,1996,General Studies,Other
S201400171,2014,0,M,0,Black,NY,INST_04,Regional College D (Teaching),teaching,2.75,72,1996,Political Science,Social Sciences
S201400172,2014,0,F,0,White,NY,INST_02,State University B (Research),research,2.46,66,1996,Mathematics,STEM
S201400173,2014,0,F,1,White,TX,INST_03,Regional College C (Teaching),teaching,2.78,75,1996,Biomedical Engineering,STEM
S201400174,2014,0,M,0,Hispanic,PA,INST_04,Regional College D (Teaching),teaching,3.2,41,1996,Psychology,Social Sciences
S201400175,2014,0,M,0,White,NC,INST_04,Regional College D (Teaching),teaching,3.77,18,1996,Economics-Bus,Business
S201400176,2014,0,M,0,Hispanic,OH,INST_04,Regional College D (Teaching),teaching,2.76,47,1996,Civil Engineering,STEM
S201400177,2014,1,F,0,Black,IL,INST_01,State University A (Research),research,3.78,35,1996,Psychology,Social Sciences
S201400178,2014,0,F,0,White,FL,INST_05,Urban University E (Research),research,3.85,34,1996,History,Humanities
S201400179,2014,0,M,0,White,VA,INST_02,State University B (Research),research,3.52,78,1996,Finance,Business
S201400180,2014,1,M,0,Black,IL,INST_01,State University A (Research),research,3.52,51,1996,Communications,Other
S201400181,2014,1,F,0,White,TX,INST_02,State University B (Research),research,2.98,46,1996,Chemistry,STEM
S201400182,2014,0,M,0,White,PA,INST_05,Urban University E (Research),research,2.56,28,1996,Psychology,Social Sciences
S201400183,2014,0,F,0,White,NJ,INST_03,Regional College C (Teaching),teaching,3.27,56,1996,Chemistry,STEM
S201400184,2014,1,F,0,Hispanic,NC,INST_04,Regional College D (Teaching),teaching,2.66,37,1996,Nursing,Health
S201400185,2014,0,F,0,Hispanic,FL,INST_02,State University B (Research),research,2.97,71,1996,Biology,STEM
S201400186,2014,1,F,0,Black,FL,INST_05,Urban University E (Research),research,3.34,57,1996,Psychology,Social Sciences
S201400187,2014,0,M,1,Black,GA,INST_05,Urban University E (Research),research,3.88,66,1996,General Studies,Other
S201400188,2014,1,F,0,Black,GA,INST_01,State University A (Research),research,3.22,57,1996,Political Science,Social Sciences
S201400189,2014,0,M,1,Hispanic,FL,INST_05,Urban University E (Research),research,3.67,33,1996,Statistics,STEM
S201400190,2014,0,F,1,Black,NC,INST_01,State University A (Research),research,3.0,35,1996,Electrical Engineering,STEM
S201400191,2014,1,M,0,Black,VA,INST_02,State University B (Research),research,3.05,74,1996,Political Science,Social Sciences
S201400192,2014,0,F,0,Asian,GA,INST_03,Regional College C (Teaching),teaching,3.55,63,1996,Computer Science,STEM
S201400193,2014,1,M,1,Black,PA,INST_03,Regional College C (Teaching),teaching,2.5,38,1996,Management,Business
S201400194,2014,0,F,0,Black,NC,INST_02,State University B (Research),research,3.22,46,1996,Undeclared,Other
S201400195,2014,1,M,0,Hispanic,MI,INST_01,State University A (Research),research,4.0,54,1996,Communications,Other
S201400196,2014,0,F,0,Black,NY,INST_02,State University B (Research),research,2.95,50,1996,Anthropology,Social Sciences
S201400197,2014,1,F,0,Hispanic,NY,INST_02,State University B (Research),research,3.61,65,1996,Marketing,Business
S201400198,2014,0,F,1,Asian,IL,INST_03,Regional College C (Teaching),teaching,2.7,37,1996,Electrical Engineering,STEM
S201400199,2014,0,M,0,Black,GA,INST_02,State University B (Research),research,2.39,48,1996,General Studies,Other
S201400200,2014,0,M,0,White,GA,INST_03,Regional College C (Teaching),teaching,2.7,44,1996,Management,Business
S201400201,2014,0,M,1,White,VA,INST_05,Urban University E (Research),research,3.12,39,1996,Communications,Other
S201400202,2014,0,F,0,White,NJ,INST_04,Regional College D (Teaching),teaching,3.46,58,1996,Marketing,Business
S201400203,2014,0,M,1,Multi,GA,INST_02,State University B (Research),research,3.25,50,1996,Economics,Social Sciences
S201400204,2014,0,M,0,AIAN,IL,INST_01,State University A (Research),research,3.43,81,1995,Accounting,Business
S201400205,2014,1,F,0,White,PA,INST_03,Regional College C (Teaching),teaching,2.97,47,1996,Accounting,Business
S201400206,2014,0,F,0,Asian,NJ,INST_01,State University A (Research),research,2.97,47,1996,Biomedical Engineering,STEM
S201400207,2014,0,F,0,Black,PA,INST_02,State University B (Research),research,3.32,80,1996,Management,Business
S201400208,2014,0,M,0,White,FL,INST_01,State University A (Research),research,3.64,27,1996,Anthropology,Social Sciences
S201400209,2014,0,F,0,White,VA,INST_02,State University B (Research),research,2.96,46,1996,Finance,Business
S201400210,2014,1,F,0,Multi,NY,INST_04,Regional College D (Teaching),teaching,4.0,27,1996,Mathematics,STEM
S201400211,2014,0,M,0,White,CA,INST_03,Regional College C (Teaching),teaching,3.5,49,1996,Communications,Other
S201400212,2014,0,M,1,White,MI,INST_01,State University A (Research),research,3.13,38,1996,Public Health,Health
S201400213,2014,0,F,0,White,IL,INST_03,Regional College C (Teaching),teaching,2.91,50,1996,Public Health,Health
S201400214,2014,1,F,0,Hispanic,MI,INST_02,State University B (Research),research,2.19,51,1996,Finance,Business
S201400215,2014,0,F,0,White,NY,INST_02,State University B (Research),research,3.14,82,1995,Undeclared,Other
S201400216,2014,1,M,0,Hispanic,VA,INST_05,Urban University E (Research),research,2.88,89,1996,Public Health,Health
S201400217,2014,0,M,0,Hispanic,NJ,INST_03,Regional College C (Teaching),teaching,3.56,75,1996,Chemistry,STEM
S201400218,2014,1,F,0,Asian,TX,INST_01,State University A (Research),research,3.15,56,1996,Physics,STEM
S201400219,2014,0,F,1,Black,IL,INST_02,State University B (Research),research,3.14,87,1996,Pre-Med,Health
S201400220,2014,1,F,0,White,NJ,INST_01,State University A (Research),research,4.0,69,1996,Chemistry,STEM
S201400221,2014,0,M,0,White,NY,INST_03,Regional College C (Teaching),teaching,3.28,46,1996,History,Humanities
S201400222,2014,1,F,0,White,PA,INST_03,Regional College C (Teaching),teaching,3.07,78,1996,General Studies,Other
S201400223,2014,0,F,0,Black,MI,INST_05,Urban University E (Research),research,1.95,46,1996,Marketing,Business
S201400224,2014,1,M,0,Multi,CA,INST_02,State University B (Research),research,3.48,39,1996,Accounting,Business
S201400225,2014,1,F,1,Asian,NJ,INST_02,State University B (Research),research,3.36,52,1996,Civil Engineering,STEM
S201400226,2014,1,F,0,Hispanic,VA,INST_04,Regional College D (Teaching),teaching,4.0,56,1996,Psychology,Social Sciences
S201400227,2014,0,F,0,Multi,OH,INST_04,Regional College D (Teaching),teaching,4.0,34,1996,Psychology,Social Sciences
S201400228,2014,1,F,0,White,NJ,INST_04,Regional College D (Teaching),teaching,2.22,54,1996,Public Health,Health
S201400229,2014,1,F,0,White,NY,INST_05,Urban University E (Research),research,3.04,21,1996,Physics,STEM
S201400230,2014,0,M,0,White,NY,INST_03,Regional College C (Teaching),teaching,3.64,45,1996,Computer Science,STEM
S201400231,2014,1,M,0,Black,NJ,INST_01,State University A (Research),research,2.09,69,1996,Electrical Engineering,STEM
S201400232,2014,0,M,0,Hispanic,IL,INST_04,Regional College D (Teaching),teaching,3.29,83,1996,Kinesiology,Health
S201400233,2014,1,M,1,White,TX,INST_02,State University B (Research),research,3.01,72,1996,History,Humanities
S201400234,2014,0,F,0,Black,IL,INST_04,Regional College D (Teaching),teaching,2.89,69,1996,Statistics,STEM
S201400235,2014,0,M,0,White,VA,INST_02,State University B (Research),research,3.2,64,1996,Biology,STEM
S201400236,2014,0,M,1,Hispanic,NC,INST_05,Urban University E (Research),research,2.8,62,1996,Education,Other
S201400237,2014,0,F,0,White,OH,INST_02,State University B (Research),research,2.73,36,1996,Sociology,Social Sciences
S201400238,2014,0,M,0,Black,CA,INST_04,Regional College D (Teaching),teaching,2.87,85,1996,Pre-Med,Health
S201400239,2014,0,M,0,Asian,VA,INST_02,State University B (Research),research,4.0,57,1996,Chemistry,STEM
S201400240,2014,1,F,0,Black,VA,INST_03,Regional College C (Teaching),teaching,2.9,64,1996,Pre-Med,Health
S201400241,2014,0,M,1,Black,GA,INST_03,Regional College C (Teaching),teaching,3.34,30,1996,Electrical Engineering,STEM
S201400242,2014,0,M,1,White,PA,INST_05,Urban University E (Research),research,3.95,58,1996,Kinesiology,Health
S201400243,2014,0,F,0,White,GA,INST_03,Regional College C (Teaching),teaching,2.2,52,1996,Pre-Med,Health
S201400244,2014,1,F,0,White,VA,INST_04,Regional College D (Teaching),teaching,2.37,68,1996,Mathematics,STEM
S201400245,2014,0,M,0,White,OH,INST_04,Regional College D (Teaching),teaching,3.08,50,1996,Spanish,Humanities
S201400246,2014,0,F,0,Black,PA,INST_03,Regional College C (Teaching),teaching,3.72,60,1996,Mathematics,STEM
S201400247,2014,0,M,0,White,VA,INST_03,Regional College C (Teaching),teaching,3.71,39,1996,Civil Engineering,STEM
