student_id,cohort,first_gen,gender,rural_origin,race_ethnicity,home_state,institution_id,institution_name,institution_type,hs_gpa,test_percentile,birth_year,starting_major,major_category
S201600143,2016,1,M,0,Black,OH,INST_01,State University A (Research),research,4.0,44,1998,Pre-Med,Health
S201600144,2016,0,F,1,White,FL,INST_02,State University B (Research),research,3.95,21,1998,Physics,STEM
S201600145,2016,1,F,0,White,FL,INST_01,State University A (Research),research,2.46,61,1998,History,Humanities
S201600146,2016,0,F,1,Black,OH,INST_01,State University A (Research),research,3.1,77,1998,Nursing,Health
S201600147,2016,0,F,0,White,NY,INST_04,Regional College D (Teaching),teaching,2.21,52,1998,Chemistry,STEM
S201600148,2016,0,M,0,Hispanic,NC,INST_05,Urban University E (Research),research,2.64,45,1998,Kinesiology,Health
S201600149,2016,0,M,1,Hispanic,MI,INST_02,State University B (Research),research,3.31,63,1998,Nursing,Health
S201600150,2016,0,M,0,Asian,IL,INST_04,Regional College D (Teaching),teaching,3.56,51,1998,Biology,STEM
S201600151,2016,0,F,0,Black,MI,INST_02,State University B (Research),research,3.58,64,1998,Communications,Other
S201600152,2016,1,M,0,Hispanic,IL,INST_01,State University A (Research),research,3.01,55,1998,Psychology,Social Sciences
S201600153,2016,0,M,0,White,IL,INST_03,Regional College C (Teaching),teaching,4.0,36,1998,Anthropology,Social Sciences
S201600154,2016,0,F,0,White,IL,INST_03,Regional College C (Teaching),teaching,3.15,51,1998,Economics,Social Sciences
S201600155,2016,1,F,0,White,NC,INST_02,State University B (Research),research,3.12,63,1998,Marketing,Business
S201600156,2016,0,F,1,Hispanic,GA,INST_03,Regional College C (Teaching),teaching,2.98,50,1998,Statistics,STEM
S201600157,2016,0,F,0,White,NC,INST_03,Regional College C (Teaching),teaching,2.94,44,1998,Electrical Engineering,STEM
S201600158,2016,1,F,0,Multi,NC,INST_03,Regional College C (Teaching),teaching,2.87,42,1998,History,Humanities
S201600159,2016,0,M,0,White,NY,INST_05,Urban University E (Research),research,3.13,26,1998,Education,Other
S201600160,2016,0,F,1,White,NC,INST_02,State University B (Research),research,3.21,56,1998,Mechanical Engineering,STEM
S201600161,2016,1,M,0,Black,TX,INST_04,Regional College D (Teaching),teaching,3.0,60,1998,Management,Business
S201600162,2016,1,F,0,White,FL,INST_02,State University B (Research),research,2.98,77,1998,Sociology,Social Sciences
S201600163,2016,1,NB,0,White,VA,INST_05,Urban University E (Research),research,4.0,35,1998,Mathematics,STEM
S201600164,2016,0,F,1,Hispanic,VA,INST_01,State University A (Research),research,2.43,50,1998,Anthropology,Social Sciences
S201600165,2016,1,F,0,White,VA,INST_05,Urban University E (Research),research,3.41,25,1998,History,Humanities
S201600166,2016,1,F,0,Hispanic,GA,INST_05,Urban University E (Research),research,2.62,38,1998,Undeclared,Other
S201600167,2016,0,F,1,White,CA,INST_01,State University A (Research),research,3.52,60,1998,Economics-Bus,Business
S201600168,2016,0,M,0,Black,NC,INST_01,State University A (Research),research,2.62,46,1998,Psychology,Social Sciences
S201600169,2016,0,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,2.63,90,1998,Mathematics,STEM
S201600170,2016,1,F,0,White,NJ,INST_02,State University B (Research),research,3.67,47,1998,Undeclared,Other
S201600171,2016,0,F,1,White,GA,INST_05,Urban University E (Research),research,2.66,51,1998,Sociology,Social Sciences
S201600172,2016,0,F,1,White,NJ,INST_03,Regional College C (Teaching),teaching,2.8,46,1998,Pre-Med,Health
S201600173,2016,1,M,0,White,CA,INST_01,State University A (Research),research,3.45,54,1998,Public Health,Health
S201600174,2016,1,M,0,Asian,GA,INST_04,Regional College D (Teaching),teaching,2.61,82,1998,Anthropology,Social Sciences
S201600175,2016,1,M,1,White,TX,INST_05,Urban University E (Research),research,2.41,54,1998,Electrical Engineering,STEM
S201600176,2016,1,F,0,Black,NY,INST_04,Regional College D (Teaching),teaching,2.74,70,1998,Finance,Business
S201600177,2016,0,F,0,Unknown,NC,INST_04,Regional College D (Teaching),teaching,3.99,43,1998,Marketing,Business
S201600178,2016,0,M,1,White,FL,INST_03,Regional College C (Teaching),teaching,2.88,69,1998,Philosophy,Humanities
S201600179,2016,0,F,0,White,MI,INST_03,Regional College C (Teaching),teaching,3.06,44,1998,General Studies,Other
S201600180,2016,0,F,0,Black,CA,INST_04,Regional College D (Teaching),teaching,3.17,27,1998,Chemistry,STEM
S201600181,2016,0,F,1,Black,NJ,INST_04,Regional College D (Teaching),teaching,3.93,64,1998,Mechanical Engineering,STEM
S201600182,2016,1,F,0,Black,IL,INST_01,State University A (Research),research,3.4,73,1998,Economics-Bus,Business
S201600183,2016,0,M,0,White,NJ,INST_03,Regional College C (Teaching),teaching,2.62,64,1998,Physics,STEM
S201600184,2016,0,F,0,White,PA,INST_02,State University B (Research),research,3.45,51,1998,Economics-Bus,Business
S201600185,2016,1,F,1,Black,VA,INST_02,State University B (Research),research,2.85,33,1998,Statistics,STEM
S201600186,2016,0,M,0,Hispanic,PA,INST_03,Regional College C (Teaching),teaching,3.05,68,1998,Spanish,Humanities
S201600187,2016,0,F,0,Asian,PA,INST_01,State University A (Research),research,3.42,33,1998,Economics-Bus,Business
S201600188,2016,0,M,0,White,OH,INST_04,Regional College D (Teaching),teaching,3.49,55,1997,Marketing,Business
S201600189,2016,0,F,0,Hispanic,NJ,INST_01,State University A (Research),research,3.24,28,1998,Pre-Med,Health
S201600190,2016,0,F,1,White,OH,INST_03,Regional College C (Teaching),teaching,3.87,69,1998,Biomedical Engineering,STEM
S201600191,2016,0,F,0,Black,IL,INST_04,Regional College D (Teaching),teaching,2.5,42,1998,Statistics,STEM
S201600192,2016,1,F,1,Black,VA,INST_04,Regional College D (Teaching),teaching,2.31,46,1998,Education,Other
S201600193,2016,1,M,0,Hispanic,GA,INST_05,Urban University E (Research),research,3.42,51,1998,Electrical Engineering,STEM
S201600194,2016,0,F,0,White,VA,INST_03,Regional College C (Teaching),teaching,3.19,39,1998,Education,Other
S201600195,2016,1,F,0,White,FL,INST_05,Urban University E (Research),research,2.7,59,1998,Accounting,Business
S201600196,2016,0,F,1,White,CA,INST_04,Regional College D (Teaching),teaching,2.72,53,1998,Public Health,Health
S201600197,2016,0,F,1,Multi,IL,INST_05,Urban University E (Research),research,3.37,69,1998,Finance,Business
S201600198,2016,1,F,0,White,MI,INST_04,Regional College D (Teaching),teaching,3.13,27,1998,Finance,Business
S201600199,2016,1,M,0,White,FL,INST_02,State University B (Research),research,3.3,56,1998,Anthropology,Social Sciences
S201600200,2016,0,F,0,Black,NY,INST_04,Regional College D (Teaching),teaching,3.14,49,1998,Biology,STEM
S201600201,2016,1,M,0,White,VA,INST_01,State University A (Research),research,2.44,86,1998,Anthropology,Social Sciences
S201600202,2016,1,F,0,Multi,PA,INST_04,Regional College D (Teaching),teaching,3.99,41,1998,Civil Engineering,STEM
S201600203,2016,0,M,0,White,IL,INST_04,Regional College D (Teaching),teaching,3.7,55,1998,General Studies,Other
S201600204,2016,0,F,0,White,NY,INST_04,Regional College D (Teaching),teaching,2.75,66,1998,Public Health,Health
S201600205,2016,0,M,0,White,FL,INST_05,Urban University E (Research),research,3.57,61,1998,Pre-Med,Health
S201600206,2016,0,M,0,Multi,VA,INST_01,State University A (Research),research,2.31,70,1998,Public Health,Health
S201600207,2016,0,M,0,White,NC,INST_02,State University B (Research),research,4.0,58,1998,Finance,Business
S201600208,2016,0,M,0,White,FL,INST_04,Regional College D (Teaching),teaching,3.79,15,1997,Marketing,Business
S201600209,2016,1,F,0,Hispanic,VA,INST_03,Regional College C (Teaching),teaching,3.39,46,1998,Nursing,Health
S201600210,2016,1,M,0,White,NC,INST_01,State University A (Research),research,3.89,26,1998,Accounting,Business
S201600211,2016,0,F,0,White,MI,INST_03,Regional College C (Teaching),teaching,3.67,66,1998,Biology,STEM
S201600212,2016,1,M,0,Hispanic,PA,INST_01,State University A (Research),research,3.42,39,1998,Psychology,Social Sciences
S201600213,2016,1,F,0,Hispanic,GA,INST_02,State University B (Research),research,4.0,46,1998,Mathematics,STEM
S201600214,2016,1,M,0,White,NC,INST_04,Regional College D (Teaching),teaching,2.33,41,1998,Communications,Other
S201600215,2016,0,F,0,White,VA,INST_05,Urban University E (Research),research,2.29,70,1998,Chemistry,STEM
S201600216,2016,0,F,0,White,VA,INST_01,State University A (Research),research,3.55,78,1998,Kinesiology,Health
S201600217,2016,0,M,1,White,NC,INST_04,Regional College D (Teaching),teaching,4.0,17,1998,Communications,Other
S201600218,2016,0,M,0,Hispanic,NJ,INST_01,State University A (Research),research,2.97,38,1998,Communications,Other
S201600219,2016,0,F,0,Unknown,CA,INST_05,Urban University E (Research),research,3.12,47,1998,Anthropology,Social Sciences
S201600220,2016,0,M,1,White,IL,INST_03,Regional College C (Teaching),teaching,4.0,63,1998,General Studies,Other
S201600221,2016,0,M,0,Black,TX,INST_03,Regional College C (Teaching),teaching,2.8,34,1998,Civil Engineering,STEM
S201600222,2016,0,M,0,Black,CA,INST_01,State University A (Research),research,3.07,63,1998,Psychology,Social Sciences
S201600223,2016,0,M,0,Hispanic,CA,INST_03,Regional College C (Teaching),teaching,3.22,19,1998,Civil Engineering,STEM
S201600224,2016,0,M,1,White,FL,INST_02,State University B (Research),research,3.38,54,1998,Psychology,Social Sciences
S201600225,2016,0,F,0,White,OH,INST_05,Urban University E (Research),research,4.0,57,1998,Pre-Med,Health
S201600226,2016,1,F,1,Multi,NY,INST_01,State University A (Research),research,3.93,59,1998,Spanish,Humanities
S201600227,2016,0,M,1,Hispanic,FL,INST_02,State University B (Research),research,3.1,51,1998,Marketing,Business
S201600228,2016,0,M,0,White,VA,INST_01,State University A (Research),research,3.36,62,1998,Kinesiology,Health
S201600229,2016,0,M,1,White,TX,INST_01,State University A (Research),research,3.65,47,1998,Electrical Engineering,STEM
S201600230,2016,1,F,0,Multi,PA,INST_05,Urban University E (Research),research,2.16,82,1998,Economics-Bus,Business
S201600231,2016,1,F,1,Hispanic,VA,INST_01,State University A (Research),research,4.0,5,1998,Mathematics,STEM
S201600232,2016,1,M,0,Asian,MI,INST_04,Regional College D (Teaching),teaching,3.36,25,1998,Sociology,Social Sciences
S201600233,2016,0,M,0,NHPI,OH,INST_04,Regional College D (Teaching),teaching,2.59,69,1998,Kinesiology,Health
S201600234,2016,0,M,1,White,NY,INST_02,State University B (Research),research,3.23,72,1998,Anthropology,Social Sciences
S201600235,2016,0,F,0,White,GA,INST_05,Urban University E (Research),research,2.36,70,1998,Public Health,Health
S201600236,2016,1,F,0,Hispanic,IL,INST_03,Regional College C (Teaching),teaching,3.97,42,1998,Mathematics,STEM
S201600237,2016,1,M,1,White,MI,INST_05,Urban University E (Research),research,3.49,46,1998,Marketing,Business
S201600238,2016,0,M,1,White,NC,INST_02,State University B (Research),research,2.96,49,1998,Education,Other
S201600239,2016,1,F,0,White,CA,INST_02,State University B (Research),research,3.54,63,1998,Chemistry,STEM
S201600240,2016,0,F,1,White,PA,INST_03,Regional College C (Teaching),teaching,2.49,54,1998,Sociology,Social Sciences
S201600241,2016,0,F,1,Black,VA,INST_05,Urban University E (Research),research,3.35,69,1998,Education,Other
S201600242,2016,0,F,0,Hispanic,IL,INST_03,Regional College C (Teaching),teaching,2.76,45,1998,Accounting,Business
S201600243,2016,0,M,1,White,VA,INST_05,Urban University E (Research),research,2.42,53,1998,Economics,Social Sciences
S201600244,2016,0,F,0,Black,MI,INST_03,Regional College C (Teaching),teaching,3.15,35,1998,Anthropology,Social Sciences
S201600245,2016,1,M,0,Black,NC,INST_05,Urban University E (Research),research,3.06,32,1998,Pre-Med,Health
S201600246,2016,0,M,0,White,OH,INST_02,State University B (Research),research,2.65,65,1998,Chemistry,STEM
S201600247,2016,0,F,1,Hispanic,GA,INST_04,Regional College D (Teaching),teaching,3.37,60,1998,Biomedical Engineering,STEM
