session_id	session_ts	minutes_logged	session_type	modality	rating_1_5	no_show
S03-000210	2024-06-09 15:33:00	88	INTAKE	VIDEO	4	0
S03-000211	2023-12-28 14:52:00	31	INTERVIEW	VIDEO	4	0
S03-000212	2024-01-20 16:12:00	80	RESUME	VIDEO	3	0
S03-000213	2024-06-23 08:57:00	20	RESUME	IN_PERSON	5	0
S03-000214	2024-01-31 17:21:00	88	FOLLOWUP	IN_PERSON	5	0
S03-000215	2024-07-14 05:25:00	49	NETWORK	ASYNC	4	0
S03-000216	2023-10-14 19:36:00	43	RESUME	PHONE	5	0
S03-000217	2023-09-09 13:54:00	85	NETWORK	VIDEO	5	0
S03-000218	2024-01-08 06:47:00	56	RESUME	IN_PERSON	5	0
S03-000219	2023-11-16 11:40:00	27	RESUME	IN_PERSON	3	0
S03-000220	2024-06-18 20:06:00	23	INTAKE	VIDEO	5	0
S03-000221	2023-09-17 21:50:00	76	INTERVIEW	IN_PERSON	4	0
S03-000222	2024-04-16 15:28:00	21	INTERVIEW	VIDEO	5	0
S03-000223	2024-08-24 21:38:00	56	INTERVIEW	ASYNC	5	0
S03-000224	2024-03-29 04:12:00	56	FOLLOWUP	PHONE	3	1
S03-000225	2024-05-15 13:42:00	21	INTAKE	VIDEO	5	0
S03-000226	2024-02-21 16:30:00	88	NETWORK	VIDEO	5	0
S03-000227	2024-03-04 00:37:00	82	RESUME	VIDEO	4	0
S03-000228	2024-06-19 01:17:00	29	NETWORK	VIDEO	5	0
S03-000229	2024-05-09 15:36:00	45	RESUME	IN_PERSON	4	0
S03-000230	2024-01-09 12:25:00	42	RESUME	IN_PERSON	4	0
S03-000231	2023-09-26 11:08:00	83	INTERVIEW	IN_PERSON	4	1
S03-000232	2023-09-28 21:11:00	85	WORKSHOP	PHONE	4	0
S03-000233	2024-08-12 14:05:00	60	INTERVIEW	ASYNC	5	0
S03-000234	2023-11-01 09:03:00	65	FOLLOWUP	VIDEO	4	0
S03-000235	2024-06-15 19:54:00	24	FOLLOWUP	ASYNC	5	0
S03-000236	2024-03-08 04:42:00	54	NETWORK	VIDEO	4	0
S03-000237	2024-07-23 10:12:00	51	INTERVIEW	VIDEO	4	0
S03-000238	2024-05-13 19:10:00	80	INTERVIEW	ASYNC	4	0
S03-000239	2024-05-21 11:10:00	57	INTAKE	VIDEO	3	0
S03-000240	2024-02-29 13:39:00	50	WORKSHOP	PHONE	5	0
S03-000241	2024-06-06 13:42:00	38	INTAKE	VIDEO	2	0
S03-000242	2024-07-24 08:22:00	62	NETWORK	IN_PERSON	5	0
S03-000243	2023-10-10 10:21:00	92	WORKSHOP	VIDEO	5	0
S03-000244	2024-07-12 18:05:00	74	NETWORK	IN_PERSON	4	0
S03-000245	2024-02-28 06:20:00	72	INTAKE	PHONE	4	0
S03-000246	2024-01-09 04:29:00	32	NETWORK	VIDEO	4	1
S03-000247	2023-09-30 18:42:00	77	WORKSHOP	VIDEO	5	0
S03-000248	2024-03-26 04:21:00	53	RESUME	IN_PERSON	2	0
S03-000249	2023-12-30 16:37:00	55	INTAKE	IN_PERSON	2	0
S03-000250	2024-08-27 10:16:00	55	WORKSHOP	IN_PERSON	4	0
S03-000251	2024-03-31 22:28:00	33	NETWORK	VIDEO	5	0
S03-000252	2023-12-02 10:55:00	24	FOLLOWUP	PHONE	4	0
S03-000253	2024-08-29 06:01:00	67	WORKSHOP	VIDEO	4	0
S03-000254	2024-05-31 17:10:00	61	INTERVIEW	IN_PERSON	3	1
S03-000255	2023-10-11 00:19:00	79	INTERVIEW	VIDEO	4	0
S03-000256	2024-02-23 16:49:00	59	WORKSHOP	VIDEO	5	1
S03-000257	2024-06-22 00:03:00	47	RESUME	IN_PERSON	5	0
S03-000258	2024-04-08 12:54:00	40	INTAKE	IN_PERSON	5	0
S03-000259	2024-03-29 13:16:00	28	NETWORK	PHONE	5	0
S03-000260	2024-04-27 01:13:00	24	RESUME	VIDEO	5	1
S03-000261	2024-06-25 07:58:00	92	INTAKE	PHONE	5	0
S03-000262	2023-11-12 08:00:00	29	NETWORK	VIDEO	3	0
S03-000263	2023-10-07 05:43:00	49	WORKSHOP	IN_PERSON	2	0
S03-000264	2024-02-10 21:58:00	90	INTAKE	VIDEO	2	0
S03-000265	2023-09-28 04:23:00	60	RESUME	ASYNC	5	0
S03-000266	2024-04-14 19:19:00	65	INTAKE	IN_PERSON	4	0
S03-000267	2024-07-03 17:56:00	51	FOLLOWUP	VIDEO	4	0
S03-000268	2024-07-07 18:53:00	41	INTERVIEW	IN_PERSON	5	0
S03-000269	2024-04-08 15:31:00	52	RESUME	IN_PERSON	5	1
S03-000270	2024-03-12 23:27:00	25	FOLLOWUP	VIDEO	3	0
S03-000271	2023-10-10 19:28:00	28	INTAKE	PHONE	4	0
S03-000272	2023-09-14 23:10:00	65	FOLLOWUP	VIDEO	5	0
S03-000273	2024-01-15 06:36:00	55	RESUME	IN_PERSON	5	0
S03-000274	2024-03-01 16:51:00	59	NETWORK	IN_PERSON	4	0
S03-000275	2024-05-19 13:55:00	85	FOLLOWUP	VIDEO	5	1
S03-000276	2024-03-09 01:50:00	81	WORKSHOP	PHONE	3	0
S03-000277	2024-08-02 02:12:00	27	NETWORK	VIDEO	5	0
S03-000278	2024-03-24 22:31:00	30	WORKSHOP	IN_PERSON	3	0
S03-000279	2024-05-29 14:36:00	69	INTAKE	VIDEO	5	0
S03-000280	2024-05-31 20:08:00	84	RESUME	VIDEO	5	0
S03-000281	2024-02-04 19:22:00	30	INTERVIEW	VIDEO	5	0
S03-000282	2023-11-30 21:00:00	87	NETWORK	IN_PERSON	3	0
S03-000283	2024-05-07 17:10:00	48	RESUME	IN_PERSON	5	0
S03-000284	2023-12-13 12:18:00	57	NETWORK	VIDEO	4	0
S03-000285	2024-06-07 09:05:00	22	INTAKE	IN_PERSON	4	0
S03-000286	2024-02-11 17:30:00	33	NETWORK	VIDEO	4	0
S03-000287	2024-02-07 16:56:00	62	NETWORK	PHONE	2	0
S03-000288	2023-12-08 09:52:00	85	RESUME	IN_PERSON	2	0
S03-000289	2024-04-23 10:30:00	36	NETWORK	VIDEO	5	0
S03-000290	2024-05-27 18:09:00	89	INTAKE	IN_PERSON	3	0
S03-000291	2023-09-19 22:17:00	71	NETWORK	ASYNC	2	0
S03-000292	2023-09-24 18:52:00	39	INTAKE	IN_PERSON	3	0
S03-000293	2023-10-23 23:03:00	69	WORKSHOP	ASYNC	5	1
S03-000294	2024-07-24 00:22:00	91	INTERVIEW	ASYNC	3	0
S03-000295	2024-03-21 14:48:00	39	INTAKE	VIDEO	5	0
S03-000296	2023-09-22 19:42:00	83	RESUME	ASYNC	5	0
S03-000297	2023-09-03 13:28:00	22	INTERVIEW	ASYNC	4	0
S03-000298	2024-06-30 15:46:00	83	NETWORK	IN_PERSON	3	0
S03-000299	2024-07-23 14:55:00	30	WORKSHOP	IN_PERSON	5	0
S03-000300	2023-10-19 19:05:00	52	WORKSHOP	IN_PERSON	5	0
S03-000301	2023-10-21 07:02:00	29	RESUME	VIDEO	5	0
S03-000302	2024-01-03 22:56:00	33	INTERVIEW	VIDEO	4	0
S03-000303	2024-07-28 09:05:00	51	RESUME	IN_PERSON	5	0
S03-000304	2023-12-24 11:01:00	26	NETWORK	IN_PERSON	5	0
S03-000305	2024-05-16 09:07:00	64	RESUME	VIDEO	5	0
S03-000306	2024-07-09 04:07:00	47	NETWORK	ASYNC	4	0
S03-000307	2024-01-26 23:48:00	49	INTERVIEW	IN_PERSON	5	0
S03-000308	2024-03-19 09:48:00	56	INTERVIEW	IN_PERSON	3	0
S03-000309	2023-10-13 07:59:00	66	WORKSHOP	IN_PERSON	5	0
S03-000310	2024-02-27 17:08:00	94	NETWORK	IN_PERSON	3	0
S03-000311	2023-12-19 16:24:00	42	RESUME	ASYNC	5	0
S03-000312	2024-03-17 01:01:00	39	FOLLOWUP	IN_PERSON	3	0
S03-000313	2023-09-25 07:48:00	80	NETWORK	VIDEO	5	0
S03-000314	2024-04-20 09:04:00	51	RESUME	PHONE	5	1
S03-000315	2024-01-04 13:05:00	79	FOLLOWUP	VIDEO	3	0
S03-000316	2024-07-06 16:38:00	47	WORKSHOP	VIDEO	3	1
S03-000317	2024-01-23 05:46:00	80	WORKSHOP	IN_PERSON	2	0
S03-000318	2024-01-12 07:07:00	39	WORKSHOP	VIDEO	4	0
S03-000319	2024-01-19 05:18:00	88	WORKSHOP	IN_PERSON	3	0
S03-000320	2023-11-08 02:23:00	53	RESUME	VIDEO	5	0
S03-000321	2024-01-01 21:25:00	59	WORKSHOP	VIDEO	5	0
S03-000322	2024-06-08 21:21:00	48	INTERVIEW	IN_PERSON	5	0
S03-000323	2024-08-04 11:57:00	68	FOLLOWUP	PHONE	3	1
S03-000324	2024-01-02 04:28:00	43	WORKSHOP	ASYNC	2	0
S03-000325	2024-03-10 23:03:00	24	WORKSHOP	PHONE	5	0
S03-000326	2024-04-27 07:04:00	56	FOLLOWUP	IN_PERSON	2	0
S03-000327	2024-02-01 08:53:00	75	INTERVIEW	ASYNC	3	0
S03-000328	2023-09-02 13:33:00	25	RESUME	IN_PERSON	4	0
S03-000329	2024-08-12 18:37:00	81	NETWORK	PHONE	5	0
S03-000330	2023-12-12 15:07:00	90	NETWORK	IN_PERSON	4	0
S03-000331	2024-03-29 16:10:00	73	INTERVIEW	VIDEO	4	0
S03-000332	2024-05-25 07:22:00	45	NETWORK	IN_PERSON	5	0
S03-000333	2024-02-06 08:55:00	56	FOLLOWUP	IN_PERSON	4	1
S03-000334	2024-03-16 17:01:00	73	WORKSHOP	IN_PERSON	4	0
S03-000335	2024-05-04 23:12:00	20	NETWORK	IN_PERSON	2	0
S03-000336	2023-09-28 18:14:00	57	RESUME	IN_PERSON	3	0
S03-000337	2023-12-30 20:40:00	78	NETWORK	IN_PERSON	5	0
S03-000338	2024-07-26 22:46:00	49	INTERVIEW	VIDEO	4	0
S03-000339	2023-09-27 20:39:00	36	FOLLOWUP	IN_PERSON	4	0
S03-000340	2023-10-26 04:07:00	80	WORKSHOP	ASYNC	5	0
S03-000341	2024-01-07 14:22:00	53	NETWORK	IN_PERSON	4	0
S03-000342	2023-09-02 10:03:00	55	FOLLOWUP	PHONE	4	0
S03-000343	2023-09-20 15:54:00	57	RESUME	VIDEO	5	1
S03-000344	2024-03-23 06:18:00	50	WORKSHOP	PHONE	4	0
S03-000345	2024-01-05 01:05:00	55	WORKSHOP	IN_PERSON	5	0
S03-000346	2023-09-12 12:41:00	88	INTERVIEW	ASYNC	5	0
S03-000347	2024-05-12 10:11:00	36	INTERVIEW	VIDEO	5	0
S03-000348	2023-11-19 13:52:00	56	INTERVIEW	IN_PERSON	4	0
S03-000349	2024-03-12 17:03:00	51	NETWORK	ASYNC	4	0
S03-000350	2023-12-14 08:31:00	63	WORKSHOP	ASYNC	3	0
S03-000351	2024-08-14 04:12:00	69	INTERVIEW	VIDEO	4	0
S03-000352	2023-11-13 18:02:00	60	RESUME	IN_PERSON	4	0
S03-000353	2024-03-13 17:03:00	94	RESUME	IN_PERSON	3	0
S03-000354	2024-05-01 01:19:00	86	INTERVIEW	PHONE	3	0
S03-000355	2024-08-23 11:40:00	63	FOLLOWUP	VIDEO	3	0
S03-000356	2024-07-15 08:48:00	50	FOLLOWUP	IN_PERSON	4	0
S03-000357	2024-08-14 15:53:00	61	FOLLOWUP	VIDEO	4	0
S03-000358	2024-04-09 19:45:00	57	NETWORK	IN_PERSON	5	0
S03-000359	2023-12-24 07:18:00	36	INTERVIEW	PHONE	5	0
