session_id	session_ts	minutes_logged	session_type	modality	rating_1_5	no_show
S01-000149	2024-01-12 04:25:00	93	INTAKE	PHONE	5	0
S01-000150	2023-12-12 23:50:00	33	NETWORK	IN_PERSON	5	0
S01-000151	2024-02-15 10:40:00	54	RESUME	VIDEO	4	0
S01-000152	2023-11-20 04:57:00	62	RESUME	VIDEO	5	0
S01-000153	2023-12-18 22:59:00	66	INTAKE	VIDEO	4	0
S01-000154	2024-03-25 01:19:00	40	FOLLOWUP	IN_PERSON	2	0
S01-000155	2024-07-01 14:20:00	77	NETWORK	ASYNC	5	0
S01-000156	2023-11-30 02:44:00	76	WORKSHOP	IN_PERSON	5	0
S01-000157	2024-07-11 04:16:00	86	INTERVIEW	IN_PERSON	5	0
S01-000158	2023-10-26 05:19:00	88	NETWORK	VIDEO	3	0
S01-000159	2024-07-26 01:19:00	33	INTAKE	IN_PERSON	4	0
S01-000160	2024-07-22 19:38:00	28	RESUME	PHONE	4	0
S01-000161	2024-05-26 11:48:00	39	WORKSHOP	IN_PERSON	4	1
S01-000162	2024-03-01 09:11:00	84	INTERVIEW	IN_PERSON	5	0
S01-000163	2024-01-14 11:56:00	86	FOLLOWUP	IN_PERSON	5	0
S01-000164	2023-10-21 00:50:00	40	RESUME	VIDEO	5	0
S01-000165	2024-07-06 02:57:00	79	INTERVIEW	VIDEO	5	0
S01-000166	2023-12-08 03:11:00	94	INTERVIEW	PHONE	5	1
S01-000167	2023-12-06 11:54:00	64	INTERVIEW	IN_PERSON	5	0
S01-000168	2023-10-23 14:37:00	46	INTAKE	IN_PERSON	4	0
S01-000169	2024-02-21 08:51:00	40	RESUME	VIDEO	4	0
S01-000170	2023-12-31 12:24:00	44	RESUME	VIDEO	5	0
S01-000171	2023-12-16 18:10:00	68	INTERVIEW	PHONE	3	0
S01-000172	2023-11-04 15:36:00	25	WORKSHOP	IN_PERSON	2	0
S01-000173	2023-11-16 23:24:00	87	INTERVIEW	IN_PERSON	4	0
S01-000174	2024-05-22 17:58:00	75	FOLLOWUP	IN_PERSON	3	0
S01-000175	2024-01-18 22:16:00	81	INTERVIEW	VIDEO	5	0
S01-000176	2024-06-30 03:02:00	78	FOLLOWUP	VIDEO	5	0
S01-000177	2024-04-15 03:12:00	35	RESUME	PHONE	2	0
S01-000178	2023-11-01 09:41:00	20	NETWORK	PHONE	3	0
S01-000179	2024-04-19 07:33:00	70	INTERVIEW	ASYNC	4	0
S01-000180	2024-04-11 11:28:00	58	NETWORK	IN_PERSON	5	0
S01-000181	2023-11-18 11:11:00	92	INTAKE	ASYNC	3	0
S01-000182	2024-03-30 23:02:00	45	WORKSHOP	VIDEO	5	0
S01-000183	2024-02-04 23:53:00	93	WORKSHOP	VIDEO	5	0
S01-000184	2024-04-11 01:37:00	50	FOLLOWUP	PHONE	5	0
S01-000185	2024-02-13 02:58:00	23	WORKSHOP	VIDEO	3	0
S01-000186	2024-08-10 08:06:00	71	WORKSHOP	VIDEO	5	0
S01-000187	2024-04-09 22:23:00	67	WORKSHOP	VIDEO	3	0
S01-000188	2024-01-17 03:49:00	44	INTERVIEW	VIDEO	4	0
S01-000189	2024-03-23 05:47:00	58	RESUME	VIDEO	3	0
S01-000190	2024-06-20 18:05:00	48	WORKSHOP	VIDEO	3	0
S01-000191	2024-07-13 06:24:00	27	WORKSHOP	IN_PERSON	4	0
S01-000192	2024-05-06 05:35:00	61	INTAKE	IN_PERSON	5	0
S01-000193	2023-11-12 01:41:00	42	FOLLOWUP	VIDEO	3	0
S01-000194	2024-03-26 22:18:00	31	FOLLOWUP	IN_PERSON	4	0
S01-000195	2023-12-28 21:49:00	46	FOLLOWUP	IN_PERSON	5	0
S01-000196	2023-10-23 22:35:00	81	WORKSHOP	IN_PERSON	5	0
S01-000197	2023-12-09 18:55:00	27	INTERVIEW	IN_PERSON	5	0
S01-000198	2024-02-23 23:05:00	72	INTAKE	IN_PERSON	5	0
S01-000199	2024-05-05 16:26:00	79	INTAKE	VIDEO	5	0
S01-000200	2024-04-02 11:05:00	80	FOLLOWUP	VIDEO	3	0
S01-000201	2023-10-16 01:20:00	27	WORKSHOP	IN_PERSON	5	0
S01-000202	2024-03-08 09:59:00	87	WORKSHOP	VIDEO	5	0
S01-000203	2024-01-24 02:23:00	67	NETWORK	VIDEO	4	0
S01-000204	2024-01-05 04:13:00	92	RESUME	IN_PERSON	4	0
S01-000205	2024-02-09 16:54:00	26	FOLLOWUP	IN_PERSON	5	0
S01-000206	2024-02-19 13:31:00	31	INTAKE	PHONE	3	0
S01-000207	2023-11-15 12:05:00	79	RESUME	VIDEO	5	0
S01-000208	2023-09-11 00:18:00	43	INTAKE	PHONE	3	0
S01-000209	2024-08-27 04:55:00	76	NETWORK	IN_PERSON	5	0
S01-000210	2023-09-08 02:01:00	20	WORKSHOP	IN_PERSON	5	0
S01-000211	2023-09-19 20:30:00	37	INTERVIEW	VIDEO	4	0
S01-000212	2023-09-12 07:07:00	25	NETWORK	VIDEO	5	1
S01-000213	2024-03-28 19:21:00	67	INTAKE	IN_PERSON	5	0
S01-000214	2024-07-13 13:25:00	75	WORKSHOP	IN_PERSON	4	0
S01-000215	2024-03-05 22:38:00	70	WORKSHOP	IN_PERSON	5	0
S01-000216	2024-01-19 11:10:00	29	INTERVIEW	VIDEO	5	0
S01-000217	2023-11-09 03:01:00	86	INTERVIEW	IN_PERSON	4	0
S01-000218	2023-11-12 05:12:00	83	RESUME	VIDEO	5	0
S01-000219	2023-09-26 06:24:00	23	RESUME	IN_PERSON	3	0
S01-000220	2024-02-21 11:07:00	31	INTERVIEW	IN_PERSON	4	0
S01-000221	2024-03-06 09:33:00	45	INTERVIEW	VIDEO	5	0
S01-000222	2024-05-12 11:58:00	25	INTERVIEW	IN_PERSON	3	0
S01-000223	2024-04-29 02:52:00	94	INTERVIEW	PHONE	4	0
S01-000224	2023-09-26 20:23:00	54	INTAKE	VIDEO	2	0
S01-000225	2024-05-04 22:15:00	73	INTERVIEW	IN_PERSON	5	0
S01-000226	2023-10-23 17:29:00	92	NETWORK	VIDEO	3	0
S01-000227	2023-11-17 08:28:00	27	WORKSHOP	IN_PERSON	5	0
S01-000228	2023-09-04 08:10:00	89	FOLLOWUP	PHONE	4	1
S01-000229	2024-03-25 22:03:00	71	INTERVIEW	IN_PERSON	5	0
S01-000230	2023-11-25 04:03:00	80	FOLLOWUP	IN_PERSON	2	0
S01-000231	2023-12-15 04:19:00	62	INTAKE	IN_PERSON	4	0
S01-000232	2023-12-26 21:22:00	73	INTAKE	PHONE	5	0
S01-000233	2024-03-03 01:36:00	51	NETWORK	VIDEO	4	1
S01-000234	2024-01-12 19:09:00	46	INTAKE	IN_PERSON	5	0
S01-000235	2024-08-07 22:12:00	33	INTERVIEW	VIDEO	4	0
S01-000236	2023-11-19 05:22:00	49	RESUME	VIDEO	5	0
S01-000237	2023-10-13 22:42:00	52	WORKSHOP	VIDEO	5	0
S01-000238	2024-05-08 07:56:00	53	NETWORK	IN_PERSON	3	0
S01-000239	2023-11-14 02:54:00	81	INTAKE	ASYNC	5	1
S01-000240	2024-06-24 23:38:00	35	FOLLOWUP	IN_PERSON	5	0
S01-000241	2023-11-10 07:51:00	81	FOLLOWUP	VIDEO	4	0
S01-000242	2024-04-20 23:22:00	92	WORKSHOP	IN_PERSON	5	0
S01-000243	2023-10-22 16:35:00	33	WORKSHOP	ASYNC	5	0
S01-000244	2023-11-25 14:44:00	38	WORKSHOP	VIDEO	5	0
S01-000245	2024-06-06 21:29:00	32	INTERVIEW	IN_PERSON	2	0
S01-000246	2024-07-17 12:11:00	35	RESUME	IN_PERSON	4	0
S01-000247	2024-08-03 05:50:00	74	FOLLOWUP	IN_PERSON	3	0
S01-000248	2023-12-03 17:23:00	31	WORKSHOP	VIDEO	3	0
S01-000249	2024-02-02 08:18:00	90	NETWORK	VIDEO	3	0
S01-000250	2024-02-25 16:46:00	57	INTAKE	IN_PERSON	4	0
S01-000251	2024-03-03 20:47:00	94	INTERVIEW	PHONE	5	0
S01-000252	2023-11-29 06:40:00	72	RESUME	ASYNC	4	0
S01-000253	2023-09-14 09:26:00	44	INTAKE	IN_PERSON	4	0
S01-000254	2024-08-30 19:39:00	46	INTAKE	VIDEO	2	0
S01-000255	2024-02-09 04:34:00	22	NETWORK	VIDEO	3	0
S01-000256	2024-03-07 02:35:00	81	INTERVIEW	IN_PERSON	5	0
S01-000257	2024-03-13 08:16:00	57	RESUME	VIDEO	2	0
S01-000258	2023-09-14 04:53:00	35	INTERVIEW	VIDEO	5	0
S01-000259	2024-04-05 15:56:00	25	RESUME	IN_PERSON	3	0
S01-000260	2024-04-21 12:54:00	44	WORKSHOP	ASYNC	5	0
S01-000261	2023-09-22 05:42:00	39	FOLLOWUP	IN_PERSON	5	0
S01-000262	2023-12-05 09:59:00	44	RESUME	VIDEO	4	0
S01-000263	2023-11-05 19:03:00	90	INTERVIEW	IN_PERSON	4	0
S01-000264	2024-05-06 12:46:00	54	INTAKE	IN_PERSON	4	0
S01-000265	2024-01-08 01:43:00	27	NETWORK	IN_PERSON	3	0
S01-000266	2024-05-30 23:51:00	33	WORKSHOP	VIDEO	4	1
S01-000267	2024-06-06 06:56:00	86	INTAKE	IN_PERSON	4	0
S01-000268	2023-09-15 07:09:00	46	NETWORK	IN_PERSON	4	0
S01-000269	2024-03-12 01:00:00	74	NETWORK	ASYNC	4	0
S01-000270	2024-04-25 08:00:00	28	INTAKE	IN_PERSON	5	0
S01-000271	2024-04-29 02:48:00	44	RESUME	VIDEO	5	0
S01-000272	2024-04-08 12:47:00	65	INTAKE	VIDEO	4	0
S01-000273	2024-07-25 17:04:00	88	WORKSHOP	VIDEO	2	0
S01-000274	2024-02-07 20:51:00	80	RESUME	IN_PERSON	4	0
S01-000275	2023-10-22 14:20:00	50	INTAKE	VIDEO	2	0
S01-000276	2024-03-18 01:29:00	92	NETWORK	VIDEO	5	0
S01-000277	2023-12-19 04:02:00	65	INTAKE	ASYNC	5	0
S01-000278	2024-03-27 15:11:00	87	NETWORK	VIDEO	5	0
S01-000279	2024-04-19 15:12:00	93	INTERVIEW	IN_PERSON	4	0
S01-000280	2024-04-23 17:12:00	69	INTAKE	IN_PERSON	4	0
S01-000281	2024-07-29 04:35:00	34	INTAKE	VIDEO	3	0
S01-000282	2023-10-27 20:12:00	83	FOLLOWUP	ASYNC	5	0
S01-000283	2023-11-02 17:17:00	36	WORKSHOP	VIDEO	3	0
S01-000284	2023-12-24 01:28:00	47	FOLLOWUP	IN_PERSON	5	0
S01-000285	2024-04-10 03:57:00	72	INTERVIEW	VIDEO	3	0
S01-000286	2024-04-05 06:44:00	51	FOLLOWUP	IN_PERSON	4	0
S01-000287	2023-10-01 07:35:00	30	INTAKE	IN_PERSON	4	0
S01-000288	2023-09-06 15:12:00	55	FOLLOWUP	IN_PERSON	3	0
S01-000289	2024-07-21 06:04:00	58	NETWORK	IN_PERSON	4	0
S01-000290	2024-06-12 04:37:00	32	WORKSHOP	VIDEO	5	0
S01-000291	2024-02-29 03:51:00	38	FOLLOWUP	IN_PERSON	4	1
S01-000292	2024-02-05 20:35:00	28	FOLLOWUP	IN_PERSON	2	0
S01-000293	2024-01-16 17:09:00	79	WORKSHOP	VIDEO	2	1
S01-000294	2024-07-28 18:36:00	56	NETWORK	VIDEO	2	0
S01-000295	2023-09-14 19:46:00	76	RESUME	VIDEO	5	0
S01-000296	2023-11-30 20:28:00	79	INTERVIEW	VIDEO	4	0
S01-000297	2023-09-16 11:59:00	72	INTERVIEW	VIDEO	4	0
S01-000298	2023-10-13 11:44:00	55	FOLLOWUP	IN_PERSON	4	0
S01-000299	2024-07-26 00:15:00	69	INTERVIEW	ASYNC	5	0
S01-000300	2023-12-13 23:23:00	90	RESUME	IN_PERSON	3	0
S01-000301	2024-03-27 17:09:00	33	NETWORK	VIDEO	4	0
S01-000302	2023-09-15 23:23:00	28	FOLLOWUP	ASYNC	3	0
S01-000303	2024-07-27 23:14:00	59	NETWORK	IN_PERSON	2	0
S01-000304	2024-05-10 21:50:00	62	RESUME	VIDEO	5	0
S01-000305	2023-12-30 18:40:00	77	WORKSHOP	VIDEO	4	0
S01-000306	2024-03-03 07:40:00	91	WORKSHOP	VIDEO	3	0
S01-000307	2024-06-21 11:26:00	46	FOLLOWUP	VIDEO	5	0
S01-000308	2024-05-04 15:04:00	21	INTAKE	IN_PERSON	4	0
S01-000309	2024-05-08 06:49:00	40	WORKSHOP	IN_PERSON	5	1
S01-000310	2024-02-19 11:02:00	58	WORKSHOP	VIDEO	5	0
S01-000311	2024-08-24 10:46:00	31	RESUME	VIDEO	4	0
S01-000312	2024-04-04 15:21:00	53	FOLLOWUP	VIDEO	5	0
S01-000313	2023-11-21 04:04:00	22	WORKSHOP	VIDEO	3	0
S01-000314	2024-07-03 03:23:00	65	RESUME	VIDEO	5	0
S01-000315	2024-05-31 14:42:00	43	WORKSHOP	VIDEO	3	0
S01-000316	2024-08-25 00:00:00	84	WORKSHOP	VIDEO	5	0
S01-000317	2024-07-15 16:15:00	45	INTERVIEW	PHONE	4	0
S01-000318	2024-03-07 01:43:00	50	INTERVIEW	IN_PERSON	5	0
S01-000319	2023-09-20 21:54:00	58	NETWORK	VIDEO	5	0
S01-000320	2023-10-24 07:05:00	64	INTAKE	VIDEO	5	0
S01-000321	2023-09-26 12:43:00	29	INTAKE	IN_PERSON	4	0
S01-000322	2023-10-19 15:57:00	84	NETWORK	IN_PERSON	4	0
S01-000323	2024-05-27 00:09:00	89	RESUME	IN_PERSON	4	0
S01-000324	2024-02-12 23:08:00	83	INTAKE	IN_PERSON	2	0
S01-000325	2023-10-19 02:12:00	46	FOLLOWUP	IN_PERSON	5	0
S01-000326	2024-05-01 08:58:00	49	RESUME	VIDEO	5	0
S01-000327	2024-08-21 10:34:00	70	NETWORK	IN_PERSON	3	0
S01-000328	2023-10-07 16:05:00	57	INTERVIEW	VIDEO	2	0
S01-000329	2023-12-05 20:07:00	75	INTAKE	ASYNC	4	0
S01-000330	2024-03-20 18:24:00	82	RESUME	IN_PERSON	5	0
S01-000331	2023-09-16 17:21:00	62	FOLLOWUP	IN_PERSON	3	0
S01-000332	2024-05-28 13:55:00	45	INTERVIEW	VIDEO	5	1
S01-000333	2024-07-26 16:02:00	94	NETWORK	IN_PERSON	3	0
S01-000334	2024-03-10 13:34:00	77	FOLLOWUP	IN_PERSON	5	0
S01-000335	2024-02-07 07:24:00	24	RESUME	ASYNC	4	1
S01-000336	2024-08-06 03:11:00	41	NETWORK	VIDEO	5	0
S01-000337	2024-02-19 13:22:00	65	INTAKE	ASYNC	3	0
S01-000338	2024-04-26 14:06:00	32	RESUME	VIDEO	4	0
S01-000339	2023-09-13 02:54:00	37	NETWORK	VIDEO	3	0
S01-000340	2023-10-05 03:29:00	32	INTAKE	ASYNC	4	0
S01-000341	2024-04-08 19:52:00	63	RESUME	VIDEO	5	0
S01-000342	2024-05-20 07:12:00	57	RESUME	IN_PERSON	3	0
S01-000343	2023-11-04 08:51:00	76	NETWORK	PHONE	4	0
S01-000344	2023-09-01 22:51:00	47	RESUME	IN_PERSON	5	0
S01-000345	2024-06-15 01:48:00	77	INTERVIEW	VIDEO	3	0
S01-000346	2023-09-01 01:55:00	29	RESUME	VIDEO	4	0
S01-000347	2024-08-09 13:14:00	59	RESUME	IN_PERSON	5	0
S01-000348	2023-10-15 21:40:00	46	FOLLOWUP	VIDEO	5	0
S01-000349	2023-09-22 20:14:00	30	INTERVIEW	VIDEO	4	0
S01-000350	2023-10-17 10:55:00	27	NETWORK	IN_PERSON	5	0
S01-000351	2024-03-06 21:49:00	75	INTAKE	VIDEO	3	0
S01-000352	2024-06-06 13:00:00	60	FOLLOWUP	IN_PERSON	3	1
S01-000353	2023-10-23 12:37:00	45	INTAKE	IN_PERSON	4	0
S01-000354	2023-09-16 11:53:00	64	INTAKE	VIDEO	2	1
S01-000355	2024-01-31 03:04:00	79	INTERVIEW	IN_PERSON	5	0
S01-000356	2024-02-05 00:04:00	23	RESUME	IN_PERSON	5	0
