rep,seed,n_sim,tau_E_hat,tau_E_se,tau_M_hat,tau_M_se,tau_Q_hat,tau_Q_se,h_opt_E,cct_b_E,first_stage_jump,kernel,scen,covers_95
108,4781972,5000,0.15683,0.03465,7.5655,0.5027,0.17115,0.03865,14.022,18.62,0.4552,triangular,t4,1
109,4951452,4998,0.12226,0.03733,7.4737,0.5441,0.22331,0.04226,12.144,17.802,0.4458,triangular,t4,1
110,6089707,5000,0.22426,0.03295,7.2483,0.6068,0.19501,0.03985,13.39,19.083,0.4561,triangular,t4,1
111,6630805,4999,0.12036,0.03111,8.5001,0.5948,0.1886,0.0412,14.351,16.239,0.4961,triangular,t4,1
112,4152367,4999,0.19986,0.03062,7.0085,0.5023,0.24764,0.03989,12.905,16.965,0.4491,triangular,t4,1
113,6926313,4999,0.14954,0.03944,6.8818,0.6076,0.18193,0.03842,11.557,19.477,0.4595,triangular,t4,1
114,4348168,4998,0.17882,0.04015,7.3869,0.6226,0.21675,0.04249,12.462,16.403,0.4184,triangular,t4,1
115,8981785,5001,0.13855,0.04012,6.0463,0.5574,0.20451,0.04242,12.019,17.556,0.4757,triangular,t4,1
116,4084492,5000,0.09715,0.03531,6.7426,0.5587,0.15533,0.04296,12.991,16.159,0.462,triangular,t4,1
117,2353279,5001,0.21979,0.03604,7.746,0.5875,0.17833,0.03898,11.969,17.371,0.4654,triangular,t4,1
118,3730420,5000,0.15899,0.03284,6.3277,0.6276,0.22046,0.04078,12.875,18.5,0.4672,triangular,t4,1
119,6567544,5000,0.15665,0.03507,7.2015,0.526,0.22338,0.03819,13.241,19.322,0.4446,triangular,t4,1
120,4227687,5000,0.187,0.03566,6.4734,0.5367,0.15224,0.04414,13.504,18.943,0.4604,triangular,t4,1
121,2126644,5001,0.10573,0.0376,6.7065,0.5499,0.1529,0.03867,12.256,18.918,0.44,triangular,t4,1
122,1589057,4999,0.16982,0.03049,7.5018,0.5928,0.18471,0.04339,13.163,18.47,0.4396,triangular,t4,1
123,5917799,5001,0.17479,0.03604,7.7804,0.5782,0.17187,0.03823,12.199,19.397,0.4626,triangular,t4,1
124,6996372,5000,0.20486,0.04046,7.0355,0.5236,0.14185,0.03927,11.715,16.375,0.4445,triangular,t4,1
125,4084746,5000,0.22837,0.03639,6.0719,0.6383,0.21028,0.03849,11.6,16.837,0.4799,triangular,t4,1
126,4061869,5000,0.14048,0.03273,6.8353,0.5304,0.2321,0.04442,11.787,17.814,0.4535,triangular,t4,1
127,6002449,4998,0.22837,0.03017,6.3263,0.5157,0.13224,0.04034,12.736,17.868,0.4543,triangular,t4,0
128,3857174,5000,0.14034,0.03038,7.7086,0.5783,0.1653,0.04517,14.166,18.725,0.4823,triangular,t4,1
129,6034043,5000,0.16574,0.03717,7.727,0.5319,0.13464,0.04187,13.671,16.202,0.4563,triangular,t4,1
130,1980152,5000,0.13927,0.03531,7.2644,0.6213,0.16871,0.04149,12.126,19.374,0.4545,triangular,t4,1
131,6205840,5000,0.12846,0.03978,6.6417,0.5078,0.14512,0.03959,11.893,17.03,0.4299,triangular,t4,1
132,1064161,4999,0.19361,0.04035,6.3359,0.5083,0.19424,0.03885,13.477,17.29,0.4199,triangular,t4,1
133,4260067,5000,0.15662,0.03887,7.3668,0.5051,0.19714,0.04225,12.076,16.791,0.4692,triangular,t4,1
134,7444331,5000,0.1917,0.03377,7.229,0.568,0.20843,0.03901,12.339,18.071,0.4568,triangular,t4,1
135,4106770,5000,0.09019,0.03055,6.8543,0.6376,0.14585,0.04569,12.089,18.425,0.419,triangular,t4,0
136,1666027,5000,0.20912,0.03976,7.0399,0.6327,0.09109,0.04155,12.423,18.324,0.4248,triangular,t4,1
137,6690389,5000,0.21159,0.03894,7.1506,0.6447,0.18337,0.04452,14.313,18.05,0.4665,triangular,t4,1
138,2451983,5001,0.15627,0.03973,7.7656,0.5841,0.17238,0.04165,14.087,16.72,0.452,triangular,t4,1
139,1042356,4999,0.21036,0.0324,7.139,0.621,0.13812,0.04545,13.117,17.191,0.4293,triangular,t4,1
140,5636674,5001,0.21495,0.03721,7.0831,0.5602,0.19973,0.04469,13.473,18.363,0.4571,triangular,t4,1
141,391831,5000,0.12334,0.03233,7.2869,0.6463,0.23702,0.039,12.091,17.219,0.4632,triangular,t4,1
142,5740015,5000,0.13119,0.04058,6.6827,0.6349,0.07338,0.04101,13.956,16.475,0.448,triangular,t4,1
143,1835448,5000,0.16371,0.04009,7.9194,0.5746,0.1462,0.04472,14.024,18.054,0.4496,triangular,t4,1
144,1202002,4998,0.19384,0.03489,7.0089,0.5813,0.19938,0.03984,12.894,19.077,0.4264,triangular,t4,1
145,3512072,5000,0.08662,0.03648,6.1748,0.6469,0.15309,0.04585,13.381,19.362,0.4106,triangular,t4,0
146,7561275,5001,0.20472,0.03283,7.4917,0.5728,0.21502,0.03857,12.911,16.738,0.4595,triangular,t4,1
147,8809355,4999,0.1523,0.03833,7.9452,0.5711,0.16708,0.04178,12.908,16.962,0.4457,triangular,t4,1
148,2342409,5001,0.21268,0.03511,6.7542,0.5224,0.10451,0.04377,12.16,19.492,0.4889,triangular,t4,1
149,5880856,5000,0.16393,0.0369,7.9106,0.5205,0.12428,0.04371,13.068,16.604,0.451,triangular,t4,1
150,5379357,5000,0.12663,0.04031,7.9315,0.5475,0.13401,0.03847,13.971,16.436,0.431,triangular,t4,1
151,1251779,5000,0.13932,0.03793,6.9382,0.6384,0.16481,0.04118,12.656,18.845,0.464,triangular,t4,1
152,2792268,5001,0.11146,0.03008,7.6152,0.5888,0.13816,0.03932,12.585,16.272,0.437,triangular,t4,1
153,4860817,4999,0.11627,0.03206,6.4932,0.6474,0.24265,0.04526,13.63,16.534,0.4507,triangular,t4,1
154,1999305,5000,0.23271,0.031,7.1156,0.5026,0.20443,0.04235,13.408,19.269,0.4421,triangular,t4,0
155,5948999,4998,0.1174,0.03748,7.2838,0.5343,0.12499,0.03849,11.727,16.345,0.4779,triangular,t4,1
156,8897767,5000,0.11252,0.03549,7.5262,0.6114,0.18421,0.03877,12.73,18.666,0.4368,triangular,t4,1
157,8027188,4998,0.19613,0.03386,6.3665,0.5943,0.13069,0.03879,11.559,18.875,0.4378,triangular,t4,1
158,5989329,4998,0.22827,0.03611,6.8444,0.5526,0.21464,0.04288,11.661,17.116,0.4606,triangular,t4,1
159,4012223,4999,0.13772,0.03354,8.001,0.5519,0.16397,0.04463,11.584,19.212,0.4673,triangular,t4,1
160,2158770,5000,0.16132,0.03874,6.9073,0.5762,0.1861,0.03832,13.257,16.141,0.4729,triangular,t4,1
161,6902290,5001,0.09391,0.03022,7.1328,0.6491,0.16195,0.04596,13.48,18.267,0.4665,triangular,t4,0
162,2051909,5000,0.1203,0.04022,7.1942,0.554,0.10834,0.04431,11.695,19.187,0.4335,triangular,t4,1
163,1817858,5001,0.1908,0.04068,7.0105,0.6483,0.12692,0.04477,12.213,18.65,0.4316,triangular,t4,1
164,1959287,5001,0.18089,0.03152,6.9065,0.623,0.10017,0.04528,14.185,18.969,0.4646,triangular,t4,1
165,5918972,4999,0.21503,0.03947,7.4586,0.5923,0.13071,0.04238,13.747,17.091,0.4226,triangular,t4,1
166,4350291,5001,0.14291,0.03785,5.9579,0.5912,0.20143,0.04105,12.701,19.233,0.4665,triangular,t4,1
167,3055323,4999,0.16973,0.03361,6.5624,0.5499,0.16588,0.03953,13.676,18.158,0.4669,triangular,t4,1
168,2207943,5000,0.13012,0.03811,6.0088,0.572,0.18169,0.04494,11.972,17.526,0.5011,triangular,t4,1
169,2627679,4998,0.15034,0.036,7.3525,0.5025,0.2294,0.0417,13.902,17.783,0.4314,triangular,t4,1
170,524855,4998,0.13963,0.03729,6.4121,0.525,0.14462,0.04567,14.419,17.73,0.4142,triangular,t4,1
171,1859843,5000,0.19334,0.03563,7.2026,0.5235,0.17076,0.04414,13.236,19.38,0.4719,triangular,t4,1
172,2430791,5000,0.18698,0.0386,7.6655,0.5751,0.15694,0.04449,12.066,16.513,0.4978,triangular,t4,1
173,8265348,4998,0.16755,0.03091,6.8719,0.6002,0.17415,0.04494,14.314,17.702,0.4722,triangular,t4,1
174,6528513,5000,0.1518,0.03909,7.5347,0.6431,0.1672,0.04225,12.24,19.448,0.4516,triangular,t4,1
175,7002624,5000,0.15892,0.03664,7.1086,0.5165,0.17406,0.04271,12.543,17.351,0.4167,triangular,t4,1
176,5145210,5000,0.11977,0.03856,6.1224,0.5829,0.19952,0.04184,13.692,17.535,0.4438,triangular,t4,1
177,1957562,5000,0.1707,0.04002,6.7174,0.6243,0.18881,0.04347,13.715,18.986,0.4191,triangular,t4,1
178,6968484,4998,0.19384,0.03271,7.1059,0.531,0.22791,0.04263,12.137,17.477,0.4474,triangular,t4,1
179,7650686,4999,0.11947,0.03519,6.9703,0.5267,0.23605,0.04476,14.043,19.334,0.4331,triangular,t4,1
180,7334273,5001,0.19848,0.03673,7.8739,0.5617,0.18114,0.03817,14.365,17.839,0.431,triangular,t4,1
181,5288297,5000,0.21379,0.03495,7.9222,0.6352,0.16568,0.04386,13.086,16.257,0.4586,triangular,t4,1
182,4473988,5000,0.22548,0.03747,6.1648,0.523,0.16607,0.04318,12.024,19.197,0.4467,triangular,t4,1
183,842142,4999,0.17576,0.03301,6.9372,0.5697,0.13208,0.04522,13.27,19.004,0.4262,triangular,t4,1
184,3918540,5000,0.18124,0.03224,7.5457,0.6014,0.17865,0.04518,14.133,18.283,0.4275,triangular,t4,1
185,7404596,5001,0.09558,0.03013,7.7386,0.5346,0.12996,0.04212,14.215,17.779,0.4823,triangular,t4,0
186,2741547,5000,0.18112,0.0352,7.3697,0.5129,0.20376,0.03832,13.177,19.0,0.4609,triangular,t4,1
187,7221612,5000,0.12997,0.03923,6.0996,0.535,0.17474,0.03988,12.937,17.975,0.4581,triangular,t4,1
188,7329439,4998,0.13501,0.04076,7.5321,0.6391,0.20454,0.04141,13.914,16.781,0.4831,triangular,t4,1
189,5525756,5000,0.17535,0.03395,7.069,0.5458,0.16103,0.04237,14.098,17.936,0.4425,triangular,t4,1
190,4665113,5000,0.10147,0.04058,6.0002,0.5032,0.16669,0.04433,12.398,19.269,0.423,triangular,t4,1
191,6825174,5000,0.14859,0.0307,6.9488,0.5593,0.1457,0.04508,11.94,16.117,0.4527,triangular,t4,1
192,2085676,5000,0.18837,0.03451,6.9906,0.5631,0.1914,0.04385,13.706,16.687,0.4432,triangular,t4,1
193,1655191,5000,0.1872,0.03915,7.3197,0.6394,0.17957,0.04399,12.306,16.503,0.4606,triangular,t4,1
194,5419086,5001,0.13076,0.03389,6.7953,0.5342,0.18235,0.04391,13.427,16.093,0.4448,triangular,t4,1
195,1321208,5001,0.15912,0.03323,6.6119,0.6134,0.15766,0.04569,13.999,18.331,0.4751,triangular,t4,1
196,5348476,5000,0.06217,0.03754,7.524,0.5686,0.17516,0.04266,13.856,17.113,0.4888,triangular,t4,0
197,4676422,5000,0.17215,0.03098,6.9682,0.5061,0.25525,0.04489,12.196,18.148,0.4943,triangular,t4,1
198,6545699,5000,0.11675,0.03916,6.8587,0.535,0.19898,0.03823,11.846,16.846,0.4469,triangular,t4,1
199,8492098,5000,0.18468,0.03996,6.5728,0.6261,0.19749,0.04456,11.757,18.049,0.4487,triangular,t4,1
200,4109339,5000,0.19297,0.03263,7.992,0.5237,0.17607,0.03824,13.516,18.277,0.4694,triangular,t4,1
