graduate_id	risk_score	eligible_z	enrolled_d
G2018000889	30.421	0	0
G2018000891	24.771	0	1
G2018000900	50.079	0	1
G2018000904	74.901	0	0
G2018000912	39.907	0	1
G2018000914	49.663	0	1
G2018000915	39.785	0	0
G2018000917	34.56	0	0
G2018000930	13.429	0	1
G2018000932	13.996	0	0
G2018000934	40.913	0	0
G2018000938	19.761	0	0
G2018000940	23.466	0	0
G2018000946	34.53	0	0
G2018000953	21.659	0	0
G2018000955	31.732	0	1
G2018000959	6.991	0	0
G2018000978	29.651	0	1
G2018000991	35.248	0	0
G2018000996	31.232	0	0
G2018001010	31.956	0	0
G2018001013	14.93	0	0
G2018001014	3.944	0	1
G2018001017	21.301	0	0
G2018001022	32.024	0	0
G2018001029	25.673	0	0
G2018001033	7.229	0	0
G2018001038	35.76	0	1
G2018001039	24.298	0	0
G2018001045	0.1	0	0
G2018001047	10.304	0	0
G2018001048	58.857	0	0
G2018001051	41.284	0	0
G2018001056	24.123	0	0
G2018001058	50.343	0	0
G2018001078	20.513	0	1
G2018001087	43.54	0	1
G2018001089	22.234	0	1
G2018001091	55.824	0	0
G2018001093	20.158	0	0
G2018001097	70.998	0	0
G2018001099	35.234	0	0
G2018001101	41.016	0	0
G2018001102	8.794	0	1
G2018001110	3.219	0	0
G2018001113	11.175	0	0
G2018001114	18.401	0	0
G2018001115	6.652	0	0
G2018001117	11.691	0	0
G2018001119	18.068	0	0
G2018001121	52.052	0	0
G2018001131	18.186	0	0
G2018001153	5.58	0	1
G2018001163	37.443	0	0
G2018001164	13.25	0	0
G2018001165	41.675	0	0
G2018001171	26.193	0	0
G2018001182	36.851	0	1
G2018001185	36.267	0	0
G2018001191	35.251	0	1
G2018001197	10.764	0	0
G2018001205	22.418	0	0
G2018001226	29.118	0	0
G2018001233	11.857	0	0
G2018001236	28.048	0	0
G2018001238	16.616	0	0
G2018001244	67.528	0	0
G2018001246	6.364	0	0
G2018001255	26.289	0	1
G2018001259	32.283	0	0
G2018001270	15.435	0	0
G2018001272	69.903	0	0
G2018001277	25.75	0	0
G2018001280	25.142	0	0
G2018001286	25.212	0	0
G2018001287	39.981	0	1
G2018001290	19.957	0	0
G2018001294	3.321	0	1
G2018001299	26.233	0	0
G2018001304	27.024	0	0
G2018001310	7.457	0	0
G2018001324	5.139	0	0
G2018001325	0.1	0	1
G2018001327	6.005	0	0
G2018001339	26.753	0	0
G2018001346	19.004	0	1
G2018001354	61.085	0	0
G2018001355	34.099	0	0
G2018001361	41.758	0	0
G2018001363	3.024	0	1
G2018001365	10.502	0	0
G2018001366	17.551	0	0
G2018001372	28.561	0	0
G2018001373	19.003	0	0
G2018001375	21.296	0	0
G2018001378	19.36	0	1
G2018001379	74.878	0	0
G2018001380	15.258	0	0
G2018001383	15.482	0	0
G2018001384	27.492	0	0
G2018001387	46.142	0	0
G2018001388	14.073	0	0
G2018001389	60.113	0	0
G2018001390	41.841	0	0
G2018001392	29.69	0	0
G2018001397	41.028	0	0
G2018001398	8.58	0	1
G2018001401	34.349	0	0
G2018001403	25.348	0	0
G2018001405	28.982	0	0
G2018001406	10.262	0	0
G2018001411	8.691	0	0
G2018001415	31.249	0	0
G2018001428	54.291	0	0
G2018001432	41.045	0	1
G2018001440	13.597	0	0
G2018001445	50.29	0	0
G2018001447	19.132	0	0
G2018001448	46.594	0	0
G2018001460	27.223	0	0
G2018001462	26.636	0	0
G2018001467	47.143	0	0
G2018001479	26.302	0	0
G2018001480	14.54	0	0
G2018001486	18.206	0	0
G2018001493	30.479	0	0
G2018001496	40.743	0	1
G2018001500	14.899	0	0
G2018001501	12.05	0	1
G2018001502	11.881	0	0
G2018001509	20.274	0	0
G2018001511	23.881	0	0
G2018001516	19.071	0	0
G2018001519	35.407	0	1
G2018001521	28.194	0	0
G2018001525	17.993	0	0
G2018001531	19.08	0	0
G2018001533	34.473	0	0
G2018001539	12.666	0	0
G2018001541	12.508	0	0
G2018001542	31.806	0	0
G2018001544	38.294	0	0
G2018001549	27.037	0	0
G2018001563	34.049	0	0
G2018001573	46.809	0	0
G2018001576	2.042	0	0
G2018001594	10.801	0	0
G2018001599	12.802	0	0
G2018001603	10.969	0	0
G2018001610	0.1	0	0
G2018001614	18.946	0	1
G2018001616	36.201	0	0
G2018001620	11.681	0	1
G2018001621	31.156	0	0
G2018001626	21.531	0	0
G2018001633	22.338	0	0
G2018001635	48.777	0	0
G2018001636	8.195	0	1
G2018001645	19.203	0	1
G2018001647	22.989	0	0
G2018001652	6.407	0	0
G2018001654	58.882	0	1
G2018001658	47.126	0	0
G2018001659	41.761	0	0
G2018001669	20.045	0	0
G2018001670	49.172	0	1
G2018001671	13.416	0	0
G2018001673	15.825	0	0
G2018001676	46.975	0	0
G2018001699	47.593	0	0
G2018001701	21.549	0	0
G2018001702	21.409	0	0
G2018001709	9.81	0	0
G2018001711	33.498	0	1
G2018001712	58.098	0	1
G2018001721	11.06	0	0
G2018001726	13.42	0	0
G2018001730	21.091	0	0
G2018001734	34.029	0	0
G2018001738	25.935	0	1
G2018001749	45.122	0	0
G2018001751	5.633	0	0
G2018001763	12.206	0	0
G2018001775	19.592	0	0
G2018001780	43.815	0	0
G2018001782	26.766	0	0
G2018001785	67.878	0	0
G2018001787	37.236	0	0
G2018001793	18.498	0	0
G2018001795	17.409	0	0
G2018001799	21.938	0	0
G2018001802	45.245	0	0
G2018001807	24.855	0	0
G2018001811	46.068	0	0
G2018001815	25.23	0	0
G2018001820	6.51	0	0
G2018001821	14.184	0	0
G2018001832	43.423	0	0
G2018001840	8.233	0	0
G2018001842	75.283	1	1
G2018001852	32.105	0	1
G2018001854	4.737	0	0
G2018001858	27.294	0	0
G2018001861	32.969	0	0
G2018001862	52.885	0	1
G2018001863	17.96	0	1
G2018001864	21.921	0	0
G2018001881	36.518	0	1
G2018001883	12.642	0	0
G2018001885	43.202	0	0
G2018001901	55.796	0	1
G2018001902	39.124	0	1
G2018001905	50.651	0	0
G2018001908	16.537	0	0
G2018001909	21.42	0	0
G2018001924	14.892	0	0
G2018001929	55.076	0	0
G2018001930	52.007	0	0
G2018001931	23.12	0	0
G2018001940	10.874	0	1
G2018001945	53.511	0	0
G2018001947	32.547	0	1
G2018001948	50.074	0	0
G2018001956	23.838	0	1
G2018001959	27.779	0	0
G2018001967	18.186	0	0
G2018001970	46.084	0	0
G2018001971	5.683	0	0
G2018001974	36.423	0	0
G2018001975	27.2	0	0
G2018001977	19.936	0	0
G2018001978	44.77	0	0
G2018001982	46.528	0	0
G2018001984	39.089	0	0
G2018001985	14.002	0	1
G2018001992	22.814	0	0
G2018001993	11.345	0	0
G2018002006	45.021	0	1
G2018002007	21.321	0	0
G2018002010	38.352	0	1
G2018002011	20.121	0	0
G2018002013	11.369	0	0
G2018002017	17.932	0	0
G2018002021	26.206	0	0
G2018002022	16.704	0	0
G2018002027	11.391	0	0
G2018002031	19.776	0	0
G2018002032	8.105	0	0
G2018002035	32.486	0	0
G2018002037	34.149	0	0
G2018002041	30.387	0	0
G2018002047	8.227	0	0
G2018002050	11.745	0	1
G2018002052	25.256	0	0
G2018002069	42.206	0	0
G2018002072	3.436	0	0
G2018002075	35.147	0	0
G2018002076	33.811	0	0
G2018002077	16.21	0	1
G2018002092	35.957	0	0
G2018002096	20.845	0	0
G2018002102	37.663	0	0
G2018002103	32.934	0	0
G2018002109	32.533	0	1
G2018002126	14.134	0	0
G2018002128	8.363	0	0
G2018002129	37.776	0	1
G2018002131	17.142	0	1
G2018002136	7.963	0	0
G2018002143	72.322	0	0
G2018002157	31.288	0	0
G2018002161	24.011	0	0
G2018002164	30.472	0	1
G2018002166	15.039	0	1
G2018002168	17.393	0	0
G2018002175	45.059	0	0
G2018002179	52.824	0	0
G2018002184	37.388	0	0
G2018002185	28.432	0	0
G2018002186	14.776	0	0
G2018002190	21.768	0	1
G2018002191	72.385	0	0
G2018002192	31.767	0	0
G2018002196	22.019	0	1
G2018002206	45.371	0	0
G2018002214	37.973	0	0
G2018002220	42.266	0	0
G2018002227	42.352	0	0
G2018002229	15.187	0	1
G2018002234	37.332	0	0
G2018002236	23.479	0	1
G2018002239	67.336	0	1
G2018002240	17.349	0	0
G2018002245	50.31	0	0
G2018002250	54.254	0	0
G2018002258	21.754	0	0
G2018002262	9.25	0	0
G2018002270	69.284	0	1
G2018002273	0.693	0	0
G2018002277	51.616	0	1
G2018002281	20.443	0	0
G2018002282	7.553	0	0
G2018002283	40.437	0	0
G2018002285	13.942	0	0
G2018002291	33.972	0	0
G2018002300	13.31	0	1
G2018002313	42.451	0	0
G2018002314	13.408	0	1
G2018002315	45.312	0	0
G2018002317	35.229	0	0
G2018002319	37.125	0	1
G2018002321	47.454	0	0
G2018002324	18.198	0	1
G2018002330	17.869	0	0
G2018002333	37.387	0	1
G2018002338	20.622	0	0
G2018002354	16.652	0	1
G2018002356	25.884	0	0
G2018002357	12.221	0	0
G2018002358	58.932	0	0
G2018002359	40.0	0	0
G2018002371	51.506	0	0
G2018002376	40.432	0	1
G2018002377	39.208	0	0
G2018002382	9.356	0	0
G2018002384	65.658	0	0
G2018002388	22.463	0	0
G2018002392	21.464	0	1
G2018002393	27.802	0	0
G2018002417	12.125	0	0
G2018002423	61.732	0	0
G2018002426	18.854	0	0
G2018002430	17.144	0	0
G2018002431	31.246	0	1
G2018002448	31.59	0	0
G2018002450	23.696	0	0
G2018002451	38.056	0	0
G2018002452	32.249	0	0
G2018002462	16.649	0	0
G2018002466	38.023	0	1
G2018002470	21.401	0	1
G2018002475	14.909	0	0
G2018002479	20.729	0	0
G2018002485	18.563	0	0
G2018002486	50.475	0	0
G2018002491	42.224	0	0
G2018002494	7.975	0	1
G2018002495	52.379	0	1
G2018002502	44.827	0	1
G2018002504	43.783	0	0
G2018002506	6.608	0	1
G2018002507	22.415	0	0
G2018002512	30.889	0	0
G2018002515	33.331	0	0
G2018002521	30.577	0	0
G2018002523	14.288	0	0
G2018002536	33.38	0	0
G2018002549	0.1	0	0
G2018002553	11.86	0	1
G2018002558	50.925	0	0
G2018002560	40.288	0	1
G2018002562	19.459	0	0
G2018002565	73.49	0	0
G2018002575	18.117	0	0
G2018002577	15.418	0	1
G2018002583	50.391	0	0
G2018002585	25.955	0	0
G2018002597	31.862	0	1
G2018002599	21.851	0	0
G2018002603	16.062	0	0
G2018002610	7.222	0	1
G2018002612	8.685	0	0
G2018002625	51.046	0	1
G2018002629	32.698	0	1
G2018002634	43.837	0	0
G2018002640	34.185	0	0
G2018002646	29.298	0	1
G2018002648	10.551	0	0
G2018002649	18.727	0	0
G2018002650	15.992	0	0
G2018002666	41.307	0	0
G2018002670	36.729	0	0
G2018002673	7.813	0	0
G2018002675	17.561	0	0
G2018002681	42.344	0	0
G2018002684	42.268	0	0
G2018002688	35.933	0	1
G2018002691	22.792	0	0
G2018002692	37.676	0	0
G2018002704	40.141	0	1
G2018002714	17.738	0	0
G2018002717	19.288	0	0
G2018002723	5.798	0	0
G2018002727	8.764	0	0
G2018002733	37.971	0	0
G2018002735	15.997	0	0
G2018002751	13.8	0	0
G2018002759	19.377	0	1
G2018002760	7.943	0	0
G2018002761	22.297	0	0
G2018002765	30.732	0	0
G2018002778	17.726	0	0
G2018002786	29.483	0	1
G2018002787	5.556	0	0
G2018002804	43.361	0	1
G2018002807	44.446	0	1
G2018002808	11.108	0	0
G2018002811	12.835	0	0
G2018002821	70.91	0	0
G2018002822	32.849	0	0
G2018002824	24.137	0	0
G2018002826	10.136	0	1
G2018002827	16.435	0	0
G2018002830	30.848	0	0
G2018002831	4.473	0	0
G2018002833	58.819	0	0
G2018002837	14.318	0	0
G2018002838	61.83	0	0
G2018002840	12.698	0	0
G2018002844	33.325	0	1
G2018002848	30.705	0	0
G2018002849	12.513	0	0
G2018002850	14.252	0	0
G2018002854	54.915	0	0
G2018002855	12.719	0	0
G2018002859	23.352	0	0
G2018002862	30.417	0	0
G2018002880	18.205	0	1
G2018002895	22.625	0	0
G2018002899	49.053	0	0
G2018002905	12.951	0	0
G2018002906	17.408	0	1
G2018002911	3.575	0	0
G2018002916	25.898	0	1
G2018002923	3.802	0	1
G2018002927	25.058	0	0
G2018002930	23.823	0	0
G2018002939	49.915	0	1
G2018002942	8.959	0	0
G2018002953	58.684	0	0
G2018002963	22.279	0	0
G2018002968	26.474	0	0
G2018002969	8.72	0	1
G2018002977	4.802	0	0
G2018002978	41.626	0	0
G2018002980	21.371	0	0
G2018002982	47.556	0	1
G2018003004	16.937	0	0
G2018003008	20.043	0	0
G2018003011	73.003	0	0
G2018003012	45.559	0	0
G2018003014	21.627	0	0
G2018003020	62.946	0	0
G2018003040	40.526	0	0
G2018003043	49.046	0	0
G2018003047	39.09	0	1
G2018003051	0.888	0	0
G2018003052	2.749	0	1
G2018003064	18.955	0	0
G2018003065	24.422	0	0
G2018003066	4.643	0	0
G2018003067	17.085	0	0
G2018003069	18.92	0	0
G2018003073	7.72	0	0
G2018003074	4.854	0	0
G2018003077	19.79	0	1
G2018003080	23.377	0	0
G2018003098	2.941	0	1
G2018003099	53.49	0	0
G2018003101	47.761	0	0
G2018003105	44.345	0	0
G2018003117	22.704	0	0
G2018003119	45.367	0	0
G2018003120	14.125	0	0
G2018003122	38.081	0	0
G2018003124	42.019	0	0
G2018003128	4.695	0	0
G2018003136	27.624	0	0
G2018003137	33.335	0	0
G2018003146	46.225	0	0
G2018003158	55.893	0	0
G2018003161	25.641	0	0
G2018003165	59.223	0	0
G2018003177	27.99	0	0
G2018003179	28.193	0	0
G2018003189	29.733	0	0
G2018003195	24.346	0	1
G2018003199	11.279	0	0
G2018003203	27.936	0	0
G2018003204	24.896	0	1
G2018003205	31.798	0	0
G2018003206	31.122	0	0
G2018003216	31.676	0	0
G2018003221	14.526	0	0
G2018003228	8.96	0	0
G2018003233	23.205	0	0
G2018003241	66.842	0	1
G2018003253	36.945	0	0
G2018003260	17.444	0	0
G2018003265	49.146	0	0
G2018003266	41.08	0	0
G2018003267	23.142	0	1
G2018003268	11.653	0	1
G2018003274	9.195	0	0
G2018003279	26.2	0	0
G2018003285	43.774	0	0
G2018003287	30.602	0	0
G2018003289	31.293	0	0
G2018003290	57.106	0	0
G2018003293	15.91	0	1
G2018003318	19.806	0	0
G2018003321	2.98	0	0
G2018003326	18.904	0	0
G2018003335	51.26	0	0
G2018003345	27.052	0	0
G2018003346	77.868	1	1
G2018003349	44.2	0	0
G2018003361	17.093	0	1
G2018003362	21.41	0	1
G2018003363	14.168	0	0
G2018003365	11.647	0	0
G2018003372	4.884	0	0
G2018003373	10.879	0	0
G2018003374	26.53	0	1
G2018003386	48.452	0	1
G2018003387	34.341	0	0
G2018003395	19.678	0	0
G2018003399	18.658	0	0
G2018003401	10.215	0	0
G2018003404	27.389	0	0
G2018003412	33.937	0	0
G2018003422	22.315	0	0
G2018003430	54.233	0	0
G2018003433	12.208	0	1
G2018003434	31.407	0	0
G2018003439	13.59	0	0
G2018003441	4.657	0	1
G2018003449	9.281	0	0
G2018003455	26.331	0	0
G2018003458	32.769	0	0
G2018003464	26.915	0	1
G2018003465	63.459	0	0
G2018003467	37.145	0	0
G2018003478	40.898	0	1
G2018003489	46.901	0	1
G2018003490	2.527	0	0
G2018003492	2.762	0	0
G2018003498	16.734	0	0
G2018003510	14.349	0	0
G2018003520	18.909	0	0
G2018003522	43.441	0	0
G2018003527	38.991	0	0
G2018003531	29.277	0	0
G2018003533	5.89	0	0
G2018003537	30.332	0	0
G2018003540	1.858	0	0
G2018003541	25.188	0	0
G2018003543	1.439	0	0
G2018003544	12.766	0	0
G2018003552	52.932	0	0
G2018003557	58.06	0	0
G2018003558	9.768	0	1
G2018003560	41.163	0	0
G2018003562	33.949	0	0
G2018003568	54.405	0	1
G2018003574	8.641	0	0
G2018003588	15.446	0	0
G2018003599	0.815	0	0
G2018003602	27.106	0	1
G2018003603	18.83	0	0
G2018003604	33.959	0	1
G2018003605	41.681	0	0
G2018003615	20.827	0	0
G2018003616	41.834	0	0
G2018003618	19.309	0	0
G2018003619	37.985	0	0
G2018003621	29.707	0	0
G2018003623	15.293	0	1
G2018003625	42.759	0	0
G2018003626	19.996	0	1
G2018003633	50.291	0	0
G2018003634	8.547	0	0
G2018003635	17.767	0	1
G2018003638	25.767	0	0
G2018003640	12.384	0	0
G2018003643	9.312	0	1
G2018003645	53.437	0	1
G2018003649	19.691	0	0
G2018003654	26.251	0	0
G2018003656	9.151	0	0
G2018003657	47.208	0	0
G2018003658	31.522	0	0
G2018003660	50.416	0	0
G2018003663	3.256	0	0
G2018003664	31.906	0	0
G2018003666	6.97	0	0
G2018003678	25.008	0	0
G2018003685	0.443	0	1
G2018003689	22.415	0	0
G2018003695	19.737	0	0
G2018003701	25.664	0	1
G2018003707	8.997	0	0
G2018003709	48.444	0	0
G2018003713	22.293	0	0
G2018003714	11.777	0	1
G2018003719	57.693	0	0
G2018003729	44.855	0	0
G2018003732	10.514	0	0
G2018003733	14.001	0	0
G2018003736	0.1	0	1
G2018003737	33.594	0	1
G2018003738	74.997	0	0
G2018003741	13.574	0	0
G2018003743	19.432	0	0
G2018003745	17.827	0	0
G2018003751	22.582	0	0
G2018003754	33.05	0	0
G2018003762	58.797	0	1
G2018003765	20.21	0	0
G2018003777	24.151	0	0
G2018003779	13.065	0	0
G2018003783	33.732	0	1
G2018003784	19.082	0	0
G2018003788	41.935	0	0
G2018003789	29.777	0	0
G2018003796	14.068	0	0
G2018003803	19.668	0	0
G2018003804	18.222	0	1
G2018003806	14.229	0	0
G2018003811	27.038	0	0
G2018003816	46.025	0	0
G2018003820	41.53	0	0
G2018003821	23.84	0	0
G2018003822	40.98	0	0
G2018003829	24.923	0	0
G2018003832	37.815	0	0
G2018003842	32.011	0	0
G2018003844	20.23	0	0
G2018003849	11.363	0	1
G2018003857	12.282	0	0
G2018003861	35.246	0	0
G2018003863	8.18	0	0
G2018003867	62.344	0	0
G2018003871	19.133	0	0
G2018003872	7.391	0	0
G2018003873	11.432	0	1
G2018003878	36.932	0	0
G2018003879	34.354	0	0
G2018003884	32.821	0	1
G2018003888	10.669	0	0
G2018003891	12.696	0	1
G2018003907	33.517	0	0
G2018003911	14.886	0	0
G2018003913	38.668	0	0
G2018003916	43.003	0	0
G2018003917	19.817	0	0
G2018003918	25.575	0	0
G2018003924	32.976	0	0
G2018003927	18.407	0	0
G2018003928	30.268	0	0
G2018003930	45.236	0	1
G2018003931	35.75	0	0
G2018003932	19.668	0	0
G2018003942	58.075	0	1
G2018003944	26.673	0	0
G2018003950	7.442	0	0
G2018003958	3.498	0	0
G2018003960	31.793	0	0
G2018003964	36.575	0	0
G2018003972	53.995	0	0
G2018003974	17.532	0	0
G2018003978	13.528	0	0
G2018003984	42.045	0	0
G2018003987	29.446	0	0
G2018003988	4.901	0	0
G2018003996	1.016	0	0
G2018003998	2.787	0	0
G2018004006	25.384	0	0
G2018004010	38.744	0	0
G2018004014	41.522	0	0
G2018004020	11.532	0	0
G2018004025	22.061	0	0
G2018004027	12.672	0	0
G2018004035	0.1	0	0
G2018004036	37.249	0	0
G2018004044	49.152	0	0
G2018004049	24.097	0	0
G2018004055	34.835	0	0
G2018004059	39.125	0	1
G2018004066	34.64	0	0
G2018004073	24.814	0	1
G2018004074	5.343	0	0
G2018004077	17.333	0	0
G2018004078	24.921	0	1
G2018004079	52.011	0	0
G2018004088	4.249	0	0
G2018004089	9.119	0	0
G2018004095	27.657	0	0
G2018004097	12.023	0	0
G2018004112	19.495	0	0
G2018004119	44.143	0	1
G2018004130	30.634	0	0
G2018004137	34.77	0	0
G2018004142	31.745	0	0
G2018004144	11.55	0	1
G2018004146	75.007	1	0
G2018004148	38.592	0	0
G2018004156	18.263	0	0
G2018004164	30.396	0	1
G2018004165	6.003	0	1
G2018004168	24.401	0	1
G2018004171	15.447	0	0
G2018004176	39.088	0	0
G2018004186	40.483	0	0
G2018004191	23.763	0	0
G2018004192	42.115	0	0
G2018004195	22.951	0	1
G2018004196	9.603	0	1
G2018004197	33.863	0	0
G2018004198	23.546	0	1
G2018004201	8.891	0	0
G2018004205	12.64	0	0
G2018004210	28.384	0	0
G2018004212	48.941	0	0
G2018004218	35.077	0	0
G2018004221	27.909	0	0
G2018004222	11.263	0	0
G2018004225	55.603	0	0
G2018004228	33.723	0	0
G2018004231	43.2	0	0
G2018004235	19.435	0	0
G2018004236	27.543	0	1
G2018004245	3.241	0	1
G2018004265	9.598	0	0
G2018004267	27.062	0	0
G2018004272	21.44	0	1
G2018004273	9.924	0	0
G2018004274	30.263	0	0
G2018004279	37.776	0	0
G2018004281	10.685	0	1
G2018004282	48.303	0	0
G2018004283	58.773	0	0
G2018004289	33.395	0	0
G2018004291	27.217	0	0
G2018004296	49.96	0	1
G2018004302	19.042	0	0
G2018004307	45.689	0	0
G2018004308	37.529	0	0
G2018004314	31.86	0	0
G2018004317	17.297	0	0
G2018004319	43.836	0	0
G2018004326	32.928	0	0
G2018004328	4.004	0	1
G2018004343	31.375	0	0
G2018004351	57.437	0	1
G2018004352	41.814	0	0
G2018004353	27.399	0	0
G2018004358	17.586	0	0
G2018004365	12.948	0	1
G2018004370	7.443	0	0
G2018004371	20.449	0	0
G2018004381	21.68	0	0
G2018004388	38.562	0	0
G2018004394	44.312	0	0
G2018004399	15.723	0	0
G2018004413	52.627	0	0
G2018004416	11.684	0	1
G2018004419	41.158	0	1
G2018004426	33.483	0	0
G2018004430	25.463	0	0
G2018004436	6.797	0	1
G2018004438	43.647	0	1
G2018004440	23.513	0	0
G2018004441	13.83	0	0
G2018004443	70.073	0	0
G2018004446	39.585	0	0
G2018004448	16.693	0	1
G2018004454	19.771	0	0
G2018004457	41.872	0	1
G2018004463	7.043	0	0
G2018004476	14.65	0	0
G2018004478	38.619	0	0
G2018004483	17.921	0	1
G2018004499	11.976	0	0
G2018004501	40.668	0	1
G2018004514	18.015	0	0
G2018004516	13.091	0	0
G2018004524	42.193	0	0
G2018004526	21.112	0	0
G2018004536	52.729	0	0
G2018004538	60.035	0	0
G2018004545	52.02	0	0
G2018004549	18.947	0	0
G2018004550	61.71	0	0
G2018004558	41.17	0	0
G2018004567	27.381	0	0
G2018004570	21.874	0	0
G2018004579	24.752	0	0
G2018004580	42.677	0	0
G2018004582	22.505	0	0
G2018004591	25.518	0	0
G2018004596	26.035	0	1
G2018004597	29.557	0	0
G2018004598	6.7	0	0
G2018004605	17.436	0	0
G2018004608	40.751	0	0
G2018004614	23.802	0	0
G2018004620	12.287	0	0
G2018004624	29.265	0	1
G2018004626	33.412	0	0
G2018004630	57.297	0	0
G2018004637	37.943	0	1
G2018004638	44.366	0	0
G2018004639	12.037	0	0
G2018004642	47.171	0	0
