student_id,cohort,aid_received,annual_aid_amount,disbursement_fall,disbursement_spring
S201500253,2015,1,4530,2015-08-27,2016-01-15
S201500254,2015,1,7768,2015-08-19,2016-01-13
S201500255,2015,1,3688,2015-08-18,2016-01-11
S201500256,2015,0,0,,
S201500257,2015,1,4667,2015-08-15,2016-01-13
S201500258,2015,0,0,,
S201500259,2015,1,6384,2015-08-15,2016-01-08
S201500260,2015,0,0,,
S201500261,2015,1,5186,2015-08-27,2016-01-16
S201500262,2015,1,6616,2015-08-16,2016-01-17
S201500263,2015,1,6859,2015-08-26,2016-01-13
S201500264,2015,1,5045,2015-08-25,2016-01-09
S201500265,2015,1,4748,2015-08-20,2016-01-15
S201500266,2015,0,0,,
S201500267,2015,0,0,,
S201500268,2015,1,4312,2015-08-15,2016-01-11
S201500269,2015,0,0,,
S201500270,2015,0,0,,
S201500271,2015,0,0,,
S201500272,2015,1,5051,2015-08-21,2016-01-16
S201500273,2015,0,0,,
S201500274,2015,0,0,,
S201500275,2015,0,0,,
S201500276,2015,1,4080,2015-08-24,2016-01-15
S201500277,2015,1,7214,2015-08-15,2016-01-16
S201500278,2015,1,4317,2015-08-18,2016-01-11
S201500279,2015,1,6639,2015-08-18,2016-01-09
S201500280,2015,1,6566,2015-08-25,2016-01-14
S201500281,2015,1,5255,2015-08-22,2016-01-14
S201500282,2015,1,5735,2015-08-16,2016-01-09
S201500283,2015,1,6540,2015-08-25,2016-01-10
S201500284,2015,1,7995,2015-08-26,2016-01-16
S201500285,2015,1,2243,2015-08-26,2016-01-14
S201500286,2015,1,5289,2015-08-16,2016-01-12
S201500287,2015,0,0,,
S201500288,2015,1,7117,2015-08-23,2016-01-15
S201500289,2015,1,5348,2015-08-19,2016-01-10
S201500290,2015,1,5030,2015-08-20,2016-01-11
S201500291,2015,0,0,,
S201500292,2015,0,0,,
S201500293,2015,1,4048,2015-08-24,2016-01-10
S201500294,2015,1,7231,2015-08-25,2016-01-08
S201500295,2015,0,0,,
S201500296,2015,0,0,,
S201500297,2015,1,2792,2015-08-23,2016-01-08
S201500298,2015,1,5238,2015-08-15,2016-01-15
S201500299,2015,1,7126,2015-08-24,2016-01-15
S201500300,2015,0,0,,
S201500301,2015,1,4337,2015-08-26,2016-01-09
S201500302,2015,0,0,,
S201500303,2015,0,0,,
S201500304,2015,1,6234,2015-08-22,2016-01-16
S201500305,2015,1,10982,2015-08-23,2016-01-13
S201500306,2015,1,10497,2015-08-26,2016-01-08
S201500307,2015,0,0,,
S201500308,2015,1,4831,2015-08-22,2016-01-17
S201500309,2015,0,0,,
S201500310,2015,0,0,,
S201500311,2015,0,0,,
S201500312,2015,1,8715,2015-08-15,2016-01-11
S201500313,2015,1,4123,2015-08-26,2016-01-15
S201500314,2015,1,5162,2015-08-16,2016-01-13
S201500315,2015,1,6636,2015-08-24,2016-01-17
S201500316,2015,1,5158,2015-08-19,2016-01-17
S201500317,2015,0,0,,
S201500318,2015,1,5745,2015-08-17,2016-01-14
S201500319,2015,0,0,,
S201500320,2015,0,0,,
S201500321,2015,1,5378,2015-08-21,2016-01-11
S201500322,2015,0,0,,
S201500323,2015,1,4891,2015-08-21,2016-01-08
S201500324,2015,0,0,,
S201500325,2015,0,0,,
S201500326,2015,1,8688,2015-08-20,2016-01-12
S201500327,2015,0,0,,
S201500328,2015,1,5247,2015-08-23,2016-01-13
S201500329,2015,0,0,,
S201500330,2015,1,4941,2015-08-26,2016-01-10
S201500331,2015,1,5377,2015-08-19,2016-01-12
S201500332,2015,0,0,,
S201500333,2015,0,0,,
S201500334,2015,1,4249,2015-08-17,2016-01-10
S201500335,2015,1,6721,2015-08-15,2016-01-11
S201500336,2015,0,0,,
S201500337,2015,1,4909,2015-08-19,2016-01-15
S201500338,2015,0,0,,
S201500339,2015,1,7205,2015-08-20,2016-01-12
S201500340,2015,0,0,,
S201500341,2015,1,6374,2015-08-25,2016-01-15
S201500342,2015,1,5460,2015-08-20,2016-01-09
S201500343,2015,1,5074,2015-08-23,2016-01-12
S201500344,2015,1,5207,2015-08-16,2016-01-14
S201500345,2015,0,0,,
S201500346,2015,1,5616,2015-08-22,2016-01-15
S201500347,2015,0,0,,
S201500348,2015,0,0,,
S201500349,2015,1,5890,2015-08-19,2016-01-15
S201500350,2015,1,5005,2015-08-23,2016-01-16
S201500351,2015,0,0,,
S201500352,2015,1,6587,2015-08-20,2016-01-17
S201500353,2015,0,0,,
S201500354,2015,0,0,,
S201500355,2015,0,0,,
S201500356,2015,1,5479,2015-08-22,2016-01-08
S201500357,2015,0,0,,
S201500358,2015,0,0,,
S201500359,2015,1,7681,2015-08-23,2016-01-08
S201500360,2015,1,5812,2015-08-22,2016-01-15
S201500361,2015,0,0,,
S201500362,2015,1,7254,2015-08-25,2016-01-09
S201500363,2015,0,0,,
S201500364,2015,1,5102,2015-08-15,2016-01-08
S201500365,2015,1,3885,2015-08-20,2016-01-12
S201500366,2015,1,5042,2015-08-15,2016-01-12
S201500367,2015,1,5301,2015-08-26,2016-01-17
S201500368,2015,0,0,,
S201500369,2015,1,3414,2015-08-17,2016-01-10
S201500370,2015,1,7195,2015-08-25,2016-01-12
S201500371,2015,0,0,,
S201500372,2015,1,6559,2015-08-20,2016-01-09
S201500373,2015,1,7045,2015-08-15,2016-01-12
S201500374,2015,1,3545,2015-08-19,2016-01-12
S201500375,2015,0,0,,
S201500376,2015,1,6526,2015-08-20,2016-01-08
S201500377,2015,1,6689,2015-08-25,2016-01-12
S201500378,2015,1,5282,2015-08-16,2016-01-12
S201500379,2015,0,0,,
S201500380,2015,1,3965,2015-08-21,2016-01-11
S201500381,2015,1,7298,2015-08-19,2016-01-12
S201500382,2015,1,4468,2015-08-26,2016-01-13
S201500383,2015,1,5177,2015-08-20,2016-01-08
S201500384,2015,1,5515,2015-08-22,2016-01-17
S201500385,2015,1,4560,2015-08-26,2016-01-14
S201500386,2015,1,5836,2015-08-16,2016-01-08
S201500387,2015,1,7279,2015-08-22,2016-01-13
S201500388,2015,1,7218,2015-08-21,2016-01-08
S201500389,2015,1,6799,2015-08-19,2016-01-08
S201500390,2015,1,6604,2015-08-24,2016-01-14
S201500391,2015,0,0,,
S201500392,2015,1,6201,2015-08-26,2016-01-15
S201500393,2015,0,0,,
S201500394,2015,1,4588,2015-08-15,2016-01-15
S201500395,2015,1,7386,2015-08-22,2016-01-14
S201500396,2015,1,5484,2015-08-17,2016-01-12
S201500397,2015,1,5964,2015-08-18,2016-01-10
S201500398,2015,1,6333,2015-08-24,2016-01-11
S201500399,2015,1,3690,2015-08-17,2016-01-17
S201500400,2015,1,4090,2015-08-21,2016-01-10
S201500401,2015,1,5383,2015-08-18,2016-01-17
S201500402,2015,1,4558,2015-08-27,2016-01-17
S201500403,2015,0,0,,
S201500404,2015,0,0,,
S201500405,2015,1,7939,2015-08-15,2016-01-12
S201500406,2015,0,0,,
S201500407,2015,1,7789,2015-08-20,2016-01-14
S201500408,2015,1,5373,2015-08-21,2016-01-09
S201500409,2015,1,5501,2015-08-26,2016-01-14
S201500410,2015,0,0,,
S201500411,2015,1,7549,2015-08-26,2016-01-11
S201500412,2015,1,8066,2015-08-26,2016-01-12
S201500413,2015,1,9640,2015-08-21,2016-01-16
S201500414,2015,1,5929,2015-08-19,2016-01-17
S201500415,2015,1,6356,2015-08-18,2016-01-11
S201500416,2015,0,0,,
S201500417,2015,1,5161,2015-08-18,2016-01-12
S201500418,2015,1,5256,2015-08-23,2016-01-13
S201500419,2015,1,5017,2015-08-24,2016-01-10
S201500420,2015,1,3989,2015-08-15,2016-01-14
S201500421,2015,1,2873,2015-08-18,2016-01-15
S201500422,2015,1,5425,2015-08-15,2016-01-14
S201500423,2015,0,0,,
S201500424,2015,0,0,,
S201500425,2015,0,0,,
S201500426,2015,1,7736,2015-08-26,2016-01-10
S201500427,2015,0,0,,
S201500428,2015,1,4439,2015-08-15,2016-01-14
S201500429,2015,1,3395,2015-08-23,2016-01-15
S201500430,2015,0,0,,
S201500431,2015,1,4481,2015-08-23,2016-01-08
S201500432,2015,0,0,,
S201500433,2015,0,0,,
S201500434,2015,0,0,,
S201500435,2015,1,6840,2015-08-19,2016-01-15
S201500436,2015,0,0,,
S201500437,2015,0,0,,
S201500438,2015,1,8111,2015-08-16,2016-01-14
S201500439,2015,1,6129,2015-08-21,2016-01-17
S201500440,2015,0,0,,
S201500441,2015,1,4855,2015-08-17,2016-01-09
S201500442,2015,1,6330,2015-08-16,2016-01-14
S201500443,2015,0,0,,
S201500444,2015,0,0,,
S201500445,2015,1,6634,2015-08-22,2016-01-16
S201500446,2015,0,0,,
S201500447,2015,0,0,,
S201500448,2015,1,5618,2015-08-22,2016-01-11
S201500449,2015,1,4423,2015-08-19,2016-01-14
S201500450,2015,0,0,,
S201500451,2015,1,4287,2015-08-15,2016-01-09
S201500452,2015,1,3843,2015-08-26,2016-01-13
S201500453,2015,1,7213,2015-08-22,2016-01-10
S201500454,2015,1,4197,2015-08-20,2016-01-14
S201500455,2015,1,5248,2015-08-19,2016-01-08
S201500456,2015,0,0,,
S201500457,2015,1,8387,2015-08-24,2016-01-17
S201500458,2015,1,4853,2015-08-20,2016-01-13
S201500459,2015,0,0,,
S201500460,2015,0,0,,
S201500461,2015,1,3622,2015-08-18,2016-01-14
S201500462,2015,1,4772,2015-08-22,2016-01-11
S201500463,2015,1,7156,2015-08-23,2016-01-10
S201500464,2015,1,4494,2015-08-15,2016-01-17
S201500465,2015,0,0,,
S201500466,2015,1,3940,2015-08-27,2016-01-15
S201500467,2015,1,6075,2015-08-15,2016-01-13
S201500468,2015,0,0,,
S201500469,2015,0,0,,
S201500470,2015,0,0,,
S201500471,2015,0,0,,
S201500472,2015,1,8132,2015-08-23,2016-01-11
S201500473,2015,1,5496,2015-08-17,2016-01-12
S201500474,2015,0,0,,
S201500475,2015,0,0,,
S201500476,2015,0,0,,
S201500477,2015,0,0,,
S201500478,2015,1,5680,2015-08-17,2016-01-15
S201500479,2015,1,5145,2015-08-19,2016-01-17
S201500480,2015,1,7791,2015-08-26,2016-01-09
S201500481,2015,1,9382,2015-08-15,2016-01-13
S201500482,2015,1,5851,2015-08-20,2016-01-08
S201500483,2015,0,0,,
S201500484,2015,0,0,,
S201500485,2015,1,6431,2015-08-16,2016-01-12
S201500486,2015,1,5687,2015-08-22,2016-01-16
S201500487,2015,0,0,,
S201500488,2015,1,6700,2015-08-25,2016-01-17
S201500489,2015,0,0,,
S201500490,2015,1,8301,2015-08-21,2016-01-17
S201500491,2015,0,0,,
S201500492,2015,1,8355,2015-08-20,2016-01-17
S201500493,2015,1,3417,2015-08-27,2016-01-10
S201500494,2015,1,3998,2015-08-27,2016-01-11
S201500495,2015,1,7923,2015-08-18,2016-01-13
S201500496,2015,1,5899,2015-08-23,2016-01-17
S201500497,2015,1,7457,2015-08-15,2016-01-11
S201500498,2015,0,0,,
S201500499,2015,1,8091,2015-08-21,2016-01-12
S201500500,2015,1,6528,2015-08-15,2016-01-10
S201500501,2015,1,3496,2015-08-25,2016-01-10
S201500502,2015,0,0,,
S201500503,2015,1,7954,2015-08-15,2016-01-10
S201500504,2015,0,0,,
S201500505,2015,0,0,,
S201500506,2015,1,6300,2015-08-18,2016-01-14
S201500507,2015,1,7652,2015-08-15,2016-01-09
S201500508,2015,0,0,,
S201500509,2015,1,5764,2015-08-17,2016-01-11
S201500510,2015,0,0,,
S201500511,2015,0,0,,
S201500512,2015,1,5148,2015-08-18,2016-01-14
S201500513,2015,0,0,,
S201500514,2015,1,6987,2015-08-23,2016-01-08
S201500515,2015,0,0,,
S201500516,2015,0,0,,
S201500517,2015,0,0,,
S201500518,2015,1,4034,2015-08-23,2016-01-13
S201500519,2015,1,7505,2015-08-18,2016-01-11
S201500520,2015,1,4325,2015-08-15,2016-01-16
S201500521,2015,1,5905,2015-08-25,2016-01-09
S201500522,2015,1,5042,2015-08-23,2016-01-13
S201500523,2015,1,3942,2015-08-25,2016-01-17
S201500524,2015,1,5828,2015-08-20,2016-01-08
S201500525,2015,1,5320,2015-08-22,2016-01-08
S201500526,2015,1,3386,2015-08-22,2016-01-09
S201500527,2015,1,8720,2015-08-21,2016-01-16
S201500528,2015,0,0,,
S201500529,2015,1,5348,2015-08-16,2016-01-14
S201500530,2015,1,5096,2015-08-27,2016-01-17
S201500531,2015,1,6989,2015-08-16,2016-01-13
S201500532,2015,1,8193,2015-08-24,2016-01-15
S201500533,2015,1,7419,2015-08-18,2016-01-11
S201500534,2015,1,4400,2015-08-25,2016-01-08
S201500535,2015,1,4565,2015-08-22,2016-01-11
S201500536,2015,0,0,,
S201500537,2015,1,5016,2015-08-26,2016-01-16
S201500538,2015,1,3698,2015-08-25,2016-01-13
S201500539,2015,0,0,,
S201500540,2015,1,4698,2015-08-27,2016-01-12
S201500541,2015,0,0,,
S201500542,2015,1,4218,2015-08-18,2016-01-12
S201500543,2015,1,3433,2015-08-23,2016-01-16
S201500544,2015,0,0,,
S201500545,2015,0,0,,
S201500546,2015,0,0,,
S201500547,2015,0,0,,
S201500548,2015,0,0,,
S201500549,2015,1,6664,2015-08-16,2016-01-10
S201500550,2015,1,4574,2015-08-24,2016-01-15
S201500551,2015,0,0,,
S201500552,2015,1,6145,2015-08-26,2016-01-16
S201500553,2015,0,0,,
S201500554,2015,0,0,,
S201500555,2015,1,4698,2015-08-24,2016-01-14
S201500556,2015,1,6302,2015-08-18,2016-01-11
S201500557,2015,1,4049,2015-08-15,2016-01-17
S201500558,2015,1,5687,2015-08-15,2016-01-15
S201500559,2015,1,7082,2015-08-15,2016-01-10
S201500560,2015,1,5456,2015-08-23,2016-01-17
S201500561,2015,1,4546,2015-08-26,2016-01-11
S201500562,2015,1,5276,2015-08-25,2016-01-09
S201500563,2015,0,0,,
S201500564,2015,0,0,,
S201500565,2015,1,8559,2015-08-15,2016-01-08
S201500566,2015,1,3941,2015-08-24,2016-01-12
S201500567,2015,1,4782,2015-08-17,2016-01-17
S201500568,2015,1,4843,2015-08-27,2016-01-08
S201500569,2015,1,8246,2015-08-23,2016-01-17
S201500570,2015,1,6406,2015-08-24,2016-01-16
S201500571,2015,0,0,,
S201500572,2015,1,6088,2015-08-18,2016-01-17
S201500573,2015,1,5557,2015-08-24,2016-01-16
S201500574,2015,1,4518,2015-08-15,2016-01-08
S201500575,2015,1,3921,2015-08-23,2016-01-14
S201500576,2015,1,5367,2015-08-26,2016-01-10
S201500577,2015,1,5198,2015-08-21,2016-01-17
S201500578,2015,1,6831,2015-08-26,2016-01-10
S201500579,2015,1,3951,2015-08-23,2016-01-08
S201500580,2015,0,0,,
S201500581,2015,1,4968,2015-08-26,2016-01-11
S201500582,2015,0,0,,
S201500583,2015,0,0,,
S201500584,2015,0,0,,
S201500585,2015,1,8295,2015-08-27,2016-01-16
S201500586,2015,1,7679,2015-08-18,2016-01-12
S201500587,2015,1,4882,2015-08-21,2016-01-17
S201500588,2015,1,5614,2015-08-19,2016-01-15
S201500589,2015,1,4385,2015-08-20,2016-01-10
S201500590,2015,0,0,,
S201500591,2015,0,0,,
S201500592,2015,0,0,,
S201500593,2015,1,5037,2015-08-20,2016-01-16
S201500594,2015,0,0,,
S201500595,2015,1,4843,2015-08-26,2016-01-13
S201500596,2015,1,7472,2015-08-20,2016-01-10
S201500597,2015,1,7193,2015-08-21,2016-01-09
S201500598,2015,1,6704,2015-08-20,2016-01-17
S201500599,2015,1,5095,2015-08-19,2016-01-12
S201500600,2015,0,0,,
S201500601,2015,1,5261,2015-08-27,2016-01-08
S201500602,2015,1,5319,2015-08-15,2016-01-14
S201500603,2015,1,7856,2015-08-26,2016-01-12
S201500604,2015,1,5319,2015-08-19,2016-01-15
S201500605,2015,1,4963,2015-08-15,2016-01-13
S201500606,2015,1,6570,2015-08-19,2016-01-08
S201500607,2015,1,4261,2015-08-24,2016-01-17
S201500608,2015,1,6355,2015-08-20,2016-01-13
S201500609,2015,1,8629,2015-08-15,2016-01-09
S201500610,2015,1,1761,2015-08-23,2016-01-13
S201500611,2015,0,0,,
S201500612,2015,1,7004,2015-08-24,2016-01-12
S201500613,2015,1,6142,2015-08-24,2016-01-08
S201500614,2015,1,4790,2015-08-23,2016-01-10
S201500615,2015,1,7288,2015-08-19,2016-01-08
S201500616,2015,1,5832,2015-08-20,2016-01-15
S201500617,2015,1,4356,2015-08-17,2016-01-11
S201500618,2015,0,0,,
S201500619,2015,0,0,,
S201500620,2015,0,0,,
S201500621,2015,1,7023,2015-08-27,2016-01-16
S201500622,2015,0,0,,
S201500623,2015,1,2678,2015-08-24,2016-01-16
S201500624,2015,1,3880,2015-08-17,2016-01-14
