student_id,cohort,aid_received,annual_aid_amount,disbursement_fall,disbursement_spring
S201400093,2014,0,0,,
S201400094,2014,0,0,,
S201400095,2014,1,3815,2014-08-24,2015-01-09
S201400096,2014,1,7342,2014-08-16,2015-01-13
S201400097,2014,1,5580,2014-08-26,2015-01-14
S201400098,2014,1,6445,2014-08-25,2015-01-15
S201400099,2014,0,0,,
S201400100,2014,1,4604,2014-08-26,2015-01-09
S201400101,2014,0,0,,
S201400102,2014,0,0,,
S201400103,2014,1,6229,2014-08-19,2015-01-16
S201400104,2014,1,6034,2014-08-22,2015-01-17
S201400105,2014,0,0,,
S201400106,2014,1,4241,2014-08-16,2015-01-14
S201400107,2014,0,0,,
S201400108,2014,1,6855,2014-08-20,2015-01-15
S201400109,2014,0,0,,
S201400110,2014,1,5590,2014-08-15,2015-01-17
S201400111,2014,0,0,,
S201400112,2014,1,7600,2014-08-19,2015-01-08
S201400113,2014,1,5771,2014-08-17,2015-01-08
S201400114,2014,1,7007,2014-08-21,2015-01-14
S201400115,2014,1,5658,2014-08-24,2015-01-09
S201400116,2014,1,5542,2014-08-19,2015-01-11
S201400117,2014,1,7483,2014-08-26,2015-01-08
S201400118,2014,1,7015,2014-08-23,2015-01-13
S201400119,2014,1,6176,2014-08-23,2015-01-15
S201400120,2014,0,0,,
S201400121,2014,0,0,,
S201400122,2014,0,0,,
S201400123,2014,0,0,,
S201400124,2014,1,5556,2014-08-25,2015-01-14
S201400125,2014,1,6591,2014-08-16,2015-01-17
S201400126,2014,0,0,,
S201400127,2014,1,8379,2014-08-25,2015-01-16
S201400128,2014,0,0,,
S201400129,2014,0,0,,
S201400130,2014,0,0,,
S201400131,2014,0,0,,
S201400132,2014,0,0,,
S201400133,2014,0,0,,
S201400134,2014,0,0,,
S201400135,2014,1,5840,2014-08-24,2015-01-09
S201400136,2014,1,5271,2014-08-15,2015-01-08
S201400137,2014,1,5002,2014-08-25,2015-01-13
S201400138,2014,0,0,,
S201400139,2014,1,8187,2014-08-23,2015-01-15
S201400140,2014,1,3533,2014-08-19,2015-01-16
S201400141,2014,1,5753,2014-08-22,2015-01-12
S201400142,2014,1,7227,2014-08-24,2015-01-09
S201400143,2014,0,0,,
S201400144,2014,0,0,,
S201400145,2014,1,5780,2014-08-22,2015-01-10
S201400146,2014,1,7494,2014-08-25,2015-01-13
S201400147,2014,1,6206,2014-08-19,2015-01-12
S201400148,2014,0,0,,
S201400149,2014,1,7667,2014-08-18,2015-01-16
S201400150,2014,0,0,,
S201400151,2014,0,0,,
S201400152,2014,1,3726,2014-08-21,2015-01-16
S201400153,2014,1,3971,2014-08-17,2015-01-16
S201400154,2014,0,0,,
S201400155,2014,1,2865,2014-08-16,2015-01-09
S201400156,2014,1,8766,2014-08-15,2015-01-12
S201400157,2014,1,5991,2014-08-20,2015-01-17
S201400158,2014,1,7011,2014-08-22,2015-01-11
S201400159,2014,0,0,,
S201400160,2014,0,0,,
S201400161,2014,1,4758,2014-08-24,2015-01-15
S201400162,2014,1,3914,2014-08-27,2015-01-10
S201400163,2014,0,0,,
S201400164,2014,1,3657,2014-08-26,2015-01-13
S201400165,2014,0,0,,
S201400166,2014,1,6433,2014-08-17,2015-01-12
S201400167,2014,0,0,,
S201400168,2014,0,0,,
S201400169,2014,1,6758,2014-08-21,2015-01-13
S201400170,2014,1,5653,2014-08-24,2015-01-10
S201400171,2014,0,0,,
S201400172,2014,1,5490,2014-08-15,2015-01-16
S201400173,2014,0,0,,
S201400174,2014,0,0,,
S201400175,2014,1,5884,2014-08-18,2015-01-15
S201400176,2014,1,3488,2014-08-26,2015-01-16
S201400177,2014,0,0,,
S201400178,2014,0,0,,
S201400179,2014,1,5307,2014-08-24,2015-01-09
S201400180,2014,1,6885,2014-08-15,2015-01-12
S201400181,2014,0,0,,
S201400182,2014,1,6364,2014-08-19,2015-01-15
S201400183,2014,0,0,,
S201400184,2014,0,0,,
S201400185,2014,1,3789,2014-08-16,2015-01-13
S201400186,2014,0,0,,
S201400187,2014,0,0,,
S201400188,2014,1,5994,2014-08-23,2015-01-10
S201400189,2014,1,4590,2014-08-26,2015-01-11
S201400190,2014,1,4470,2014-08-16,2015-01-09
S201400191,2014,1,7806,2014-08-16,2015-01-09
S201400192,2014,0,0,,
S201400193,2014,1,5789,2014-08-26,2015-01-17
S201400194,2014,1,8266,2014-08-22,2015-01-15
S201400195,2014,1,4061,2014-08-19,2015-01-15
S201400196,2014,0,0,,
S201400197,2014,1,5995,2014-08-24,2015-01-16
S201400198,2014,1,5706,2014-08-15,2015-01-16
S201400199,2014,1,3474,2014-08-21,2015-01-13
S201400200,2014,1,4315,2014-08-26,2015-01-17
S201400201,2014,0,0,,
S201400202,2014,0,0,,
S201400203,2014,1,5056,2014-08-17,2015-01-17
S201400204,2014,1,6616,2014-08-21,2015-01-10
S201400205,2014,1,6931,2014-08-24,2015-01-14
S201400206,2014,0,0,,
S201400207,2014,1,5350,2014-08-25,2015-01-17
S201400208,2014,0,0,,
S201400209,2014,0,0,,
S201400210,2014,1,5591,2014-08-18,2015-01-08
S201400211,2014,1,3072,2014-08-15,2015-01-12
S201400212,2014,1,6148,2014-08-18,2015-01-15
S201400213,2014,0,0,,
S201400214,2014,0,0,,
S201400215,2014,1,4601,2014-08-19,2015-01-13
S201400216,2014,1,2977,2014-08-17,2015-01-12
S201400217,2014,1,6340,2014-08-20,2015-01-11
S201400218,2014,1,6999,2014-08-16,2015-01-13
S201400219,2014,0,0,,
S201400220,2014,1,6783,2014-08-20,2015-01-09
S201400221,2014,1,5779,2014-08-26,2015-01-08
S201400222,2014,1,4207,2014-08-25,2015-01-10
S201400223,2014,0,0,,
S201400224,2014,1,4245,2014-08-24,2015-01-15
S201400225,2014,0,0,,
S201400226,2014,1,7780,2014-08-22,2015-01-09
S201400227,2014,1,5838,2014-08-15,2015-01-13
S201400228,2014,0,0,,
S201400229,2014,1,4657,2014-08-18,2015-01-13
S201400230,2014,0,0,,
S201400231,2014,1,4066,2014-08-20,2015-01-16
S201400232,2014,1,4397,2014-08-20,2015-01-10
S201400233,2014,0,0,,
S201400234,2014,1,5431,2014-08-27,2015-01-14
S201400235,2014,1,2076,2014-08-22,2015-01-16
S201400236,2014,0,0,,
S201400237,2014,1,7296,2014-08-16,2015-01-17
S201400238,2014,0,0,,
S201400239,2014,0,0,,
S201400240,2014,1,5710,2014-08-21,2015-01-15
S201400241,2014,1,5176,2014-08-15,2015-01-09
S201400242,2014,1,7407,2014-08-17,2015-01-13
S201400243,2014,1,5474,2014-08-21,2015-01-12
S201400244,2014,0,0,,
S201400245,2014,0,0,,
S201400246,2014,0,0,,
S201400247,2014,0,0,,
S201400248,2014,1,5130,2014-08-23,2015-01-15
S201400249,2014,0,0,,
S201400250,2014,1,4613,2014-08-18,2015-01-15
S201400251,2014,1,8165,2014-08-20,2015-01-11
S201400252,2014,1,3745,2014-08-18,2015-01-08
S201400253,2014,1,4639,2014-08-26,2015-01-08
S201400254,2014,0,0,,
S201400255,2014,1,5312,2014-08-16,2015-01-17
S201400256,2014,1,7962,2014-08-15,2015-01-13
S201400257,2014,1,7337,2014-08-26,2015-01-09
S201400258,2014,1,6342,2014-08-16,2015-01-10
S201400259,2014,0,0,,
S201400260,2014,0,0,,
S201400261,2014,1,3497,2014-08-15,2015-01-08
S201400262,2014,1,4525,2014-08-19,2015-01-14
S201400263,2014,1,4559,2014-08-27,2015-01-08
S201400264,2014,1,5862,2014-08-20,2015-01-08
S201400265,2014,1,5651,2014-08-16,2015-01-11
S201400266,2014,1,5938,2014-08-27,2015-01-08
S201400267,2014,0,0,,
S201400268,2014,1,8416,2014-08-16,2015-01-15
S201400269,2014,0,0,,
S201400270,2014,1,5192,2014-08-25,2015-01-08
S201400271,2014,1,4605,2014-08-26,2015-01-11
S201400272,2014,1,5760,2014-08-21,2015-01-14
S201400273,2014,0,0,,
S201400274,2014,1,5161,2014-08-24,2015-01-15
S201400275,2014,1,7344,2014-08-23,2015-01-12
S201400276,2014,1,5575,2014-08-23,2015-01-14
S201400277,2014,1,6907,2014-08-21,2015-01-14
S201400278,2014,1,4715,2014-08-17,2015-01-11
S201400279,2014,1,4541,2014-08-27,2015-01-15
S201400280,2014,1,4748,2014-08-26,2015-01-17
S201400281,2014,0,0,,
S201400282,2014,1,6164,2014-08-18,2015-01-13
S201400283,2014,1,4449,2014-08-20,2015-01-11
S201400284,2014,0,0,,
S201400285,2014,1,5147,2014-08-19,2015-01-12
S201400286,2014,1,6270,2014-08-15,2015-01-13
S201400287,2014,1,6135,2014-08-24,2015-01-08
S201400288,2014,1,6755,2014-08-17,2015-01-14
S201400289,2014,0,0,,
S201400290,2014,0,0,,
S201400291,2014,1,4382,2014-08-21,2015-01-17
S201400292,2014,1,5444,2014-08-21,2015-01-17
S201400293,2014,1,3814,2014-08-20,2015-01-12
S201400294,2014,1,3833,2014-08-22,2015-01-14
S201400295,2014,1,7870,2014-08-20,2015-01-16
S201400296,2014,0,0,,
S201400297,2014,0,0,,
S201400298,2014,0,0,,
S201400299,2014,1,3415,2014-08-16,2015-01-13
S201400300,2014,1,5014,2014-08-19,2015-01-08
S201400301,2014,1,4872,2014-08-19,2015-01-16
S201400302,2014,1,4894,2014-08-21,2015-01-17
S201400303,2014,1,6533,2014-08-25,2015-01-16
S201400304,2014,0,0,,
S201400305,2014,0,0,,
S201400306,2014,1,9747,2014-08-17,2015-01-09
S201400307,2014,1,3005,2014-08-15,2015-01-11
S201400308,2014,0,0,,
S201400309,2014,1,5522,2014-08-26,2015-01-11
S201400310,2014,0,0,,
S201400311,2014,1,6150,2014-08-24,2015-01-16
S201400312,2014,0,0,,
S201400313,2014,0,0,,
S201400314,2014,1,5118,2014-08-19,2015-01-12
S201400315,2014,0,0,,
S201400316,2014,1,5783,2014-08-23,2015-01-12
S201400317,2014,0,0,,
S201400318,2014,1,4460,2014-08-19,2015-01-16
S201400319,2014,0,0,,
S201400320,2014,1,7212,2014-08-21,2015-01-12
S201400321,2014,0,0,,
S201400322,2014,1,6273,2014-08-26,2015-01-10
S201400323,2014,1,5937,2014-08-25,2015-01-13
S201400324,2014,1,6225,2014-08-23,2015-01-12
S201400325,2014,0,0,,
S201400326,2014,1,7466,2014-08-25,2015-01-17
S201400327,2014,0,0,,
S201400328,2014,1,6643,2014-08-21,2015-01-14
S201400329,2014,1,7776,2014-08-26,2015-01-13
S201400330,2014,1,6268,2014-08-17,2015-01-17
S201400331,2014,1,4740,2014-08-22,2015-01-10
S201400332,2014,1,6431,2014-08-21,2015-01-17
S201400333,2014,1,6038,2014-08-15,2015-01-15
S201400334,2014,0,0,,
S201400335,2014,1,6238,2014-08-21,2015-01-08
S201400336,2014,0,0,,
S201400337,2014,1,6485,2014-08-17,2015-01-17
S201400338,2014,1,4249,2014-08-27,2015-01-13
S201400339,2014,1,6784,2014-08-25,2015-01-11
S201400340,2014,1,8561,2014-08-18,2015-01-11
S201400341,2014,1,4781,2014-08-26,2015-01-17
S201400342,2014,1,5508,2014-08-15,2015-01-12
S201400343,2014,0,0,,
S201400344,2014,0,0,,
S201400345,2014,1,4879,2014-08-24,2015-01-14
S201400346,2014,0,0,,
S201400347,2014,1,2716,2014-08-26,2015-01-09
S201400348,2014,0,0,,
S201400349,2014,0,0,,
S201400350,2014,0,0,,
S201400351,2014,1,7049,2014-08-16,2015-01-08
S201400352,2014,1,4570,2014-08-19,2015-01-08
S201400353,2014,0,0,,
S201400354,2014,0,0,,
S201400355,2014,1,4954,2014-08-16,2015-01-14
S201400356,2014,0,0,,
S201400357,2014,1,7463,2014-08-19,2015-01-14
S201400358,2014,1,2438,2014-08-16,2015-01-16
S201400359,2014,0,0,,
S201400360,2014,0,0,,
S201400361,2014,1,6442,2014-08-18,2015-01-12
S201400362,2014,1,6915,2014-08-16,2015-01-09
S201400363,2014,1,4860,2014-08-17,2015-01-17
S201400364,2014,0,0,,
S201400365,2014,1,4266,2014-08-23,2015-01-16
S201400366,2014,1,4290,2014-08-15,2015-01-10
S201400367,2014,1,7482,2014-08-15,2015-01-10
S201400368,2014,1,5283,2014-08-25,2015-01-08
S201400369,2014,1,6041,2014-08-23,2015-01-17
S201400370,2014,1,5503,2014-08-25,2015-01-17
S201400371,2014,1,7840,2014-08-21,2015-01-15
S201400372,2014,0,0,,
S201400373,2014,1,5584,2014-08-16,2015-01-13
S201400374,2014,1,8275,2014-08-25,2015-01-17
S201400375,2014,1,5102,2014-08-24,2015-01-14
S201400376,2014,1,6171,2014-08-17,2015-01-16
S201400377,2014,0,0,,
S201400378,2014,1,7386,2014-08-26,2015-01-11
S201400379,2014,0,0,,
S201400380,2014,1,5621,2014-08-17,2015-01-09
S201400381,2014,1,5982,2014-08-27,2015-01-13
S201400382,2014,1,6043,2014-08-26,2015-01-08
S201400383,2014,0,0,,
S201400384,2014,0,0,,
S201400385,2014,1,5115,2014-08-21,2015-01-13
S201400386,2014,1,8047,2014-08-25,2015-01-13
S201400387,2014,0,0,,
S201400388,2014,1,4298,2014-08-25,2015-01-15
S201400389,2014,1,8692,2014-08-22,2015-01-14
S201400390,2014,0,0,,
S201400391,2014,1,6871,2014-08-19,2015-01-15
S201400392,2014,1,6141,2014-08-22,2015-01-13
S201400393,2014,1,4515,2014-08-25,2015-01-08
S201400394,2014,1,5665,2014-08-25,2015-01-17
S201400395,2014,1,6764,2014-08-22,2015-01-14
S201400396,2014,0,0,,
S201400397,2014,1,5322,2014-08-15,2015-01-09
S201400398,2014,1,4880,2014-08-15,2015-01-10
S201400399,2014,1,4600,2014-08-24,2015-01-12
S201400400,2014,1,8363,2014-08-17,2015-01-17
S201400401,2014,1,7120,2014-08-21,2015-01-17
S201400402,2014,0,0,,
S201400403,2014,1,6230,2014-08-24,2015-01-14
S201400404,2014,0,0,,
S201400405,2014,1,6533,2014-08-16,2015-01-10
S201400406,2014,0,0,,
S201400407,2014,0,0,,
S201400408,2014,1,5404,2014-08-27,2015-01-14
S201400409,2014,1,7711,2014-08-18,2015-01-11
S201400410,2014,1,2840,2014-08-18,2015-01-16
S201400411,2014,0,0,,
S201400412,2014,1,7102,2014-08-23,2015-01-09
S201400413,2014,1,7881,2014-08-15,2015-01-11
S201400414,2014,1,4587,2014-08-24,2015-01-08
S201400415,2014,1,6113,2014-08-25,2015-01-11
S201400416,2014,1,5125,2014-08-22,2015-01-11
S201400417,2014,0,0,,
S201400418,2014,1,3515,2014-08-15,2015-01-15
S201400419,2014,1,4701,2014-08-17,2015-01-13
S201400420,2014,1,7217,2014-08-16,2015-01-16
S201400421,2014,1,6473,2014-08-26,2015-01-12
S201400422,2014,1,4287,2014-08-22,2015-01-09
S201400423,2014,1,6269,2014-08-24,2015-01-14
S201400424,2014,1,6677,2014-08-21,2015-01-12
S201400425,2014,1,5423,2014-08-18,2015-01-16
S201400426,2014,1,6729,2014-08-22,2015-01-15
S201400427,2014,0,0,,
S201400428,2014,1,5457,2014-08-25,2015-01-12
S201400429,2014,1,5588,2014-08-20,2015-01-15
S201400430,2014,0,0,,
S201400431,2014,0,0,,
S201400432,2014,0,0,,
S201400433,2014,1,6228,2014-08-20,2015-01-08
S201400434,2014,0,0,,
S201400435,2014,0,0,,
S201400436,2014,1,4736,2014-08-25,2015-01-12
S201400437,2014,0,0,,
S201400438,2014,1,4478,2014-08-19,2015-01-15
S201400439,2014,1,5887,2014-08-18,2015-01-08
S201400440,2014,1,7563,2014-08-19,2015-01-10
S201400441,2014,0,0,,
S201400442,2014,0,0,,
S201400443,2014,0,0,,
S201400444,2014,1,5360,2014-08-25,2015-01-13
S201400445,2014,1,6289,2014-08-23,2015-01-11
S201400446,2014,1,4646,2014-08-16,2015-01-13
S201400447,2014,1,5108,2014-08-24,2015-01-10
S201400448,2014,1,5027,2014-08-19,2015-01-15
S201400449,2014,1,6987,2014-08-26,2015-01-10
S201400450,2014,1,8760,2014-08-24,2015-01-11
S201400451,2014,1,5310,2014-08-19,2015-01-08
S201400452,2014,1,5689,2014-08-16,2015-01-14
S201400453,2014,0,0,,
S201400454,2014,1,6103,2014-08-21,2015-01-13
S201400455,2014,1,6940,2014-08-25,2015-01-09
S201400456,2014,1,6391,2014-08-21,2015-01-08
S201400457,2014,0,0,,
S201400458,2014,1,5454,2014-08-19,2015-01-14
S201400459,2014,1,5843,2014-08-15,2015-01-13
S201400460,2014,0,0,,
S201400461,2014,1,4583,2014-08-15,2015-01-10
S201400462,2014,1,6361,2014-08-15,2015-01-16
S201400463,2014,1,5820,2014-08-18,2015-01-16
S201400464,2014,1,6294,2014-08-18,2015-01-15
S201400465,2014,1,6279,2014-08-24,2015-01-08
S201400466,2014,0,0,,
S201400467,2014,1,4742,2014-08-20,2015-01-08
S201400468,2014,1,6122,2014-08-25,2015-01-17
S201400469,2014,1,4124,2014-08-24,2015-01-12
S201400470,2014,1,9502,2014-08-17,2015-01-17
S201400471,2014,0,0,,
S201400472,2014,1,6062,2014-08-22,2015-01-12
S201400473,2014,1,5481,2014-08-18,2015-01-16
S201400474,2014,1,6896,2014-08-17,2015-01-08
S201400475,2014,1,8619,2014-08-17,2015-01-09
S201400476,2014,0,0,,
S201400477,2014,1,6174,2014-08-26,2015-01-13
S201400478,2014,1,4446,2014-08-27,2015-01-09
S201400479,2014,1,7286,2014-08-16,2015-01-11
S201400480,2014,0,0,,
S201400481,2014,1,6152,2014-08-15,2015-01-09
S201400482,2014,1,8051,2014-08-24,2015-01-13
S201400483,2014,1,5609,2014-08-19,2015-01-14
S201400484,2014,0,0,,
S201400485,2014,0,0,,
S201400486,2014,1,5664,2014-08-21,2015-01-08
S201400487,2014,0,0,,
S201400488,2014,0,0,,
S201400489,2014,0,0,,
S201400490,2014,1,7191,2014-08-20,2015-01-09
S201400491,2014,1,5859,2014-08-24,2015-01-16
S201400492,2014,0,0,,
S201400493,2014,1,5640,2014-08-16,2015-01-08
S201400494,2014,0,0,,
S201400495,2014,1,6681,2014-08-16,2015-01-09
S201400496,2014,0,0,,
S201400497,2014,1,6161,2014-08-23,2015-01-09
S201400498,2014,1,8387,2014-08-24,2015-01-14
S201400499,2014,0,0,,
S201400500,2014,1,6031,2014-08-24,2015-01-11
S201400501,2014,1,4390,2014-08-19,2015-01-11
S201400502,2014,0,0,,
S201400503,2014,0,0,,
S201400504,2014,0,0,,
S201400505,2014,0,0,,
S201400506,2014,1,6215,2014-08-20,2015-01-13
S201400507,2014,1,4124,2014-08-18,2015-01-08
S201400508,2014,1,3718,2014-08-27,2015-01-11
S201400509,2014,0,0,,
S201400510,2014,0,0,,
S201400511,2014,1,5017,2014-08-22,2015-01-09
S201400512,2014,0,0,,
S201400513,2014,1,6444,2014-08-20,2015-01-10
S201400514,2014,0,0,,
S201400515,2014,1,5517,2014-08-16,2015-01-12
S201400516,2014,0,0,,
S201400517,2014,1,4024,2014-08-17,2015-01-11
S201400518,2014,0,0,,
S201400519,2014,0,0,,
S201400520,2014,0,0,,
S201400521,2014,1,6498,2014-08-20,2015-01-12
S201400522,2014,0,0,,
S201400523,2014,1,6604,2014-08-18,2015-01-11
S201400524,2014,0,0,,
S201400525,2014,1,5573,2014-08-15,2015-01-12
S201400526,2014,1,4415,2014-08-18,2015-01-16
S201400527,2014,0,0,,
S201400528,2014,1,5869,2014-08-21,2015-01-09
S201400529,2014,1,6567,2014-08-18,2015-01-12
S201400530,2014,1,5938,2014-08-21,2015-01-15
S201400531,2014,0,0,,
S201400532,2014,1,6446,2014-08-15,2015-01-16
S201400533,2014,0,0,,
S201400534,2014,0,0,,
S201400535,2014,1,5723,2014-08-27,2015-01-14
S201400536,2014,1,4416,2014-08-26,2015-01-09
S201400537,2014,1,4173,2014-08-23,2015-01-09
S201400538,2014,0,0,,
S201400539,2014,1,1909,2014-08-15,2015-01-11
S201400540,2014,1,7631,2014-08-18,2015-01-10
S201400541,2014,1,8465,2014-08-19,2015-01-15
S201400542,2014,1,6320,2014-08-24,2015-01-08
S201400543,2014,0,0,,
S201400544,2014,1,5202,2014-08-17,2015-01-13
S201400545,2014,0,0,,
S201400546,2014,1,6153,2014-08-15,2015-01-12
S201400547,2014,1,5719,2014-08-15,2015-01-09
S201400548,2014,1,5174,2014-08-25,2015-01-16
S201400549,2014,1,5876,2014-08-17,2015-01-08
S201400550,2014,1,3907,2014-08-21,2015-01-09
S201400551,2014,1,6927,2014-08-18,2015-01-12
S201400552,2014,1,2896,2014-08-17,2015-01-09
S201400553,2014,1,4208,2014-08-23,2015-01-09
S201400554,2014,1,7164,2014-08-27,2015-01-16
S201400555,2014,0,0,,
S201400556,2014,1,6044,2014-08-27,2015-01-14
S201400557,2014,1,5212,2014-08-26,2015-01-09
S201400558,2014,1,6325,2014-08-16,2015-01-11
S201400559,2014,0,0,,
S201400560,2014,0,0,,
S201400561,2014,1,4745,2014-08-22,2015-01-09
S201400562,2014,1,5573,2014-08-25,2015-01-16
S201400563,2014,0,0,,
S201400564,2014,0,0,,
S201400565,2014,1,5660,2014-08-24,2015-01-13
S201400566,2014,1,4065,2014-08-26,2015-01-14
S201400567,2014,1,7251,2014-08-16,2015-01-13
S201400568,2014,1,5388,2014-08-25,2015-01-13
S201400569,2014,1,7699,2014-08-21,2015-01-14
S201400570,2014,1,6996,2014-08-24,2015-01-11
S201400571,2014,1,6022,2014-08-18,2015-01-11
S201400572,2014,1,7804,2014-08-22,2015-01-13
S201400573,2014,1,5438,2014-08-21,2015-01-08
S201400574,2014,1,3455,2014-08-16,2015-01-11
S201400575,2014,1,5905,2014-08-19,2015-01-10
S201400576,2014,1,4293,2014-08-26,2015-01-08
S201400577,2014,1,2893,2014-08-17,2015-01-14
S201400578,2014,1,6127,2014-08-24,2015-01-17
S201400579,2014,1,5742,2014-08-19,2015-01-13
S201400580,2014,1,3980,2014-08-23,2015-01-15
S201400581,2014,1,4565,2014-08-18,2015-01-16
S201400582,2014,0,0,,
S201400583,2014,1,7387,2014-08-27,2015-01-09
S201400584,2014,1,2603,2014-08-19,2015-01-10
S201400585,2014,1,5725,2014-08-26,2015-01-17
S201400586,2014,0,0,,
S201400587,2014,0,0,,
S201400588,2014,1,5440,2014-08-26,2015-01-13
S201400589,2014,0,0,,
S201400590,2014,0,0,,
S201400591,2014,1,8123,2014-08-18,2015-01-12
S201400592,2014,1,6686,2014-08-27,2015-01-17
S201400593,2014,1,5987,2014-08-15,2015-01-16
S201400594,2014,0,0,,
S201400595,2014,0,0,,
S201400596,2014,1,4746,2014-08-23,2015-01-16
S201400597,2014,0,0,,
S201400598,2014,1,6768,2014-08-15,2015-01-13
S201400599,2014,0,0,,
S201400600,2014,1,5105,2014-08-21,2015-01-14
S201400601,2014,0,0,,
S201400602,2014,1,7136,2014-08-27,2015-01-15
S201400603,2014,0,0,,
S201400604,2014,1,6430,2014-08-23,2015-01-14
S201400605,2014,1,7869,2014-08-18,2015-01-15
S201400606,2014,1,5323,2014-08-18,2015-01-11
S201400607,2014,1,6044,2014-08-27,2015-01-16
S201400608,2014,1,5728,2014-08-16,2015-01-14
S201400609,2014,1,5616,2014-08-26,2015-01-10
S201400610,2014,1,5974,2014-08-15,2015-01-15
S201400611,2014,1,6165,2014-08-19,2015-01-09
S201400612,2014,0,0,,
S201400613,2014,1,6092,2014-08-23,2015-01-14
S201400614,2014,1,6102,2014-08-25,2015-01-17
S201400615,2014,1,4761,2014-08-16,2015-01-09
S201400616,2014,1,6578,2014-08-23,2015-01-12
S201400617,2014,0,0,,
S201400618,2014,1,4764,2014-08-26,2015-01-08
