student_id,cohort,aid_received,annual_aid_amount,disbursement_fall,disbursement_spring
S201300056,2013,1,4337,2013-08-19,2014-01-16
S201300057,2013,0,0,,
S201300058,2013,1,7267,2013-08-23,2014-01-12
S201300059,2013,1,6917,2013-08-15,2014-01-17
S201300060,2013,0,0,,
S201300061,2013,1,7166,2013-08-22,2014-01-17
S201300062,2013,1,4361,2013-08-17,2014-01-14
S201300063,2013,1,7550,2013-08-22,2014-01-14
S201300064,2013,1,6612,2013-08-19,2014-01-17
S201300065,2013,0,0,,
S201300066,2013,0,0,,
S201300067,2013,1,5159,2013-08-22,2014-01-11
S201300068,2013,1,7664,2013-08-23,2014-01-10
S201300069,2013,1,6273,2013-08-17,2014-01-10
S201300070,2013,1,4013,2013-08-24,2014-01-08
S201300071,2013,1,7595,2013-08-23,2014-01-14
S201300072,2013,1,7080,2013-08-24,2014-01-15
S201300073,2013,1,6420,2013-08-15,2014-01-17
S201300074,2013,0,0,,
S201300075,2013,0,0,,
S201300076,2013,1,5448,2013-08-21,2014-01-17
S201300077,2013,1,5182,2013-08-26,2014-01-15
S201300078,2013,0,0,,
S201300079,2013,1,4531,2013-08-15,2014-01-13
S201300080,2013,0,0,,
S201300081,2013,1,7149,2013-08-19,2014-01-13
S201300082,2013,1,3866,2013-08-25,2014-01-12
S201300083,2013,0,0,,
S201300084,2013,1,7171,2013-08-22,2014-01-16
S201300085,2013,1,4864,2013-08-23,2014-01-08
S201300086,2013,0,0,,
S201300087,2013,1,6833,2013-08-27,2014-01-10
S201300088,2013,0,0,,
S201300089,2013,0,0,,
S201300090,2013,0,0,,
S201300091,2013,1,6348,2013-08-20,2014-01-09
S201300092,2013,1,7142,2013-08-21,2014-01-13
S201300093,2013,0,0,,
S201300094,2013,1,7090,2013-08-21,2014-01-15
S201300095,2013,1,4673,2013-08-25,2014-01-13
S201300096,2013,1,3203,2013-08-15,2014-01-17
S201300097,2013,1,5460,2013-08-15,2014-01-10
S201300098,2013,0,0,,
S201300099,2013,1,3625,2013-08-17,2014-01-14
S201300100,2013,1,5330,2013-08-23,2014-01-11
S201300101,2013,1,4557,2013-08-20,2014-01-15
S201300102,2013,0,0,,
S201300103,2013,1,6151,2013-08-21,2014-01-12
S201300104,2013,0,0,,
S201300105,2013,0,0,,
S201300106,2013,0,0,,
S201300107,2013,1,6476,2013-08-16,2014-01-12
S201300108,2013,1,6308,2013-08-22,2014-01-08
S201300109,2013,0,0,,
S201300110,2013,0,0,,
S201300111,2013,1,5152,2013-08-25,2014-01-13
S201300112,2013,1,4914,2013-08-18,2014-01-17
S201300113,2013,1,6839,2013-08-25,2014-01-13
S201300114,2013,1,5471,2013-08-15,2014-01-17
S201300115,2013,0,0,,
S201300116,2013,0,0,,
S201300117,2013,1,4247,2013-08-21,2014-01-16
S201300118,2013,0,0,,
S201300119,2013,1,7342,2013-08-26,2014-01-13
S201300120,2013,1,4280,2013-08-24,2014-01-17
S201300121,2013,0,0,,
S201300122,2013,1,5554,2013-08-18,2014-01-17
S201300123,2013,0,0,,
S201300124,2013,0,0,,
S201300125,2013,1,5171,2013-08-18,2014-01-16
S201300126,2013,0,0,,
S201300127,2013,1,7185,2013-08-21,2014-01-11
S201300128,2013,1,5570,2013-08-20,2014-01-14
S201300129,2013,1,5602,2013-08-23,2014-01-10
S201300130,2013,0,0,,
S201300131,2013,0,0,,
S201300132,2013,0,0,,
S201300133,2013,1,5402,2013-08-18,2014-01-08
S201300134,2013,1,5321,2013-08-27,2014-01-12
S201300135,2013,1,5338,2013-08-20,2014-01-14
S201300136,2013,1,5813,2013-08-15,2014-01-10
S201300137,2013,1,7756,2013-08-24,2014-01-11
S201300138,2013,1,7374,2013-08-17,2014-01-13
S201300139,2013,0,0,,
S201300140,2013,1,4509,2013-08-24,2014-01-10
S201300141,2013,0,0,,
S201300142,2013,1,5940,2013-08-25,2014-01-10
S201300143,2013,1,7279,2013-08-16,2014-01-08
S201300144,2013,1,5672,2013-08-23,2014-01-16
S201300145,2013,1,7118,2013-08-19,2014-01-11
S201300146,2013,0,0,,
S201300147,2013,1,6518,2013-08-20,2014-01-13
S201300148,2013,0,0,,
S201300149,2013,0,0,,
S201300150,2013,0,0,,
S201300151,2013,0,0,,
S201300152,2013,1,4415,2013-08-18,2014-01-13
S201300153,2013,1,4471,2013-08-16,2014-01-17
S201300154,2013,1,5936,2013-08-17,2014-01-08
S201300155,2013,1,5724,2013-08-17,2014-01-10
S201300156,2013,0,0,,
S201300157,2013,1,8231,2013-08-26,2014-01-10
S201300158,2013,0,0,,
S201300159,2013,1,4203,2013-08-17,2014-01-10
S201300160,2013,1,5075,2013-08-17,2014-01-12
S201300161,2013,1,7114,2013-08-25,2014-01-08
S201300162,2013,1,4908,2013-08-23,2014-01-13
S201300163,2013,0,0,,
S201300164,2013,0,0,,
S201300165,2013,0,0,,
S201300166,2013,1,5022,2013-08-23,2014-01-16
S201300167,2013,1,5409,2013-08-24,2014-01-17
S201300168,2013,0,0,,
S201300169,2013,0,0,,
S201300170,2013,0,0,,
S201300171,2013,1,3965,2013-08-22,2014-01-13
S201300172,2013,1,6492,2013-08-19,2014-01-15
S201300173,2013,1,7810,2013-08-23,2014-01-14
S201300174,2013,1,3015,2013-08-15,2014-01-17
S201300175,2013,1,6478,2013-08-20,2014-01-17
S201300176,2013,1,5903,2013-08-19,2014-01-14
S201300177,2013,0,0,,
S201300178,2013,0,0,,
S201300179,2013,0,0,,
S201300180,2013,1,6745,2013-08-17,2014-01-17
S201300181,2013,1,5660,2013-08-26,2014-01-17
S201300182,2013,1,7676,2013-08-24,2014-01-10
S201300183,2013,0,0,,
S201300184,2013,0,0,,
S201300185,2013,0,0,,
S201300186,2013,0,0,,
S201300187,2013,1,4820,2013-08-23,2014-01-16
S201300188,2013,1,4862,2013-08-26,2014-01-08
S201300189,2013,0,0,,
S201300190,2013,0,0,,
S201300191,2013,1,6739,2013-08-21,2014-01-10
S201300192,2013,0,0,,
S201300193,2013,0,0,,
S201300194,2013,1,4548,2013-08-25,2014-01-12
S201300195,2013,0,0,,
S201300196,2013,0,0,,
S201300197,2013,1,8507,2013-08-24,2014-01-09
S201300198,2013,0,0,,
S201300199,2013,1,6866,2013-08-21,2014-01-12
S201300200,2013,1,7547,2013-08-20,2014-01-16
S201300201,2013,1,5592,2013-08-16,2014-01-17
S201300202,2013,0,0,,
S201300203,2013,1,4982,2013-08-19,2014-01-14
S201300204,2013,0,0,,
S201300205,2013,1,5057,2013-08-24,2014-01-09
S201300206,2013,0,0,,
S201300207,2013,1,5035,2013-08-15,2014-01-10
S201300208,2013,1,6446,2013-08-17,2014-01-13
S201300209,2013,0,0,,
S201300210,2013,1,6405,2013-08-20,2014-01-09
S201300211,2013,1,6660,2013-08-24,2014-01-09
S201300212,2013,1,9268,2013-08-23,2014-01-12
S201300213,2013,0,0,,
S201300214,2013,1,5942,2013-08-19,2014-01-17
S201300215,2013,1,3949,2013-08-25,2014-01-10
S201300216,2013,1,6497,2013-08-17,2014-01-10
S201300217,2013,1,6583,2013-08-22,2014-01-10
S201300218,2013,1,4779,2013-08-22,2014-01-12
S201300219,2013,1,5122,2013-08-24,2014-01-10
S201300220,2013,0,0,,
S201300221,2013,1,7615,2013-08-27,2014-01-14
S201300222,2013,1,4380,2013-08-25,2014-01-17
S201300223,2013,0,0,,
S201300224,2013,1,4937,2013-08-20,2014-01-14
S201300225,2013,1,6373,2013-08-24,2014-01-08
S201300226,2013,1,5267,2013-08-18,2014-01-10
S201300227,2013,0,0,,
S201300228,2013,1,5133,2013-08-24,2014-01-12
S201300229,2013,0,0,,
S201300230,2013,0,0,,
S201300231,2013,1,5494,2013-08-19,2014-01-13
S201300232,2013,0,0,,
S201300233,2013,0,0,,
S201300234,2013,0,0,,
S201300235,2013,1,5671,2013-08-23,2014-01-14
S201300236,2013,1,6523,2013-08-27,2014-01-11
S201300237,2013,1,4994,2013-08-27,2014-01-16
S201300238,2013,1,3206,2013-08-20,2014-01-14
S201300239,2013,0,0,,
S201300240,2013,1,7313,2013-08-27,2014-01-13
S201300241,2013,1,4414,2013-08-18,2014-01-10
S201300242,2013,0,0,,
S201300243,2013,0,0,,
S201300244,2013,1,5157,2013-08-15,2014-01-11
S201300245,2013,0,0,,
S201300246,2013,1,5300,2013-08-21,2014-01-17
S201300247,2013,1,3562,2013-08-24,2014-01-13
S201300248,2013,1,3785,2013-08-22,2014-01-17
S201300249,2013,1,6040,2013-08-15,2014-01-14
S201300250,2013,1,7921,2013-08-21,2014-01-08
S201300251,2013,0,0,,
S201300252,2013,1,6333,2013-08-24,2014-01-14
S201300253,2013,0,0,,
S201300254,2013,1,5040,2013-08-19,2014-01-12
S201300255,2013,0,0,,
S201300256,2013,1,6721,2013-08-27,2014-01-09
S201300257,2013,0,0,,
S201300258,2013,1,4513,2013-08-24,2014-01-17
S201300259,2013,1,5400,2013-08-16,2014-01-16
S201300260,2013,1,8173,2013-08-20,2014-01-15
S201300261,2013,1,4840,2013-08-19,2014-01-13
S201300262,2013,0,0,,
S201300263,2013,1,5792,2013-08-18,2014-01-15
S201300264,2013,0,0,,
S201300265,2013,1,6714,2013-08-18,2014-01-08
S201300266,2013,1,4087,2013-08-16,2014-01-16
S201300267,2013,0,0,,
S201300268,2013,0,0,,
S201300269,2013,1,6139,2013-08-20,2014-01-09
S201300270,2013,1,5130,2013-08-27,2014-01-12
S201300271,2013,1,4412,2013-08-18,2014-01-13
S201300272,2013,1,5877,2013-08-26,2014-01-08
S201300273,2013,1,5225,2013-08-15,2014-01-13
S201300274,2013,1,5194,2013-08-25,2014-01-09
S201300275,2013,1,6364,2013-08-27,2014-01-14
S201300276,2013,1,6562,2013-08-20,2014-01-10
S201300277,2013,1,6481,2013-08-16,2014-01-13
S201300278,2013,0,0,,
S201300279,2013,1,6042,2013-08-16,2014-01-08
S201300280,2013,1,6354,2013-08-20,2014-01-12
S201300281,2013,1,5802,2013-08-20,2014-01-08
S201300282,2013,1,6343,2013-08-15,2014-01-13
S201300283,2013,1,3385,2013-08-26,2014-01-13
S201300284,2013,0,0,,
S201300285,2013,1,6181,2013-08-26,2014-01-13
S201300286,2013,1,7139,2013-08-25,2014-01-13
S201300287,2013,0,0,,
S201300288,2013,1,6027,2013-08-22,2014-01-11
S201300289,2013,0,0,,
S201300290,2013,1,6858,2013-08-21,2014-01-11
S201300291,2013,1,7135,2013-08-16,2014-01-15
S201300292,2013,1,6557,2013-08-17,2014-01-12
S201300293,2013,0,0,,
S201300294,2013,1,4713,2013-08-20,2014-01-09
S201300295,2013,0,0,,
S201300296,2013,0,0,,
S201300297,2013,1,6050,2013-08-21,2014-01-10
S201300298,2013,0,0,,
S201300299,2013,1,4327,2013-08-24,2014-01-16
S201300300,2013,1,5954,2013-08-16,2014-01-09
S201300301,2013,1,6002,2013-08-21,2014-01-10
S201300302,2013,0,0,,
S201300303,2013,1,6204,2013-08-25,2014-01-15
S201300304,2013,1,4064,2013-08-27,2014-01-16
S201300305,2013,1,7767,2013-08-27,2014-01-09
S201300306,2013,1,3682,2013-08-21,2014-01-08
S201300307,2013,0,0,,
S201300308,2013,1,3350,2013-08-17,2014-01-15
S201300309,2013,1,5878,2013-08-23,2014-01-11
S201300310,2013,1,6043,2013-08-22,2014-01-08
S201300311,2013,1,7440,2013-08-24,2014-01-12
S201300312,2013,1,6329,2013-08-19,2014-01-13
S201300313,2013,1,8919,2013-08-27,2014-01-15
S201300314,2013,1,5050,2013-08-26,2014-01-16
S201300315,2013,1,6495,2013-08-27,2014-01-17
S201300316,2013,1,7378,2013-08-19,2014-01-16
S201300317,2013,1,4773,2013-08-22,2014-01-10
S201300318,2013,1,5858,2013-08-23,2014-01-12
S201300319,2013,1,4892,2013-08-16,2014-01-14
S201300320,2013,0,0,,
S201300321,2013,0,0,,
S201300322,2013,1,4426,2013-08-18,2014-01-17
S201300323,2013,1,5121,2013-08-27,2014-01-11
S201300324,2013,1,4016,2013-08-23,2014-01-13
S201300325,2013,1,7752,2013-08-19,2014-01-11
S201300326,2013,1,6869,2013-08-20,2014-01-17
S201300327,2013,0,0,,
S201300328,2013,1,6298,2013-08-27,2014-01-11
S201300329,2013,0,0,,
S201300330,2013,0,0,,
S201300331,2013,1,6217,2013-08-27,2014-01-13
S201300332,2013,0,0,,
S201300333,2013,0,0,,
S201300334,2013,1,7212,2013-08-20,2014-01-16
S201300335,2013,0,0,,
S201300336,2013,0,0,,
S201300337,2013,1,8028,2013-08-26,2014-01-13
S201300338,2013,1,5820,2013-08-18,2014-01-12
S201300339,2013,0,0,,
S201300340,2013,0,0,,
S201300341,2013,1,5614,2013-08-27,2014-01-12
S201300342,2013,1,4686,2013-08-24,2014-01-10
S201300343,2013,1,6273,2013-08-20,2014-01-08
S201300344,2013,1,6068,2013-08-26,2014-01-16
S201300345,2013,1,3154,2013-08-15,2014-01-17
S201300346,2013,1,5502,2013-08-25,2014-01-17
S201300347,2013,0,0,,
S201300348,2013,1,6644,2013-08-17,2014-01-16
S201300349,2013,1,5034,2013-08-18,2014-01-10
S201300350,2013,1,5583,2013-08-17,2014-01-09
S201300351,2013,0,0,,
S201300352,2013,1,4382,2013-08-17,2014-01-10
S201300353,2013,1,4933,2013-08-20,2014-01-11
S201300354,2013,1,6098,2013-08-20,2014-01-15
S201300355,2013,1,3420,2013-08-23,2014-01-15
S201300356,2013,1,5938,2013-08-17,2014-01-09
S201300357,2013,0,0,,
S201300358,2013,1,7565,2013-08-18,2014-01-10
S201300359,2013,0,0,,
S201300360,2013,0,0,,
S201300361,2013,1,6623,2013-08-17,2014-01-17
S201300362,2013,1,5008,2013-08-16,2014-01-11
S201300363,2013,0,0,,
S201300364,2013,1,5920,2013-08-24,2014-01-08
S201300365,2013,0,0,,
S201300366,2013,1,6078,2013-08-25,2014-01-11
S201300367,2013,1,6855,2013-08-26,2014-01-15
S201300368,2013,1,3956,2013-08-17,2014-01-11
S201300369,2013,1,5366,2013-08-20,2014-01-15
S201300370,2013,1,3886,2013-08-21,2014-01-12
S201300371,2013,1,5896,2013-08-27,2014-01-09
S201300372,2013,1,5178,2013-08-15,2014-01-10
S201300373,2013,1,5504,2013-08-15,2014-01-16
S201300374,2013,1,6603,2013-08-15,2014-01-16
S201300375,2013,0,0,,
S201300376,2013,1,6343,2013-08-15,2014-01-12
S201300377,2013,0,0,,
S201300378,2013,1,3267,2013-08-17,2014-01-08
S201300379,2013,0,0,,
S201300380,2013,1,5133,2013-08-15,2014-01-14
S201300381,2013,1,4443,2013-08-19,2014-01-16
S201300382,2013,1,5840,2013-08-22,2014-01-16
S201300383,2013,0,0,,
S201300384,2013,0,0,,
S201300385,2013,0,0,,
S201300386,2013,0,0,,
S201300387,2013,1,5610,2013-08-18,2014-01-15
S201300388,2013,0,0,,
S201300389,2013,1,6671,2013-08-20,2014-01-16
S201300390,2013,0,0,,
S201300391,2013,1,7303,2013-08-25,2014-01-15
S201300392,2013,0,0,,
S201300393,2013,1,5625,2013-08-18,2014-01-12
S201300394,2013,1,6370,2013-08-24,2014-01-12
S201300395,2013,0,0,,
S201300396,2013,0,0,,
S201300397,2013,1,4475,2013-08-22,2014-01-14
S201300398,2013,1,4488,2013-08-21,2014-01-11
S201300399,2013,0,0,,
S201300400,2013,0,0,,
S201300401,2013,1,5969,2013-08-16,2014-01-12
S201300402,2013,1,5115,2013-08-19,2014-01-11
S201300403,2013,0,0,,
S201300404,2013,0,0,,
S201300405,2013,1,6311,2013-08-23,2014-01-16
S201300406,2013,1,2477,2013-08-22,2014-01-11
S201300407,2013,0,0,,
S201300408,2013,0,0,,
S201300409,2013,0,0,,
S201300410,2013,0,0,,
S201300411,2013,1,7965,2013-08-18,2014-01-15
S201300412,2013,0,0,,
S201300413,2013,0,0,,
S201300414,2013,0,0,,
S201300415,2013,0,0,,
S201300416,2013,1,6164,2013-08-21,2014-01-10
S201300417,2013,1,4986,2013-08-16,2014-01-08
S201300418,2013,1,6742,2013-08-17,2014-01-08
S201300419,2013,0,0,,
S201300420,2013,1,5617,2013-08-25,2014-01-17
S201300421,2013,0,0,,
S201300422,2013,1,3944,2013-08-24,2014-01-16
S201300423,2013,0,0,,
S201300424,2013,0,0,,
S201300425,2013,1,7633,2013-08-20,2014-01-09
S201300426,2013,1,6631,2013-08-23,2014-01-15
S201300427,2013,1,5405,2013-08-23,2014-01-11
S201300428,2013,0,0,,
S201300429,2013,0,0,,
S201300430,2013,1,3417,2013-08-19,2014-01-08
S201300431,2013,1,5796,2013-08-19,2014-01-16
S201300432,2013,0,0,,
S201300433,2013,0,0,,
S201300434,2013,1,6347,2013-08-20,2014-01-09
S201300435,2013,1,6704,2013-08-22,2014-01-16
S201300436,2013,0,0,,
S201300437,2013,1,3765,2013-08-16,2014-01-08
S201300438,2013,0,0,,
S201300439,2013,1,5062,2013-08-19,2014-01-15
S201300440,2013,0,0,,
S201300441,2013,1,6879,2013-08-15,2014-01-08
S201300442,2013,1,6452,2013-08-23,2014-01-09
S201300443,2013,1,7678,2013-08-19,2014-01-08
S201300444,2013,1,7938,2013-08-20,2014-01-13
S201300445,2013,1,4582,2013-08-21,2014-01-13
S201300446,2013,1,5458,2013-08-23,2014-01-12
S201300447,2013,0,0,,
S201300448,2013,1,7103,2013-08-23,2014-01-10
S201300449,2013,1,3549,2013-08-27,2014-01-08
S201300450,2013,0,0,,
S201300451,2013,0,0,,
S201300452,2013,1,5942,2013-08-17,2014-01-15
S201300453,2013,1,6671,2013-08-26,2014-01-15
S201300454,2013,1,5339,2013-08-18,2014-01-08
S201300455,2013,1,5284,2013-08-18,2014-01-14
S201300456,2013,1,8820,2013-08-16,2014-01-16
S201300457,2013,0,0,,
S201300458,2013,0,0,,
S201300459,2013,0,0,,
S201300460,2013,1,5890,2013-08-16,2014-01-15
S201300461,2013,1,5607,2013-08-24,2014-01-17
S201300462,2013,1,5135,2013-08-16,2014-01-12
S201300463,2013,0,0,,
S201300464,2013,0,0,,
S201300465,2013,0,0,,
S201300466,2013,1,5768,2013-08-25,2014-01-16
S201300467,2013,0,0,,
S201300468,2013,1,1500,2013-08-19,2014-01-09
S201300469,2013,0,0,,
S201300470,2013,1,6562,2013-08-16,2014-01-09
S201300471,2013,0,0,,
S201300472,2013,1,3417,2013-08-21,2014-01-16
S201300473,2013,1,4891,2013-08-18,2014-01-11
S201300474,2013,1,4857,2013-08-21,2014-01-12
S201300475,2013,0,0,,
S201300476,2013,0,0,,
S201300477,2013,1,3933,2013-08-24,2014-01-14
S201300478,2013,1,4138,2013-08-20,2014-01-12
S201300479,2013,1,5632,2013-08-18,2014-01-16
S201300480,2013,1,4951,2013-08-26,2014-01-12
S201300481,2013,0,0,,
S201300482,2013,0,0,,
S201300483,2013,0,0,,
S201300484,2013,1,6448,2013-08-26,2014-01-10
S201300485,2013,1,5884,2013-08-22,2014-01-14
S201300486,2013,1,7384,2013-08-26,2014-01-10
S201300487,2013,1,4192,2013-08-25,2014-01-14
S201300488,2013,1,9640,2013-08-19,2014-01-15
S201300489,2013,0,0,,
S201300490,2013,1,5277,2013-08-22,2014-01-12
S201300491,2013,1,5961,2013-08-16,2014-01-14
S201300492,2013,1,6049,2013-08-23,2014-01-10
S201300493,2013,0,0,,
S201300494,2013,1,6763,2013-08-25,2014-01-09
S201300495,2013,0,0,,
S201300496,2013,1,6065,2013-08-23,2014-01-17
S201300497,2013,0,0,,
S201300498,2013,0,0,,
S201300499,2013,1,3983,2013-08-19,2014-01-14
S201300500,2013,0,0,,
S201300501,2013,1,7126,2013-08-18,2014-01-16
S201300502,2013,1,7899,2013-08-21,2014-01-12
S201300503,2013,1,4568,2013-08-15,2014-01-12
S201300504,2013,1,6182,2013-08-27,2014-01-14
S201300505,2013,0,0,,
S201300506,2013,1,4863,2013-08-15,2014-01-11
S201300507,2013,1,4957,2013-08-26,2014-01-11
S201300508,2013,0,0,,
S201300509,2013,1,5981,2013-08-27,2014-01-16
S201300510,2013,1,7365,2013-08-20,2014-01-12
S201300511,2013,1,6424,2013-08-18,2014-01-14
S201300512,2013,1,4121,2013-08-20,2014-01-13
S201300513,2013,1,6215,2013-08-25,2014-01-11
S201300514,2013,1,6201,2013-08-22,2014-01-08
S201300515,2013,0,0,,
S201300516,2013,1,5493,2013-08-21,2014-01-10
S201300517,2013,0,0,,
S201300518,2013,0,0,,
S201300519,2013,0,0,,
S201300520,2013,1,8248,2013-08-18,2014-01-16
S201300521,2013,1,3286,2013-08-15,2014-01-11
S201300522,2013,0,0,,
S201300523,2013,1,6148,2013-08-22,2014-01-13
S201300524,2013,1,10048,2013-08-16,2014-01-17
S201300525,2013,1,7031,2013-08-19,2014-01-16
S201300526,2013,1,6793,2013-08-18,2014-01-14
S201300527,2013,0,0,,
S201300528,2013,0,0,,
S201300529,2013,0,0,,
S201300530,2013,1,8227,2013-08-24,2014-01-14
S201300531,2013,0,0,,
S201300532,2013,0,0,,
S201300533,2013,0,0,,
S201300534,2013,0,0,,
S201300535,2013,0,0,,
S201300536,2013,0,0,,
S201300537,2013,1,5562,2013-08-17,2014-01-08
S201300538,2013,0,0,,
S201300539,2013,1,5412,2013-08-17,2014-01-13
S201300540,2013,1,5664,2013-08-21,2014-01-08
S201300541,2013,1,6972,2013-08-18,2014-01-08
S201300542,2013,1,5997,2013-08-19,2014-01-12
S201300543,2013,1,7474,2013-08-25,2014-01-13
S201300544,2013,0,0,,
S201300545,2013,1,7590,2013-08-20,2014-01-12
S201300546,2013,1,5866,2013-08-17,2014-01-14
S201300547,2013,0,0,,
S201300548,2013,1,8385,2013-08-24,2014-01-16
S201300549,2013,0,0,,
S201300550,2013,1,6230,2013-08-25,2014-01-10
S201300551,2013,1,4687,2013-08-27,2014-01-11
S201300552,2013,1,7509,2013-08-16,2014-01-14
S201300553,2013,1,6007,2013-08-15,2014-01-17
S201300554,2013,0,0,,
S201300555,2013,0,0,,
S201300556,2013,1,6625,2013-08-23,2014-01-09
S201300557,2013,1,6044,2013-08-20,2014-01-10
S201300558,2013,1,3604,2013-08-26,2014-01-10
S201300559,2013,0,0,,
S201300560,2013,1,5826,2013-08-19,2014-01-10
S201300561,2013,1,6890,2013-08-26,2014-01-15
S201300562,2013,1,7036,2013-08-18,2014-01-15
S201300563,2013,1,5104,2013-08-16,2014-01-14
S201300564,2013,1,7890,2013-08-21,2014-01-15
S201300565,2013,1,5777,2013-08-15,2014-01-16
S201300566,2013,0,0,,
S201300567,2013,0,0,,
S201300568,2013,0,0,,
S201300569,2013,0,0,,
S201300570,2013,1,4654,2013-08-21,2014-01-08
S201300571,2013,1,7510,2013-08-16,2014-01-17
S201300572,2013,0,0,,
S201300573,2013,0,0,,
S201300574,2013,1,6761,2013-08-17,2014-01-08
S201300575,2013,1,6557,2013-08-21,2014-01-12
S201300576,2013,1,4839,2013-08-25,2014-01-09
S201300577,2013,0,0,,
S201300578,2013,0,0,,
S201300579,2013,1,5195,2013-08-24,2014-01-15
S201300580,2013,0,0,,
S201300581,2013,1,5624,2013-08-21,2014-01-15
S201300582,2013,0,0,,
S201300583,2013,0,0,,
S201300584,2013,0,0,,
S201300585,2013,0,0,,
S201300586,2013,1,6116,2013-08-19,2014-01-17
S201300587,2013,1,3516,2013-08-17,2014-01-13
S201300588,2013,1,6313,2013-08-19,2014-01-12
S201300589,2013,1,6394,2013-08-16,2014-01-12
S201300590,2013,1,5469,2013-08-23,2014-01-12
S201300591,2013,0,0,,
S201300592,2013,1,7273,2013-08-19,2014-01-14
S201300593,2013,0,0,,
S201300594,2013,0,0,,
S201300595,2013,0,0,,
S201300596,2013,0,0,,
S201300597,2013,0,0,,
S201300598,2013,1,6664,2013-08-24,2014-01-12
S201300599,2013,1,4799,2013-08-23,2014-01-09
S201300600,2013,1,5566,2013-08-15,2014-01-17
S201300601,2013,1,5111,2013-08-16,2014-01-08
S201300602,2013,1,3289,2013-08-17,2014-01-10
S201300603,2013,1,4635,2013-08-25,2014-01-15
S201300604,2013,1,3405,2013-08-21,2014-01-12
S201300605,2013,1,3550,2013-08-18,2014-01-13
S201300606,2013,0,0,,
S201300607,2013,0,0,,
S201300608,2013,0,0,,
S201300609,2013,1,4062,2013-08-26,2014-01-13
S201300610,2013,1,5596,2013-08-16,2014-01-10
S201300611,2013,0,0,,
S201300612,2013,0,0,,
S201300613,2013,0,0,,
S201300614,2013,1,3674,2013-08-19,2014-01-09
S201300615,2013,1,4940,2013-08-24,2014-01-12
S201300616,2013,1,4418,2013-08-23,2014-01-11
S201300617,2013,1,5970,2013-08-19,2014-01-15
S201300618,2013,1,8793,2013-08-21,2014-01-17
S201300619,2013,0,0,,
S201300620,2013,1,7055,2013-08-16,2014-01-08
S201300621,2013,1,6743,2013-08-19,2014-01-08
S201300622,2013,1,2812,2013-08-18,2014-01-15
S201300623,2013,1,6017,2013-08-27,2014-01-15
S201300624,2013,1,6408,2013-08-23,2014-01-17
S201300625,2013,0,0,,
S201300626,2013,0,0,,
S201300627,2013,0,0,,
S201300628,2013,0,0,,
S201300629,2013,0,0,,
S201300630,2013,0,0,,
S201300631,2013,1,5937,2013-08-21,2014-01-17
S201300632,2013,1,5964,2013-08-19,2014-01-16
S201300633,2013,1,6396,2013-08-27,2014-01-17
S201300634,2013,1,6354,2013-08-19,2014-01-08
S201300635,2013,0,0,,
S201300636,2013,1,4230,2013-08-16,2014-01-17
