student_id,cohort,aid_received,annual_aid_amount,disbursement_fall,disbursement_spring
S201700083,2017,1,5180,2017-08-21,2018-01-08
S201700084,2017,1,7614,2017-08-20,2018-01-12
S201700085,2017,1,6669,2017-08-25,2018-01-15
S201700086,2017,0,0,,
S201700087,2017,1,5580,2017-08-17,2018-01-10
S201700088,2017,1,7250,2017-08-15,2018-01-12
S201700089,2017,1,6025,2017-08-24,2018-01-08
S201700090,2017,1,5511,2017-08-18,2018-01-14
S201700091,2017,1,6633,2017-08-21,2018-01-11
S201700092,2017,0,0,,
S201700093,2017,1,6992,2017-08-27,2018-01-11
S201700094,2017,1,6304,2017-08-20,2018-01-13
S201700095,2017,0,0,,
S201700096,2017,1,3680,2017-08-15,2018-01-15
S201700097,2017,1,7282,2017-08-20,2018-01-11
S201700098,2017,0,0,,
S201700099,2017,0,0,,
S201700100,2017,1,3073,2017-08-21,2018-01-13
S201700101,2017,0,0,,
S201700102,2017,1,7280,2017-08-17,2018-01-17
S201700103,2017,1,6365,2017-08-20,2018-01-09
S201700104,2017,1,5515,2017-08-16,2018-01-12
S201700105,2017,0,0,,
S201700106,2017,1,6701,2017-08-15,2018-01-14
S201700107,2017,1,4176,2017-08-17,2018-01-15
S201700108,2017,1,6269,2017-08-17,2018-01-10
S201700109,2017,0,0,,
S201700110,2017,1,4392,2017-08-20,2018-01-17
S201700111,2017,1,3486,2017-08-25,2018-01-10
S201700112,2017,1,5490,2017-08-16,2018-01-10
S201700113,2017,1,8826,2017-08-23,2018-01-11
S201700114,2017,0,0,,
S201700115,2017,1,7233,2017-08-18,2018-01-08
S201700116,2017,1,4821,2017-08-22,2018-01-08
S201700117,2017,1,4769,2017-08-16,2018-01-14
S201700118,2017,1,4120,2017-08-26,2018-01-08
S201700119,2017,1,4728,2017-08-19,2018-01-11
S201700120,2017,1,5212,2017-08-16,2018-01-16
S201700121,2017,0,0,,
S201700122,2017,1,5309,2017-08-23,2018-01-09
S201700123,2017,0,0,,
S201700124,2017,1,5961,2017-08-17,2018-01-11
S201700125,2017,1,7310,2017-08-17,2018-01-17
S201700126,2017,1,3506,2017-08-18,2018-01-14
S201700127,2017,1,3462,2017-08-24,2018-01-11
S201700128,2017,0,0,,
S201700129,2017,0,0,,
S201700130,2017,1,4723,2017-08-25,2018-01-14
S201700131,2017,1,3359,2017-08-26,2018-01-16
S201700132,2017,0,0,,
S201700133,2017,1,4805,2017-08-18,2018-01-14
S201700134,2017,0,0,,
S201700135,2017,1,5958,2017-08-18,2018-01-16
S201700136,2017,0,0,,
S201700137,2017,1,7118,2017-08-26,2018-01-08
S201700138,2017,0,0,,
S201700139,2017,0,0,,
S201700140,2017,1,5747,2017-08-24,2018-01-13
S201700141,2017,0,0,,
S201700142,2017,1,4067,2017-08-22,2018-01-09
S201700143,2017,1,3373,2017-08-24,2018-01-09
S201700144,2017,1,6588,2017-08-26,2018-01-12
S201700145,2017,1,8346,2017-08-23,2018-01-17
S201700146,2017,0,0,,
S201700147,2017,0,0,,
S201700148,2017,1,8987,2017-08-23,2018-01-13
S201700149,2017,0,0,,
S201700150,2017,1,4641,2017-08-24,2018-01-14
S201700151,2017,1,3906,2017-08-15,2018-01-12
S201700152,2017,1,4227,2017-08-24,2018-01-17
S201700153,2017,1,6345,2017-08-22,2018-01-11
S201700154,2017,1,7771,2017-08-16,2018-01-17
S201700155,2017,1,4794,2017-08-27,2018-01-14
S201700156,2017,1,4891,2017-08-19,2018-01-17
S201700157,2017,0,0,,
S201700158,2017,1,6431,2017-08-27,2018-01-13
S201700159,2017,0,0,,
S201700160,2017,0,0,,
S201700161,2017,1,5183,2017-08-23,2018-01-08
S201700162,2017,0,0,,
S201700163,2017,1,7957,2017-08-15,2018-01-12
S201700164,2017,1,5027,2017-08-22,2018-01-13
S201700165,2017,1,7681,2017-08-20,2018-01-17
S201700166,2017,0,0,,
S201700167,2017,0,0,,
S201700168,2017,0,0,,
S201700169,2017,1,4937,2017-08-19,2018-01-13
S201700170,2017,0,0,,
S201700171,2017,0,0,,
S201700172,2017,0,0,,
S201700173,2017,1,7415,2017-08-17,2018-01-08
S201700174,2017,1,6718,2017-08-23,2018-01-08
S201700175,2017,1,6812,2017-08-19,2018-01-15
S201700176,2017,1,5676,2017-08-23,2018-01-10
S201700177,2017,1,7953,2017-08-17,2018-01-17
S201700178,2017,1,6439,2017-08-21,2018-01-13
S201700179,2017,1,6119,2017-08-19,2018-01-14
S201700180,2017,1,4295,2017-08-16,2018-01-17
S201700181,2017,1,6675,2017-08-26,2018-01-17
S201700182,2017,0,0,,
S201700183,2017,0,0,,
S201700184,2017,1,4423,2017-08-22,2018-01-11
S201700185,2017,0,0,,
S201700186,2017,0,0,,
S201700187,2017,0,0,,
S201700188,2017,1,6986,2017-08-19,2018-01-12
S201700189,2017,0,0,,
S201700190,2017,0,0,,
S201700191,2017,1,8204,2017-08-25,2018-01-12
S201700192,2017,0,0,,
S201700193,2017,1,7827,2017-08-26,2018-01-08
S201700194,2017,1,6183,2017-08-16,2018-01-17
S201700195,2017,1,4837,2017-08-27,2018-01-08
S201700196,2017,0,0,,
S201700197,2017,0,0,,
S201700198,2017,0,0,,
S201700199,2017,0,0,,
S201700200,2017,0,0,,
S201700201,2017,1,5241,2017-08-20,2018-01-10
S201700202,2017,0,0,,
S201700203,2017,0,0,,
S201700204,2017,0,0,,
S201700205,2017,1,3369,2017-08-27,2018-01-11
S201700206,2017,0,0,,
S201700207,2017,0,0,,
S201700208,2017,1,3202,2017-08-15,2018-01-14
S201700209,2017,0,0,,
S201700210,2017,1,6931,2017-08-24,2018-01-08
S201700211,2017,1,4507,2017-08-15,2018-01-13
S201700212,2017,1,6752,2017-08-16,2018-01-09
S201700213,2017,0,0,,
S201700214,2017,1,8855,2017-08-26,2018-01-13
S201700215,2017,1,7903,2017-08-26,2018-01-17
S201700216,2017,1,5473,2017-08-21,2018-01-16
S201700217,2017,1,5710,2017-08-16,2018-01-08
S201700218,2017,0,0,,
S201700219,2017,1,7910,2017-08-26,2018-01-11
S201700220,2017,0,0,,
S201700221,2017,1,6264,2017-08-19,2018-01-11
S201700222,2017,1,6173,2017-08-21,2018-01-10
S201700223,2017,1,5088,2017-08-17,2018-01-15
S201700224,2017,0,0,,
S201700225,2017,0,0,,
S201700226,2017,0,0,,
S201700227,2017,1,5866,2017-08-16,2018-01-08
S201700228,2017,0,0,,
S201700229,2017,1,6279,2017-08-27,2018-01-13
S201700230,2017,1,2632,2017-08-15,2018-01-15
S201700231,2017,0,0,,
S201700232,2017,0,0,,
S201700233,2017,1,3975,2017-08-24,2018-01-17
S201700234,2017,1,6232,2017-08-23,2018-01-16
S201700235,2017,1,4413,2017-08-15,2018-01-08
S201700236,2017,1,5776,2017-08-24,2018-01-09
S201700237,2017,1,7189,2017-08-24,2018-01-14
S201700238,2017,1,7114,2017-08-17,2018-01-14
S201700239,2017,0,0,,
S201700240,2017,1,5342,2017-08-16,2018-01-16
S201700241,2017,1,7308,2017-08-18,2018-01-08
S201700242,2017,1,4254,2017-08-24,2018-01-14
S201700243,2017,1,6517,2017-08-18,2018-01-11
S201700244,2017,0,0,,
S201700245,2017,1,8072,2017-08-25,2018-01-09
S201700246,2017,1,2649,2017-08-26,2018-01-17
S201700247,2017,0,0,,
S201700248,2017,0,0,,
S201700249,2017,1,6365,2017-08-21,2018-01-16
S201700250,2017,1,7254,2017-08-19,2018-01-13
S201700251,2017,0,0,,
S201700252,2017,0,0,,
S201700253,2017,1,6167,2017-08-22,2018-01-17
S201700254,2017,0,0,,
S201700255,2017,0,0,,
S201700256,2017,1,5818,2017-08-19,2018-01-15
S201700257,2017,1,4881,2017-08-22,2018-01-16
S201700258,2017,1,6639,2017-08-17,2018-01-16
S201700259,2017,1,6204,2017-08-25,2018-01-16
S201700260,2017,1,5575,2017-08-20,2018-01-11
S201700261,2017,1,4424,2017-08-25,2018-01-17
S201700262,2017,1,5240,2017-08-23,2018-01-08
S201700263,2017,1,7639,2017-08-24,2018-01-11
S201700264,2017,1,4912,2017-08-22,2018-01-08
S201700265,2017,1,7722,2017-08-16,2018-01-16
S201700266,2017,1,4462,2017-08-23,2018-01-16
S201700267,2017,0,0,,
S201700268,2017,1,6322,2017-08-25,2018-01-14
S201700269,2017,1,6069,2017-08-17,2018-01-16
S201700270,2017,1,6079,2017-08-15,2018-01-12
S201700271,2017,0,0,,
S201700272,2017,1,4734,2017-08-27,2018-01-15
S201700273,2017,1,6219,2017-08-23,2018-01-11
S201700274,2017,0,0,,
S201700275,2017,0,0,,
S201700276,2017,1,3751,2017-08-25,2018-01-10
S201700277,2017,1,2841,2017-08-18,2018-01-10
S201700278,2017,1,6724,2017-08-20,2018-01-11
S201700279,2017,0,0,,
S201700280,2017,0,0,,
S201700281,2017,1,4224,2017-08-16,2018-01-10
S201700282,2017,1,7359,2017-08-15,2018-01-15
S201700283,2017,1,8133,2017-08-20,2018-01-15
S201700284,2017,0,0,,
S201700285,2017,0,0,,
S201700286,2017,1,4328,2017-08-20,2018-01-16
S201700287,2017,1,5074,2017-08-26,2018-01-10
S201700288,2017,1,5283,2017-08-16,2018-01-13
S201700289,2017,0,0,,
S201700290,2017,1,7535,2017-08-27,2018-01-14
S201700291,2017,0,0,,
S201700292,2017,0,0,,
S201700293,2017,0,0,,
S201700294,2017,0,0,,
S201700295,2017,0,0,,
S201700296,2017,0,0,,
S201700297,2017,0,0,,
S201700298,2017,0,0,,
S201700299,2017,1,6549,2017-08-19,2018-01-15
S201700300,2017,1,5278,2017-08-23,2018-01-16
S201700301,2017,1,4914,2017-08-25,2018-01-08
S201700302,2017,1,6402,2017-08-17,2018-01-17
S201700303,2017,1,6940,2017-08-21,2018-01-13
S201700304,2017,1,4710,2017-08-19,2018-01-15
S201700305,2017,1,7236,2017-08-19,2018-01-11
S201700306,2017,0,0,,
S201700307,2017,1,2838,2017-08-23,2018-01-15
S201700308,2017,1,7023,2017-08-21,2018-01-14
S201700309,2017,1,5262,2017-08-26,2018-01-08
S201700310,2017,1,4670,2017-08-22,2018-01-16
S201700311,2017,1,4668,2017-08-18,2018-01-12
S201700312,2017,1,4166,2017-08-27,2018-01-15
S201700313,2017,0,0,,
S201700314,2017,0,0,,
S201700315,2017,0,0,,
S201700316,2017,0,0,,
S201700317,2017,0,0,,
S201700318,2017,0,0,,
S201700319,2017,0,0,,
S201700320,2017,0,0,,
S201700321,2017,0,0,,
S201700322,2017,0,0,,
S201700323,2017,1,6918,2017-08-23,2018-01-17
S201700324,2017,0,0,,
S201700325,2017,0,0,,
S201700326,2017,1,3725,2017-08-23,2018-01-10
S201700327,2017,1,10784,2017-08-18,2018-01-14
S201700328,2017,0,0,,
S201700329,2017,1,3468,2017-08-24,2018-01-15
S201700330,2017,0,0,,
S201700331,2017,0,0,,
S201700332,2017,0,0,,
S201700333,2017,0,0,,
S201700334,2017,1,4922,2017-08-15,2018-01-16
S201700335,2017,1,5418,2017-08-15,2018-01-15
S201700336,2017,1,5863,2017-08-20,2018-01-13
S201700337,2017,0,0,,
S201700338,2017,0,0,,
S201700339,2017,0,0,,
S201700340,2017,1,7023,2017-08-25,2018-01-15
S201700341,2017,0,0,,
S201700342,2017,1,8195,2017-08-24,2018-01-12
S201700343,2017,0,0,,
S201700344,2017,1,4524,2017-08-16,2018-01-10
S201700345,2017,1,6571,2017-08-15,2018-01-11
S201700346,2017,1,5266,2017-08-22,2018-01-11
S201700347,2017,1,6757,2017-08-27,2018-01-09
S201700348,2017,0,0,,
S201700349,2017,1,6446,2017-08-27,2018-01-13
S201700350,2017,0,0,,
S201700351,2017,0,0,,
S201700352,2017,1,5829,2017-08-23,2018-01-14
S201700353,2017,1,7423,2017-08-18,2018-01-12
S201700354,2017,0,0,,
S201700355,2017,0,0,,
S201700356,2017,1,6044,2017-08-22,2018-01-15
S201700357,2017,1,6673,2017-08-26,2018-01-17
S201700358,2017,1,5317,2017-08-16,2018-01-11
S201700359,2017,0,0,,
S201700360,2017,1,4424,2017-08-17,2018-01-10
S201700361,2017,1,5870,2017-08-20,2018-01-14
S201700362,2017,0,0,,
S201700363,2017,1,3860,2017-08-25,2018-01-12
S201700364,2017,0,0,,
S201700365,2017,1,6113,2017-08-17,2018-01-09
S201700366,2017,1,7872,2017-08-15,2018-01-17
S201700367,2017,1,5874,2017-08-27,2018-01-16
S201700368,2017,1,6060,2017-08-26,2018-01-13
S201700369,2017,1,5664,2017-08-20,2018-01-17
S201700370,2017,1,5790,2017-08-17,2018-01-10
S201700371,2017,1,7182,2017-08-27,2018-01-13
S201700372,2017,1,7901,2017-08-27,2018-01-14
S201700373,2017,1,6839,2017-08-25,2018-01-08
S201700374,2017,0,0,,
S201700375,2017,0,0,,
S201700376,2017,1,7003,2017-08-15,2018-01-15
S201700377,2017,0,0,,
S201700378,2017,1,7326,2017-08-16,2018-01-15
S201700379,2017,0,0,,
S201700380,2017,0,0,,
S201700381,2017,0,0,,
S201700382,2017,0,0,,
S201700383,2017,0,0,,
S201700384,2017,1,7120,2017-08-25,2018-01-11
S201700385,2017,0,0,,
S201700386,2017,0,0,,
S201700387,2017,1,7041,2017-08-27,2018-01-16
S201700388,2017,1,7290,2017-08-23,2018-01-11
S201700389,2017,0,0,,
S201700390,2017,1,6806,2017-08-16,2018-01-14
S201700391,2017,0,0,,
S201700392,2017,1,5227,2017-08-21,2018-01-12
S201700393,2017,1,4191,2017-08-26,2018-01-16
S201700394,2017,0,0,,
S201700395,2017,0,0,,
S201700396,2017,1,4313,2017-08-17,2018-01-12
S201700397,2017,1,6302,2017-08-17,2018-01-12
S201700398,2017,1,6468,2017-08-25,2018-01-08
S201700399,2017,1,4965,2017-08-21,2018-01-17
S201700400,2017,1,5653,2017-08-20,2018-01-15
S201700401,2017,1,6631,2017-08-15,2018-01-13
S201700402,2017,0,0,,
S201700403,2017,1,6258,2017-08-26,2018-01-09
S201700404,2017,1,5754,2017-08-27,2018-01-11
S201700405,2017,0,0,,
S201700406,2017,1,4005,2017-08-19,2018-01-10
S201700407,2017,1,6308,2017-08-18,2018-01-09
S201700408,2017,0,0,,
S201700409,2017,0,0,,
S201700410,2017,1,5837,2017-08-17,2018-01-10
S201700411,2017,0,0,,
S201700412,2017,0,0,,
S201700413,2017,0,0,,
S201700414,2017,0,0,,
S201700415,2017,1,5010,2017-08-20,2018-01-13
S201700416,2017,1,5206,2017-08-24,2018-01-14
S201700417,2017,1,3687,2017-08-22,2018-01-17
S201700418,2017,1,8319,2017-08-19,2018-01-08
S201700419,2017,1,5971,2017-08-19,2018-01-09
S201700420,2017,1,7044,2017-08-20,2018-01-17
S201700421,2017,0,0,,
S201700422,2017,1,5964,2017-08-19,2018-01-16
S201700423,2017,1,3934,2017-08-19,2018-01-11
S201700424,2017,0,0,,
S201700425,2017,1,5835,2017-08-18,2018-01-14
S201700426,2017,0,0,,
S201700427,2017,1,3452,2017-08-23,2018-01-09
S201700428,2017,0,0,,
S201700429,2017,1,5920,2017-08-20,2018-01-10
S201700430,2017,1,6583,2017-08-20,2018-01-13
S201700431,2017,1,5996,2017-08-26,2018-01-11
S201700432,2017,1,6300,2017-08-24,2018-01-14
S201700433,2017,1,6632,2017-08-20,2018-01-16
S201700434,2017,1,5474,2017-08-17,2018-01-08
S201700435,2017,1,4754,2017-08-26,2018-01-09
S201700436,2017,1,7478,2017-08-24,2018-01-13
S201700437,2017,1,6939,2017-08-23,2018-01-14
S201700438,2017,1,5019,2017-08-21,2018-01-11
S201700439,2017,1,6232,2017-08-16,2018-01-14
S201700440,2017,1,4316,2017-08-18,2018-01-15
S201700441,2017,1,4437,2017-08-16,2018-01-12
S201700442,2017,1,8055,2017-08-23,2018-01-16
S201700443,2017,0,0,,
S201700444,2017,1,7079,2017-08-19,2018-01-12
S201700445,2017,1,4310,2017-08-15,2018-01-15
S201700446,2017,1,3169,2017-08-25,2018-01-10
S201700447,2017,0,0,,
S201700448,2017,1,3659,2017-08-23,2018-01-14
S201700449,2017,0,0,,
S201700450,2017,1,6878,2017-08-18,2018-01-16
S201700451,2017,1,5963,2017-08-15,2018-01-10
S201700452,2017,1,4761,2017-08-15,2018-01-11
S201700453,2017,0,0,,
S201700454,2017,1,5788,2017-08-16,2018-01-16
S201700455,2017,1,3797,2017-08-19,2018-01-11
S201700456,2017,0,0,,
S201700457,2017,1,7885,2017-08-26,2018-01-08
S201700458,2017,1,7457,2017-08-21,2018-01-12
S201700459,2017,1,5618,2017-08-22,2018-01-15
S201700460,2017,1,7796,2017-08-25,2018-01-10
S201700461,2017,1,7206,2017-08-26,2018-01-16
S201700462,2017,1,5918,2017-08-17,2018-01-16
S201700463,2017,1,4433,2017-08-19,2018-01-16
S201700464,2017,1,5083,2017-08-23,2018-01-10
S201700465,2017,0,0,,
S201700466,2017,0,0,,
S201700467,2017,0,0,,
S201700468,2017,1,7546,2017-08-15,2018-01-13
S201700469,2017,1,5409,2017-08-24,2018-01-14
S201700470,2017,1,7831,2017-08-23,2018-01-11
S201700471,2017,1,2683,2017-08-18,2018-01-15
S201700472,2017,1,6321,2017-08-16,2018-01-15
S201700473,2017,0,0,,
S201700474,2017,1,7253,2017-08-24,2018-01-14
S201700475,2017,1,6358,2017-08-19,2018-01-14
S201700476,2017,1,5142,2017-08-16,2018-01-16
S201700477,2017,0,0,,
S201700478,2017,1,9031,2017-08-17,2018-01-17
S201700479,2017,0,0,,
S201700480,2017,1,6264,2017-08-23,2018-01-10
S201700481,2017,0,0,,
S201700482,2017,1,5068,2017-08-20,2018-01-13
S201700483,2017,0,0,,
S201700484,2017,1,3920,2017-08-17,2018-01-09
S201700485,2017,1,3579,2017-08-27,2018-01-15
S201700486,2017,1,4839,2017-08-23,2018-01-13
S201700487,2017,1,5744,2017-08-21,2018-01-17
S201700488,2017,1,5791,2017-08-26,2018-01-10
S201700489,2017,0,0,,
S201700490,2017,0,0,,
S201700491,2017,0,0,,
S201700492,2017,1,5329,2017-08-16,2018-01-09
S201700493,2017,0,0,,
S201700494,2017,0,0,,
S201700495,2017,1,6943,2017-08-24,2018-01-11
S201700496,2017,1,6243,2017-08-24,2018-01-15
S201700497,2017,1,6639,2017-08-27,2018-01-09
S201700498,2017,1,6846,2017-08-22,2018-01-11
S201700499,2017,1,8881,2017-08-21,2018-01-11
S201700500,2017,1,6025,2017-08-17,2018-01-11
S201700501,2017,1,6912,2017-08-25,2018-01-15
S201700502,2017,1,3856,2017-08-17,2018-01-15
S201700503,2017,1,6313,2017-08-17,2018-01-10
S201700504,2017,1,3607,2017-08-22,2018-01-16
S201700505,2017,0,0,,
S201700506,2017,0,0,,
S201700507,2017,0,0,,
S201700508,2017,1,7168,2017-08-21,2018-01-12
S201700509,2017,0,0,,
S201700510,2017,1,7342,2017-08-25,2018-01-15
S201700511,2017,0,0,,
S201700512,2017,0,0,,
S201700513,2017,1,5126,2017-08-19,2018-01-10
S201700514,2017,1,5227,2017-08-27,2018-01-10
S201700515,2017,1,6984,2017-08-25,2018-01-08
S201700516,2017,0,0,,
S201700517,2017,1,5217,2017-08-26,2018-01-11
S201700518,2017,1,4748,2017-08-21,2018-01-12
S201700519,2017,1,6055,2017-08-23,2018-01-15
S201700520,2017,0,0,,
S201700521,2017,0,0,,
S201700522,2017,1,6369,2017-08-20,2018-01-10
S201700523,2017,1,4682,2017-08-19,2018-01-12
S201700524,2017,0,0,,
S201700525,2017,1,5778,2017-08-21,2018-01-12
S201700526,2017,0,0,,
S201700527,2017,1,4400,2017-08-18,2018-01-10
S201700528,2017,1,8222,2017-08-27,2018-01-09
S201700529,2017,1,6526,2017-08-25,2018-01-12
S201700530,2017,1,7408,2017-08-26,2018-01-16
S201700531,2017,1,3412,2017-08-19,2018-01-08
S201700532,2017,1,6982,2017-08-22,2018-01-14
S201700533,2017,1,3915,2017-08-15,2018-01-12
S201700534,2017,0,0,,
S201700535,2017,1,4070,2017-08-15,2018-01-12
S201700536,2017,1,6673,2017-08-26,2018-01-12
S201700537,2017,0,0,,
S201700538,2017,0,0,,
S201700539,2017,0,0,,
S201700540,2017,1,3168,2017-08-15,2018-01-11
S201700541,2017,0,0,,
S201700542,2017,1,5616,2017-08-24,2018-01-11
S201700543,2017,1,6101,2017-08-26,2018-01-09
S201700544,2017,1,3944,2017-08-18,2018-01-09
S201700545,2017,0,0,,
S201700546,2017,1,4141,2017-08-19,2018-01-14
S201700547,2017,1,3506,2017-08-21,2018-01-09
S201700548,2017,1,6806,2017-08-22,2018-01-11
S201700549,2017,1,6392,2017-08-26,2018-01-12
S201700550,2017,0,0,,
S201700551,2017,1,6055,2017-08-25,2018-01-17
S201700552,2017,0,0,,
S201700553,2017,0,0,,
S201700554,2017,1,4926,2017-08-23,2018-01-10
S201700555,2017,1,5184,2017-08-20,2018-01-12
S201700556,2017,1,4003,2017-08-15,2018-01-10
S201700557,2017,1,7995,2017-08-18,2018-01-13
S201700558,2017,1,7399,2017-08-20,2018-01-12
S201700559,2017,1,5931,2017-08-22,2018-01-13
S201700560,2017,1,6734,2017-08-18,2018-01-16
S201700561,2017,1,3828,2017-08-24,2018-01-13
S201700562,2017,1,3641,2017-08-17,2018-01-10
S201700563,2017,1,6502,2017-08-26,2018-01-13
S201700564,2017,1,5185,2017-08-24,2018-01-15
S201700565,2017,1,7656,2017-08-27,2018-01-12
S201700566,2017,1,5150,2017-08-25,2018-01-12
S201700567,2017,0,0,,
S201700568,2017,1,7439,2017-08-24,2018-01-12
S201700569,2017,1,5966,2017-08-15,2018-01-16
S201700570,2017,0,0,,
S201700571,2017,1,5363,2017-08-21,2018-01-13
S201700572,2017,0,0,,
S201700573,2017,1,4941,2017-08-26,2018-01-13
S201700574,2017,1,7451,2017-08-18,2018-01-17
S201700575,2017,0,0,,
S201700576,2017,0,0,,
S201700577,2017,0,0,,
S201700578,2017,1,5644,2017-08-21,2018-01-08
S201700579,2017,1,8006,2017-08-23,2018-01-10
S201700580,2017,1,5705,2017-08-17,2018-01-15
S201700581,2017,0,0,,
S201700582,2017,1,3981,2017-08-18,2018-01-12
S201700583,2017,1,4447,2017-08-25,2018-01-15
S201700584,2017,1,6374,2017-08-23,2018-01-17
S201700585,2017,1,6639,2017-08-17,2018-01-14
S201700586,2017,1,4479,2017-08-26,2018-01-11
S201700587,2017,0,0,,
S201700588,2017,0,0,,
S201700589,2017,0,0,,
S201700590,2017,1,7471,2017-08-23,2018-01-08
S201700591,2017,1,7327,2017-08-16,2018-01-14
S201700592,2017,1,7859,2017-08-16,2018-01-17
S201700593,2017,0,0,,
S201700594,2017,1,7332,2017-08-26,2018-01-13
S201700595,2017,0,0,,
S201700596,2017,0,0,,
S201700597,2017,1,5535,2017-08-24,2018-01-08
S201700598,2017,1,7231,2017-08-16,2018-01-12
S201700599,2017,0,0,,
S201700600,2017,0,0,,
S201700601,2017,1,5581,2017-08-21,2018-01-14
S201700602,2017,0,0,,
S201700603,2017,1,5138,2017-08-24,2018-01-13
S201700604,2017,0,0,,
S201700605,2017,1,5399,2017-08-24,2018-01-09
S201700606,2017,0,0,,
S201700607,2017,0,0,,
S201700608,2017,1,6518,2017-08-26,2018-01-14
S201700609,2017,0,0,,
S201700610,2017,1,5733,2017-08-15,2018-01-15
S201700611,2017,1,4937,2017-08-20,2018-01-08
S201700612,2017,0,0,,
S201700613,2017,1,4358,2017-08-17,2018-01-13
S201700614,2017,0,0,,
S201700615,2017,1,6422,2017-08-16,2018-01-16
S201700616,2017,0,0,,
S201700617,2017,1,3217,2017-08-17,2018-01-08
S201700618,2017,0,0,,
S201700619,2017,1,3413,2017-08-18,2018-01-17
S201700620,2017,1,6808,2017-08-20,2018-01-11
S201700621,2017,0,0,,
S201700622,2017,1,4560,2017-08-17,2018-01-10
S201700623,2017,1,5763,2017-08-15,2018-01-13
S201700624,2017,0,0,,
