rep,seed,n_sim,tau_E_hat,tau_E_se,tau_M_hat,tau_M_se,tau_Q_hat,tau_Q_se,h_opt_E,cct_b_E,first_stage_jump,kernel,scen,covers_95
46,8865884,5000,0.12793,0.03487,7.9372,0.5162,0.14712,0.04084,12.352,16.193,0.4863,triangular,baseline,1
47,4614755,4999,0.1734,0.03899,6.8054,0.5339,0.19693,0.03937,12.056,18.332,0.4667,triangular,baseline,1
48,4569254,5000,0.19554,0.03911,6.421,0.5406,0.21437,0.04551,12.374,16.486,0.4162,triangular,baseline,1
49,6251626,4999,0.09956,0.03075,6.3926,0.5622,0.0871,0.03843,11.823,16.876,0.4648,triangular,baseline,0
50,5176857,5000,0.18312,0.03779,6.6903,0.5154,0.21958,0.0384,13.699,18.684,0.4141,triangular,baseline,1
51,8273078,5000,0.19039,0.0384,7.4925,0.5693,0.17924,0.04082,11.53,16.205,0.4062,triangular,baseline,1
52,7510870,4998,0.12815,0.0327,6.5915,0.6021,0.18091,0.04593,14.426,16.406,0.4203,triangular,baseline,1
53,2199395,5001,0.16672,0.03052,7.7085,0.5005,0.15429,0.04527,12.502,17.37,0.4602,triangular,baseline,1
54,102271,4999,0.17373,0.03669,7.9589,0.6354,0.19915,0.04264,12.782,18.21,0.4619,triangular,baseline,1
55,4131457,5001,0.13493,0.03011,6.8127,0.6218,0.16149,0.03829,13.197,19.197,0.4415,triangular,baseline,1
56,4949955,5001,0.19111,0.03564,7.6798,0.6283,0.1532,0.04068,11.723,18.774,0.4255,triangular,baseline,1
57,4937828,5000,0.17801,0.03038,6.9047,0.5293,0.18751,0.04534,12.944,19.212,0.4633,triangular,baseline,1
58,908697,5000,0.17514,0.03237,6.4849,0.5155,0.0871,0.04358,14.268,16.953,0.4329,triangular,baseline,1
59,2724928,4998,0.14823,0.03547,6.6937,0.5395,0.15995,0.04058,14.304,17.583,0.477,triangular,baseline,1
60,4689092,5000,0.16467,0.0344,7.1275,0.5231,0.10247,0.04025,13.848,16.855,0.4304,triangular,baseline,1
61,2616674,5001,0.1156,0.03412,6.3195,0.6119,0.08938,0.04156,11.527,16.751,0.4607,triangular,baseline,1
62,3952441,5000,0.10542,0.0324,7.4819,0.5549,0.20983,0.04422,11.977,19.378,0.4844,triangular,baseline,1
63,5576760,5000,0.14637,0.03541,7.6413,0.5098,0.12027,0.04392,14.251,19.233,0.4604,triangular,baseline,1
64,4614710,4998,0.21415,0.03085,6.8778,0.544,0.20671,0.03899,13.859,17.993,0.4003,triangular,baseline,1
65,7161726,5000,0.16336,0.03996,6.8886,0.6335,0.17657,0.04491,11.557,17.816,0.4024,triangular,baseline,1
66,2969130,5001,0.14081,0.03862,6.9289,0.5559,0.11514,0.04567,13.939,16.056,0.4475,triangular,baseline,1
67,1641994,4999,0.10953,0.03947,7.4111,0.6071,0.10927,0.04571,14.091,18.492,0.45,triangular,baseline,1
68,7809781,4999,0.1281,0.0321,7.1698,0.639,0.21279,0.04167,14.19,18.673,0.4353,triangular,baseline,1
69,5952017,5000,0.16499,0.03805,7.2384,0.6264,0.19549,0.04259,13.505,18.034,0.4399,triangular,baseline,1
70,1802062,5000,0.22312,0.03461,6.4707,0.6235,0.18667,0.0384,12.719,16.298,0.4281,triangular,baseline,1
71,8354626,5000,0.11372,0.03907,7.6057,0.5808,0.19413,0.04345,13.72,18.324,0.4614,triangular,baseline,1
72,4060204,5000,0.2155,0.03759,7.6416,0.5037,0.19802,0.04001,12.195,17.157,0.4661,triangular,baseline,1
73,2910397,4999,0.2261,0.04039,6.4361,0.5921,0.19894,0.0416,13.504,17.66,0.455,triangular,baseline,1
74,4128817,5000,0.2167,0.03297,7.9112,0.5927,0.17554,0.04251,12.623,18.659,0.4442,triangular,baseline,1
75,7139380,5000,0.21785,0.03044,7.0299,0.532,0.13385,0.04221,12.27,18.377,0.4684,triangular,baseline,1
76,7220239,5001,0.17504,0.0343,5.953,0.5919,0.12444,0.04029,12.286,16.982,0.4611,triangular,baseline,1
77,2227296,5001,0.1488,0.03431,7.7063,0.6151,0.21925,0.04152,13.886,16.55,0.4753,triangular,baseline,1
78,6547990,4998,0.20681,0.03477,7.2066,0.5601,0.18078,0.03912,11.948,16.195,0.4513,triangular,baseline,1
79,5498439,5000,0.15103,0.03424,7.6884,0.5937,0.18866,0.03835,12.413,18.27,0.4851,triangular,baseline,1
80,8281131,5001,0.10758,0.0385,7.8397,0.6337,0.17126,0.0439,13.727,16.894,0.4219,triangular,baseline,1
81,7737123,4999,0.14785,0.03996,7.0725,0.5976,0.17784,0.03905,13.267,18.314,0.469,triangular,baseline,1
82,6371556,5001,0.17311,0.03328,6.3043,0.5854,0.18863,0.03856,13.831,16.276,0.4491,triangular,baseline,1
83,5078980,5000,0.22055,0.03743,7.6737,0.6294,0.14367,0.04451,14.212,17.341,0.4963,triangular,baseline,1
84,7583124,4999,0.13512,0.03654,6.703,0.5628,0.18562,0.04529,12.353,17.311,0.4386,triangular,baseline,1
85,4521153,4998,0.22413,0.03429,6.8036,0.5405,0.11953,0.04303,11.779,16.885,0.4194,triangular,baseline,1
86,7575851,4998,0.09242,0.03533,6.4134,0.6048,0.0956,0.04366,12.597,17.512,0.4672,triangular,baseline,1
87,2506217,4998,0.19213,0.03648,7.7188,0.6498,0.114,0.04355,13.812,16.744,0.4276,triangular,baseline,1
88,5435894,5000,0.05791,0.03249,6.7706,0.5517,0.19637,0.0438,12.092,17.526,0.4463,triangular,baseline,0
89,5795814,4999,0.1724,0.03219,8.0783,0.6038,0.17325,0.03875,13.835,18.74,0.4723,triangular,baseline,1
90,3903478,5000,0.16608,0.03256,7.5122,0.6497,0.1514,0.04072,13.203,18.885,0.4141,triangular,baseline,1
91,4873510,4998,0.1166,0.03927,7.7988,0.6429,0.12483,0.0404,12.127,17.523,0.42,triangular,baseline,1
92,3495081,5000,0.16528,0.03663,7.0326,0.5547,0.20593,0.04371,12.704,17.259,0.4936,triangular,baseline,1
93,7338315,5000,0.15603,0.03699,7.1993,0.6061,0.07578,0.04426,12.34,16.236,0.4652,triangular,baseline,1
94,4522614,5000,0.11152,0.04013,7.8045,0.6152,0.16853,0.04124,13.21,18.528,0.48,triangular,baseline,1
95,1616784,5001,0.13975,0.03059,6.8438,0.62,0.19995,0.04374,13.773,19.195,0.5056,triangular,baseline,1
96,8082683,5000,0.18996,0.03205,6.8259,0.5834,0.21306,0.0452,12.234,18.304,0.4709,triangular,baseline,1
97,8578635,5000,0.21107,0.03505,6.7356,0.5151,0.1578,0.04474,14.489,16.884,0.4371,triangular,baseline,1
98,8403292,4999,0.1785,0.03363,7.9417,0.6098,0.1741,0.0456,13.557,18.496,0.452,triangular,baseline,1
99,8699199,4998,0.13997,0.03464,6.1961,0.5483,0.14948,0.04078,13.744,19.345,0.4182,triangular,baseline,1
100,4847093,5001,0.18778,0.03293,7.4328,0.5313,0.15874,0.04122,13.54,17.503,0.4576,triangular,baseline,1
101,8932998,5001,0.16959,0.03582,6.9395,0.5964,0.15805,0.03904,12.654,18.67,0.4578,triangular,baseline,1
102,8037184,5000,0.13459,0.0315,6.5957,0.5517,0.15083,0.04355,13.597,17.019,0.4501,triangular,baseline,1
103,837735,4999,0.18527,0.03508,6.6538,0.5848,0.11901,0.03851,11.572,16.069,0.4718,triangular,baseline,1
104,1976602,4998,0.1931,0.03547,7.452,0.6338,0.12139,0.04082,12.293,17.046,0.4425,triangular,baseline,1
105,1118940,5000,0.19425,0.03367,6.797,0.5621,0.12813,0.04286,11.585,19.479,0.4897,triangular,baseline,1
106,1729118,5000,0.12348,0.03862,7.0969,0.5912,0.11954,0.03917,12.079,18.895,0.4728,triangular,baseline,1
107,7154657,5000,0.17976,0.03174,7.9277,0.6153,0.21324,0.04538,12.076,16.791,0.4455,triangular,baseline,1
108,7264141,4999,0.20607,0.03704,6.6545,0.6059,0.20869,0.04184,13.433,18.446,0.4245,triangular,baseline,1
109,7822377,4999,0.15674,0.04035,6.8899,0.5712,0.10511,0.03804,14.231,19.474,0.4561,triangular,baseline,1
110,8582407,5000,0.16583,0.03141,6.3155,0.5073,0.10045,0.04493,11.522,19.393,0.4424,triangular,baseline,1
111,8903395,5000,0.19927,0.03828,7.1063,0.5119,0.20123,0.04369,12.714,18.34,0.4267,triangular,baseline,1
112,204527,5001,0.14795,0.03835,7.8268,0.6099,0.1691,0.04566,12.833,17.469,0.4411,triangular,baseline,1
113,2413004,5000,0.17386,0.03472,8.2226,0.5491,0.21527,0.04352,13.172,17.211,0.4095,triangular,baseline,1
114,5209581,5000,0.15509,0.03955,7.1116,0.5264,0.16058,0.04493,12.932,16.637,0.4395,triangular,baseline,1
115,5345718,5000,0.17695,0.04024,7.0118,0.505,0.12911,0.04324,13.241,17.837,0.4227,triangular,baseline,1
116,4293434,4998,0.09807,0.03462,6.5532,0.54,0.15978,0.03802,13.698,19.005,0.4473,triangular,baseline,1
117,360518,4999,0.16581,0.03594,6.301,0.5357,0.22651,0.0395,13.016,17.588,0.4831,triangular,baseline,1
118,90438,5001,0.14488,0.03366,7.4412,0.5469,0.14593,0.03965,12.439,17.907,0.4373,triangular,baseline,1
119,3505319,5000,0.15655,0.03596,7.5053,0.614,0.28151,0.04592,13.395,17.279,0.4432,triangular,baseline,1
120,7707370,5000,0.16394,0.03715,6.9286,0.5202,0.16264,0.04517,14.421,17.221,0.4512,triangular,baseline,1
121,7848722,5000,0.13707,0.03088,7.0492,0.6273,0.09895,0.04411,13.632,18.717,0.4349,triangular,baseline,1
122,2194137,5000,0.14939,0.03791,7.7558,0.5506,0.17439,0.04506,12.67,19.484,0.4636,triangular,baseline,1
123,2662569,5000,0.14267,0.03059,7.2755,0.6429,0.18611,0.0431,13.468,18.416,0.4562,triangular,baseline,1
124,1538065,5000,0.14188,0.03967,7.0171,0.5525,0.11593,0.04158,12.562,16.386,0.4331,triangular,baseline,1
125,2633748,5000,0.19819,0.03918,7.1164,0.5152,0.12259,0.04114,14.392,17.639,0.4201,triangular,baseline,1
126,8774277,5001,0.15962,0.04017,7.0922,0.628,0.14898,0.04428,14.238,16.685,0.4858,triangular,baseline,1
127,7708792,5001,0.17872,0.03024,7.1631,0.6305,0.14688,0.03946,12.992,18.452,0.456,triangular,baseline,1
128,8112887,5000,0.12718,0.0377,6.8325,0.5891,0.16971,0.04544,12.701,18.615,0.4724,triangular,baseline,1
129,2523190,4998,0.13533,0.03066,7.6475,0.5392,0.14327,0.03969,12.279,19.494,0.4654,triangular,baseline,1
130,7757943,5000,0.15331,0.04059,7.4329,0.5117,0.14335,0.04197,12.109,18.147,0.4357,triangular,baseline,1
131,6131832,5000,0.14767,0.03186,7.2483,0.5972,0.14596,0.03919,13.903,18.258,0.4573,triangular,baseline,1
132,2174421,5000,0.20428,0.03593,6.014,0.631,0.15983,0.04541,14.032,18.202,0.4714,triangular,baseline,1
133,4385176,4998,0.16746,0.03207,7.7331,0.5401,0.10458,0.04139,12.338,19.093,0.4379,triangular,baseline,1
134,7414083,5000,0.21233,0.03792,7.1373,0.6349,0.15208,0.04155,12.04,17.262,0.4043,triangular,baseline,1
135,7496884,4999,0.15698,0.03469,7.6292,0.6499,0.15605,0.0383,13.956,19.307,0.4896,triangular,baseline,1
136,1509947,5000,0.20773,0.03606,7.6625,0.5774,0.1849,0.04096,12.853,18.846,0.4208,triangular,baseline,1
137,1783285,5000,0.131,0.03891,7.3528,0.513,0.16336,0.04049,14.31,17.525,0.436,triangular,baseline,1
138,661360,5000,0.11242,0.03849,7.2613,0.6322,0.10015,0.03952,11.958,17.372,0.4474,triangular,baseline,1
139,4200628,4998,0.1757,0.03605,7.1315,0.5541,0.16247,0.04561,14.228,19.248,0.476,triangular,baseline,1
140,912021,4999,0.16997,0.03722,7.7709,0.528,0.15728,0.04591,12.591,19.24,0.4492,triangular,baseline,1
141,4826710,4998,0.22346,0.03494,6.5161,0.54,0.15744,0.04133,11.701,18.459,0.4607,triangular,baseline,1
142,7269215,4998,0.19945,0.03486,8.3951,0.626,0.18458,0.03991,13.081,19.258,0.4422,triangular,baseline,1
143,1592132,5000,0.24115,0.04092,7.2481,0.6033,0.1451,0.04004,13.22,19.409,0.4538,triangular,baseline,0
144,3624669,4999,0.1611,0.03773,7.5014,0.6163,0.1064,0.04591,13.882,17.763,0.4454,triangular,baseline,1
145,5633496,5000,0.14083,0.03613,7.1066,0.5904,0.15309,0.0438,12.541,17.518,0.4572,triangular,baseline,1
146,8232317,4999,0.11657,0.03771,6.6761,0.6089,0.1294,0.03979,11.824,16.211,0.4816,triangular,baseline,1
147,2065854,5000,0.16269,0.03591,7.1501,0.5739,0.14825,0.0424,13.822,18.485,0.4471,triangular,baseline,1
148,1018963,5000,0.16361,0.031,7.1741,0.5128,0.11714,0.04074,12.092,18.953,0.3926,triangular,baseline,1
149,186161,4999,0.10563,0.03466,7.1055,0.6165,0.15535,0.04498,13.899,17.683,0.4759,triangular,baseline,1
150,2775028,5000,0.19959,0.03608,7.5955,0.5245,0.20966,0.04257,14.385,18.91,0.4709,triangular,baseline,1
151,6399096,4998,0.21167,0.0362,6.9823,0.5587,0.16037,0.04279,13.601,19.308,0.5042,triangular,baseline,1
152,1800384,4999,0.10379,0.03775,6.7502,0.5584,0.1291,0.04436,12.702,16.85,0.437,triangular,baseline,1
153,4821273,5000,0.14322,0.03372,7.3769,0.512,0.17468,0.04124,12.249,18.635,0.4473,triangular,baseline,1
154,7130637,4999,0.16186,0.03071,6.2297,0.596,0.11723,0.0447,11.755,16.509,0.4527,triangular,baseline,1
155,3264944,5000,0.15189,0.03968,6.8918,0.6423,0.16258,0.03904,13.045,16.259,0.445,triangular,baseline,1
156,247888,5000,0.1463,0.03231,7.1189,0.5299,0.23427,0.0389,14.323,19.206,0.4437,triangular,baseline,1
157,3880779,4998,0.15689,0.03105,7.0556,0.6185,0.1407,0.0396,12.732,17.367,0.4313,triangular,baseline,1
158,2398068,5000,0.17014,0.0362,6.9092,0.5909,0.12352,0.04411,12.18,17.556,0.4485,triangular,baseline,1
159,8373285,5000,0.15379,0.03689,7.4116,0.5242,0.15855,0.03813,12.262,19.275,0.4535,triangular,baseline,1
160,8877170,5001,0.20849,0.03886,7.0034,0.5762,0.11573,0.04172,11.976,19.033,0.4697,triangular,baseline,1
161,6543299,5000,0.19506,0.03739,7.5167,0.5455,0.15851,0.04147,14.181,16.058,0.4087,triangular,baseline,1
162,3133205,5000,0.17327,0.03296,7.6963,0.5642,0.1739,0.04379,11.926,16.039,0.4265,triangular,baseline,1
163,4588785,5001,0.25346,0.03901,6.492,0.5303,0.14376,0.04427,12.777,18.536,0.46,triangular,baseline,0
164,7245073,5000,0.18997,0.03245,6.4637,0.5136,0.25,0.0445,14.413,16.465,0.4521,triangular,baseline,1
165,2251011,5001,0.11517,0.03995,6.4954,0.5649,0.2071,0.04276,14.07,18.494,0.4693,triangular,baseline,1
166,7866058,4998,0.15072,0.04007,7.0558,0.6276,0.16173,0.04166,11.956,18.971,0.4632,triangular,baseline,1
167,3235571,4998,0.20513,0.03927,6.2347,0.6313,0.11684,0.04433,12.583,16.757,0.4195,triangular,baseline,1
168,1121743,5000,0.16359,0.03575,7.4641,0.6202,0.13679,0.04577,12.703,16.795,0.4773,triangular,baseline,1
169,7113069,5000,0.17373,0.03609,6.9929,0.587,0.05379,0.04375,13.475,18.17,0.4524,triangular,baseline,1
170,1873900,4998,0.17982,0.03796,6.489,0.5037,0.14966,0.03909,11.501,19.23,0.4559,triangular,baseline,1
171,284536,5001,0.16762,0.03849,6.3698,0.552,0.2064,0.04521,14.071,16.877,0.4725,triangular,baseline,1
172,2211630,5000,0.24159,0.0363,6.4471,0.5968,0.16709,0.04048,13.413,19.143,0.423,triangular,baseline,0
173,8252893,5000,0.18238,0.03118,7.5299,0.5748,0.24966,0.04395,12.969,17.543,0.4588,triangular,baseline,1
174,6502136,5000,0.13533,0.03601,7.1963,0.646,0.19232,0.04144,13.269,17.843,0.4874,triangular,baseline,1
175,4405464,5000,0.15519,0.03203,7.6179,0.6011,0.17814,0.04089,13.897,16.958,0.4724,triangular,baseline,1
176,2745594,5001,0.17279,0.03565,7.898,0.6494,0.20073,0.039,12.957,17.586,0.4388,triangular,baseline,1
177,8042086,4999,0.19081,0.03573,6.7583,0.5831,0.13606,0.04417,13.661,16.116,0.4395,triangular,baseline,1
178,6622460,5000,0.11826,0.0307,6.9861,0.6453,0.15472,0.03905,12.399,19.235,0.4187,triangular,baseline,1
179,1932025,5000,0.14972,0.04002,7.6698,0.548,0.21132,0.04131,14.213,16.903,0.4455,triangular,baseline,1
180,6417131,4999,0.15427,0.0347,6.8411,0.5968,0.17855,0.04038,14.399,16.849,0.4469,triangular,baseline,1
181,8288697,5000,0.16926,0.03765,7.4758,0.6481,0.10437,0.04298,14.348,19.453,0.4563,triangular,baseline,1
182,2912535,4999,0.20634,0.04087,6.8423,0.5346,0.14779,0.04296,13.427,17.573,0.4563,triangular,baseline,1
183,1250533,5000,0.1731,0.03526,7.2282,0.5175,0.12473,0.04466,13.627,19.369,0.4134,triangular,baseline,1
184,6790530,4999,0.13763,0.03579,6.8477,0.503,0.1439,0.04364,13.84,17.72,0.4625,triangular,baseline,1
185,1145318,5001,0.2022,0.03308,6.5603,0.5379,0.21216,0.04422,14.242,17.295,0.4434,triangular,baseline,1
186,7865895,5000,0.14365,0.03397,7.3964,0.6398,0.13342,0.03814,11.747,16.406,0.4671,triangular,baseline,1
187,7554262,4998,0.2248,0.03804,7.6473,0.5441,0.19682,0.04537,13.197,17.394,0.5054,triangular,baseline,1
188,3974158,4998,0.19028,0.03178,6.7108,0.5287,0.19467,0.03877,14.489,17.669,0.4769,triangular,baseline,1
189,8354446,5000,0.15492,0.03158,7.5319,0.6315,0.14277,0.04231,12.128,17.808,0.4675,triangular,baseline,1
190,3953797,4999,0.12767,0.03642,7.6822,0.6497,0.08258,0.04242,12.008,16.609,0.4455,triangular,baseline,1
191,6205099,4999,0.17723,0.03378,7.7851,0.5584,0.15387,0.04369,13.956,16.343,0.4639,triangular,baseline,1
192,5250356,5000,0.16261,0.03343,8.0056,0.5432,0.12129,0.04386,12.875,18.696,0.4075,triangular,baseline,1
193,5522076,4998,0.16054,0.03297,7.0099,0.5655,0.18075,0.03975,13.255,18.741,0.4053,triangular,baseline,1
194,1024880,5000,0.21564,0.03345,7.5715,0.597,0.11576,0.0411,12.511,18.238,0.4182,triangular,baseline,1
195,6806183,5000,0.14513,0.03632,6.546,0.5445,0.19228,0.03843,12.375,18.966,0.4309,triangular,baseline,1
196,6295962,4998,0.18968,0.03139,7.1335,0.5249,0.19158,0.04474,13.463,18.837,0.451,triangular,baseline,1
197,5709079,5000,0.20334,0.03462,7.1576,0.5954,0.16211,0.04079,11.585,17.259,0.4583,triangular,baseline,1
198,6201683,5001,0.11936,0.03066,6.5342,0.5082,0.2615,0.04234,11.758,18.384,0.459,triangular,baseline,1
199,486923,5000,0.13378,0.04043,6.8468,0.6268,0.19979,0.04016,14.421,16.786,0.4649,triangular,baseline,1
200,1562852,4999,0.11771,0.03302,7.3283,0.6119,0.14475,0.04439,11.576,19.156,0.4667,triangular,baseline,1
