graduate_id,institution_id,cohort_year,field_of_study,cum_gpa,first_gen,rural_origin
G2018000251,U04,2022,BUS,2.45,1,0
G2018000258,U08,2022,STEM,3.063,0,0
G2018000259,U03,2022,HLT,2.407,0,1
G2018000261,U03,2022,HUM,3.496,0,1
G2018000269,U04,2022,STEM,2.941,0,0
G2018000270,U08,2022,BUS,3.171,1,0
G2018000275,U01,2022,SOC,3.039,0,0
G2018000279,U03,2022,BUS,3.785,1,1
G2018000281,U03,2022,EDU,2.74,0,0
G2018000286,U01,2022,HLT,3.235,1,0
G2018000290,U02,2022,BUS,2.734,1,0
G2018000292,U01,2022,BUS,3.116,0,0
G2018000306,U07,2022,STEM,3.188,1,0
G2018000308,U06,2022,STEM,2.745,0,0
G2018000315,U06,2022,BUS,2.618,0,0
G2018000316,U08,2022,SOC,2.711,0,0
G2018000318,U07,2022,STEM,2.714,0,0
G2018000326,U01,2022,BUS,3.084,0,0
G2018000332,U03,2022,SOC,3.301,0,0
G2018000333,U08,2022,SOC,3.673,0,0
G2018000337,U08,2022,BUS,2.584,0,0
G2018000339,U01,2022,HLT,3.227,0,0
G2018000340,U01,2022,EDU,3.117,0,0
G2018000341,U06,2022,HLT,3.432,0,0
G2018000356,U03,2022,EDU,2.751,0,0
G2018000360,U04,2022,STEM,2.637,1,0
G2018000367,U01,2022,BUS,3.496,0,0
G2018000371,U03,2022,BUS,3.642,0,0
G2018000373,U06,2022,SOC,3.179,0,0
G2018000380,U05,2022,EDU,1.936,0,0
G2018000385,U01,2022,EDU,2.299,0,1
G2018000391,U04,2022,SOC,2.994,0,0
G2018000395,U03,2022,SOC,3.078,1,0
G2018000396,U08,2022,STEM,2.931,1,0
G2018000402,U08,2022,SOC,2.078,0,1
G2018000406,U06,2022,HLT,2.776,1,0
G2018000412,U03,2022,STEM,3.986,0,1
G2018000423,U07,2022,STEM,2.92,1,0
G2018000435,U04,2022,STEM,3.278,0,0
G2018000436,U01,2022,BUS,3.285,0,0
G2018000437,U04,2022,HUM,3.316,0,1
G2018000441,U04,2022,STEM,2.984,1,1
G2018000444,U06,2022,BUS,2.949,0,0
G2018000446,U06,2022,SOC,3.443,0,1
G2018000451,U03,2022,SOC,2.403,0,0
G2018000452,U06,2022,STEM,2.926,1,0
G2018000459,U03,2022,STEM,3.76,0,0
G2018000472,U07,2022,STEM,3.226,0,0
G2018000478,U05,2022,BUS,2.871,0,0
G2018000489,U06,2022,HLT,2.841,0,0
G2018000506,U01,2022,BUS,2.895,0,1
G2018000519,U06,2022,EDU,2.915,0,0
G2018000523,U05,2022,STEM,2.349,0,1
G2018000529,U08,2022,SOC,2.987,0,0
G2018000544,U02,2022,STEM,2.967,1,0
G2018000552,U01,2022,STEM,2.896,0,0
G2018000557,U01,2022,HLT,3.415,1,0
G2018000560,U02,2022,BUS,3.224,0,0
G2018000561,U04,2022,HUM,2.535,1,0
G2018000562,U05,2022,BUS,2.998,1,0
G2018000573,U01,2022,STEM,3.304,0,0
G2018000578,U05,2022,HLT,3.089,1,0
G2018000579,U07,2022,SOC,3.287,0,0
G2018000582,U05,2022,STEM,3.128,1,0
G2018000593,U05,2022,STEM,2.951,0,0
G2018000594,U02,2022,BUS,2.897,0,0
G2018000595,U07,2022,EDU,3.45,1,0
G2018000598,U01,2022,SOC,2.662,0,0
G2018000601,U08,2022,HLT,3.583,0,1
G2018000604,U03,2022,STEM,2.557,0,0
G2018000613,U02,2022,HLT,2.72,1,0
G2018000615,U04,2022,SOC,2.124,0,1
G2018000616,U05,2022,HLT,2.851,1,1
G2018000617,U01,2022,EDU,2.876,0,0
G2018000618,U08,2022,HUM,2.765,0,0
G2018000622,U06,2022,HUM,3.507,0,1
G2018000628,U07,2022,BUS,3.489,0,0
G2018000630,U03,2022,BUS,3.268,1,0
G2018000631,U07,2022,EDU,2.968,1,1
G2018000637,U07,2022,BUS,3.098,0,0
G2018000639,U05,2022,SOC,3.527,0,0
G2018000640,U01,2022,STEM,2.999,0,0
G2018000645,U03,2022,EDU,2.868,0,0
G2018000647,U07,2022,EDU,3.047,0,0
G2018000648,U05,2022,STEM,2.502,1,0
G2018000655,U06,2022,STEM,3.953,1,0
G2018000657,U03,2022,HLT,2.881,1,0
G2018000659,U07,2022,HLT,3.623,0,1
G2018000666,U02,2022,BUS,3.565,0,0
G2018000668,U03,2022,BUS,2.676,0,0
G2018000672,U05,2022,STEM,2.933,1,0
G2018000674,U08,2022,BUS,3.715,0,0
G2018000676,U08,2022,STEM,3.166,0,0
G2018000678,U01,2022,STEM,2.785,0,0
G2018000680,U08,2022,BUS,3.03,1,0
G2018000682,U02,2022,SOC,2.973,1,1
G2018000683,U05,2022,EDU,3.495,0,0
G2018000684,U05,2022,HUM,3.255,1,0
G2018000685,U03,2022,SOC,2.939,1,0
G2018000689,U02,2022,STEM,3.393,0,0
G2018000692,U02,2022,SOC,2.387,0,0
G2018000709,U04,2022,HUM,2.7,0,0
G2018000713,U06,2022,HUM,3.37,0,0
G2018000714,U06,2022,SOC,3.678,0,0
G2018000715,U06,2022,BUS,3.001,0,0
G2018000727,U06,2022,BUS,2.325,0,0
G2018000739,U03,2022,HLT,2.42,0,0
G2018000745,U02,2022,BUS,2.971,1,0
G2018000750,U02,2022,SOC,2.834,0,0
G2018000764,U01,2022,BUS,2.162,0,0
G2018000768,U07,2022,EDU,2.688,1,0
G2018000771,U04,2022,STEM,2.823,0,0
G2018000772,U02,2022,BUS,2.994,0,0
G2018000804,U01,2022,STEM,2.996,0,0
G2018000805,U08,2022,STEM,2.86,1,1
G2018000806,U05,2022,STEM,3.234,0,0
G2018000820,U08,2022,SOC,3.073,0,1
G2018000824,U06,2022,SOC,3.258,0,0
G2018000829,U05,2022,STEM,3.858,1,0
G2018000833,U04,2022,STEM,2.684,0,0
G2018000834,U07,2022,STEM,3.067,0,1
G2018000841,U05,2022,BUS,2.35,0,0
G2018000843,U03,2022,HLT,3.422,0,0
G2018000846,U07,2022,STEM,2.253,0,0
G2018000850,U06,2022,SOC,3.282,0,0
G2018000860,U02,2022,SOC,2.997,1,0
G2018000886,U03,2022,EDU,3.473,0,1
G2018000895,U06,2022,EDU,3.253,0,0
G2018000899,U02,2022,HUM,2.893,0,0
G2018000909,U08,2022,BUS,3.078,0,0
G2018000911,U01,2022,BUS,3.716,0,1
G2018000920,U04,2022,BUS,3.128,0,0
G2018000935,U05,2022,STEM,2.868,0,0
G2018000937,U06,2022,SOC,2.552,1,0
G2018000939,U04,2022,SOC,3.144,0,0
G2018000948,U04,2022,SOC,2.294,0,0
G2018000949,U06,2022,SOC,3.11,0,0
G2018000954,U04,2022,HLT,3.477,0,0
G2018000962,U01,2022,HUM,3.297,1,0
G2018000966,U04,2022,STEM,2.91,0,0
G2018000969,U07,2022,HLT,3.09,0,1
G2018000976,U08,2022,BUS,3.161,0,1
G2018000979,U06,2022,STEM,3.53,0,0
G2018000981,U07,2022,HLT,3.416,1,0
G2018000982,U06,2022,SOC,2.803,0,0
G2018000983,U01,2022,HUM,3.219,1,0
G2018000985,U08,2022,STEM,3.436,0,0
G2018000987,U07,2022,HLT,3.189,0,0
G2018000997,U06,2022,SOC,3.001,1,0
G2018000999,U06,2022,HLT,3.096,1,0
G2018001004,U05,2022,STEM,3.381,0,1
G2018001006,U04,2022,SOC,3.098,0,0
G2018001015,U01,2022,BUS,2.873,0,1
G2018001018,U02,2022,HLT,3.617,0,0
G2018001020,U04,2022,HLT,2.963,0,0
G2018001027,U01,2022,SOC,2.83,1,0
G2018001037,U07,2022,STEM,3.553,1,0
G2018001041,U08,2022,HUM,3.21,0,0
G2018001046,U06,2022,EDU,3.418,0,0
G2018001054,U08,2022,BUS,3.539,1,0
G2018001057,U02,2022,SOC,2.618,0,0
G2018001066,U04,2022,BUS,3.265,0,0
G2018001067,U01,2022,STEM,3.145,1,0
G2018001070,U05,2022,SOC,3.235,1,0
G2018001075,U08,2022,EDU,3.116,0,0
G2018001079,U08,2022,BUS,3.28,0,0
G2018001083,U02,2022,HUM,2.536,1,1
G2018001085,U07,2022,HUM,2.534,0,1
G2018001090,U02,2022,BUS,3.296,0,0
G2018001105,U01,2022,STEM,2.74,0,1
G2018001107,U07,2022,SOC,3.224,0,0
G2018001108,U02,2022,BUS,2.84,0,0
G2018001111,U01,2022,SOC,3.449,0,0
G2018001116,U07,2022,HUM,2.491,0,0
G2018001126,U06,2022,SOC,2.64,0,0
G2018001134,U05,2022,STEM,2.478,0,0
G2018001140,U02,2022,SOC,2.501,0,0
G2018001155,U01,2022,BUS,3.115,0,0
G2018001156,U04,2022,SOC,3.283,1,0
G2018001158,U04,2022,SOC,3.295,0,0
G2018001166,U05,2022,BUS,3.625,1,0
G2018001174,U08,2022,HLT,3.66,0,0
G2018001175,U06,2022,SOC,3.324,0,1
G2018001176,U07,2022,EDU,3.515,0,0
G2018001178,U02,2022,HLT,2.644,0,1
G2018001183,U01,2022,BUS,3.62,0,0
G2018001187,U04,2022,SOC,2.923,0,1
G2018001199,U05,2022,EDU,3.248,1,0
G2018001204,U08,2022,HUM,2.871,0,0
G2018001225,U08,2022,STEM,3.373,0,0
G2018001227,U03,2022,HUM,3.41,0,0
G2018001230,U03,2022,BUS,2.776,0,0
G2018001234,U01,2022,HLT,3.401,1,0
G2018001239,U02,2022,STEM,3.378,0,0
G2018001240,U07,2022,HLT,3.072,0,0
G2018001245,U05,2022,STEM,2.577,1,1
G2018001253,U06,2022,STEM,3.486,0,0
G2018001263,U05,2022,HLT,3.297,0,0
G2018001265,U03,2022,HUM,2.812,0,0
G2018001267,U02,2022,STEM,2.828,1,0
G2018001278,U02,2022,SOC,3.212,0,0
G2018001289,U02,2022,SOC,3.398,0,0
G2018001293,U03,2022,BUS,2.786,1,0
G2018001300,U05,2022,STEM,3.27,0,0
G2018001301,U05,2022,STEM,3.369,0,0
G2018001306,U03,2022,BUS,2.919,1,0
G2018001315,U04,2022,HLT,2.682,1,0
G2018001318,U08,2022,HLT,2.827,0,0
G2018001323,U05,2022,STEM,3.03,1,1
G2018001329,U03,2022,BUS,3.13,0,1
G2018001331,U03,2022,HLT,3.652,0,0
G2018001332,U04,2022,SOC,2.948,0,0
G2018001333,U03,2022,SOC,3.07,0,0
G2018001340,U03,2022,SOC,2.993,0,1
G2018001349,U01,2022,STEM,2.463,0,0
G2018001356,U04,2022,STEM,3.681,0,1
G2018001362,U06,2022,BUS,3.671,0,0
G2018001364,U01,2022,HUM,3.093,0,0
G2018001370,U01,2022,STEM,3.268,1,1
G2018001376,U04,2022,STEM,2.488,0,0
G2018001386,U05,2022,EDU,2.552,1,1
G2018001396,U03,2022,STEM,2.385,0,0
G2018001404,U04,2022,BUS,3.405,0,0
G2018001409,U03,2022,SOC,3.736,0,0
G2018001417,U03,2022,STEM,3.737,0,0
G2018001418,U08,2022,STEM,2.794,0,0
G2018001420,U08,2022,STEM,3.367,0,0
G2018001430,U01,2022,HLT,3.204,0,0
G2018001435,U01,2022,HUM,3.084,1,0
G2018001452,U06,2022,BUS,2.863,0,0
G2018001454,U04,2022,HLT,3.301,1,0
G2018001464,U02,2022,SOC,2.583,0,0
G2018001466,U07,2022,STEM,3.094,1,0
G2018001468,U06,2022,STEM,2.87,0,0
G2018001469,U05,2022,STEM,3.602,0,0
G2018001474,U05,2022,SOC,3.17,1,1
G2018001477,U06,2022,BUS,3.119,0,0
G2018001478,U07,2022,STEM,3.009,0,0
G2018001483,U07,2022,HLT,3.514,0,0
G2018001490,U05,2022,SOC,3.407,0,1
G2018001494,U08,2022,SOC,3.436,0,0
G2018001499,U05,2022,STEM,2.02,0,0
G2018001506,U06,2022,HUM,2.614,0,0
G2018001523,U08,2022,EDU,2.897,0,0
G2018001535,U03,2022,HLT,2.134,1,1
G2018001537,U04,2022,STEM,3.115,0,0
G2018001547,U05,2022,STEM,3.089,0,1
G2018001554,U03,2022,STEM,2.718,0,0
G2018001556,U07,2022,STEM,2.489,0,1
G2018001558,U04,2022,STEM,3.669,0,0
G2018001562,U05,2022,SOC,3.146,0,0
G2018001565,U02,2022,STEM,2.574,1,0
G2018001577,U02,2022,HLT,2.602,0,0
G2018001581,U01,2022,BUS,3.403,1,0
G2018001583,U04,2022,BUS,3.048,0,0
G2018001586,U05,2022,EDU,3.595,0,0
G2018001587,U08,2022,EDU,2.796,1,1
G2018001591,U08,2022,STEM,2.712,1,0
G2018001600,U04,2022,BUS,3.31,0,0
G2018001606,U08,2022,HLT,3.125,0,0
G2018001608,U04,2022,HLT,3.616,0,0
G2018001617,U01,2022,STEM,3.419,0,1
G2018001618,U04,2022,HUM,2.758,1,0
G2018001619,U07,2022,HLT,2.753,0,0
G2018001628,U03,2022,HLT,3.171,0,1
G2018001629,U05,2022,STEM,3.67,0,0
G2018001631,U07,2022,SOC,2.92,0,0
G2018001641,U03,2022,HLT,2.987,0,0
G2018001644,U01,2022,BUS,2.814,0,0
G2018001649,U06,2022,BUS,2.68,1,0
G2018001660,U05,2022,SOC,3.58,0,0
G2018001662,U04,2022,HUM,3.839,0,0
G2018001663,U07,2022,BUS,3.314,0,0
G2018001666,U06,2022,HLT,3.113,0,0
G2018001679,U02,2022,STEM,2.457,1,1
G2018001680,U08,2022,SOC,3.15,0,0
G2018001684,U04,2022,HUM,3.181,1,0
G2018001687,U03,2022,HLT,2.929,1,1
G2018001690,U06,2022,STEM,3.212,1,0
G2018001705,U01,2022,STEM,4.0,1,1
G2018001706,U02,2022,HLT,3.599,0,0
G2018001713,U03,2022,BUS,3.298,0,0
G2018001716,U01,2022,BUS,2.733,0,0
G2018001719,U02,2022,STEM,2.823,1,0
G2018001727,U06,2022,SOC,2.853,0,0
G2018001736,U05,2022,SOC,2.657,0,0
G2018001740,U04,2022,EDU,2.899,1,0
G2018001748,U08,2022,STEM,3.383,0,0
G2018001757,U02,2022,STEM,3.049,1,0
G2018001768,U07,2022,BUS,3.118,1,0
G2018001772,U07,2022,STEM,3.458,0,0
G2018001779,U06,2022,BUS,3.217,0,1
G2018001784,U07,2022,BUS,2.856,0,0
G2018001788,U03,2022,STEM,4.0,1,1
G2018001789,U03,2022,BUS,2.663,0,0
G2018001791,U06,2022,STEM,3.642,1,0
G2018001792,U05,2022,STEM,2.599,0,1
G2018001800,U06,2022,HLT,2.79,0,0
G2018001804,U08,2022,BUS,3.107,1,0
G2018001806,U03,2022,BUS,3.127,0,0
G2018001824,U01,2022,EDU,3.338,0,0
G2018001829,U05,2022,BUS,2.925,0,1
G2018001830,U08,2022,SOC,2.899,0,0
G2018001837,U01,2022,HLT,3.723,0,0
G2018001838,U01,2022,HLT,2.502,1,1
G2018001843,U07,2022,BUS,3.093,1,0
G2018001845,U01,2022,SOC,3.479,0,0
G2018001847,U04,2022,SOC,3.316,1,0
G2018001850,U05,2022,HLT,3.233,0,0
G2018001851,U01,2022,HLT,2.857,1,0
G2018001853,U01,2022,BUS,3.094,1,0
G2018001865,U03,2022,STEM,2.941,1,1
G2018001872,U05,2022,SOC,3.14,0,1
G2018001878,U01,2022,STEM,3.246,0,0
G2018001890,U08,2022,HLT,3.392,0,0
G2018001893,U04,2022,BUS,2.798,0,0
G2018001896,U05,2022,HLT,2.819,0,0
G2018001911,U08,2022,BUS,2.778,0,0
G2018001913,U08,2022,BUS,2.71,0,0
G2018001914,U03,2022,SOC,2.739,0,0
G2018001916,U04,2022,HLT,2.346,0,1
G2018001919,U03,2022,STEM,3.07,0,0
G2018001926,U04,2022,EDU,2.71,0,0
G2018001934,U05,2022,STEM,2.772,0,0
G2018001936,U06,2022,HUM,3.292,1,0
G2018001937,U06,2022,STEM,2.709,1,0
G2018001938,U07,2022,EDU,2.745,0,0
G2018001943,U03,2022,STEM,3.829,0,0
G2018001949,U08,2022,SOC,2.712,0,1
G2018001952,U08,2022,STEM,3.106,0,0
G2018001953,U08,2022,STEM,2.54,0,1
G2018001955,U05,2022,BUS,2.909,1,0
G2018001960,U05,2022,HLT,3.422,0,1
G2018001962,U07,2022,BUS,3.022,1,0
G2018001965,U07,2022,SOC,3.319,0,0
G2018001966,U04,2022,SOC,3.365,0,0
G2018001979,U04,2022,HUM,3.301,0,0
G2018001980,U08,2022,BUS,3.856,1,0
G2018001981,U08,2022,BUS,2.966,0,1
G2018001996,U04,2022,HUM,3.523,0,0
G2018001997,U03,2022,SOC,2.862,0,0
G2018001999,U06,2022,STEM,2.854,1,0
G2018002004,U03,2022,STEM,2.611,0,0
G2018002005,U03,2022,EDU,3.394,0,1
G2018002014,U04,2022,BUS,2.668,0,0
G2018002016,U05,2022,EDU,3.687,0,0
G2018002020,U08,2022,STEM,2.786,0,0
G2018002025,U01,2022,HUM,3.046,1,0
G2018002036,U04,2022,STEM,3.483,1,0
G2018002038,U04,2022,STEM,3.082,0,1
G2018002042,U08,2022,BUS,3.671,0,0
G2018002044,U07,2022,STEM,3.505,0,0
G2018002046,U01,2022,SOC,3.613,0,1
G2018002048,U03,2022,HLT,3.935,1,0
G2018002049,U07,2022,BUS,3.179,0,0
G2018002053,U05,2022,HUM,3.101,0,0
G2018002062,U01,2022,STEM,2.599,1,1
G2018002073,U03,2022,BUS,2.706,0,0
G2018002078,U05,2022,HUM,2.976,0,0
G2018002085,U04,2022,EDU,2.73,0,0
G2018002087,U07,2022,SOC,2.74,0,0
G2018002094,U08,2022,STEM,3.751,0,0
G2018002095,U08,2022,BUS,2.769,0,0
G2018002104,U05,2022,STEM,3.336,0,0
G2018002117,U08,2022,EDU,2.856,0,0
G2018002120,U03,2022,BUS,3.121,1,0
G2018002122,U04,2022,HLT,2.887,1,0
G2018002123,U08,2022,SOC,3.231,0,1
G2018002135,U04,2022,HLT,3.149,0,1
G2018002144,U07,2022,SOC,2.236,1,0
G2018002149,U01,2022,HLT,2.76,0,0
G2018002170,U03,2022,HLT,3.121,0,0
G2018002173,U04,2022,BUS,3.21,0,0
G2018002176,U03,2022,BUS,2.59,0,0
G2018002177,U03,2022,BUS,3.411,0,0
G2018002189,U01,2022,STEM,3.582,0,0
G2018002224,U07,2022,HLT,3.057,0,0
G2018002232,U08,2022,BUS,3.595,0,1
G2018002235,U08,2022,SOC,2.829,0,0
G2018002248,U03,2022,HLT,3.42,0,0
G2018002256,U01,2022,SOC,2.868,0,0
G2018002260,U08,2022,STEM,3.316,1,0
G2018002263,U03,2022,SOC,2.98,0,0
G2018002264,U07,2022,EDU,2.861,0,0
G2018002268,U08,2022,HLT,2.594,0,0
G2018002271,U02,2022,BUS,3.4,0,0
G2018002272,U04,2022,STEM,3.202,0,0
G2018002276,U07,2022,HUM,2.447,1,1
G2018002280,U08,2022,HUM,2.989,0,0
G2018002286,U03,2022,BUS,3.865,1,1
G2018002287,U08,2022,HUM,3.614,0,1
G2018002290,U01,2022,BUS,3.045,0,0
G2018002293,U01,2022,STEM,3.102,0,0
G2018002295,U06,2022,STEM,2.589,0,1
G2018002296,U01,2022,HLT,3.522,0,0
G2018002298,U05,2022,STEM,3.594,0,0
G2018002305,U02,2022,BUS,2.937,1,1
G2018002309,U06,2022,BUS,3.178,0,0
G2018002312,U01,2022,STEM,3.31,1,0
G2018002332,U03,2022,BUS,2.792,0,0
G2018002337,U06,2022,STEM,2.354,0,1
G2018002343,U02,2022,BUS,2.971,0,1
G2018002344,U07,2022,HUM,3.281,0,0
G2018002349,U04,2022,BUS,2.398,0,1
G2018002352,U06,2022,HLT,3.006,0,0
G2018002360,U05,2022,SOC,2.764,0,0
G2018002362,U08,2022,HLT,2.98,0,1
G2018002363,U04,2022,SOC,3.545,0,0
G2018002367,U01,2022,SOC,2.929,0,0
G2018002369,U04,2022,STEM,3.433,0,0
G2018002370,U06,2022,STEM,3.082,0,0
G2018002374,U08,2022,HUM,3.404,0,1
G2018002395,U01,2022,BUS,2.927,0,0
G2018002404,U02,2022,STEM,2.106,0,1
G2018002407,U01,2022,EDU,2.819,1,1
G2018002408,U08,2022,BUS,2.844,0,0
G2018002410,U02,2022,STEM,2.453,1,0
G2018002412,U07,2022,STEM,3.369,0,0
G2018002414,U01,2022,STEM,3.1,0,0
G2018002418,U04,2022,EDU,2.835,0,1
G2018002419,U05,2022,SOC,2.628,0,0
G2018002424,U04,2022,HUM,2.743,1,0
G2018002427,U07,2022,HUM,2.979,0,1
G2018002435,U04,2022,STEM,3.489,0,0
G2018002439,U08,2022,HUM,3.408,0,0
G2018002443,U07,2022,SOC,3.525,0,0
G2018002453,U08,2022,HLT,3.456,0,0
G2018002454,U05,2022,HUM,2.518,0,0
G2018002476,U07,2022,HLT,2.337,0,1
G2018002478,U07,2022,STEM,2.924,0,1
G2018002480,U03,2022,BUS,3.027,0,1
G2018002499,U04,2022,HUM,2.723,0,1
G2018002500,U05,2022,BUS,3.127,1,1
G2018002508,U02,2022,BUS,3.801,0,0
G2018002509,U05,2022,HLT,2.893,1,1
G2018002513,U01,2022,BUS,3.387,0,0
G2018002516,U02,2022,SOC,3.342,0,1
G2018002518,U07,2022,SOC,2.966,1,1
G2018002520,U08,2022,BUS,3.06,0,0
G2018002522,U03,2022,BUS,2.999,1,0
G2018002524,U01,2022,STEM,3.081,0,0
G2018002526,U05,2022,SOC,3.001,1,0
G2018002547,U08,2022,STEM,3.782,1,0
G2018002570,U03,2022,SOC,2.512,1,0
G2018002574,U08,2022,SOC,3.587,0,0
G2018002580,U08,2022,BUS,3.468,0,1
G2018002587,U03,2022,BUS,3.004,0,0
G2018002593,U04,2022,EDU,3.351,0,0
G2018002594,U05,2022,STEM,2.953,0,0
G2018002600,U06,2022,EDU,2.554,0,0
G2018002602,U07,2022,EDU,3.039,1,0
G2018002606,U03,2022,SOC,3.062,0,0
G2018002622,U08,2022,SOC,2.8,0,0
G2018002626,U03,2022,HLT,3.156,1,0
G2018002628,U08,2022,SOC,3.351,1,1
G2018002645,U01,2022,SOC,2.481,0,0
G2018002653,U06,2022,STEM,2.686,0,0
G2018002660,U01,2022,EDU,2.81,1,0
G2018002662,U04,2022,STEM,2.711,0,1
G2018002667,U02,2022,HLT,2.848,0,0
G2018002668,U02,2022,SOC,3.801,1,0
G2018002672,U08,2022,SOC,3.705,0,0
G2018002676,U08,2022,STEM,3.579,0,0
G2018002680,U07,2022,STEM,3.172,1,1
G2018002687,U06,2022,SOC,2.899,0,0
G2018002693,U02,2022,STEM,2.696,0,0
G2018002696,U04,2022,BUS,3.035,1,0
G2018002702,U05,2022,HUM,2.591,0,0
G2018002708,U03,2022,BUS,3.557,1,1
G2018002709,U03,2022,BUS,3.045,0,0
G2018002710,U06,2022,HUM,2.799,0,0
G2018002712,U08,2022,BUS,2.617,0,0
G2018002713,U06,2022,BUS,3.027,0,0
G2018002722,U02,2022,STEM,3.107,0,1
G2018002725,U05,2022,SOC,2.605,0,1
G2018002726,U03,2022,EDU,3.538,0,0
G2018002730,U02,2022,HUM,2.975,0,0
G2018002754,U07,2022,SOC,2.913,1,0
G2018002755,U07,2022,BUS,3.256,1,0
G2018002768,U05,2022,STEM,3.48,0,0
G2018002771,U05,2022,STEM,3.479,0,0
G2018002775,U03,2022,EDU,3.279,0,0
G2018002780,U07,2022,SOC,2.676,0,0
G2018002783,U04,2022,SOC,3.222,0,0
G2018002785,U01,2022,HLT,3.299,0,0
G2018002788,U08,2022,HUM,1.885,1,1
G2018002792,U05,2022,HUM,3.257,0,0
G2018002793,U04,2022,STEM,3.069,1,0
G2018002797,U06,2022,STEM,3.432,0,1
G2018002798,U01,2022,STEM,2.258,0,0
G2018002802,U04,2022,BUS,3.329,0,0
G2018002805,U08,2022,SOC,2.295,0,0
G2018002815,U08,2022,SOC,2.962,0,1
G2018002816,U03,2022,BUS,2.333,0,0
G2018002818,U05,2022,HUM,2.697,0,0
G2018002828,U07,2022,SOC,2.856,1,0
G2018002829,U05,2022,EDU,2.74,0,0
G2018002846,U07,2022,STEM,2.913,0,0
G2018002852,U05,2022,HUM,3.635,0,1
G2018002857,U02,2022,STEM,2.37,0,1
G2018002858,U06,2022,SOC,3.051,0,0
G2018002864,U01,2022,BUS,2.787,1,0
G2018002865,U07,2022,HUM,3.211,1,0
G2018002867,U02,2022,BUS,3.516,0,0
G2018002872,U03,2022,SOC,3.914,0,0
G2018002874,U06,2022,SOC,2.999,1,1
G2018002876,U03,2022,SOC,2.861,0,0
G2018002878,U01,2022,BUS,3.34,0,0
G2018002888,U08,2022,STEM,3.059,1,1
G2018002889,U03,2022,STEM,3.26,0,0
G2018002892,U04,2022,STEM,3.101,0,1
G2018002897,U08,2022,HLT,3.155,0,1
G2018002907,U03,2022,EDU,3.268,0,0
G2018002917,U04,2022,BUS,3.763,0,0
G2018002918,U02,2022,BUS,2.739,0,0
G2018002932,U07,2022,STEM,2.824,0,0
G2018002934,U06,2022,HLT,2.647,0,0
G2018002940,U06,2022,STEM,3.22,0,0
G2018002941,U02,2022,BUS,3.277,0,0
G2018002943,U06,2022,BUS,2.981,0,1
G2018002950,U06,2022,STEM,3.413,0,0
G2018002958,U07,2022,HUM,3.373,0,0
G2018002974,U01,2022,SOC,3.499,0,0
G2018002975,U05,2022,HLT,3.015,0,0
G2018002981,U01,2022,STEM,2.63,0,0
G2018002985,U03,2022,HLT,2.56,1,0
G2018002992,U05,2022,STEM,2.623,1,0
G2018002993,U01,2022,SOC,3.148,0,0
