graduate_id	risk_score	eligible_z	enrolled_d
G2018003627	10.273	0	1
G2018003636	20.283	0	1
G2018003642	11.261	0	1
G2018003648	46.475	0	0
G2018003665	40.821	0	1
G2018003668	38.82	0	0
G2018003673	52.239	0	1
G2018003674	10.643	0	1
G2018003680	46.612	0	0
G2018003684	49.414	0	0
G2018003687	2.319	0	0
G2018003711	26.584	0	0
G2018003728	28.13	0	1
G2018003740	54.272	0	1
G2018003742	44.76	0	0
G2018003747	41.21	0	1
G2018003748	62.197	0	0
G2018003749	41.173	0	0
G2018003753	66.997	0	0
G2018003758	50.525	0	0
G2018003763	28.289	0	0
G2018003766	32.215	0	1
G2018003768	11.383	0	0
G2018003770	15.754	0	0
G2018003772	37.84	0	0
G2018003774	53.807	0	0
G2018003778	1.453	0	0
G2018003794	10.855	0	0
G2018003795	16.777	0	0
G2018003798	60.561	0	0
G2018003809	13.564	0	0
G2018003813	24.559	0	0
G2018003830	46.438	0	0
G2018003833	12.313	0	0
G2018003835	20.882	0	0
G2018003840	53.43	0	0
G2018003846	2.356	0	1
G2018003847	13.396	0	0
G2018003848	48.883	0	0
G2018003852	44.055	0	0
G2018003858	1.298	0	0
G2018003864	57.024	0	1
G2018003866	25.756	0	0
G2018003874	44.919	0	0
G2018003875	39.484	0	0
G2018003876	7.008	0	1
G2018003877	22.926	0	0
G2018003882	30.443	0	1
G2018003883	25.505	0	0
G2018003887	17.705	0	0
G2018003893	48.664	0	0
G2018003899	30.94	0	0
G2018003903	48.907	0	1
G2018003915	46.016	0	1
G2018003929	2.477	0	1
G2018003935	35.185	0	0
G2018003937	7.786	0	0
G2018003939	1.963	0	1
G2018003946	14.217	0	0
G2018003948	15.147	0	0
G2018003951	7.268	0	0
G2018003966	10.817	0	0
G2018003982	16.457	0	0
G2018003989	46.14	0	0
G2018003997	14.923	0	1
G2018004011	39.282	0	0
G2018004013	0.1	0	1
G2018004015	49.811	0	0
G2018004018	73.131	0	0
G2018004023	20.503	0	0
G2018004026	58.115	0	0
G2018004030	25.466	0	1
G2018004050	30.81	0	0
G2018004052	21.42	0	1
G2018004062	25.816	0	0
G2018004082	64.315	0	0
G2018004086	15.689	0	0
G2018004091	56.183	0	0
G2018004093	45.354	0	0
G2018004094	65.638	0	0
G2018004099	22.308	0	0
G2018004103	16.321	0	0
G2018004106	11.842	0	1
G2018004111	47.395	0	0
G2018004123	18.468	0	0
G2018004124	29.668	0	0
G2018004125	39.899	0	0
G2018004128	22.955	0	0
G2018004149	14.156	0	1
G2018004160	12.531	0	0
G2018004174	51.87	0	0
G2018004177	42.849	0	1
G2018004178	36.645	0	0
G2018004190	6.933	0	0
G2018004193	15.325	0	0
G2018004209	0.1	0	0
G2018004211	16.17	0	1
G2018004213	15.496	0	0
G2018004214	22.151	0	0
G2018004220	20.443	0	1
G2018004224	12.008	0	0
G2018004227	10.9	0	1
G2018004238	40.937	0	0
G2018004243	14.902	0	0
G2018004244	38.843	0	0
G2018004246	47.554	0	0
G2018004249	18.963	0	0
G2018004255	23.504	0	1
G2018004257	48.768	0	0
G2018004258	18.089	0	1
G2018004263	35.621	0	0
G2018004266	24.107	0	0
G2018004277	22.069	0	0
G2018004278	24.165	0	0
G2018004301	26.49	0	0
G2018004304	65.662	0	0
G2018004311	9.962	0	0
G2018004312	25.474	0	1
G2018004322	16.074	0	0
G2018004323	59.927	0	0
G2018004327	37.35	0	0
G2018004329	25.625	0	0
G2018004331	47.114	0	1
G2018004334	45.296	0	0
G2018004347	22.56	0	0
G2018004357	26.85	0	1
G2018004359	40.841	0	0
G2018004361	56.749	0	0
G2018004367	20.95	0	0
G2018004373	12.63	0	0
G2018004374	13.515	0	0
G2018004375	31.515	0	0
G2018004376	26.165	0	0
G2018004378	16.302	0	0
G2018004384	33.485	0	0
G2018004386	13.312	0	1
G2018004390	17.037	0	1
G2018004396	58.173	0	0
G2018004398	24.823	0	0
G2018004400	37.075	0	0
G2018004403	16.31	0	1
G2018004404	41.469	0	0
G2018004405	67.819	0	1
G2018004406	37.925	0	0
G2018004409	28.95	0	0
G2018004410	36.387	0	0
G2018004420	19.105	0	0
G2018004422	39.491	0	0
G2018004423	43.702	0	0
G2018004427	9.397	0	0
G2018004431	25.309	0	0
G2018004434	12.808	0	1
G2018004439	53.388	0	0
G2018004442	0.985	0	1
G2018004449	13.906	0	0
G2018004458	12.349	0	0
G2018004461	32.255	0	0
G2018004467	21.959	0	0
G2018004469	13.043	0	0
G2018004472	17.636	0	0
G2018004474	54.177	0	0
G2018004475	34.283	0	0
G2018004480	8.52	0	0
G2018004482	15.268	0	0
G2018004486	17.745	0	0
G2018004490	14.549	0	0
G2018004500	19.421	0	0
G2018004509	6.506	0	0
G2018004515	15.067	0	1
G2018004518	26.239	0	0
G2018004521	49.064	0	0
G2018004522	43.801	0	0
G2018004529	56.203	0	0
G2018004533	44.758	0	1
G2018004547	46.832	0	0
G2018004551	22.936	0	0
G2018004556	29.405	0	0
G2018004561	13.846	0	0
G2018004563	25.822	0	1
G2018004573	29.672	0	0
G2018004576	11.341	0	0
G2018004581	45.099	0	0
G2018004588	52.269	0	0
G2018004593	8.917	0	0
G2018004600	12.586	0	0
G2018004612	15.263	0	0
G2018004621	28.756	0	0
G2018004623	47.852	0	1
G2018004640	28.303	0	0
G2018004643	23.375	0	0
G2018004650	8.98	0	0
G2018004655	63.113	0	1
G2018004665	42.408	0	0
G2018004666	64.553	0	1
G2018004679	29.641	0	0
G2018004690	42.395	0	0
G2018004691	15.323	0	1
G2018004710	4.87	0	1
G2018004711	24.215	0	0
G2018004713	19.2	0	0
G2018004719	33.142	0	0
G2018004725	7.321	0	0
G2018004728	17.459	0	0
G2018004732	0.382	0	1
G2018004735	58.609	0	0
G2018004744	45.858	0	0
G2018004747	16.343	0	1
G2018004749	33.751	0	0
G2018004769	28.172	0	0
G2018004775	19.832	0	1
G2018004778	42.469	0	0
G2018004788	10.17	0	0
G2018004798	12.962	0	0
G2018004801	34.849	0	0
G2018004806	29.42	0	0
G2018004807	26.265	0	0
G2018004813	31.424	0	0
G2018004814	6.829	0	0
G2018004827	47.847	0	0
G2018004833	49.963	0	0
G2018004837	19.481	0	0
G2018004844	11.566	0	0
G2018004845	8.884	0	1
G2018004847	6.497	0	0
G2018004855	19.171	0	0
G2018004865	36.22	0	0
G2018004867	11.027	0	0
G2018004872	7.09	0	0
G2018004878	37.438	0	1
G2018004884	11.652	0	0
G2018004892	31.233	0	0
G2018004898	30.312	0	0
G2018004904	19.448	0	0
G2018004905	7.565	0	0
G2018004909	46.803	0	0
G2018004910	18.21	0	0
G2018004912	32.581	0	0
G2018004923	13.618	0	1
G2018004930	9.967	0	1
G2018004932	11.087	0	0
G2018004933	19.122	0	0
G2018004938	56.592	0	0
G2018004945	59.193	0	1
G2018004950	33.788	0	0
G2018004951	7.918	0	0
G2018004952	24.497	0	0
G2018004963	30.228	0	1
G2018004964	28.536	0	0
G2018004965	42.062	0	0
G2018004970	12.051	0	1
G2018004971	10.657	0	0
G2018004975	48.043	0	0
G2018004977	39.346	0	0
G2018004981	64.562	0	0
G2018004991	12.234	0	0
G2018005000	7.531	0	0
G2018005002	9.637	0	0
G2018005005	20.778	0	0
G2018005015	60.715	0	0
G2018005017	7.393	0	0
G2018005019	60.335	0	1
G2018005020	10.538	0	0
G2018005023	75.249	1	1
G2018005026	27.359	0	0
G2018005028	18.995	0	0
G2018005033	36.207	0	0
G2018005035	26.222	0	1
G2018005042	31.212	0	1
G2018005055	29.404	0	0
G2018005056	48.353	0	1
G2018005059	5.396	0	0
G2018005061	0.907	0	0
G2018005062	2.504	0	0
G2018005063	17.939	0	1
G2018005070	0.1	0	0
G2018005072	5.978	0	1
G2018005073	15.087	0	0
G2018005075	17.585	0	0
G2018005085	20.137	0	1
G2018005089	22.677	0	1
G2018005094	46.605	0	0
G2018005097	9.441	0	0
G2018005098	29.737	0	0
G2018005103	28.754	0	0
G2018005127	29.028	0	0
G2018005129	47.948	0	0
G2018005140	54.97	0	0
G2018005157	22.017	0	0
G2018005162	4.055	0	1
G2018005172	42.806	0	1
G2018005178	12.275	0	0
G2018005182	51.693	0	0
G2018005187	31.609	0	0
G2018005190	27.845	0	0
G2018005199	11.328	0	0
G2018005200	33.045	0	0
G2018005202	16.351	0	0
G2018005218	58.197	0	0
G2018005219	9.079	0	1
G2018005221	10.817	0	0
G2018005224	11.78	0	1
G2018005226	27.552	0	0
G2018005227	31.408	0	0
G2018005235	20.371	0	0
G2018005236	21.227	0	0
G2018005237	57.668	0	1
G2018005238	16.998	0	0
G2018005260	34.624	0	0
G2018005263	32.032	0	0
G2018005265	18.925	0	0
G2018005279	29.396	0	0
G2018005280	20.963	0	0
G2018005284	22.545	0	0
G2018005288	7.507	0	0
